EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Turnovers,BlockingFouls,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,Assisted3sPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Arc3PctAssisted,SecondChanceOffPoss,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,FTOffRebounds,DeadBallTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,LostBallSteals,Travels,PenaltyTurnovers,Offensive Fouls,BlockedAtRim,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,SecondChanceAtRimFGM,Corner3FGM,Corner3Assists,BlockedCorner3,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,PtsPutbacks,Fg3aBlocked,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Charge Fouls,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,team_id,year,season,team_vs
100940-201067-201507-201886-203389,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, DeWanna Bonner, Yvonne Turner","Taurasi, Little, Mitchell, Bonner, Turner",100940-201067-201507-201886-203389,PHO,99.0,1,2.0,-2.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,116.36363636363637,11.5,13.25,11.5,13.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.4458333333333333,0.4458333333333333,1.0,9.966666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201507-201886-203398,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, DeWanna Bonner, Brittney Griner","Taurasi, Little, Mitchell, Bonner, Griner",100940-201067-201507-201886-203398,PHO,116.0,1,2.0,-1.0,4.0,5.0,,3.0,9.0,,,,,1.0,1.0,1.0,2.0,5.0,6.0,,,,2.0,1.0,1.0,1.0,2.0,3.0,,5.0,,,,0.5,,0.8333333333333334,,0.8333333333333334,,1.0,0.5,,111.72413793103448,10.75,14.6,10.75,14.6,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.4455833333333334,,,12.55,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201507-201896-203398,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, Briann January, Brittney Griner","Taurasi, Little, Mitchell, January, Griner",100940-201067-201507-201896-203398,PHO,76.0,1,1.0,3.0,2.0,2.0,,,4.0,,,,,,,,,3.0,,,,,,1.0,2.0,2.0,,1.0,,3.0,,,,,,1.5,,1.5,,1.0,1.0,1.0,75.78947368421053,10.0,28.0,10.0,28.0,,,,,,,,1.0,0.5901,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,23.7,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201507-203389-203398,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, Yvonne Turner, Brittney Griner","Taurasi, Little, Mitchell, Turner, Griner",100940-201067-201507-203389-203398,PHO,105.0,1,2.0,1.0,3.0,2.0,,,5.0,,,,,1.0,2.0,1.0,3.0,5.0,4.0,,,,2.0,,,2.0,,1.0,,3.0,,,,0.3333333333333333,,0.625,,0.625,,,,,68.57142857142857,20.333333333333332,22.0,14.0,19.0,,,,0.25,0.5,,,0.25,0.409,,,14.633333333333333,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.25,1.0,,1.0,1.0,0.25,1.0,1.0,1.0,26.2,3.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,0.40115,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201886-201896-202657,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Angel Robinson","Taurasi, Little, Bonner, January, Robinson",100940-201067-201886-201896-202657,PHO,231.0,1,4.0,5.0,7.0,6.0,5.0,1.0,13.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,6.0,10.0,5.0,2.0,5.0,8.0,4.0,,3.0,6.0,,1.0,,6.0,6.0,4.0,,0.3333333333333333,0.4,0.3333333333333333,0.4,0.5,0.5,,0.6,,81.03896103896103,15.428571428571429,20.5,14.714285714285714,17.833333333333332,0.6666666666666666,0.5,0.5,0.16666666666666666,0.16666666666666666,0.8,0.5,0.6666666666666666,0.43121666666666664,0.45553999999999994,0.8,6.1000000000000005,0.7142857142857143,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,0.6,,,2.0,,,4.0,2.0,3.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.4,6.0,4.0,4.0,1.0,1.0,4.0,2.0,8.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.75,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201886-201896-203389,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Yvonne Turner","Taurasi, Little, Bonner, January, Turner",100940-201067-201886-201896-203389,PHO,159.0,1,3.0,-1.0,5.0,6.0,3.0,,11.0,,,,,2.0,,,2.0,1.0,2.0,,2.0,1.0,,2.0,3.0,3.0,,2.0,,1.0,1.0,3.0,,,,,,0.125,0.16666666666666666,1.0,0.75,1.0,99.62264150943396,17.4,12.0,17.4,11.833333333333334,,,,0.6666666666666666,,,,0.3333333333333333,0.4051,0.3633,1.0,6.45,0.6,,,1.0,,1.0,,1.0,,,,2.0,,,,0.3333333333333333,,,,,0.3333333333333333,,,,25.3,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,3.0,,2.0,1.0,,1.0,,1.0,,,,,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201886-201896-203398,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Brittney Griner","Taurasi, Little, Bonner, January, Griner",100940-201067-201886-201896-203398,PHO,1793.0,3,30.0,-31.0,59.0,58.0,17.0,34.0,117.0,6.0,14.0,,2.0,11.0,7.0,12.0,32.0,48.0,79.0,3.0,7.0,18.0,10.0,7.0,15.0,21.0,7.0,11.0,,43.0,13.0,14.0,,0.375,0.42857142857142855,0.3333333333333333,0.4090909090909091,0.4444444444444444,0.5625,0.875,0.7222222222222222,0.875,93.9654210819855,16.728813559322035,13.89655172413793,16.11864406779661,13.517241379310345,0.3111111111111111,0.42857142857142855,0.5,0.24444444444444444,0.15555555555555556,0.18181818181818182,,0.6,0.4131681818181818,0.351405,0.375,7.728125,0.288135593220339,5.0,2.0,12.0,2.0,13.0,3.0,11.0,2.0,6.0,5.0,11.0,1.0,0.15384615384615385,0.16666666666666666,0.28888888888888886,0.5454545454545454,,0.45454545454545453,0.45454545454545453,0.26666666666666666,0.16666666666666666,0.16666666666666666,0.18181818181818182,28.207692307692305,3.0,1.0,8.0,1.0,17.0,6.0,0.5,0.6,0.6666666666666666,0.5,5.0,1.0,5.0,5.0,3.0,6.0,0.2,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.2222222222222222,0.2,0.42829999999999996,0.10416666666666667,18.0,,9.0,,5.0,18.0,,19.0,4.0,4.0,2.0,1.0,3.0,1.0,,0.125,1.0,0.1,0.1111111111111111,3.0,,,1.0,,1.0,,0.25,,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,14.0,1.0,2.0,7.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.5833333333333334,1.0,0.25,0.0625,0.14285714285714285,1.0,0.3333333333333333,0.2,0.375,0.04,0.5,0.6,0.14285714285714285,0.14285714285714285,1.0,0.022222222222222223,0.5,0.16666666666666666,1.0,0.36363636363636365,0.25,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201886-201896-203855,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Stephanie Talbot","Taurasi, Little, Bonner, January, Talbot",100940-201067-201886-201896-203855,PHO,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201886-203389-203398,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Yvonne Turner, Brittney Griner","Taurasi, Little, Bonner, Turner, Griner",100940-201067-201886-203389-203398,PHO,62.0,1,1.0,4.0,2.0,2.0,,,4.0,2.0,2.0,,,,,2.0,2.0,4.0,,,,,4.0,,2.0,2.0,,,,4.0,,,,1.0,,1.0,,1.0,,,0.6666666666666666,,92.9032258064516,7.5,23.5,7.5,20.0,1.0,1.0,1.0,,,,,1.0,0.5828,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201067-201896-203389-203398,1611661317,"Diana Taurasi, Camille Little, Briann January, Yvonne Turner, Brittney Griner","Taurasi, Little, January, Turner, Griner",100940-201067-201896-203389-203398,PHO,339.0,2,6.0,-7.0,11.0,12.0,,,23.0,,3.0,,,3.0,,2.0,6.0,6.0,13.0,,,,2.0,3.0,6.0,8.0,2.0,2.0,,6.0,,,,0.3333333333333333,,0.18181818181818182,,0.25,,1.0,1.0,1.0,97.69911504424778,17.09090909090909,12.583333333333334,15.272727272727273,11.916666666666666,0.2727272727272727,,,0.2727272727272727,,,,0.7272727272727273,0.42363636363636364,,,6.166666666666667,,2.0,,5.0,,5.0,,5.0,,1.0,1.0,1.0,,,,0.45454545454545453,1.0,,0.6666666666666666,0.6666666666666666,0.45454545454545453,,,,24.7,,,1.0,,2.0,3.0,,1.0,1.0,,1.0,,1.0,,1.0,2.0,,,,0.25,0.2222222222222222,,0.3444,,2.0,,,,,3.0,,2.0,1.0,,,,,,,0.3333333333333333,,0.08333333333333333,0.14285714285714285,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,0.5,0.5,,,0.16666666666666666,0.3333333333333333,,0.2,,0.2,,,0.5,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
