EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,OffPoss,PenaltyOffPoss,PenaltyOffPossExcludingTakeFouls,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyOffPossPct,Minutes,PlusMinus,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,DefCorner3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Avg2ptShotDistance,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,ShortMidRangeAssists,DefTwoPtRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceFG2A,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,LostBallTurnovers,ShootingFouls,BlockingFouls,PenaltyFg3Pct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,OffThreePtRebounds,Travels,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3FGM,Offensive Fouls,PenaltyArc3Accuracy,Blocked2s,BlockedAtRim,Blocks,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,BadPassOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,FTDefRebounds,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,DefFTReboundPct,OffCorner3ReboundPct,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,RecoveredBlocks,BlocksRecoveredPct,BlockedShortMidRange,Loose Ball Fouls,HeaveAttempts,Technical Free Throw Trips,BlockedLongMidRange,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1627681-1628868-1628927-200676-203405,1611661325,"Jazmon Gwathmey, Hind Ben Abdelkader, Victoria Vivians, Candice Dupree, Kayla Alexander","Gwathmey, Ben Abdelkader, Vivians, Dupree, Alexander",1627681-1628868-1628927-200676-203405,IND,22.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.45454545454545,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627681-1628906-1628927-200676-204365,1611661325,"Jazmon Gwathmey, Stephanie Mavunga, Victoria Vivians, Candice Dupree, Erica Wheeler","Gwathmey, Mavunga, Vivians, Dupree, Wheeler",1627681-1628906-1628927-200676-204365,IND,4.0,1,,1.0,,,,,,,,360.0,,,1.0,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1628286-1628868-1628909-1628927-203831,1611661325,"Erica McCall, Hind Ben Abdelkader, Kelsey Mitchell, Victoria Vivians, Natalie Achonwa","McCall, Ben Abdelkader, Mitchell, Vivians, Achonwa",1628286-1628868-1628909-1628927-203831,IND,6.0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1628286-1628906-1628909-200665-204365,1611661325,"Erica McCall, Stephanie Mavunga, Kelsey Mitchell, Cappie Pondexter, Erica Wheeler","McCall, Mavunga, Mitchell, Pondexter, Wheeler",1628286-1628906-1628909-200665-204365,IND,3.0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627676-1627681-1628286-1628909-203405,1611661325,"Tiffany Mitchell, Jazmon Gwathmey, Erica McCall, Kelsey Mitchell, Kayla Alexander","Mitchell, Gwathmey, McCall, Mitchell, Alexander",1627676-1627681-1628286-1628909-203405,IND,31.0,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,139.3548387096774,6.0,6.0,2.0,2.0,2.0,12.5,12.5,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.51465,0.51465,1.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627676-1627681-1628286-203831-204365,1611661325,"Tiffany Mitchell, Jazmon Gwathmey, Erica McCall, Natalie Achonwa, Erica Wheeler","Mitchell, Gwathmey, McCall, Achonwa, Wheeler",1627676-1627681-1628286-203831-204365,IND,77.0,2,2.0,5.0,,,,,,,,93.5064935064935,15.0,15.0,3.0,,,15.666666666666666,15.666666666666666,,1.0,5.0,,,1.0,,5.0,,,,,,,5.0,,,0.8333333333333334,,0.3333333333333333,,,,0.3333333333333333,0.43903333333333333,,,23.5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627676-1627681-1628286-1628909-203831,1611661325,"Tiffany Mitchell, Jazmon Gwathmey, Erica McCall, Kelsey Mitchell, Natalie Achonwa","Mitchell, Gwathmey, McCall, Mitchell, Achonwa",1627676-1627681-1628286-1628909-203831,IND,344.0,3,10.0,22.0,1.0,4.0,4.0,1.0,0.5,0.6666666666666666,0.5,92.09302325581395,21.1,20.4,12.0,4.0,4.0,11.083333333333334,11.083333333333334,0.3333333333333333,6.0,-1.0,,,1.0,2.0,8.0,,2.0,4.0,,2.0,,8.0,4.0,,0.4,0.6666666666666666,0.1111111111111111,,,,0.2222222222222222,0.44711666666666666,0.3755,0.5,23.5,1.0,3.0,,1.0,3.0,8.0,,2.0,,1.0,,1.0,,,2.0,0.3333333333333333,0.3333333333333333,,,,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,10.2125,1.0,2.0,4.0,9.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.125,0.25,0.5,0.75,1.0,1.0,0.1111111111111111,0.4444444444444444,0.5,0.6666666666666666,0.5,0.1,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627676-1627681-1628909-200676-203405,1611661325,"Tiffany Mitchell, Jazmon Gwathmey, Kelsey Mitchell, Candice Dupree, Kayla Alexander","Mitchell, Gwathmey, Mitchell, Dupree, Alexander",1627676-1627681-1628909-200676-203405,IND,350.0,4,11.0,23.0,1.0,2.0,4.0,2.0,1.0,0.6666666666666666,1.0,94.62857142857143,14.909090909090908,14.909090909090908,12.0,3.0,3.0,15.5,15.25,0.25,6.0,7.0,3.0,1.0,4.0,2.0,17.0,2.0,,3.0,3.0,4.0,,17.0,3.0,,0.6538461538461539,0.75,0.36363636363636365,,0.2727272727272727,0.5,0.7272727272727273,0.5045727272727273,0.482625,0.17647058823529413,25.25,,,1.0,1.0,3.0,7.0,3.0,2.0,9.0,1.0,3.0,4.0,1.0,,11.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.42857142857142855,0.6818181818181818,,,,,0.09090909090909091,1.0,1.0,1.0,4.128571428571428,4.0,1.0,3.0,10.0,,,4.0,2.0,,1.0,2.0,,1.0,,,1.0,1.0,3.0,2.0,,,0.75,0.2857142857142857,0.6666666666666666,1.0,0.5,1.0,,0.36363636363636365,0.2727272727272727,0.3333333333333333,1.0,,0.15384615384615385,0.2222222222222222,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0.5,0.4,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,0.61435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627676-1628286-1628868-1628906-1628909,1611661325,"Tiffany Mitchell, Erica McCall, Hind Ben Abdelkader, Stephanie Mavunga, Kelsey Mitchell","Mitchell, McCall, Ben Abdelkader, Mavunga, Mitchell",1627676-1628286-1628868-1628906-1628909,IND,40.0,1,,1.0,,,,,,,,36.0,,,1.0,,,19.0,19.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3746,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
1627676-1628286-1628868-1628909-203405,1611661325,"Tiffany Mitchell, Erica McCall, Hind Ben Abdelkader, Kelsey Mitchell, Kayla Alexander","Mitchell, McCall, Ben Abdelkader, Mitchell, Alexander",1627676-1628286-1628868-1628909-203405,IND,380.0,4,13.0,27.0,3.0,9.0,12.0,5.0,1.0,1.0,1.0,102.31578947368422,15.076923076923077,15.076923076923077,14.0,6.0,6.0,13.142857142857142,12.428571428571429,0.42857142857142855,6.0,10.0,1.0,1.0,1.0,7.0,17.0,1.0,5.0,9.0,1.0,10.0,1.0,17.0,9.0,1.0,0.5666666666666667,0.5625,0.1,,0.1,0.25,0.5,0.526295,0.6107125,0.5294117647058824,24.2,1.0,3.0,,,5.0,9.0,,4.0,,2.0,,2.0,,1.0,4.0,0.4,0.4,,,,0.5555555555555556,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,8.577777777777778,4.0,2.0,2.0,7.0,2.0,3.0,6.0,,,6.0,,,2.0,2.0,1.0,3.0,1.0,3.0,4.0,,0.6666666666666666,0.5,,,0.6666666666666666,1.0,1.0,1.0,0.4,0.2,1.0,1.0,,0.2857142857142857,0.3076923076923077,1.0,2.0,2.0,1.0,,,,2.0,,,,1.0,2.0,3.0,,,,2.0,,,0.5,0.6,1.0,,,0.5,0.5,0.5,,,,0.5,,,,0.3258,2.0,3.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2018,2018,True
