EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,LongMidRangeFGM,PenaltyArc3FGA,PenaltyFG3A,ShortMidRangeAssists,LongMidRangeAssists,Steals,BadPassSteals,BadPassTurnovers,PenaltyOffPossExcludingTakeFouls,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,Clear Path Fouls,BlockedLongMidRange,SecondChanceCorner3Frequency,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100940-201067-201886-201896-202657,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Angel Robinson","Taurasi, Little, Bonner, January, Robinson",100940-201067-201886-201896-202657,PHO,281.0,2,5.0,-5.0,8.0,9.0,2.0,17.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,1.0,2.0,8.0,13.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,4.0,2.0,6.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.375,0.5,0.4,0.5,0.125,0.5,1.0,0.5,0.3333333333333333,1.0,0.5,0.6,1.0,0.5,1.0,1.0,0.3333333333333333,0.4,87.11743772241992,19.125,14.222222222222221,17.875,13.333333333333334,0.375,0.6666666666666666,0.6666666666666666,0.5,0.25,0.5,0.5,0.25,0.125,0.5,0.5,0.49930625,0.6921,0.2,0.2222222222222222,0.25,8.585714285714285,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201886-201896-202657-203855,1611661317,"Diana Taurasi, DeWanna Bonner, Briann January, Angel Robinson, Stephanie Talbot","Taurasi, Bonner, January, Robinson, Talbot",100940-201886-201896-202657-203855,PHO,297.0,1,5.0,-7.0,9.0,9.0,1.0,18.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,7.0,2.0,,8.0,15.0,1.0,1.0,2.0,6.0,2.0,2.0,3.0,3.0,1.0,6.0,,1.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,3.0,4.0,,2.0,,,6.0,0.75,0.75,0.5714285714285714,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,0.2222222222222222,1.0,,0.3333333333333333,,,,0.2,,0.5,,,,,87.27272727272727,20.555555555555557,12.444444444444445,20.22222222222222,10.88888888888889,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,1.0,1.0,0.3333333333333333,0.2222222222222222,1.0,0.5555555555555556,0.38656111111111113,0.6614,,,0.25,10.0,26.85,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.225675,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-201886-201896-203398-203855,1611661317,"Diana Taurasi, DeWanna Bonner, Briann January, Brittney Griner, Stephanie Talbot","Taurasi, Bonner, January, Griner, Talbot",100940-201886-201896-203398-203855,PHO,7864.0,7,131.0,-55.0,251.0,258.0,27.0,509.0,24.0,43.0,7.0,29.0,64.0,59.0,59.0,76.0,166.0,65.0,56.0,286.0,341.0,8.0,18.0,28.0,80.0,72.0,59.0,40.0,60.0,12.0,140.0,7.0,26.0,41.0,38.0,81.0,34.0,115.0,7.0,14.0,9.0,5.0,1.0,23.0,29.0,65.0,60.0,4.0,,73.0,33.0,258.0,0.5263157894736842,0.5555555555555556,0.4578313253012048,0.4444444444444444,0.49783549783549785,0.3958333333333333,0.5418250950570342,0.4666666666666667,0.2813852813852814,0.6086956521739131,0.6909090909090909,0.28888888888888886,0.6949152542372882,0.1794871794871795,0.6929824561403509,0.2558139534883721,0.37142857142857144,0.25,0.16666666666666666,0.6666666666666666,0.7058823529411765,0.06086956521739131,93.20447609359105,15.796812749003983,15.112403100775193,15.087649402390438,14.55813953488372,0.18614718614718614,0.5581395348837209,0.6857142857142857,0.5,0.27705627705627706,0.453125,0.4915254237288136,0.2554112554112554,0.2554112554112554,0.2916666666666667,0.4675324675324675,0.45163290043290044,0.4727578947368421,0.12890625,0.17277486910994763,0.0979020979020979,10.297590361445783,25.373846153846152,58.0,53.0,5.0,23.0,15.0,16.0,16.0,12.0,13.0,12.0,9.0,54.0,0.5517241379310345,0.3898305084745763,0.39655172413793105,0.5217391304347826,0.7142857142857143,0.2830188679245283,0.450261320754717,0.23107569721115537,6.0,11.0,3.0,6.0,1.0,1.0,23.0,1.0,6.0,7.0,26.0,1.0,6.0,9.0,15.0,37.0,8.0,15.0,69.0,60.0,18.0,8.0,23.0,14.0,20.0,18.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,8.0,1.0,2.0,2.0,3.0,7.0,8.0,1.0,7.0,5.0,4.0,4.0,4.0,1.0,9.0,6.0,1.0,1.0,64.0,7.0,3.0,0.7692307692307693,0.4,0.16666666666666666,0.5,0.4,0.40540540540540543,0.5094339622641509,0.5396825396825397,0.08433734939759036,0.18604651162790697,0.078125,0.01694915254237288,0.6666666666666666,0.125,0.21052631578947367,0.3333333333333333,0.7,0.7,0.625,0.6666666666666666,0.025974025974025976,0.5,0.5,0.6666666666666666,0.3898305084745763,0.3898305084745763,0.782608695652174,0.2,0.25,0.16666666666666666,1.0,0.20754716981132076,0.5454545454545454,0.018867924528301886,1.0,0.4666666666666667,0.3898305084745763,0.24125874125874125,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-1628895-201886-201896-203398,1611661317,"Diana Taurasi, Marie Gülich, DeWanna Bonner, Briann January, Brittney Griner","Taurasi, Gülich, Bonner, January, Griner",100940-1628895-201886-201896-203398,PHO,370.0,3,6.0,3.0,12.0,12.0,3.0,24.0,1.0,1.0,,1.0,8.0,4.0,,3.0,13.0,,4.0,10.0,7.0,,2.0,1.0,,6.0,,,,,,,3.0,1.0,2.0,3.0,3.0,6.0,1.0,,,,,,,1.0,3.0,,,5.0,2.0,9.0,,,0.23076923076923078,,0.23076923076923078,,0.3333333333333333,0.16666666666666666,,,0.5,0.3,0.5,,0.5,0.3,0.2857142857142857,0.3333333333333333,,0.5,0.5,0.1111111111111111,93.4054054054054,14.583333333333334,16.25,13.25,13.333333333333334,0.07692307692307693,1.0,1.0,,0.6153846153846154,0.125,0.14285714285714285,0.3076923076923077,,,0.07692307692307693,0.3973153846153846,0.4244,0.14285714285714285,0.14285714285714285,0.1,12.476923076923075,,2.0,2.0,,1.0,,,,,2.0,2.0,,2.0,,0.25,0.25,,,,0.4341,0.16666666666666666,,,,,,,,,,,,,,1.0,,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,0.5,0.07692307692307693,,0.125,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
101023-201067-201507-201886-203855,1611661317,"Sancho Lyttle, Camille Little, Leilani Mitchell, DeWanna Bonner, Stephanie Talbot","Lyttle, Little, Mitchell, Bonner, Talbot",101023-201067-201507-201886-203855,PHO,208.0,2,3.0,7.0,5.0,5.0,,10.0,1.0,2.0,,,1.0,2.0,1.0,3.0,5.0,1.0,1.0,7.0,,,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,,,1.0,,,1.0,,1.0,3.0,,,2.0,1.0,6.0,0.6666666666666666,0.6666666666666666,0.6,,0.5,,0.5,0.5,0.16666666666666666,,0.6666666666666666,0.5,1.0,1.0,0.75,0.6666666666666666,,,1.0,1.0,1.0,,69.23076923076923,20.0,21.6,20.0,20.0,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,,,0.3333333333333333,0.16666666666666666,,0.5,0.40090000000000003,,0.14285714285714285,0.16666666666666666,0.14285714285714285,9.58,27.0,,,,2.0,,,,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-101023-201067-201507-201896,1611661317,"Diana Taurasi, Sancho Lyttle, Camille Little, Leilani Mitchell, Briann January","Taurasi, Lyttle, Little, Mitchell, January",100940-101023-201067-201507-201896,PHO,365.0,2,6.0,,12.0,13.0,2.0,25.0,5.0,5.0,,,2.0,1.0,2.0,5.0,8.0,3.0,,10.0,10.0,,1.0,,10.0,,2.0,5.0,5.0,5.0,10.0,1.0,,3.0,1.0,4.0,1.0,5.0,,,2.0,,,2.0,,2.0,4.0,1.0,1.0,,,10.0,1.0,1.0,0.625,,0.45454545454545453,,0.45454545454545453,,0.2727272727272727,,1.0,,1.0,0.3333333333333333,1.0,0.16666666666666666,,,0.5,,1.0,,98.63013698630138,13.583333333333334,15.538461538461538,11.916666666666666,15.538461538461538,0.45454545454545453,1.0,1.0,1.0,0.18181818181818182,,,0.09090909090909091,0.18181818181818182,,0.7272727272727273,0.5459227272727273,0.406375,,,,4.025,24.133333333333336,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.09090909090909091,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-101023-201067-201507-201886,1611661317,"Diana Taurasi, Sancho Lyttle, Camille Little, Leilani Mitchell, DeWanna Bonner","Taurasi, Lyttle, Little, Mitchell, Bonner",100940-101023-201067-201507-201886,PHO,288.0,1,5.0,2.0,10.0,10.0,,20.0,2.0,3.0,,1.0,1.0,,1.0,3.0,4.0,1.0,1.0,10.0,8.0,,,,6.0,,1.0,3.0,4.0,2.0,9.0,,,2.0,4.0,6.0,,6.0,,4.0,1.0,2.0,,5.0,,5.0,1.0,,,1.0,1.0,10.0,1.0,1.0,0.75,,0.9,,1.0,,0.2,0.8,1.0,,0.6666666666666666,,0.8571428571428571,,,,,,0.6666666666666666,,100.0,13.7,15.1,13.7,14.4,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,1.0,,0.2,,0.8,0.50492,,0.2,0.25,,3.55,23.8,,5.0,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-101023-201507-203398-203855,1611661317,"Diana Taurasi, Sancho Lyttle, Leilani Mitchell, Brittney Griner, Stephanie Talbot","Taurasi, Lyttle, Mitchell, Griner, Talbot",100940-101023-201507-203398-203855,PHO,481.0,2,8.0,-3.0,15.0,14.0,5.0,29.0,1.0,3.0,1.0,3.0,6.0,1.0,7.0,4.0,10.0,7.0,3.0,14.0,17.0,1.0,3.0,5.0,6.0,2.0,7.0,3.0,4.0,1.0,9.0,2.0,4.0,4.0,2.0,6.0,6.0,12.0,,,4.0,,,4.0,1.0,9.0,5.0,,,3.0,2.0,9.0,0.75,0.75,0.4,0.3333333333333333,0.3235294117647059,0.25,0.3888888888888889,0.5,0.4117647058823529,,0.6666666666666666,0.6666666666666666,0.8,0.4,0.75,0.5454545454545454,0.6666666666666666,,0.4,1.0,0.8,,86.81912681912681,17.533333333333335,15.571428571428571,15.8,14.642857142857142,0.17647058823529413,0.3333333333333333,1.0,1.0,0.35294117647058826,0.5,0.6,0.058823529411764705,0.4117647058823529,0.25,0.5882352941176471,0.46094411764705884,0.442625,0.1111111111111111,0.18181818181818182,0.35714285714285715,8.41,25.057142857142857,,2.0,,,,,2.0,,,,,,0.6666666666666666,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,3.0,,,,,,3.0,,,1.0,3.0,1.0,1.0,,,,,2.0,2.0,,2.0,,1.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,0.14285714285714285,,,0.14285714285714285,,,,0.3,0.6666666666666666,0.16666666666666666,,,,1.0,,0.5,,,,,,,,0.14285714285714285,0.14285714285714285,1.0,,0.25,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-101023-201886-202657-203389,1611661317,"Diana Taurasi, Sancho Lyttle, DeWanna Bonner, Angel Robinson, Yvonne Turner","Taurasi, Lyttle, Bonner, Robinson, Turner",100940-101023-201886-202657-203389,PHO,172.0,2,3.0,2.0,7.0,5.0,1.0,12.0,2.0,2.0,1.0,,3.0,1.0,,2.0,6.0,,2.0,6.0,4.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,2.0,2.0,1.0,3.0,,,1.0,,,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,4.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.42857142857142855,1.0,,,1.0,0.25,,,0.6666666666666666,0.25,,1.0,,1.0,,,100.46511627906976,14.142857142857142,14.6,13.857142857142858,12.2,0.3333333333333333,1.0,1.0,0.5,0.5,,,0.16666666666666666,,1.0,0.3333333333333333,0.4388,0.5647,0.14285714285714285,0.14285714285714285,0.3333333333333333,8.816666666666666,,,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
100940-101023-201886-203398-203855,1611661317,"Diana Taurasi, Sancho Lyttle, DeWanna Bonner, Brittney Griner, Stephanie Talbot","Taurasi, Lyttle, Bonner, Griner, Talbot",100940-101023-201886-203398-203855,PHO,50.0,1,1.0,3.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,,1.0,1.0,,3.0,,,,3.0,,,1.0,,1.0,,3.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.75,1.5,0.75,1.5,0.5,,,1.0,,,,1.0,1.0,,,,,,57.599999999999994,32.0,18.0,29.0,18.0,,,,,0.5,,,,0.5,,0.5,0.423825,0.52605,,,1.0,7.3,24.3,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,True
