EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,BlockingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGA,ShortMidRangeFrequency,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,Arc3FGM,FG3M,PenaltyFG2A,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PtsAssisted3s,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,Arc3PctBlocked,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTOffRebounds,Offensive Fouls,OffFTReboundPct,SecondChanceCorner3FGA,BlockedShortMidRange,Corner3PctBlocked,SecondChanceCorner3Frequency,Travels,StepOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFtPoints,BlockingFouls,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,3SecondViolations,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,LongMidRangePctBlocked,team_id,year,season,team_vs
100940-201067-201507-201886-203389,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, DeWanna Bonner, Yvonne Turner","Taurasi, Little, Mitchell, Bonner, Turner",100940-201067-201507-201886-203389,PHO,99.0,1,2.0,2.0,4.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,116.36363636363637,13.25,11.5,13.25,11.5,0.5,1.0,1.0,0.5,1.0,0.4922,0.3333333333333333,0.5,0.25,0.7,29.4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201507-201886-203398,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, DeWanna Bonner, Brittney Griner","Taurasi, Little, Mitchell, Bonner, Griner",100940-201067-201507-201886-203398,PHO,116.0,1,2.0,1.0,5.0,4.0,3.0,,9.0,1.0,2.0,,1.0,2.0,1.0,4.0,6.0,5.0,4.0,4.0,2.0,,1.0,,1.0,2.0,3.0,,4.0,2.0,,4.0,4.0,3.0,,0.5,0.3333333333333333,0.6,0.6666666666666666,0.3333333333333333,,1.0,1.0,,1.0,111.72413793103448,14.6,10.75,14.6,10.75,0.6666666666666666,0.5,0.5,,1.0,0.50645,0.4,0.5,0.6666666666666666,2.0,23.1,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.6102,0.55905,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201507-201896-203398,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, Briann January, Brittney Griner","Taurasi, Little, Mitchell, January, Griner",100940-201067-201507-201896-203398,PHO,76.0,1,1.0,-3.0,2.0,2.0,,,4.0,,,1.0,,1.0,1.0,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,75.78947368421053,28.0,10.0,28.0,10.0,,,,0.5,0.5,0.40915,,,,12.3,24.6,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201507-203389-203398,1611661317,"Diana Taurasi, Camille Little, Leilani Mitchell, Yvonne Turner, Brittney Griner","Taurasi, Little, Mitchell, Turner, Griner",100940-201067-201507-203389-203398,PHO,105.0,1,2.0,-1.0,2.0,3.0,,,5.0,1.0,1.0,1.0,2.0,2.0,1.0,,4.0,5.0,,,,1.0,,,,1.0,1.0,,,,,2.0,,,,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,,,,68.57142857142857,22.0,20.333333333333332,19.0,14.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.46658333333333335,,,,12.6,29.3,,1.0,,,,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,0.5,,,1.0,1.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201886-201896-202657,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Angel Robinson","Taurasi, Little, Bonner, January, Robinson",100940-201067-201886-201896-202657,PHO,231.0,1,4.0,-5.0,6.0,7.0,1.0,5.0,13.0,,,1.0,1.0,7.0,1.0,,5.0,10.0,,,2.0,1.0,1.0,,1.0,3.0,1.0,,,,,5.0,,1.0,,0.14285714285714285,0.3125,0.3125,,0.125,,0.3333333333333333,0.3333333333333333,1.0,,81.03896103896103,20.5,15.428571428571429,17.833333333333332,14.714285714285714,,,,0.125,0.125,0.38665625,,,,12.0,26.9,0.16666666666666666,2.0,,,,,,2.0,,,,2.0,2.0,,,,1.0,,1.0,,,,,0.4,0.4,,,,,,,0.41385,0.4162,,3.0,0.375,,4.0,,,,,,,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.2857142857142857,0.6666666666666666,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201886-201896-203389,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Yvonne Turner","Taurasi, Little, Bonner, January, Turner",100940-201067-201886-201896-203389,PHO,159.0,1,3.0,1.0,6.0,5.0,,3.0,11.0,,1.0,2.0,1.0,3.0,2.0,,2.0,1.0,,,2.0,2.0,2.0,,3.0,4.0,2.0,,,,,2.0,,,,0.3333333333333333,0.2,0.2,,0.4,,1.0,1.0,1.0,,99.62264150943396,12.0,17.4,11.833333333333334,17.4,0.2,,,0.4,0.6,0.49901,,,,10.666666666666666,23.4,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,0.5,0.25,,,,1.0,,,0.6848,,,1.0,0.2,1.0,1.0,,,,,,,,,,,,,0.2,1.0,1.0,,,,,,,,1.0,,1.0,3.0,,,,,0.3333333333333333,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201886-201896-203398,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Brittney Griner","Taurasi, Little, Bonner, January, Griner",100940-201067-201886-201896-203398,PHO,1793.0,3,30.0,31.0,58.0,59.0,34.0,17.0,117.0,18.0,22.0,15.0,24.0,34.0,16.0,10.0,79.0,48.0,5.0,55.0,28.0,15.0,15.0,,21.0,26.0,11.0,,14.0,7.0,1.0,73.0,55.0,34.0,,0.7058823529411765,0.69,0.6929824561403509,0.7638888888888888,0.32,,0.8333333333333334,0.7777777777777778,0.8,0.8,93.9654210819855,13.89655172413793,16.728813559322035,13.517241379310345,16.11864406779661,0.44,0.8181818181818182,0.8571428571428571,0.3,0.76,0.46563200000000005,0.125,0.175,0.6962025316455697,6.185294117647059,25.2875,0.5862068965517241,5.0,2.0,2.0,1.0,1.0,3.0,4.0,6.0,7.0,4.0,4.0,5.0,1.0,6.0,5.0,5.0,2.0,8.0,1.0,0.75,0.6,0.6,0.4,0.2777777777777778,0.75,0.0625,0.02,0.4,1.0,0.03125,0.41975,0.4785703125,0.0759493670886076,6.0,0.12,3.0,6.0,20.0,10.0,15.0,8.0,,35.0,1.0,0.4166666666666667,0.45454545454545453,0.125,0.125,0.4444444444444444,0.12,0.5,0.5,,3.0,6.0,7.0,25.0,6.0,6.0,2.0,1.0,5.0,18.0,,1.0,0.4375,0.4375,0.058823529411764705,0.16666666666666666,0.3333333333333333,,0.5,0.6,0.4,0.42857142857142855,0.4,6.0,3.0,,,0.045454545454545456,0.375,0.6666666666666666,0.625,14.0,17.0,1.0,1.0,1.0,3.0,6.0,1.0,19.0,4.0,15.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.7142857142857143,0.5714285714285714,0.76,0.78125,0.0625,0.06666666666666667,0.875,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.2,0.53125,0.8235294117647058,1.0,0.1875,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201886-201896-203855,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Briann January, Stephanie Talbot","Taurasi, Little, Bonner, January, Talbot",100940-201067-201886-201896-203855,PHO,2.0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1704,,,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1704,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201886-203389-203398,1611661317,"Diana Taurasi, Camille Little, DeWanna Bonner, Yvonne Turner, Brittney Griner","Taurasi, Little, Bonner, Turner, Griner",100940-201067-201886-203389-203398,PHO,62.0,1,1.0,-4.0,2.0,2.0,,,4.0,,,,,3.0,,,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,92.9032258064516,23.5,7.5,20.0,7.5,,,,,,0.38556666666666667,,,,11.0,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3966,,,2.0,0.6666666666666666,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
100940-201067-201896-203389-203398,1611661317,"Diana Taurasi, Camille Little, Briann January, Yvonne Turner, Brittney Griner","Taurasi, Little, January, Turner, Griner",100940-201067-201896-203389-203398,PHO,339.0,2,6.0,7.0,12.0,11.0,,,23.0,3.0,5.0,3.0,4.0,7.0,4.0,2.0,13.0,6.0,,,2.0,3.0,3.0,,7.0,8.0,2.0,,3.0,2.0,,13.0,,,,0.5714285714285714,0.5,0.5416666666666666,,0.36363636363636365,,0.75,0.7777777777777778,1.0,,97.69911504424778,12.583333333333334,17.09090909090909,11.916666666666666,15.272727272727273,0.45454545454545453,0.6,0.6,0.2727272727272727,0.8181818181818182,0.5103363636363636,0.16666666666666666,0.25,,3.8428571428571425,24.425,,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,0.09090909090909091,,,,0.60405,,,2.0,0.18181818181818182,,,6.0,3.0,4.0,3.0,,9.0,,0.75,0.75,,,1.0,,,,,1.0,,1.0,,,,,,1.0,3.0,,,0.25,0.25,,,,,0.5,0.5,,,,4.0,,,,,,0.8,0.8,,,1.0,,1.0,,,1.0,,,3.0,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.6666666666666666,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661317,2018,2018,False
