EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,FTOffRebounds,Charge Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyTsPct,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,ShootingFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,LiveBallTurnoverPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,PenaltyDefPoss,PenaltyFG2A,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,PenaltyShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,team_id,year,season,team_vs
100915-200671-201480-202632-203041,1611661324,"Lindsay Whalen, Seimone Augustus, Sylvia Fowles, Maya Moore, Lynetta Kizer","Whalen, Augustus, Fowles, Moore, Kizer",100915-200671-201480-202632-203041,MIN,476.0,2,8.0,16.0,16.0,14.0,6.0,30.0,7.0,12.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0,17.0,2.0,4.0,26.0,10.0,3.0,5.0,1.0,1.0,9.0,12.0,8.0,6.0,4.0,3.0,1.0,1.0,6.0,2.0,8.0,1.0,1.0,5.0,1.0,18.0,1.0,5.0,3.0,2.0,5.0,6.0,11.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,17.0,0.6,0.75,1.0,0.5,1.0,0.5,0.5882352941176471,0.6,0.6190476190476191,0.75,0.6190476190476191,0.75,0.19047619047619047,0.058823529411764705,0.08333333333333333,0.6666666666666666,0.7142857142857143,1.0,0.5,0.8333333333333334,0.6666666666666666,0.8,0.5,0.5,1.0,1.0,0.125,90.7563025210084,13.4375,18.642857142857142,12.0625,18.428571428571427,0.5714285714285714,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.14285714285714285,1.0,1.0,0.3333333333333333,0.09523809523809523,0.047619047619047616,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,0.7619047619047619,0.3333333333333333,0.5694952380952382,0.51625,0.34615384615384615,4.535294117647059,23.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
100944-101030-1628508-202658-203041,1611661324,"Rebekkah Brunson, Tanisha Wright, Cecilia Zandalasini, Danielle Robinson, Lynetta Kizer","Brunson, Wright, Zandalasini, Robinson, Kizer",100944-101030-1628508-202658-203041,MIN,75.0,2,1.0,,5.0,4.0,2.0,9.0,,,,,,,1.0,,,,,,,1.0,1.0,,,7.0,7.0,,,,,4.0,2.0,,,,,,,1.0,,1.0,,,,,2.0,,,,1.0,1.0,2.0,3.0,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,1.0,,1.0,,0.7,1.0,,,,1.0,,,,1.0,,,,,1.0,,,172.8,9.4,7.0,8.6,7.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3844,,0.5714285714285714,18.3,,3.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,1.0,4.0,7.0,4.0,0.625,0.6666666666666666,1.0,1.0,1.0,0.7142857142857143,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
100915-1627701-1628508-200671-201480,1611661324,"Lindsay Whalen, Temi Fagbenle, Cecilia Zandalasini, Seimone Augustus, Sylvia Fowles","Whalen, Fagbenle, Zandalasini, Augustus, Fowles",100915-1627701-1628508-200671-201480,MIN,437.0,2,7.0,12.0,12.0,10.0,4.0,22.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,,1.0,,,,,8.0,12.0,,1.0,17.0,5.0,3.0,4.0,,,6.0,8.0,8.0,,2.0,,,,4.0,,4.0,,,2.0,1.0,8.0,1.0,3.0,2.0,2.0,5.0,4.0,9.0,1.0,,,,2.0,3.0,3.0,,11.0,0.5,0.5714285714285714,,,,,0.6666666666666666,0.75,0.6153846153846154,0.75,0.6153846153846154,0.75,0.07692307692307693,,,0.6666666666666666,0.75,1.0,1.0,0.8,0.8,,1.0,,0.5,1.0,0.2,72.49427917620137,19.083333333333332,20.8,17.833333333333332,19.9,0.3076923076923077,0.75,0.75,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.38461538461538464,0.07692307692307693,,,,,,,,1.0,0.75,0.6666666666666666,,,,0.38461538461538464,,0.4448884615384615,0.5707666666666666,0.35294117647058826,10.716666666666667,23.4,,3.0,1.0,,,,1.0,,,2.0,1.0,,,,0.6,0.6,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
100944-1628508-200671-201480-202658,1611661324,"Rebekkah Brunson, Cecilia Zandalasini, Seimone Augustus, Sylvia Fowles, Danielle Robinson","Brunson, Zandalasini, Augustus, Fowles, Robinson",100944-1628508-200671-201480-202658,MIN,113.0,1,2.0,-6.0,3.0,4.0,1.0,7.0,,,,,,1.0,1.0,,,,,,,,2.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,0.5,1.0,,1.0,0.5,,1.0,,,,,89.20353982300885,19.0,14.0,16.333333333333332,10.5,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,0.40395,,,16.1,,2.0,,,,,,,,,1.0,,,,,,,,,0.6666666666666666,,1.0,,,,,,,,0.5,,,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.40395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
100944-201480-201503-202632-202658,1611661324,"Rebekkah Brunson, Sylvia Fowles, Erlana Larkins, Maya Moore, Danielle Robinson","Brunson, Fowles, Larkins, Moore, Robinson",100944-201480-201503-202632-202658,MIN,65.0,1,1.0,-1.0,2.0,3.0,,5.0,,,,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,2.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,2.0,,,,,,,0.5,,0.5,,0.5,,,,,1.0,,,,1.0,,,,,1.0,,,110.76923076923077,13.0,13.0,13.0,13.0,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,0.45125,,,13.55,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
100915-100944-200671-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Maya Moore","Whalen, Brunson, Augustus, Fowles, Moore",100915-100944-200671-201480-202632,MIN,19083.0,24,318.0,66.0,597.0,599.0,68.0,1196.0,99.0,166.0,21.0,43.0,42.0,104.0,155.0,3.0,9.0,35.0,95.0,5.0,8.0,218.0,425.0,38.0,104.0,652.0,586.0,26.0,64.0,5.0,8.0,82.0,278.0,158.0,105.0,32.0,95.0,35.0,28.0,139.0,35.0,174.0,32.0,3.0,70.0,23.0,383.0,14.0,71.0,89.0,155.0,251.0,86.0,337.0,10.0,48.0,38.0,10.0,47.0,96.0,103.0,12.0,570.0,0.6376146788990825,0.6881188118811881,0.9210526315789473,0.36538461538461536,0.625,0.36538461538461536,0.5129411764705882,0.40625,0.5198487712665406,0.4652777777777778,0.5508474576271186,0.5189873417721519,0.19659735349716445,0.06588235294117648,0.12650602409638553,0.7598039215686274,0.3446601941747573,0.839622641509434,0.2222222222222222,0.7870967741935484,0.3159851301115242,0.3880597014925373,0.35064935064935066,0.1864406779661017,0.8513513513513513,0.8372093023255814,0.04149377593360996,90.24996069800345,16.63149078726968,15.282136894824708,15.97822445561139,14.762938230383973,0.31379962192816635,0.5963855421686747,0.6827586206896552,0.7070707070707071,0.19659735349716445,0.40384615384615385,0.4329896907216495,0.5476190476190477,0.29300567107750475,0.017013232514177693,0.3333333333333333,0.3333333333333333,1.0,0.17958412098298676,0.3684210526315789,0.3684210526315789,0.9142857142857143,0.5972222222222222,0.4883720930232558,0.14285714285714285,0.1111111111111111,0.625,1.0,0.5103969754253308,0.3684210526315789,0.4715977315689981,0.5239344262295083,0.12576687116564417,9.474588235294117,24.452884615384615,76.0,77.0,102.0,15.0,36.0,92.0,46.0,1.0,2.0,145.0,138.0,16.0,0.6052631578947368,0.06666666666666667,0.4967741935483871,0.4967741935483871,0.5974025974025974,0.1411042944785276,0.1273031825795645,7.0,49.0,11.0,29.0,8.0,38.0,10.0,6.0,4.0,0.5104166666666666,1.0,0.2903225806451613,0.75,0.6376811594202898,25.0,40.0,20.0,2.0,12.0,72.0,1.0,0.85,0.4381556603773585,9.0,15.0,3.0,4.0,10.0,22.0,4.0,13.0,9.0,6.0,1.0,2.0,3.0,2.0,5.0,11.0,1.0,56.0,1.0,27.0,1.0,1.0,17.0,1.0,9.0,28.0,12.0,4.0,2.0,85.0,10.0,0.3076923076923077,0.55,0.5283018867924528,0.0673076923076923,0.7868852459016393,0.42857142857142855,0.2830188679245283,0.6,0.05660377358490566,0.18867924528301888,0.4,0.09930313588850175,0.11914893617021277,0.009615384615384616,,,,,,,,,,,,,,1611661324,2018,2018,False
100915-100944-1628508-200671-203041,1611661324,"Lindsay Whalen, Rebekkah Brunson, Cecilia Zandalasini, Seimone Augustus, Lynetta Kizer","Whalen, Brunson, Zandalasini, Augustus, Kizer",100915-100944-1628508-200671-203041,MIN,37.0,1,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.83783783783784,18.0,19.0,18.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
101030-1628508-1628866-202658-203041,1611661324,"Tanisha Wright, Cecilia Zandalasini, Endy Miyem, Danielle Robinson, Lynetta Kizer","Wright, Zandalasini, Miyem, Robinson, Kizer",101030-1628508-1628866-202658-203041,MIN,17.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
1627701-1628283-1628508-200671-201503,1611661324,"Temi Fagbenle, Alexis Jones, Cecilia Zandalasini, Seimone Augustus, Erlana Larkins","Fagbenle, Jones, Zandalasini, Augustus, Larkins",1627701-1628283-1628508-200671-201503,MIN,41.0,1,1.0,-2.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.36585365853658,18.0,5.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,False
100944-101030-202632-202658-203041,1611661324,"Rebekkah Brunson, Tanisha Wright, Maya Moore, Danielle Robinson, Lynetta Kizer","Brunson, Wright, Moore, Robinson, Kizer",100944-101030-202632-202658-203041,MIN,330.0,3,6.0,-6.0,13.0,13.0,,26.0,,,,,2.0,2.0,2.0,,,,2.0,,,3.0,4.0,,2.0,9.0,15.0,,,,,,6.0,,,,2.0,,,3.0,,3.0,,,,2.0,6.0,,,1.0,1.0,2.0,,2.0,,3.0,3.0,,1.0,6.0,4.0,,9.0,1.0,1.0,,,,,0.75,,0.5,,0.5625,,0.3333333333333333,,,0.5,,1.0,,0.6666666666666666,,,,,,1.0,,113.45454545454545,12.76923076923077,12.615384615384615,12.76923076923077,12.615384615384615,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.3920166666666667,,,14.025,24.5,11.0,1.0,3.0,,3.0,7.0,1.0,,,3.0,4.0,,0.5833333333333334,,0.5,0.5,1.0,0.7777777777777778,0.8461538461538461,,5.0,,5.0,,,,,,0.8333333333333334,,,,,6.0,3.0,,,6.0,11.0,2.0,,0.389975,,,,,1.0,2.0,,1.0,,,,,,,,1.0,,3.0,,1.0,,,,,1.0,1.0,,,,7.0,,,0.6666666666666666,0.5,,0.5,,,,,0.25,,0.375,0.5,,,,,,,,,,,,,,,1611661324,2018,2018,False
