EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,AtRimFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,AtRimAssists,DefThreePtRebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,OffTwoPtRebounds,SelfOReb,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceShotQualityAvg,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,LostBallSteals,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,PenaltyCorner3FGM,Charge Fouls Drawn,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,BlockingFouls,team_id,year,season,team_vs
100720-1627668-1628244-201518-202252,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Crystal Langhorne, Alysha Clark","Bird, Stewart, Whitcomb, Langhorne, Clark",100720-1627668-1628244-201518-202252,SEA,77.0,1,1.0,3.0,2.0,5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,93.5064935064935,10.0,23.5,10.0,23.5,0.5,0.5,1.0,1.0,1.0,0.5,0.4124,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628244-201518-204319,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Crystal Langhorne, Jewell Loyd","Bird, Stewart, Whitcomb, Langhorne, Loyd",100720-1627668-1628244-201518-204319,SEA,327.0,2,5.0,10.0,12.0,22,4.0,,,4.0,5.0,11.0,8.0,6.0,,3.0,4.0,,9.0,3.0,8.0,8.0,11.0,0.75,0.75,0.8,0.6875,0.6875,,,0.75,0.8888888888888888,1.0,96.88073394495413,13.8,15.75,13.8,15.083333333333334,0.5,,,,,0.875,0.53608125,2.6,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.375,1.0,0.5,1.0,1.0,1.0,1.0,0.75,0.125,0.125,1.0,1.0,1.0,0.25,24.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628244-202252-203827,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Alysha Clark, Natasha Howard","Bird, Stewart, Whitcomb, Clark, Howard",100720-1627668-1628244-202252-203827,SEA,1081.0,2,18.0,34.0,35.0,69,5.0,,,8.0,10.0,38.0,64.0,6.0,,3.0,5.0,,12.0,3.0,5.0,7.0,33.0,0.375,0.42857142857142855,0.8,0.5434782608695652,0.6129032258064516,,,0.3,0.3125,,91.91489361702128,15.352941176470589,15.971428571428572,15.235294117647058,14.085714285714285,0.21739130434782608,,,,,0.782608695652174,0.46355,4.12,-26.0,4.0,5.0,,1.0,12.0,3.0,13.0,10.0,6.0,12.0,2.0,,1.0,2.0,1.0,6.0,3.0,9.0,,,12.0,1.0,,2.0,,0.6666666666666666,0.23076923076923078,0.23076923076923078,0.5652173913043478,0.3333333333333333,0.5,0.2,,0.8,0.8,0.25,0.21739130434782608,0.043478260869565216,,,,0.5217391304347826,25.753846153846155,9.0,7.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,4.0,7.0,14.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,15.0,6.0,2.0,1.0,1.0,1.0,14.0,9.0,1.0,1.0,0.25,1.0,0.6666666666666666,1.25,0.5,1.25,0.6363636363636364,0.8333333333333334,0.2,0.16666666666666666,0.2222222222222222,0.2,1.0,0.8,0.8,0.5,0.25,0.25,0.6666666666666666,0.5,1.0,0.5,1.0,1.0,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.25,0.5088357142857143,0.20689655172413793,0.375,0.13157894736842105,0.3684210526315789,0.2647058823529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628244-203827-204319,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Natasha Howard, Jewell Loyd","Bird, Stewart, Whitcomb, Howard, Loyd",100720-1627668-1628244-203827-204319,SEA,205.0,2,3.0,5.0,5.0,10,3.0,,,3.0,5.0,9.0,9.0,2.0,,1.0,2.0,,5.0,1.0,1.0,3.0,5.0,0.3333333333333333,1.0,0.6,0.6428571428571429,0.6428571428571429,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,70.2439024390244,21.8,19.2,21.4,19.0,0.42857142857142855,,,,,0.7142857142857143,0.5340571428571429,4.34,,2.0,2.0,,,2.0,1.0,2.0,4.0,3.0,2.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,0.5,0.5,0.2857142857142857,,,,,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,,,,,0.2857142857142857,25.15,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,2.0,2.0,,,4.0,,,,,,,,4.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,0.6666666666666666,,,,0.5,0.5,,0.5,0.5,1.0,0.5,1.0,,,,,,,,,0.5,,,,0.4444444444444444,,,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.52745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628886-201518-202252,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Crystal Langhorne, Alysha Clark","Bird, Stewart, Canada, Langhorne, Clark",100720-1627668-1628886-201518-202252,SEA,70.0,2,1.0,2.0,3.0,5,1.0,,,2.0,2.0,4.0,3.0,2.0,,1.0,1.0,,2.0,1.0,3.0,3.0,4.0,0.5,0.5,1.0,1.0,1.0,,,1.0,1.0,,102.85714285714285,13.5,14.333333333333334,13.5,14.333333333333334,0.5,,,,,0.5,0.50755,7.0,1.0,1.0,1.0,,,,,,2.0,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,0.5,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628886-201518-204321,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Crystal Langhorne, Kaleena Mosqueda-Lewis","Bird, Stewart, Canada, Langhorne, Mosqueda-Lewis",100720-1627668-1628886-201518-204321,SEA,89.0,1,1.0,3.0,2.0,5,3.0,,,2.0,3.0,4.0,2.0,,,,,,,1.0,1.0,2.0,2.0,,,0.6666666666666666,0.5,0.5,,,1.0,1.0,1.0,80.89887640449437,10.333333333333334,29.0,9.666666666666666,29.0,0.75,,,,,1.0,0.63415,1.5999999999999999,2.0,2.0,,,1.0,,,1.0,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,,0.25,,,,,0.6666666666666666,0.6666666666666666,,,0.25,,,,,23.1,,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,0.5,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628886-202252-203827,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Alysha Clark, Natasha Howard","Bird, Stewart, Canada, Clark, Howard",100720-1627668-1628886-202252-203827,SEA,965.0,6,16.0,33.0,34.0,67,13.0,,3.0,11.0,18.0,33.0,28.0,10.0,2.0,5.0,6.0,,13.0,7.0,13.0,16.0,28.0,0.45454545454545453,0.5,0.6111111111111112,0.5535714285714286,0.5714285714285714,0.1111111111111111,,1.0,0.9230769230769231,1.0,99.97927461139898,16.696969696969695,12.176470588235293,16.151515151515152,12.176470588235293,0.4642857142857143,0.10714285714285714,,,,0.8214285714285714,0.5143928571428572,5.300000000000001,5.0,11.0,2.0,,2.0,8.0,3.0,10.0,12.0,3.0,8.0,1.0,,5.0,5.0,4.0,8.0,2.0,4.0,,,6.0,2.0,1.0,2.0,2.0,0.3333333333333333,0.3,0.3,0.35714285714285715,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8461538461538461,0.8461538461538461,0.45454545454545453,0.07142857142857142,0.07142857142857142,,,,0.2857142857142857,24.25,7.0,22.0,2.0,1.0,1.0,2.0,2.0,,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,4.0,,7.0,6.0,2.0,3.0,1.0,,2.0,3.0,2.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,,,,,7.0,7.0,,0.5,0.25,1.0,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334,0.5,0.5,0.2857142857142857,0.21428571428571427,0.2,1.0,,,,,0.375,0.375,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.5,0.375,0.49015,0.03571428571428571,0.05555555555555555,0.15151515151515152,0.21212121212121213,0.21212121212121213,1.0,,0.14285714285714285,,0.5,,0.464775,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628886-203827-204319,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Natasha Howard, Jewell Loyd","Bird, Stewart, Canada, Howard, Loyd",100720-1627668-1628886-203827-204319,SEA,5.0,1,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,5.0,,5.0,,,,,,,1.0,0.2391,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,29.3,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.2391,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628886-203827-204321,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Natasha Howard, Kaleena Mosqueda-Lewis","Bird, Stewart, Canada, Howard, Mosqueda-Lewis",100720-1627668-1628886-203827-204321,SEA,42.0,1,1.0,1.0,2.0,3,,,,,,1.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,0.25,,,0.5,0.6666666666666666,1.0,102.85714285714286,16.0,13.0,16.0,11.0,,,,,,1.0,0.61875,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,22.9,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-201518-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Crystal Langhorne, Alysha Clark, Jewell Loyd","Bird, Stewart, Langhorne, Clark, Loyd",100720-1627668-201518-202252-204319,SEA,560.0,5,9.0,18.0,18.0,36,5.0,2.0,2.0,8.0,12.0,24.0,17.0,10.0,,5.0,7.0,1.0,16.0,4.0,6.0,8.0,24.0,0.625,0.625,0.6666666666666666,0.6875,0.7058823529411765,,,1.0,0.8571428571428571,,92.57142857142857,15.0,16.11111111111111,14.666666666666666,14.666666666666666,0.3125,0.125,1.0,1.0,0.5,0.5625,0.4762875,7.95,7.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,,1.0,5.0,1.0,,1.0,1.0,1.0,0.5,0.5,0.25,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6,0.6,0.6666666666666666,0.3125,0.125,1.0,1.0,1.0,0.125,23.725,8.0,5.0,2.0,,1.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,2.0,,1.0,,1.0,,3.0,5.0,1.0,3.0,,9.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,,,2.0,1.0,,,,1.0,9.0,8.0,,,0.3333333333333333,,0.6,,0.5625,,0.5625,,1.0,0.3333333333333333,1.0,1.0,,0.6,0.6,0.6666666666666666,,,,0.5,,0.5,,,0.125,1.0,0.125,0.25,,,0.4264,0.058823529411764705,0.07692307692307693,,0.375,0.4444444444444444,,,,,,,0.56,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
