EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGA,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,PlusMinus,ShortMidRangeAssists,ShortMidRangePctAssisted,Arc3FGM,FG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Loose Ball Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyDefPoss,Corner3FGM,Corner3FGA,Corner3Assists,LostBallSteals,ShootingFouls,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PtsUnassisted3s,OffThreePtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,LongMidRangeAssists,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangePctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,team_id,year,season,team_vs
1627670-1627671-1627673-203406-203823,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Layshia Clarendon, Chiney Ogwumike","Tuck, Banham, Jones, Clarendon, Ogwumike",1627670-1627671-1627673-203406-203823,CON,117.0,1,2,3,3,1.0,6,1.0,1.0,1.0,1.0,1.0,2,1.0,2.0,3,1.0,4,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,2,1.0,1.0,1.0,1.0,2.0,1.0,2,0.5,0.5,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.25,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,73.84615384615385,13.0,26.0,9.666666666666666,20.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.5,0.3899875,0.3372,0.5,4.666666666666667,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-202662-203823-203826,1611661323,"Morgan Tuck, Rachel Banham, Jasmine Thomas, Chiney Ogwumike, Alyssa Thomas","Tuck, Banham, Thomas, Ogwumike, Thomas",1627670-1627671-202662-203823-203826,CON,265.0,1,4,8,9,2.0,17,2.0,2.0,,,,5,,2.0,9,,4,4.0,,1.0,,2.0,2.0,,1.0,1.0,1,1.0,2,2.0,1.0,4.0,2.0,6.0,1.0,4,0.5,0.5,0.2222222222222222,,0.2222222222222222,,0.2222222222222222,,,0.1111111111111111,0.2,0.2857142857142857,1.0,0.8,0.2857142857142857,0.2,,92.37735849056604,20.125,11.555555555555555,18.125,10.777777777777779,0.2222222222222222,1.0,1.0,0.5,0.5555555555555556,,,,,,,0.2222222222222222,0.37662222222222225,0.4337,,9.011111111111111,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.5,1.0,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-203406-203823-203826,1611661323,"Morgan Tuck, Rachel Banham, Layshia Clarendon, Chiney Ogwumike, Alyssa Thomas","Tuck, Banham, Clarendon, Ogwumike, Thomas",1627670-1627671-203406-203823-203826,CON,50.0,1,1,2,1,,3,,,,,1.0,1,,1.0,2,,2,,,,,2.0,,,,1.0,1,,2,,1.0,1.0,,1.0,1.0,2,1.0,1.0,0.5,,0.5,,0.5,,,,,,1.0,1.0,,,1.0,86.39999999999999,11.0,28.0,11.0,28.0,,,,,0.5,1.0,1.0,,,,,,0.37855,,,14.95,,1.0,,,,,,,,,,,,,,,,,,,0.5,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627675-203406-203823-203826,1611661323,"Morgan Tuck, Courtney Williams, Layshia Clarendon, Chiney Ogwumike, Alyssa Thomas","Tuck, Williams, Clarendon, Ogwumike, Thomas",1627670-1627675-203406-203823-203826,CON,125.0,1,2,4,3,1.0,7,,1.0,,,1.0,1,1.0,1.0,4,1.0,5,4.0,1.0,1.0,2.0,,2.0,1.0,1.0,,1,,3,1.0,1.0,1.0,1.0,2.0,2.0,3,,,0.25,1.0,0.5,1.0,0.5,1.0,0.2,0.25,,0.3333333333333333,1.0,1.0,0.3333333333333333,,1.0,80.64,17.25,18.666666666666668,17.0,18.666666666666668,0.2,,,,0.2,1.0,1.0,0.2,,,,0.4,0.44074,0.432,0.4,11.575,25.3,2.0,,,,,,,,,,,,,,,,,,,0.4,1.0,,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627671-1627675-202662-203823-203826,1611661323,"Rachel Banham, Courtney Williams, Jasmine Thomas, Chiney Ogwumike, Alyssa Thomas","Banham, Williams, Thomas, Ogwumike, Thomas",1627671-1627675-202662-203823-203826,CON,136.0,1,2,5,6,1.0,11,,1.0,,,,3,1.0,,4,2.0,3,7.0,,1.0,,,,1.0,,,1,,3,1.0,1.0,1.0,1.0,2.0,1.0,3,,,,,0.25,,0.25,,0.3333333333333333,,,0.25,1.0,1.0,0.2,,,116.47058823529412,15.2,10.0,14.6,10.0,0.16666666666666666,,,,0.5,,,0.16666666666666666,,,,0.5,0.44683333333333336,0.5019,,6.825,24.1,,,1.0,,,,,,,,,,,,,,,,1.0,,-4.0,,,,1.0,3.0,,,1.0,,,1.0,0.5,0.5,,1.0,,,,,5.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627673-1627675-202662-203015-203826,1611661323,"Jonquel Jones, Courtney Williams, Jasmine Thomas, Shekinna Stricklen, Alyssa Thomas","Jones, Williams, Thomas, Stricklen, Thomas",1627673-1627675-202662-203015-203826,CON,1139.0,1,19,36,37,5.0,73,8.0,10.0,1.0,1.0,4.0,10,10.0,16.0,29,10.0,49,52.0,2.0,4.0,4.0,16.0,16.0,10.0,2.0,8.0,11,6.0,25,4.0,7.0,13.0,5.0,18.0,10.0,45,0.5,0.5333333333333333,0.5517241379310345,0.5,0.6025641025641025,0.4,0.6282051282051282,0.4,0.2564102564102564,0.06896551724137931,0.1,0.3076923076923077,0.7777777777777778,0.8571428571428571,0.2777777777777778,0.16666666666666666,0.8333333333333334,92.29148375768217,16.944444444444443,14.297297297297296,16.25,13.72972972972973,0.2564102564102564,0.8,0.8,0.75,0.2564102564102564,0.4,0.4444444444444444,0.2564102564102564,0.2,1.0,,0.5128205128205128,0.4343576923076923,0.399925,0.08163265306122448,9.186206896551724,25.43,9.0,5.0,1.0,,1.0,1.0,2.0,,4.0,1.0,,1.0,0.5,1.0,0.6,1.0,1.0,1.0,0.6666666666666666,0.23076923076923078,-3.0,2.0,0.5,5.0,5.0,9.0,2.0,5.0,3.0,3.0,,0.6,0.5,0.5,,,0.5,0.5,0.6,0.5,7.0,,,,1.0,3.0,,,,,4.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.2,0.2,0.0625,1.0,0.4444444444444444,0.5,0.2,0.05128205128205128,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627673-1627675-202662-203406-203823,1611661323,"Jonquel Jones, Courtney Williams, Jasmine Thomas, Layshia Clarendon, Chiney Ogwumike","Jones, Williams, Thomas, Clarendon, Ogwumike",1627673-1627675-202662-203406-203823,CON,199.0,1,3,7,8,1.0,15,,1.0,,,,1,2.0,,3,2.0,5,7.0,,,,,,2.0,1.0,,1,,3,1.0,1.0,3.0,1.0,4.0,1.0,5,,,,,0.3,,0.35714285714285715,,0.4,0.3333333333333333,,0.3333333333333333,0.5,0.75,0.25,,0.5,108.54271356783919,16.571428571428573,10.375,16.0,10.125,0.2,,,,0.2,,,0.4,,,,0.6,0.43737000000000004,,,9.866666666666667,25.05,1.0,2.0,1.0,,,,1.0,,3.0,,,,,1.0,1.0,,1.0,,,0.2,-2.0,,,1.0,1.0,3.0,,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,,0.5,0.5,1.0,0.5,,,,,1.0,,,,,,,,2.0,,,,,1.0,1.0,4.0,,2.0,,,,,,,,0.3333333333333333,,,,,0.2857142857142857,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627673-1627675-202662-203406-203826,1611661323,"Jonquel Jones, Courtney Williams, Jasmine Thomas, Layshia Clarendon, Alyssa Thomas","Jones, Williams, Thomas, Clarendon, Thomas",1627673-1627675-202662-203406-203826,CON,115.0,1,2,3,3,,6,,,,,,1,1.0,1.0,2,1.0,6,5.0,,,,,2.0,1.0,1.0,,1,,3,,,,,,,6,,,0.5,,0.8333333333333334,,1.0,,0.3333333333333333,0.5,1.0,,,,,,,75.13043478260869,23.333333333333332,15.0,23.333333333333332,14.333333333333334,,,,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,0.36375,,,12.25,25.6,1.0,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,1.0,,,1.0,1.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,0.3333333333333333,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627675-202662-203015-203823-203826,1611661323,"Courtney Williams, Jasmine Thomas, Shekinna Stricklen, Chiney Ogwumike, Alyssa Thomas","Williams, Thomas, Stricklen, Ogwumike, Thomas",1627675-202662-203015-203823-203826,CON,254.0,1,4,9,8,,17,1.0,1.0,,,1.0,2,1.0,3.0,6,1.0,8,13.0,,,,4.0,2.0,1.0,1.0,2.0,2,1.0,4,,,1.0,,1.0,1.0,8,0.6666666666666666,0.6666666666666666,0.5,,0.42857142857142855,,0.5,,0.14285714285714285,0.16666666666666666,0.5,,,0.5,,,,96.37795275590551,17.666666666666668,11.875,17.666666666666668,11.75,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,1.0,0.14285714285714285,,,,0.2857142857142857,0.3407714285714286,,,12.0,29.2,3.0,1.0,,,,,1.0,,3.0,,,,,1.0,,,1.0,,,0.42857142857142855,-5.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,7.0,1.0,2.0,5.0,1.0,2.0,6.0,1.0,1.0,6.0,7.0,1.0,0.4,0.3333333333333333,0.42857142857142855,1.0,0.16666666666666666,0.33785,0.75,0.7777777777777778,1611661323,2018,2018,False
