EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFGA,SecondChanceFG2A,LongMidRangeAssists,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,Corner3FGM,Corner3FGA,FG3M,SecondChanceFG2M,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,SecondChanceAtRimFGM,PtsPutbacks,Blocked2s,BlockedAtRim,SecondChanceAtRimAccuracy,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,AtRimAssists,StepOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,Arc3Assists,Steals,BadPassSteals,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,Arc3PctAssisted,SecondChanceArc3Frequency,BlockingFoulsDrawn,OffThreePtRebounds,PenaltyTurnovers,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,ThreePtShootingFoulsDrawnPct,BlockingFouls,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,SelfOReb,LostBallSteals,Charge Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefCorner3ReboundPct,Travels,team_id,year,season,team_vs
1627677-1628279-1628881-201904-203410,1611661330,"Imani McGee-Stafford, Brittney Sykes, Monique Billings, Renee Montgomery, Alex Bentley","McGee-Stafford, Sykes, Billings, Montgomery, Bentley",1627677-1628279-1628881-201904-203410,ATL,177.0,1,3,-3.0,7.0,6,1.0,1.0,13,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.2,0.25,0.5,0.4,0.3333333333333333,1.0,0.5,0.5,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,105.76271186440677,9.571428571428571,18.333333333333332,9.571428571428571,13.833333333333334,0.2,0.4,0.5,0.5,0.4,0.6,0.39701,0.16666666666666666,0.25,0.3333333333333333,12.6,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628279-1628881-203026-203410,1611661330,"Imani McGee-Stafford, Brittney Sykes, Monique Billings, Tiffany Hayes, Alex Bentley","McGee-Stafford, Sykes, Billings, Hayes, Bentley",1627677-1628279-1628881-203026-203410,ATL,39.0,1,1,,1.0,1,,,2,,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,73.84615384615384,21.0,18.0,21.0,18.0,,,,,,,0.346,,,,13.4,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628279-202638-203026-203410,1611661330,"Imani McGee-Stafford, Brittney Sykes, Jessica Breland, Tiffany Hayes, Alex Bentley","McGee-Stafford, Sykes, Breland, Hayes, Bentley",1627677-1628279-202638-203026-203410,ATL,88.0,2,1,-3.0,2.0,3,,1.0,5,1.0,1.0,2.0,,1.0,3.0,,,2.0,5.0,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.5,,1.0,0.5,,1.0,,,81.81818181818183,19.0,16.666666666666668,19.0,12.333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.5,,0.3333333333333333,0.4356333333333333,,,,12.266666666666666,,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628279-202638-203410-204355,1611661330,"Imani McGee-Stafford, Brittney Sykes, Jessica Breland, Alex Bentley, Blake Dietrick","McGee-Stafford, Sykes, Breland, Bentley, Dietrick",1627677-1628279-202638-203410-204355,ATL,167.0,1,3,2.0,6.0,6,,1.0,12,1.0,,,,2.0,4.0,2.0,,7.0,5.0,,2.0,4.0,,1.0,1.0,,3.0,3.0,1.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,5.0,0.5,0.5833333333333334,0.5833333333333334,1.0,0.3333333333333333,0.25,,1.0,1.0,0.5,,1.0,0.3333333333333333,,,1.0,,103.47305389221557,13.166666666666666,14.666666666666666,12.5,14.666666666666666,0.16666666666666666,,,,,0.5,0.5062916666666667,,,0.2857142857142857,9.25,23.3,1.0,3.0,,,1.0,,3.0,1.0,,,0.5,0.3333333333333333,0.5,,,1.0,,,,,0.45,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628327-1628881-203410-204355,1611661330,"Imani McGee-Stafford, Adaora Elonu, Monique Billings, Alex Bentley, Blake Dietrick","McGee-Stafford, Elonu, Billings, Bentley, Dietrick",1627677-1628327-1628881-203410-204355,ATL,218.0,1,4,,7.0,7,,1.0,14,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,7.0,7.0,,,4.0,1.0,,2.0,,3.0,4.0,2.0,6.0,,,,,2.0,1.0,2.0,1.0,,,,7.0,0.5,0.42857142857142855,0.4375,,0.14285714285714285,,,,1.0,0.6666666666666666,,1.0,0.5,,1.0,1.0,,92.4770642201835,12.0,19.142857142857142,11.285714285714286,19.142857142857142,0.2857142857142857,0.14285714285714285,1.0,1.0,0.14285714285714285,0.42857142857142855,0.3845,0.125,0.14285714285714285,,7.8,25.8,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0,,,,0.5,0.38255,1.0,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,7.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,7.0,1.0,7.0,7.0,0.5,0.42857142857142855,0.4375,1.0,0.2857142857142857,0.5,0.14285714285714285,0.3845,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628881-201904-203026-203410,1611661330,"Imani McGee-Stafford, Monique Billings, Renee Montgomery, Tiffany Hayes, Alex Bentley","McGee-Stafford, Billings, Montgomery, Hayes, Bentley",1627677-1628881-201904-203026-203410,ATL,133.0,2,2,,4.0,4,,,8,,1.0,1.0,,2.0,2.0,,,4.0,4.0,,,2.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,,4.0,1.0,1.0,1.0,,,,,,0.5,,,0.5,,,,1.0,,86.61654135338345,15.5,17.75,15.5,16.75,,0.5,1.0,1.0,,,0.33715,,,,11.35,,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628881-201904-203410-204355,1611661330,"Imani McGee-Stafford, Monique Billings, Renee Montgomery, Alex Bentley, Blake Dietrick","McGee-Stafford, Billings, Montgomery, Bentley, Dietrick",1627677-1628881-201904-203410-204355,ATL,68.0,1,1,,2.0,1,,,3,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,1.0,2.0,4.0,2.0,,,,3.0,,,0.75,,,,,,,,,,,,,,,63.529411764705884,15.5,37.0,15.5,26.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,3.0,,3.0,2.0,,,0.75,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-1628881-203026-203410-204355,1611661330,"Imani McGee-Stafford, Monique Billings, Tiffany Hayes, Alex Bentley, Blake Dietrick","McGee-Stafford, Billings, Hayes, Bentley, Dietrick",1627677-1628881-203026-203410-204355,ATL,52.0,1,1,2.0,1.0,1,,1.0,2,2.0,,,,1.0,2.0,,,2.0,,,2.0,2.0,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,0.5,0.5,0.5,1.0,,,,,,1.0,,,1.0,1.0,,,,55.38461538461538,15.0,37.0,15.0,34.0,1.0,,,,,1.0,0.5533,,,1.0,1.8,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,0.6884,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-201904-202638-203026-203410,1611661330,"Imani McGee-Stafford, Renee Montgomery, Jessica Breland, Tiffany Hayes, Alex Bentley","McGee-Stafford, Montgomery, Breland, Hayes, Bentley",1627677-201904-202638-203026-203410,ATL,406.0,3,7,10.0,12.0,13,3.0,,25,2.0,2.0,3.0,3.0,5.0,6.0,3.0,3.0,19.0,9.0,,,4.0,3.0,,,4.0,4.0,8.0,,8.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,,,1.0,19.0,0.8333333333333334,0.8888888888888888,0.8636363636363636,,0.3333333333333333,,,0.5,0.5714285714285714,,0.8,0.6666666666666666,,,1.0,0.6,0.8,88.66995073891626,12.75,19.46153846153846,12.75,18.923076923076923,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.47704444444444444,0.18181818181818182,0.25,,10.883333333333333,23.7,1.0,1.0,6.0,3.0,3.0,1.0,6.0,,0.6,0.6,0.1111111111111111,1.0,1.0,1.0,,,,,,,,2.0,,,2.0,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,1.0,,,,,2.0,1.0,1.0,,2.0,2.0,,1.0,5.0,,5.0,2.0,1.0,1.0,0.8333333333333334,,0.5,1.0,,0.5547,0.2631578947368421,0.16666666666666666,,,,,,1.0,,,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
1627677-202638-203026-203410-204355,1611661330,"Imani McGee-Stafford, Jessica Breland, Tiffany Hayes, Alex Bentley, Blake Dietrick","McGee-Stafford, Breland, Hayes, Bentley, Dietrick",1627677-202638-203026-203410-204355,ATL,35.0,1,1,-2.0,1.0,1,,,2,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,82.28571428571428,23.0,12.0,23.0,12.0,1.0,,,,,1.0,0.5618,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2018,2018,False
