EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Corner3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,Charge Fouls Drawn,3pt And 1 Free Throw Trips,HeaveAttempts,Clear Path Fouls,Blocked3s,BlockedArc3,Arc3PctBlocked,3SecondViolations,BlockedLongMidRange,team_id,year,season,team_vs
1628909-1629482-1631086-1642286-203827,1611661325,"Kelsey Mitchell, Sophie Cunningham, Lexie Hull, Caitlin Clark, Natasha Howard","Mitchell, Cunningham, Hull, Clark, Howard",1628909-1629482-1631086-1642286-203827,IND,224.0,2,4.0,-6.0,8.0,7.0,4.0,15.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.2,0.2,0.4,0.6666666666666666,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,96.42857142857143,17.25,12.285714285714286,17.25,12.285714285714286,0.6,0.3333333333333333,0.3333333333333333,0.4,0.4,0.41466000000000003,5.166666666666667,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1629482-1631086-1642815-203024-203824,1611661325,"Sophie Cunningham, Lexie Hull, Makayla Timpson, Damiris Dantas, Odyssey Sims","Cunningham, Hull, Timpson, Dantas, Sims",1629482-1631086-1642815-203024-203824,IND,202.0,1,3.0,5.0,6.0,5.0,2.0,11.0,1.0,2.0,3.0,1.0,2.0,4.0,10.0,5.0,,3.0,,2.0,,2.0,4.0,1.0,,,,1.0,1.0,1.0,2.0,,,,7.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,1.0,,1.0,,1.0,,,78.41584158415841,19.333333333333332,17.2,19.333333333333332,17.2,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,0.33266666666666667,6.9,26.05,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.5,1.5,0.25,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.14715,0.14285714285714285,0.3333333333333333,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1628909-1631086-1641648-1642286-203827,1611661325,"Kelsey Mitchell, Lexie Hull, Aliyah Boston, Caitlin Clark, Natasha Howard","Mitchell, Hull, Boston, Clark, Howard",1628909-1631086-1641648-1642286-203827,IND,8016.0,12,134.0,44.0,276.0,282.0,44.0,558.0,27.0,51.0,57.0,103.0,163.0,76.0,327.0,283.0,66.0,57.0,50.0,59.0,7.0,116.0,152.0,31.0,20.0,19.0,1.0,50.0,25.0,51.0,59.0,9.0,5.0,9.0,292.0,0.6319018404907976,0.5941422594142259,0.6240458015267175,0.3179916317991632,0.62,1.0,0.7195121951219512,0.6756756756756757,0.6987179487179487,0.7272727272727273,0.6896551724137931,100.23952095808383,13.36231884057971,15.347517730496454,12.807971014492754,14.52836879432624,0.21338912133891214,0.5294117647058824,0.5625,0.2384937238493724,0.694560669456067,0.5358562761506276,5.649079754601226,25.76842105263158,33.0,19.0,18.0,1.0,4.0,26.0,43.0,1.0,5.0,35.0,140.0,57.0,18.0,,70.0,19.0,89.0,11.0,21.0,197.0,14.0,36.0,11.0,3.0,55.0,21.0,0.6796116504854369,0.7142857142857143,0.7307692307692307,0.34210526315789475,0.2,0.34210526315789475,0.4791666666666667,0.5833333333333334,,,0.28,0.3181818181818182,0.3076923076923077,0.18181818181818182,0.6923076923076923,0.7777777777777778,0.0794979079497908,0.3157894736842105,0.3157894736842105,0.6111111111111112,0.16666666666666666,0.25,,0.3157894736842105,0.518965625,0.08984375,0.11797752808988764,0.10703363914373089,41.0,67.0,90.0,7.0,10.0,10.0,16.0,9.0,22.0,8.0,1.0,5.0,10.0,10.0,19.0,12.0,12.0,25.0,5.0,10.0,14.0,53.0,21.0,10.0,9.0,8.0,45.0,4.0,21.0,1.0,5.0,22.0,12.0,10.0,11.0,2.0,7.0,4.0,6.0,2.0,8.0,6.0,3.0,5.0,4.0,5.0,53.0,41.0,2.0,5.0,0.5,0.5263157894736842,0.48,0.5571428571428572,0.6022727272727273,0.05521472392638037,0.05555555555555555,0.058823529411764705,0.045454545454545456,0.14285714285714285,0.35,0.30434782608695654,0.3333333333333333,0.46153846153846156,0.7391304347826086,0.625,0.04950495049504951,0.5555555555555556,0.37656903765690375,0.7444444444444445,0.788235294117647,0.6716417910447762,0.09205020920502092,0.4090909090909091,0.42857142857142855,0.4444444444444444,0.42105263157894735,0.42105263157894735,1.0,0.4166666666666667,0.7,0.14285714285714285,0.041666666666666664,0.45714285714285713,0.625,0.2857142857142857,0.5,0.5508128571428571,0.02564102564102564,0.1620795107033639,0.14855072463768115,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1628909-1629482-1630462-1631086-203024,1611661325,"Kelsey Mitchell, Sophie Cunningham, Aari McDonald, Lexie Hull, Damiris Dantas","Mitchell, Cunningham, McDonald, Hull, Dantas",1628909-1629482-1630462-1631086-203024,IND,102.0,1,2.0,-1.0,5.0,5.0,5.0,10.0,,1.0,2.0,,2.0,2.0,3.0,4.0,,2.0,,1.0,,1.0,1.0,,,1.0,,1.0,,2.0,,,,,3.0,,0.375,0.375,0.5,,,1.0,,1.0,1.0,,141.1764705882353,9.6,10.8,9.6,10.8,0.25,,,0.5,0.75,0.512775,8.65,24.4,,,1.0,,,1.0,,,,,,3.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,1.0,0.5,,0.5,,,,,,,,,,,,0.5,0.5,1.0,,,,0.5,,,,,5.0,,1.0,,,,1.0,,,,,1.0,2.0,,,,,2.0,1.0,2.0,,3.0,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,3.0,5.0,1.0,,0.5,,,0.375,0.375,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0.25,,0.5,0.5,0.512775,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1628909-1631086-1641648-1642815-202641,1611661325,"Kelsey Mitchell, Lexie Hull, Aliyah Boston, Makayla Timpson, Sydney Colson","Mitchell, Hull, Boston, Timpson, Colson",1628909-1631086-1641648-1642815-202641,IND,738.0,4,12.0,22.0,26.0,27.0,7.0,53.0,2.0,5.0,6.0,9.0,14.0,10.0,37.0,15.0,4.0,6.0,4.0,6.0,,10.0,10.0,1.0,,,,1.0,,5.0,7.0,,,,34.0,0.6428571428571429,0.6875,0.7115384615384616,0.4166666666666667,1.0,,0.8571428571428571,0.6666666666666666,0.7692307692307693,1.0,0.6,103.41463414634146,14.76923076923077,13.11111111111111,14.5,12.185185185185185,0.20833333333333334,0.4,0.5,0.25,0.7083333333333334,0.5180458333333333,5.742857142857143,24.259999999999998,1.0,4.0,3.0,,,5.0,4.0,1.0,1.0,3.0,14.0,9.0,3.0,,7.0,3.0,10.0,1.0,2.0,23.0,,,1.0,,5.0,2.0,0.7777777777777778,0.7777777777777778,0.6,0.5,1.0,0.5,1.5,1.5,,,,,,,0.5,1.0,0.16666666666666666,0.5,0.5,0.3333333333333333,,,,0.5,0.61695,0.08,0.13333333333333333,0.08108108108108109,5.0,5.0,7.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,2.0,7.0,6.0,,1.0,2.0,3.0,2.0,,,,5.0,3.0,2.0,,,,,,,2.0,1.0,,1.0,,,7.0,5.0,2.0,1.0,0.5,,0.5,0.625,0.7,0.07142857142857142,,0.2,,,,,,,1.0,1.0,,,0.2916666666666667,0.7142857142857143,0.7142857142857143,0.6,0.08333333333333333,1.0,1.0,1.0,0.5,0.5,1.0,,,,1.0,,,0.25,1.0,0.431575,,0.1891891891891892,0.19230769230769232,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1628909-1629488-1631086-1642286-203024,1611661325,"Kelsey Mitchell, Brianna Turner, Lexie Hull, Caitlin Clark, Damiris Dantas","Mitchell, Turner, Hull, Clark, Dantas",1628909-1629488-1631086-1642286-203024,IND,181.0,1,3.0,4.0,6.0,7.0,3.0,13.0,,,1.0,,1.0,2.0,8.0,4.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,3.0,,,,8.0,,1.0,1.0,0.6666666666666666,0.5,,0.25,,0.25,0.3333333333333333,,103.42541436464089,11.5,16.0,11.5,13.571428571428571,,,,0.3333333333333333,1.0,0.5004833333333333,3.2,23.85,,1.0,1.0,,,2.0,2.0,,,,,3.0,1.0,,,1.0,1.0,,,3.0,,,,,2.0,,,,0.5,1.0,,1.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,1.0,,,,,3.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,2.0,2.0,2.0,8.0,3.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,8.0,3.0,,1.0,1.0,,,1.5,1.3333333333333333,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,,,,0.5,1.0,0.472425,,1.0,0.5,,1.0,,,0.5,1.0,1.0,,,,,,,,,,,,,,,1611661325,2025,2025,False
1628909-1629488-1631064-203024-203824,1611661325,"Kelsey Mitchell, Brianna Turner, Chloe Bibby, Damiris Dantas, Odyssey Sims","Mitchell, Turner, Bibby, Dantas, Sims",1628909-1629488-1631064-203024-203824,IND,149.0,1,2.0,7.0,5.0,4.0,,9.0,1.0,1.0,,2.0,2.0,,9.0,2.0,2.0,,1.0,2.0,,3.0,3.0,1.0,1.0,,,1.0,,,2.0,,,,9.0,1.0,1.0,1.0,,1.0,,0.6666666666666666,1.0,0.75,,1.0,86.97986577181207,18.0,14.75,18.0,14.75,0.5,1.0,1.0,,0.5,0.4238,4.9,,,,,,,,5.0,,,,2.0,,,,1.0,,1.0,,,2.0,,,,1.0,5.0,1.0,0.5,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,5.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,2.0,2.0,,,5.0,9.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,9.0,5.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,0.4238,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1611661325,2025,2025,False
1629488-1631064-1642815-1643154-203024,1611661325,"Brianna Turner, Chloe Bibby, Makayla Timpson, Kyra Lambert, Damiris Dantas","Turner, Bibby, Timpson, Lambert, Dantas",1629488-1631064-1642815-1643154-203024,IND,4.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1629482-1630462-1631064-1631086-1642815,1611661325,"Sophie Cunningham, Aari McDonald, Chloe Bibby, Lexie Hull, Makayla Timpson","Cunningham, McDonald, Bibby, Hull, Timpson",1629482-1630462-1631064-1631086-1642815,IND,13.0,1,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3125,2.7,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
1628909-1629488-1631086-1641648-202641,1611661325,"Kelsey Mitchell, Brianna Turner, Lexie Hull, Aliyah Boston, Sydney Colson","Mitchell, Turner, Hull, Boston, Colson",1628909-1629488-1631086-1641648-202641,IND,21.0,1,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,137.14285714285714,3.0,18.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661325,2025,2025,False
