EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,Fg2aBlocked,Corner3Assists,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,PenaltyArc3FGM,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceArc3FGM,Charge Fouls Drawn,Technical Free Throw Trips,Corner3PctBlocked,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedCorner3,AtRimPctBlocked,SecondChanceAtRimPctAssisted,Transition Take Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,team_id,year,season,team_vs
1628932-1629484-1629498-1630389-203833,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Dana Evans, Chelsea Gray","Wilson, Gustafson, Young, Evans, Gray",1628932-1629484-1629498-1630389-203833,LVA,597.0,4,10.0,-8.0,19.0,19.0,7.0,3.0,3.0,38,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,10.0,1.0,6.0,2.0,15.0,23.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,2.0,10.0,8.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,2.0,1.0,2.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,11.0,10.0,7.0,1.0,0.8,0.8,1.0,0.16666666666666666,0.16666666666666666,0.5,1.0,0.8,0.40625,0.6666666666666666,0.5,0.4411764705882353,0.6666666666666666,0.5555555555555556,0.375,0.8,0.3333333333333333,0.2,1.0,0.4,0.6,0.3,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,91.65829145728644,19.473684210526315,11.947368421052632,17.736842105263158,11.526315789473685,0.0625,1.0,1.0,1.0,0.3125,0.4,0.4,0.5,0.25,0.5,0.5,1.0,0.125,0.25,0.25,0.25,1.0,0.3333333333333333,0.125,1.0,0.125,0.25,0.4375,0.25,0.465809375,0.42629999999999996,0.4833125,0.26666666666666666,0.6666666666666666,10.52,24.8,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629484-1629498-1630389-204319,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Dana Evans, Jewell Loyd","Wilson, Gustafson, Young, Evans, Loyd",1628932-1629484-1629498-1630389-204319,LVA,1085.0,9,18.0,6.0,38.0,37.0,8.0,18.0,4.0,75,6.0,6.0,2.0,2.0,4.0,11.0,2.0,6.0,4.0,1.0,1.0,5.0,,,12.0,23.0,4.0,9.0,11.0,47.0,41.0,,1.0,1.0,4.0,3.0,4.0,1.0,3.0,12.0,12.0,12.0,12.0,4.0,1.0,6.0,4.0,10.0,1.0,2.0,2.0,2.0,24.0,1.0,3.0,5.0,5.0,11.0,4.0,15.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,8.0,,9.0,1.0,,14.0,2.0,43.0,12.0,8.0,2.0,0.5,0.5,1.0,0.4444444444444444,0.5,0.5217391304347826,,0.75,0.5625,0.75,0.9,0.6025641025641025,0.6666666666666666,0.8571428571428571,0.28125,0.5,1.0,0.2727272727272727,0.625,0.25,0.7692307692307693,0.26666666666666666,0.2857142857142857,0.3333333333333333,,1.0,0.5714285714285714,99.53917050691246,14.605263157894736,14.324324324324325,14.0,13.91891891891892,0.1875,1.0,1.0,0.3333333333333333,0.34375,0.36363636363636365,0.4,0.5,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.125,0.15625,0.2,0.2,1.0,,0.4,1.0,0.2,,0.46875,0.25,0.4669951612903226,0.5187,0.48617,0.0851063829787234,0.2553191489361702,8.826086956521738,27.98888888888889,0.21052631578947367,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.043478260869565216,0.09090909090909091,1.0,0.25,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.5,1.0,1.0,1.0,0.13513513513513514,0.17857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629484-1629498-1642801-203833,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Aaliyah Nye, Chelsea Gray","Wilson, Gustafson, Young, Nye, Gray",1628932-1629484-1629498-1642801-203833,LVA,110.0,1,2.0,-4.0,2.0,3.0,,,,5,,,,,,2.0,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,32.0,15.333333333333334,25.5,14.333333333333334,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.4326,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629484-1629498-203833-204319,1611661319,"A'ja Wilson, Megan Gustafson, Jackie Young, Chelsea Gray, Jewell Loyd","Wilson, Gustafson, Young, Gray, Loyd",1628932-1629484-1629498-203833-204319,LVA,1691.0,5,28.0,-3.0,58.0,56.0,22.0,36.0,8.0,114,8.0,12.0,3.0,4.0,9.0,22.0,4.0,8.0,3.0,1.0,3.0,11.0,2.0,5.0,21.0,42.0,4.0,14.0,13.0,67.0,70.0,1.0,7.0,2.0,4.0,7.0,12.0,6.0,7.0,27.0,26.0,16.0,6.0,11.0,3.0,13.0,2.0,15.0,1.0,5.0,6.0,2.0,32.0,2.0,8.0,5.0,10.0,17.0,10.0,27.0,4.0,2.0,2.0,3.0,2.0,5.0,8.0,8.0,17.0,1.0,16.0,2.0,1.0,17.0,3.0,63.0,27.0,22.0,2.0,0.6190476190476191,0.65,0.5,0.2857142857142857,0.2857142857142857,0.5,0.14285714285714285,0.5833333333333334,0.48214285714285715,0.1111111111111111,0.5555555555555556,0.5317460317460317,0.2,0.6136363636363636,0.25,0.375,0.6666666666666666,0.4,0.45454545454545453,0.2222222222222222,0.5769230769230769,0.3448275862068966,0.38461538461538464,0.2857142857142857,,0.5,0.375,97.07865168539325,15.60344827586207,14.035714285714286,14.517241379310345,13.482142857142858,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.625,0.39285714285714285,0.4090909090909091,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.5,0.5,0.5,0.05357142857142857,0.19642857142857142,0.2727272727272727,0.3,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.75,0.05555555555555555,0.2777777777777778,0.4642857142857143,0.2727272727272727,0.45004196428571425,0.3901928571428571,0.4282194444444445,0.05970149253731343,0.40298507462686567,8.061904761904762,25.599999999999998,0.3793103448275862,1.0,,,,,2.0,2.0,,1.0,1.0,2.0,1.0,,1.0,3.0,,8.0,3.0,3.0,,3.0,2.0,2.0,,0.3333333333333333,0.023809523809523808,0.045454545454545456,1.0,,0.8,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,0.13333333333333333,0.17391304347826086,1.0,2.0,6.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,0.07142857142857142,0.09090909090909091,0.75,0.10714285714285714,0.1111111111111111,0.4,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629484-1630389-203833-204319,1611661319,"A'ja Wilson, Megan Gustafson, Dana Evans, Chelsea Gray, Jewell Loyd","Wilson, Gustafson, Evans, Gray, Loyd",1628932-1629484-1630389-203833-204319,LVA,1097.0,7,18.0,24.0,37.0,35.0,20.0,19.0,4.0,72,6.0,9.0,2.0,4.0,4.0,9.0,2.0,7.0,2.0,2.0,5.0,9.0,1.0,4.0,12.0,25.0,5.0,11.0,11.0,50.0,26.0,2.0,3.0,1.0,9.0,7.0,13.0,6.0,5.0,22.0,12.0,12.0,15.0,8.0,5.0,6.0,5.0,11.0,5.0,4.0,2.0,,27.0,,4.0,7.0,6.0,13.0,4.0,17.0,5.0,2.0,3.0,1.0,,,1.0,,4.0,,10.0,,1.0,13.0,3.0,41.0,22.0,20.0,3.0,0.5,0.6,1.0,0.45454545454545453,0.5,0.48,0.6666666666666666,0.5384615384615384,0.5416666666666666,0.875,0.4473684210526316,0.5853658536585366,0.9,0.5,0.3055555555555556,1.0,0.5454545454545454,0.3076923076923077,0.5,,0.52,0.23529411764705882,0.2,,,0.6666666666666666,0.5833333333333334,94.51230628988148,14.72972972972973,15.771428571428572,14.243243243243244,14.4,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.4444444444444444,0.5714285714285714,0.5,0.19444444444444445,0.2857142857142857,0.2857142857142857,,0.05555555555555555,0.25,0.5555555555555556,0.5555555555555556,1.0,0.25,0.21052631578947367,0.5,0.10526315789473684,0.21052631578947367,0.5555555555555556,0.625,0.4468,0.4306375,0.43883055555555556,0.18,0.44,8.184,26.91818181818182,0.5405405405405406,,,,,1.0,2.0,1.0,1.0,2.0,,,,,,1.0,1.0,3.0,,,,,,1.0,1.0,0.16666666666666666,0.08,0.2222222222222222,,0.4,,0.5,,,,,,,,,,0.07894736842105263,0.1111111111111111,1.0,1.0,,4.0,1.0,,,1.0,1.0,,0.09090909090909091,,0.3333333333333333,,0.25,0.25,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631006-1631019,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, NaLyssa Smith","Wilson, Young, Evans, Bell, Smith",1628932-1629498-1630389-1631006-1631019,LVA,71.0,2,1.0,,2.0,2.0,,,,4,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,2.0,,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,81.12676056338029,17.5,18.0,17.5,18.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3877,,,,,8.9,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631006-203833,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, Chelsea Gray","Wilson, Young, Evans, Bell, Gray",1628932-1629498-1630389-1631006-203833,LVA,128.0,1,2.0,1.0,3.0,3.0,1.0,,,6,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,3.0,5.0,4.0,,,,,,,1.0,1.0,1.0,2.0,,,1.0,,1.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,2.0,,,4.0,,5.0,1.0,1.0,,1.0,1.0,,,,1.0,,,0.5,,,0.625,,0.25,0.5,,,,1.0,,0.5,,,,,,1.0,67.5,21.0,21.666666666666668,21.0,21.666666666666668,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,,,,,,,,1.0,1.0,,0.477425,,0.53565,,0.2,3.8,25.0,0.3333333333333333,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631006-204319,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, Jewell Loyd","Wilson, Young, Evans, Bell, Loyd",1628932-1629498-1630389-1631006-204319,LVA,191.0,1,3.0,1.0,5.0,5.0,,,,10,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,,,3.0,3.0,1.0,2.0,,9.0,8.0,,,,,,,,,,,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,9.0,,,,,,1.0,0.5,0.5,1.0,,,0.9,,,0.9,,,0.4,,,,1.0,,0.5,,,,,,,75.39267015706807,13.4,24.8,13.4,24.8,0.2,1.0,1.0,,0.2,1.0,1.0,,0.2,1.0,1.0,,,0.4,0.5,0.5,1.0,,,,,,0.6,0.5,0.49897,,,,,7.666666666666667,25.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631019-203833,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, NaLyssa Smith, Chelsea Gray","Wilson, Young, Evans, Smith, Gray",1628932-1629498-1630389-1631019-203833,LVA,1309.0,8,22.0,10.0,45.0,50.0,7.0,17.0,2.0,95,9.0,9.0,1.0,1.0,9.0,18.0,2.0,5.0,,,1.0,2.0,,,20.0,32.0,1.0,2.0,12.0,55.0,45.0,1.0,1.0,,4.0,2.0,2.0,,9.0,13.0,28.0,12.0,3.0,2.0,1.0,14.0,1.0,15.0,1.0,7.0,5.0,2.0,31.0,,2.0,6.0,13.0,22.0,2.0,24.0,6.0,4.0,2.0,1.0,1.0,6.0,7.0,5.0,11.0,2.0,12.0,1.0,,14.0,5.0,51.0,5.0,3.0,,0.7,0.7,1.0,0.5,0.5,0.625,1.0,1.0,0.6323529411764706,1.0,1.0,0.6875,1.0,0.9285714285714286,0.058823529411764705,0.14285714285714285,0.7647058823529411,0.16666666666666666,0.5454545454545454,,0.6785714285714286,0.15384615384615385,0.1111111111111111,,,0.8,0.5555555555555556,104.50725744843392,12.355555555555556,15.06,11.866666666666667,13.92,0.2647058823529412,1.0,1.0,0.7777777777777778,0.5294117647058824,0.5,0.5625,0.5555555555555556,0.14705882352941177,0.4,0.4,1.0,,0.058823529411764705,0.5,0.5,1.0,,0.5,1.0,,,0.3235294117647059,0.5,0.4557794117647059,0.3054,0.48795,0.07272727272727272,0.23636363636363636,7.778125,24.55,0.15555555555555556,,,,,,2.0,,,2.0,,3.0,2.0,,,,1.0,3.0,2.0,,1.0,3.0,1.0,1.0,,,0.0625,0.1111111111111111,1.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,0.08571428571428572,0.09090909090909091,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631019-204319,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, NaLyssa Smith, Jewell Loyd","Wilson, Young, Evans, Smith, Loyd",1628932-1629498-1630389-1631019-204319,LVA,785.0,7,13.0,2.0,23.0,25.0,2.0,3.0,2.0,48,4.0,5.0,,,3.0,8.0,,1.0,2.0,,3.0,5.0,,,7.0,14.0,4.0,7.0,2.0,28.0,26.0,1.0,2.0,,2.0,,1.0,,,,8.0,6.0,9.0,5.0,3.0,4.0,3.0,7.0,2.0,2.0,2.0,,17.0,1.0,2.0,3.0,4.0,7.0,3.0,10.0,5.0,3.0,2.0,4.0,3.0,2.0,6.0,1.0,5.0,,7.0,,1.0,2.0,,26.0,,2.0,,0.5714285714285714,0.6666666666666666,0.75,0.5714285714285714,0.5714285714285714,0.5,0.5,,0.6190476190476191,0.5,,0.6666666666666666,0.5,,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.3333333333333333,1.0,0.3333333333333333,0.7,0.3333333333333333,0.25,0.5,,0.5,1.0,88.05095541401273,15.652173913043478,17.0,15.391304347826088,16.0,0.23809523809523808,0.8,0.8,0.5,0.38095238095238093,0.375,0.375,0.6666666666666666,0.047619047619047616,,,,0.09523809523809523,0.23809523809523808,0.6,0.6,0.6666666666666666,,,,,,0.5714285714285714,0.6,0.4992642857142857,0.7299,0.3205,0.07142857142857142,,7.171428571428572,25.25714285714286,0.08695652173913043,1.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,0.5,0.5,1.0,,,,,0.09523809523809523,0.14285714285714285,2.0,,3.0,2.0,,,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,,,,0.5,,,1.0,,,1.0,,,,,,,,,,,1611661319,2025,2025,False
