EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Charge Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,SecondChanceFg2Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,StepOutOfBoundsTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,2pt And 1 Free Throw Trips,LongMidRangeFGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,LostBallOutOfBoundsTurnovers,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,DefFTReboundPct,Loose Ball Fouls,DefCorner3ReboundPct,Travels,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,LongMidRangeAssists,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,Arc3PctBlocked,Offensive Fouls Drawn,SecondChanceCorner3FGM,FTOffRebounds,Offensive Fouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,HeaveAttempts,BlockedLongMidRange,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627675-1628926-1629483-1629524-203825,1611661324,"Courtney Williams, Maria Kliundikova, Napheesa Collier, Bridget Carleton, Kayla McBride","Williams, Kliundikova, Collier, Carleton, McBride",1627675-1628926-1629483-1629524-203825,MIN,534.0,2,9,-11.0,14.0,15,3.0,1.0,29,2.0,5.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,7.0,2.0,7.0,10.0,21.0,1.0,1.0,3.0,2.0,2.0,6.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,1.0,5.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.5,0.5,1.0,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.35714285714285715,1.5,0.35714285714285715,1.5,0.5,0.14285714285714285,0.2,1.0,0.625,0.4,0.5,0.6,0.2,0.6666666666666666,0.5,1.0,0.6,0.5,78.20224719101124,1.0,17.285714285714285,19.466666666666665,17.142857142857142,18.266666666666666,0.35714285714285715,0.4,0.5,0.5,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.8571428571428571,0.3333333333333333,0.514925,0.5808,0.3,4.8999999999999995,25.314285714285713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629483-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Napheesa Collier, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Collier, Hiedeman, McBride",1627675-1628926-1629483-1629567-203825,MIN,521.0,1,9,1.0,16.0,17,4.0,6.0,33,3.0,9.0,3.0,1.0,2.0,,4.0,,2.0,5.0,13.0,,6.0,16.0,15.0,,3.0,4.0,4.0,6.0,,4.0,,3.0,2.0,,2.0,,,4.0,5.0,2.0,6.0,8.0,8.0,16.0,2.0,2.0,,3.0,1.0,2.0,1.0,,1.0,1.0,12.0,0.4,0.4,,,,,0.38461538461538464,0.2631578947368421,0.14285714285714285,0.3333333333333333,0.25,0.3157894736842105,0.23076923076923078,0.3333333333333333,0.6666666666666666,1.0,0.625,0.6666666666666666,0.8888888888888888,0.5714285714285714,0.5,1.0,1.0,1.0,0.6666666666666666,91.20921305182341,1.0,17.9375,13.764705882352942,13.625,13.294117647058824,0.47368421052631576,0.3333333333333333,0.5,,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.21052631578947367,,,,0.2857142857142857,,,0.7894736842105263,,0.5298578947368421,0.49675,0.25,4.653846153846154,27.150000000000002,1.0,4.0,2.0,1.0,6.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,2.0,2.0,1.0,0.25,0.5,1.0,1.0,0.25,1.0,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.5714285714285714,0.25,0.14285714285714285,0.09523809523809523,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629491-1629524-1629567,1611661324,"Courtney Williams, Maria Kliundikova, Jessica Shepard, Bridget Carleton, Natisha Hiedeman","Williams, Kliundikova, Shepard, Carleton, Hiedeman",1627675-1628926-1629491-1629524-1629567,MIN,99.0,1,2,,3.0,4,,,7,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,,,,,,,2.0,,,,,,,1.0,0.5,,0.5,,0.5,,,,0.5,,1.0,0.6666666666666666,,,0.5,,,1.0,101.81818181818183,,11.333333333333334,16.25,11.333333333333334,15.75,0.5,1.0,1.0,,,,,0.5,,,,,,,1.0,,0.602975,,,0.3,26.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.5,0.5,0.5,1.0,0.5,0.602975,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629491-1629524-203825,1611661324,"Courtney Williams, Maria Kliundikova, Jessica Shepard, Bridget Carleton, Kayla McBride","Williams, Kliundikova, Shepard, Carleton, McBride",1627675-1628926-1629491-1629524-203825,MIN,173.0,1,3,6.0,6.0,6,,,12,2.0,2.0,1.0,,,1.0,2.0,,,3.0,3.0,1.0,2.0,10.0,4.0,,,,2.0,4.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,2.0,3.0,,3.0,1.0,,1.0,1.0,,,,,,,10.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.5,1.0,0.9,,0.8333333333333334,,0.4,,,1.0,0.6666666666666666,,1.0,0.75,,,,1.0,,1.0,99.88439306358381,,12.5,16.333333333333332,12.5,15.833333333333334,0.4,1.0,1.0,0.5,0.2,,,0.4,0.5,0.5,1.0,,,,0.8,0.5,0.52896,,,5.333333333333333,27.35,,,1.0,,1.0,,,,,,,1.0,1.0,,,,2.0,,3.0,,2.0,,,,,,,,,1.0,1.0,,,,,0.3333333333333333,0.5,2.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,,0.4939,0.2,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629491-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Jessica Shepard, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Shepard, Hiedeman, McBride",1627675-1628926-1629491-1629567-203825,MIN,363.0,3,6,-11.0,12.0,13,2.0,1.0,25,,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,10.0,21.0,1.0,1.0,3.0,,2.0,6.0,2.0,2.0,,,2.0,2.0,2.0,,6.0,,,2.0,2.0,1.0,3.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,,,1.0,0.4,1.0,0.4,0.2,0.4,1.5,0.45454545454545453,1.5,0.5,,,0.5,0.6666666666666666,,,0.6666666666666666,0.14285714285714285,,,0.5,1.0,,99.17355371900827,1.0,16.333333333333332,12.846153846153847,16.166666666666668,12.538461538461538,0.1,,,,0.1,0.3,0.3,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.49143499999999996,0.50355,0.3,12.14,24.619999999999997,,,,,2.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,2.0,,1.0,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.09090909090909091,0.16666666666666666,9.0,,1.0,2.0,1.0,3.0,5.0,8.0,,2.0,8.0,9.0,0.3333333333333333,0.5,0.5,0.125,,0.25,0.52564375,0.8,0.75,,1.0,3.0,2.0,2.0,1.0,1.0,0.4,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629501-1629524-203825,1611661324,"Courtney Williams, Maria Kliundikova, Alanna Smith, Bridget Carleton, Kayla McBride","Williams, Kliundikova, Smith, Carleton, McBride",1627675-1628926-1629501-1629524-203825,MIN,41.0,1,1,-2.0,,1,,,1,,,,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1.0,,,1.0,,,,,,35.1219512195122,,,11.0,,11.0,,,,,,0.5,0.5,,,,,,,,0.5,,0.484025,,,15.1,23.4,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629501-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Alanna Smith, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Smith, Hiedeman, McBride",1627675-1628926-1629501-1629567-203825,MIN,55.0,1,1,-2.0,3.0,3,,1.0,6,,,1.0,1.0,,,,,,,2.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,0.3333333333333333,,,,,,1.0,,,1.0,,,,1.0,,,157.0909090909091,,5.333333333333333,13.0,4.666666666666667,13.0,,,,,0.5,0.5,,,,,,,,,,,0.3459,0.3076,,16.15,,,,,,2.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,2.0,,,2.0,3.0,,,0.3333333333333333,,,,0.3459,1.0,1.0,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1628926-1629524-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Bridget Carleton, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Carleton, Hiedeman, McBride",1627675-1628926-1629524-1629567-203825,MIN,83.0,1,1,-2.0,4.0,3,2.0,1.0,7,,1.0,,,,,,,,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,0.5,,,,,,,,0.5,0.5,,,,,,1.0,121.44578313253012,,11.0,13.0,8.5,12.333333333333334,1.0,,,,,,,,,,,,,,1.0,,0.7166,,,0.9,,,,,,2.0,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,0.5,0.5,3.0,,1.0,,,1.0,,2.0,,1.0,2.0,3.0,,,0.5,1.0,,,0.7166,1.0,0.75,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1629483-1629491-1629524-1629567,1611661324,"Courtney Williams, Napheesa Collier, Jessica Shepard, Bridget Carleton, Natisha Hiedeman","Williams, Collier, Shepard, Carleton, Hiedeman",1627675-1629483-1629491-1629524-1629567,MIN,341.0,3,6,-1.0,11.0,12,,,23,4.0,4.0,3.0,,,,4.0,,,5.0,7.0,,4.0,10.0,11.0,,,,8.0,2.0,,4.0,,,4.0,,4.0,,3.0,8.0,,2.0,2.0,4.0,,4.0,,,,,1.0,2.0,,,,,10.0,0.8,0.8,,,,,0.7142857142857143,0.45454545454545453,,0.45454545454545453,,0.36363636363636365,,,,1.0,,0.5,0.6666666666666666,,,,1.0,1.0,0.5,97.12609970674487,,14.090909090909092,15.5,14.090909090909092,13.0,0.36363636363636365,1.0,1.0,0.75,0.2727272727272727,,,0.36363636363636365,,,,,,,0.7272727272727273,,0.5410954545454545,,,4.614285714285714,23.75,,,1.0,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
1627675-1629483-1629491-1629524-203825,1611661324,"Courtney Williams, Napheesa Collier, Jessica Shepard, Bridget Carleton, Kayla McBride","Williams, Collier, Shepard, Carleton, McBride",1627675-1629483-1629491-1629524-203825,MIN,372.0,4,6,3.0,12.0,13,,1.0,25,2.0,4.0,1.0,,1.0,1.0,3.0,,,2.0,5.0,1.0,4.0,8.0,5.0,,1.0,,4.0,,3.0,3.0,1.0,,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,5.0,7.0,1.0,8.0,1.0,1.0,,4.0,,1.0,,,,,8.0,1.0,1.0,1.0,0.25,,0.25,0.4,0.3888888888888889,,0.4,,0.4444444444444444,,,0.25,0.8333333333333334,0.3333333333333333,1.0,0.875,0.16666666666666666,,1.0,,1.0,1.0,96.77419354838709,,15.583333333333334,14.23076923076923,15.416666666666666,13.461538461538462,0.4444444444444444,0.5,0.5,1.0,0.1111111111111111,,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.8888888888888888,0.3333333333333333,0.5395166666666666,0.6024,,3.84,23.625,,,,1.0,1.0,,,,,,,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,True
