EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,Offensive Fouls Drawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PtsAssisted3s,ThreePtAssists,Corner3Assists,FTDefRebounds,Fouls,Assisted3sPct,DefFTReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyDefPoss,AtRimFGM,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceShotQualityAvg,Offensive Fouls,FtPoints,LiveBallTurnovers,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,BadPassSteals,SecondChanceFtPoints,Technical Free Throw Trips,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGA,AtRimAssists,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeFGM,SecondChanceCorner3FGA,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Charge Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Arc3Assists,LongMidRangeAssists,PenaltyTurnovers,Transition Take Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,PenaltyFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGA,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Travels,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1627676-1628279-1642798-203014-204365,1611661328,"Tiffany Mitchell, Brittney Sykes, Dominique Malonga, Nneka Ogwumike, Erica Wheeler","Mitchell, Sykes, Malonga, Ogwumike, Wheeler",1627676-1628279-1642798-203014-204365,SEA,85.0,1,1.0,3.0,3.0,3.0,1.0,6,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.5,0.625,1.5,0.625,1.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,101.6470588235294,16.333333333333332,12.0,15.666666666666666,12.0,0.25,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.75,0.5,0.5041,0.6,3.8,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1627676-1628882-1629496-1641660-1642798,1611661328,"Tiffany Mitchell, Lexie Brown, Ezi Magbegor, Zia Cooke, Dominique Malonga","Mitchell, Brown, Magbegor, Cooke, Malonga",1627676-1628882-1629496-1641660-1642798,SEA,98.0,1,2.0,3.0,4.0,4.0,,8,,2.0,2.0,,1.0,,,2.0,2.0,1.0,2.0,7.0,4.0,,,,4.0,,1.0,,2.0,3.0,2.0,7.0,,1.0,2.0,,2.0,,,7.0,1.0,1.0,0.5,,0.5,1.0,0.875,,0.875,,0.5,1.0,,1.0,,,,117.55102040816327,13.5,11.0,13.5,11.0,,0.5,1.0,1.0,1.0,0.25,,,,,0.5,,0.4935375,,7.35,24.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1627676-1628882-1641660-1642307-1642798,1611661328,"Tiffany Mitchell, Lexie Brown, Zia Cooke, Mackenzie Holmes, Dominique Malonga","Mitchell, Brown, Cooke, Holmes, Malonga",1627676-1628882-1641660-1642307-1642798,SEA,299.0,1,5.0,-7.0,9.0,10.0,2.0,19,1.0,,5.0,2.0,2.0,,,1.0,6.0,2.0,5.0,8.0,15.0,,,,,6.0,2.0,2.0,,,,,1.0,1.0,2.0,2.0,4.0,,,8.0,,,0.4,,0.4,0.16666666666666666,0.36363636363636365,,0.36363636363636365,,0.45454545454545453,1.0,0.3333333333333333,1.0,0.2857142857142857,,1.0,91.50501672240803,18.88888888888889,12.9,18.11111111111111,12.9,0.09090909090909091,0.45454545454545453,,,,0.18181818181818182,1.0,1.0,,,0.5454545454545454,1.0,0.46857727272727273,,7.666666666666667,23.96,,3.0,,,,,3.0,,,,0.2727272727272727,,,,10.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.2,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,0.3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1627676-1628931-1629496-1642798-204365,1611661328,"Tiffany Mitchell, Gabby Williams, Ezi Magbegor, Dominique Malonga, Erica Wheeler","Mitchell, Williams, Magbegor, Malonga, Wheeler",1627676-1628931-1629496-1642798-204365,SEA,36.0,1,1.0,,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,80.0,15.0,21.0,15.0,21.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1627676-1628931-1642798-203014-204365,1611661328,"Tiffany Mitchell, Gabby Williams, Dominique Malonga, Nneka Ogwumike, Erica Wheeler","Mitchell, Williams, Malonga, Ogwumike, Wheeler",1627676-1628931-1642798-203014-204365,SEA,102.0,1,2.0,2.0,5.0,4.0,,9,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,4.0,2.0,,,,2.0,,1.0,,1.0,1.0,1.0,2.0,,3.0,3.0,,3.0,1.0,,4.0,1.0,1.0,,,,1.0,0.5,,0.6666666666666666,,0.5,1.0,,1.0,,,1.0,127.05882352941177,9.4,13.75,9.4,13.75,,0.5,1.0,1.0,1.0,0.5,,,,,0.5,,0.505275,,11.6,24.4,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1627676-1629496-1641660-1642798-204365,1611661328,"Tiffany Mitchell, Ezi Magbegor, Zia Cooke, Dominique Malonga, Erica Wheeler","Mitchell, Magbegor, Cooke, Malonga, Wheeler",1627676-1629496-1641660-1642798-204365,SEA,51.0,1,1.0,,3.0,2.0,1.0,5,1.0,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,0.5,,,,,1.0,,,,141.1764705882353,5.666666666666667,17.0,4.666666666666667,17.0,1.0,,,,,,,,,,1.0,,0.5565,,2.3,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,2.0,,,2.0,1.0,,,,,,,,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1627676-1629496-1642798-203400-204365,1611661328,"Tiffany Mitchell, Ezi Magbegor, Dominique Malonga, Skylar Diggins, Erica Wheeler","Mitchell, Magbegor, Malonga, Diggins, Wheeler",1627676-1629496-1642798-203400-204365,SEA,35.0,1,1.0,,,1.0,,1,,,,,1.0,,,,,,1.0,2.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,0.25,0.5,1.0,,1.0,,1.0,1.0,,41.14285714285714,,6.0,,6.0,,,,,,1.0,,,,,1.0,,0.48255,0.5,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,1.0,,,,,,,,0.5,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1628279-1628931-1629496-1642798-203014,1611661328,"Brittney Sykes, Gabby Williams, Ezi Magbegor, Dominique Malonga, Nneka Ogwumike","Sykes, Williams, Magbegor, Malonga, Ogwumike",1628279-1628931-1629496-1642798-203014,SEA,17.0,1,,4.0,2.0,,1.0,2,1.0,1.0,2.0,,,,,2.0,3.0,,,4.0,,,,2.0,2.0,,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,2.0,0.5,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,1.0,,,169.41176470588235,8.5,,8.5,,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,,,,,,0.3333333333333333,,0.43873333333333336,0.5,5.533333333333334,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,0.5821,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.43873333333333336,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1628279-1628931-1629496-1642798-203400,1611661328,"Brittney Sykes, Gabby Williams, Ezi Magbegor, Dominique Malonga, Skylar Diggins","Sykes, Williams, Magbegor, Malonga, Diggins",1628279-1628931-1629496-1642798-203400,SEA,101.0,1,2.0,,3.0,2.0,,5,1.0,,,,,,,1.0,3.0,,,2.0,2.0,,,,2.0,,,,1.0,1.0,,2.0,,1.0,2.0,,2.0,,,2.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,1.0,,1.0,,,1.0,71.2871287128713,24.333333333333332,14.0,24.333333333333332,14.0,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.4079,,11.566666666666668,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
1628279-1628931-1629496-1642798-204365,1611661328,"Brittney Sykes, Gabby Williams, Ezi Magbegor, Dominique Malonga, Erica Wheeler","Sykes, Williams, Magbegor, Malonga, Wheeler",1628279-1628931-1629496-1642798-204365,SEA,503.0,2,8.0,-7.0,17.0,16.0,1.0,33,2.0,,5.0,1.0,1.0,,,2.0,9.0,1.0,2.0,11.0,18.0,,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,,2.0,,1.0,4.0,1.0,5.0,3.0,1.0,11.0,0.5,0.5,0.5,,0.5,0.2222222222222222,0.3181818181818182,,0.4230769230769231,,0.18181818181818182,0.2,,0.25,0.125,,,94.47316103379723,17.235294117647058,13.125,16.941176470588236,10.4375,0.18181818181818182,0.45454545454545453,,,,0.09090909090909091,1.0,1.0,,,0.36363636363636365,1.0,0.42248636363636366,,7.7444444444444445,23.3,,1.0,,,,2.0,5.0,,1.0,,0.09090909090909091,,,,6.0,1.0,,2.0,3.0,1.0,1.0,3.0,5.0,,2.0,,0.3333333333333333,0.6,0.14285714285714285,0.3333333333333333,0.2,,0.3333333333333333,0.5,0.5,0.4353,1.0,4.0,2.0,,4.0,2.0,1.0,1.0,1.0,,0.4,0.5,,0.15384615384615385,0.18181818181818182,2.0,1.0,,,5.0,,,,1.0,,,5.0,,,,5.0,,,,,,,0.2,,0.36114,,0.29411764705882354,2.0,1.0,1.0,0.18181818181818182,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2025,2025,True
