EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyArc3FGA,PenaltyFG3A,FTDefRebounds,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,LiveBallTurnoverPct,PenaltyPointsPct,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,AtRimAssists,2pt And 1 Free Throw Trips,AtRimPctAssisted,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,LongMidRangeAssists,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Arc3PctBlocked,HeaveAttempts,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,Clear Path Fouls,3SecondViolations,Charge Fouls,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
1628279-1631141-1642290-1642802-203828,1611661322,"Brittney Sykes, Jade Melbourne, Aaliyah Edwards, Lucy Olsen, Stefanie Dolson","Sykes, Melbourne, Edwards, Olsen, Dolson",1628279-1631141-1642290-1642802-203828,WAS,336.0,2,6.0,7.0,11.0,11.0,3.0,22.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,7.0,2.0,17.0,10.0,1.0,1.0,2.0,2.0,8.0,6.0,9.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,9.0,2.0,1.0,1.0,3.0,4.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,0.42857142857142855,1.0,0.42857142857142855,0.6,1.0,0.625,1.3333333333333333,0.6538461538461539,1.3333333333333333,0.5833333333333334,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.16666666666666666,94.28571428571429,1.0,14.0,16.545454545454547,13.0,16.545454545454547,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.5,0.08333333333333333,0.3333333333333333,0.5,0.5,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.75,0.3333333333333333,0.5575833333333333,0.7393,0.07692307692307693,0.16666666666666666,0.47058823529411764,5.82,23.785714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1628279-1630134-1631021-1631141-1642802,1611661322,"Brittney Sykes, Sug Sutton, Sika Koné, Jade Melbourne, Lucy Olsen","Sykes, Sutton, Koné, Melbourne, Olsen",1628279-1630134-1631021-1631141-1642802,WAS,29.0,1,,,1.0,2.0,,3.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,148.9655172413793,,24.0,2.5,24.0,2.5,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.31455,,,,,,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1630134-1631083-1642785-1642810-202252,1611661322,"Sug Sutton, Emily Engstler, Sonia Citron, Madison Scott, Alysha Clark","Sutton, Engstler, Citron, Scott, Clark",1630134-1631083-1642785-1642810-202252,WAS,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1628279-1630134-1631141-1642290-203828,1611661322,"Brittney Sykes, Sug Sutton, Jade Melbourne, Aaliyah Edwards, Stefanie Dolson","Sykes, Sutton, Melbourne, Edwards, Dolson",1628279-1630134-1631141-1642290-203828,WAS,189.0,2,3.0,1.0,7.0,5.0,,12.0,,,,,,1.0,2.0,,,,,,,,,,3.0,,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,3.0,,,,,1.0,2.0,3.0,,2.0,4.0,2.0,,,,,4.0,,,,,,,,,0.4,,,0.5,,1.0,,0.6666666666666666,,,,,1.0,1.0,,91.42857142857143,,16.714285714285715,14.4,16.714285714285715,13.6,,,,0.3333333333333333,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,0.3619333333333334,,0.4,0.4,,16.133333333333333,,2.0,,,,1.0,2.0,1.0,,0.3729,0.2857142857142857,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1628279-1630134-1631022-1631141-203828,1611661322,"Brittney Sykes, Sug Sutton, Shakira Austin, Jade Melbourne, Stefanie Dolson","Sykes, Sutton, Austin, Melbourne, Dolson",1628279-1630134-1631022-1631141-203828,WAS,290.0,2,5.0,-7.0,9.0,10.0,,19.0,2.0,3.0,,,2.0,2.0,1.0,,,,,,,,,4.0,6.0,,,,8.0,15.0,,,,,,4.0,,,,,,2.0,,,4.0,,,1.0,3.0,4.0,,4.0,,,,,2.0,3.0,1.0,,2.0,,,2.0,2.0,2.0,2.0,8.0,,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,1.0,,0.5,,0.8,,,,,1.0,,,94.3448275862069,1.0,16.0,14.6,16.0,14.5,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,0.5,,0.5156,,,,,8.033333333333333,,,6.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,0.3333333333333333,,4.0,1.0,2.0,2.0,1.0,0.5,0.5,0.16666666666666666,0.3333333333333333,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1630134-1631083-1631141-1642290-203828,1611661322,"Sug Sutton, Emily Engstler, Jade Melbourne, Aaliyah Edwards, Stefanie Dolson","Sutton, Engstler, Melbourne, Edwards, Dolson",1630134-1631083-1631141-1642290-203828,WAS,96.0,2,2.0,2.0,4.0,4.0,,8.0,2.0,2.0,,,1.0,1.0,,,,,,,1.0,,,3.0,3.0,,1.0,1.0,7.0,5.0,,,,,,2.0,,,1.0,,,2.0,,,4.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,7.0,,,,,1.0,,0.75,,0.875,,0.25,,,1.0,,1.0,,,,,,,,120.0,,10.5,13.5,10.5,13.5,0.5,1.0,1.0,0.25,1.0,1.0,,,,,,0.25,,,,,,,,,,,,0.75,,0.5789375,,0.25,0.3333333333333333,,4.0,24.7,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,,,0.6666666666666666,0.6666666666666666,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1628279-1631022-1631083-1642785-203828,1611661322,"Brittney Sykes, Shakira Austin, Emily Engstler, Sonia Citron, Stefanie Dolson","Sykes, Austin, Engstler, Citron, Dolson",1628279-1631022-1631083-1642785-203828,WAS,49.0,1,1.0,4.0,3.0,2.0,1.0,5.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,2.0,4.0,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,146.9387755102041,,4.666666666666667,17.5,2.6666666666666665,17.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.3889,0.3889,0.5,0.5,0.5,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1630134-1631083-1631141-1642785-1642792,1611661322,"Sug Sutton, Emily Engstler, Jade Melbourne, Sonia Citron, Kiki Iriafen","Sutton, Engstler, Melbourne, Citron, Iriafen",1630134-1631083-1631141-1642785-1642792,WAS,2485.0,12,41.0,16.0,80.0,83.0,8.0,163.0,12.0,15.0,3.0,3.0,12.0,22.0,13.0,2.0,7.0,,,6.0,15.0,,1.0,28.0,50.0,8.0,22.0,15.0,95.0,79.0,4.0,7.0,,1.0,12.0,30.0,18.0,2.0,15.0,6.0,6.0,19.0,5.0,1.0,44.0,3.0,7.0,8.0,15.0,23.0,10.0,33.0,2.0,12.0,8.0,4.0,6.0,12.0,21.0,3.0,18.0,21.0,10.0,5.0,3.0,5.0,4.0,83.0,0.75,0.36363636363636365,,0.36363636363636365,0.56,0.5714285714285714,0.5555555555555556,0.5,0.5802469135802469,0.6,0.3055555555555556,0.6818181818181818,0.3181818181818182,0.7272727272727273,0.21428571428571427,0.696969696969697,0.2777777777777778,0.4,0.2222222222222222,0.2,0.875,1.0,0.0625,94.45472837022133,0.8,15.0625,15.421686746987952,14.3625,14.855421686746988,0.20833333333333334,0.8,0.8571428571428571,0.3055555555555556,0.5454545454545454,0.5714285714285714,0.18055555555555555,0.09722222222222222,0.2857142857142857,0.3333333333333333,0.5,0.20833333333333334,0.4,0.4,0.8333333333333334,0.375,1.0,,,,0.125,,,0.5138888888888888,0.4,0.4815930555555556,0.5094571428571428,0.125,0.1724137931034483,0.12631578947368421,8.336,24.7,17.0,19.0,5.0,7.0,,17.0,,0.2631578947368421,0.4724973684210526,0.2125,12.0,2.0,25.0,6.0,,4.0,12.0,25.0,0.5952380952380952,0.5,0.2631578947368421,26.0,3.0,13.0,5.0,1.0,0.4642857142857143,0.48148148148148145,0.06,0.06666666666666667,0.5,0.625,0.4166666666666667,5.0,2.0,0.4166666666666667,4.0,0.3076923076923077,0.3333333333333333,4.0,4.0,1.0,2.0,2.0,4.0,7.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.42857142857142855,0.5833333333333334,0.6052631578947368,0.045454545454545456,0.045454545454545456,0.07692307692307693,0.14285714285714285,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.75,0.21052631578947367,1.0,0.10526315789473684,0.5,0.4,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1630134-1631083-1642785-1642802-203828,1611661322,"Sug Sutton, Emily Engstler, Sonia Citron, Lucy Olsen, Stefanie Dolson","Sutton, Engstler, Citron, Olsen, Dolson",1630134-1631083-1642785-1642802-203828,WAS,352.0,3,6.0,-3.0,11.0,12.0,,23.0,2.0,2.0,,,2.0,2.0,,,1.0,,,,2.0,,,4.0,4.0,,3.0,2.0,10.0,13.0,,,,,,,,,2.0,,,4.0,,,8.0,,,1.0,1.0,2.0,,2.0,,3.0,2.0,1.0,,2.0,1.0,,4.0,2.0,,,,,,10.0,,,,,1.0,,0.5714285714285714,,0.625,,0.42857142857142855,0.5,,1.0,,0.6666666666666666,,,,,1.0,,,94.0909090909091,,16.181818181818183,14.5,16.181818181818183,14.166666666666666,0.2857142857142857,1.0,1.0,0.2857142857142857,1.0,1.0,,0.14285714285714285,,,,0.2857142857142857,,,,,,,,,,,,0.7142857142857143,,0.5576142857142857,,,,,4.775,24.766666666666666,6.0,,2.0,2.0,,6.0,,0.6666666666666666,0.5431333333333334,0.5454545454545454,1.0,2.0,4.0,2.0,,2.0,1.0,4.0,0.5,1.0,0.4,8.0,,4.0,2.0,,1.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
1628279-1631022-1631141-1642785-1642792,1611661322,"Brittney Sykes, Shakira Austin, Jade Melbourne, Sonia Citron, Kiki Iriafen","Sykes, Austin, Melbourne, Citron, Iriafen",1628279-1631022-1631141-1642785-1642792,WAS,3817.0,15,64.0,3.0,126.0,127.0,9.0,253.0,19.0,34.0,1.0,1.0,10.0,27.0,8.0,3.0,8.0,1.0,3.0,9.0,27.0,1.0,1.0,31.0,69.0,12.0,35.0,21.0,119.0,116.0,1.0,3.0,2.0,4.0,9.0,26.0,33.0,2.0,27.0,9.0,11.0,29.0,8.0,3.0,69.0,3.0,8.0,10.0,30.0,46.0,11.0,57.0,,16.0,10.0,6.0,10.0,22.0,36.0,4.0,19.0,27.0,12.0,8.0,5.0,8.0,5.0,110.0,0.9166666666666666,0.34285714285714286,0.5,0.34285714285714286,0.4492753623188406,0.3333333333333333,0.47115384615384615,0.5714285714285714,0.5085470085470085,0.5625,0.33653846153846156,0.6818181818181818,0.21052631578947367,0.7142857142857143,0.13043478260869565,0.6896551724137931,0.18032786885245902,0.17647058823529413,0.16666666666666666,,0.6111111111111112,1.0,,95.44668587896254,0.625,14.658730158730158,15.511811023622048,14.365079365079366,14.874015748031496,0.3269230769230769,0.5588235294117647,0.6129032258064516,0.25961538461538464,0.37037037037037035,0.4,0.07692307692307693,0.07692307692307693,0.375,0.375,1.0,0.25961538461538464,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,0.6634615384615384,0.3333333333333333,0.5172735576923077,0.547625,0.10434782608695652,0.15,0.07563025210084033,6.7840579710144935,24.857142857142858,15.0,29.0,,1.0,6.0,15.0,1.0,,0.3808142857142857,0.11904761904761904,6.0,5.0,12.0,12.0,2.0,8.0,12.0,12.0,0.6,0.5454545454545454,0.10084033613445378,36.0,6.0,18.0,6.0,1.0,0.5806451612903226,0.6,0.08695652173913043,0.08823529411764706,0.6666666666666666,0.6363636363636364,0.6,12.0,1.0,0.631578947368421,2.0,0.25,0.2857142857142857,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,4.0,1.0,,5.0,,1.0,,,,2.0,3.0,3.0,2.0,1.0,0.3333333333333333,0.5,,0.07407407407407407,0.125,,0.3333333333333333,,0.8181818181818182,,0.14285714285714285,,0.14285714285714285,1.0,,2.0,,,,,,,,,,,,,,,,,,,1611661322,2025,2025,True
