EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG3A,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Charge Fouls Drawn,RecoveredBlocks,AtRimPctBlocked,LiveBallTurnoverPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyDefPoss,SelfOReb,SelfORebPct,DeadBallTurnovers,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,3SecondViolations,OffShortMidRangeReboundPct,TwoPtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,Corner3FGA,PenaltyCorner3FGA,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyFtPoints,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimAccuracy,Offensive Fouls,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,Corner3Assists,FTDefRebounds,Offensive Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,PenaltyFg3Pct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Transition Take Fouls,PtsUnassisted3s,Defensive 3 Seconds Violations,LongMidRangePctBlocked,team_id,year,season,team_vs
1627675-1628926-1629483-1629524-203825,1611661324,"Courtney Williams, Maria Kliundikova, Napheesa Collier, Bridget Carleton, Kayla McBride","Williams, Kliundikova, Collier, Carleton, McBride",1627675-1628926-1629483-1629524-203825,MIN,534.0,2,9,11.0,15,14.0,3.0,3.0,29,4.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,4.0,1.0,1.0,6.0,14.0,2.0,4.0,3.0,21.0,10.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,8.0,4.0,6.0,4.0,2.0,1.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,14.0,1.0,3.0,5.0,3.0,8.0,4.0,12.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,16.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.625,0.3333333333333333,0.5526315789473685,0.625,0.3333333333333333,0.2222222222222222,0.07142857142857142,0.5,0.6,0.375,1.0,0.5,0.8,0.4,0.5,0.4,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,78.20224719101124,19.466666666666665,17.285714285714285,18.266666666666666,17.142857142857142,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,0.5,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.2222222222222222,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.3333333333333333,1.0,0.5555555555555556,0.5,0.48056944444444444,0.5796666666666667,0.5081333333333333,0.05263157894736842,0.2,0.23809523809523808,0.09523809523809523,9.957142857142857,27.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629483-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Napheesa Collier, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Collier, Hiedeman, McBride",1627675-1628926-1629483-1629567-203825,MIN,521.0,1,9,-1.0,17,16.0,4.0,1.0,33,2.0,5.0,,,1.0,3.0,4.0,1.0,3.0,,3.0,,1.0,6.0,12.0,,3.0,3.0,15.0,16.0,,,,1.0,,,1.0,,4.0,8.0,,3.0,,1.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,,3.0,3.0,6.0,1.0,7.0,2.0,2.0,,2.0,3.0,1.0,3.0,3.0,3.0,15.0,,4.0,0.3333333333333333,0.3333333333333333,,,,,0.5,,,0.4,,,0.46875,,,0.2,0.08333333333333333,,0.375,,0.5,0.3333333333333333,0.42857142857142855,0.1111111111111111,,,0.3333333333333333,0.5,,,0.75,,91.20921305182341,13.764705882352942,17.9375,13.294117647058824,13.625,0.3333333333333333,0.4,0.5,,0.26666666666666666,0.75,0.75,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,1.0,,,0.5,,0.5333333333333333,,0.48147,0.61395,0.5384,0.0625,0.25,,,8.091666666666667,25.733333333333334,0.23529411764705882,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,0.2,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629491-1629524-1629567,1611661324,"Courtney Williams, Maria Kliundikova, Jessica Shepard, Bridget Carleton, Natisha Hiedeman","Williams, Kliundikova, Shepard, Carleton, Hiedeman",1627675-1628926-1629491-1629524-1629567,MIN,99.0,1,2,,4,3.0,,1.0,7,1.0,3.0,1.0,,,,1.0,,,,1.0,,,1.0,4.0,,1.0,,2.0,2.0,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,0.25,,,0.2,,,0.2,,,0.2,,,,0.5,1.0,,1.0,0.3333333333333333,0.5,,,,,,1.0,,101.81818181818183,16.25,11.333333333333334,15.75,11.333333333333334,0.6,0.3333333333333333,0.3333333333333333,,0.2,,,,,,,,0.2,,,,1.0,,,,,,0.8,,0.52144,0.587,,,,,,3.65,24.7,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629491-1629524-203825,1611661324,"Courtney Williams, Maria Kliundikova, Jessica Shepard, Bridget Carleton, Kayla McBride","Williams, Kliundikova, Shepard, Carleton, McBride",1627675-1628926-1629491-1629524-203825,MIN,173.0,1,3,-6.0,6,6.0,,1.0,12,,1.0,,,,,2.0,2.0,2.0,,1.0,,,2.0,5.0,,1.0,,4.0,10.0,1.0,1.0,,,2.0,,,,2.0,2.0,,1.0,,,1.0,,1.0,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,,,,,2.0,,,0.5,0.5,,,,,0.4,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.16666666666666666,,,,0.3333333333333333,1.0,,1.0,0.25,1.0,,,,,,1.0,,99.88439306358381,16.333333333333332,12.5,15.833333333333334,12.5,0.16666666666666666,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,0.3333333333333333,,0.452475,0.4486,,,,0.5,,9.6,25.1,,,,1.0,1.0,,1.0,,2.0,2.0,,,,,1.0,,,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629491-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Jessica Shepard, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Shepard, Hiedeman, McBride",1627675-1628926-1629491-1629567-203825,MIN,363.0,3,6,11.0,13,12.0,2.0,1.0,25,1.0,1.0,,,,2.0,4.0,2.0,3.0,3.0,3.0,,,5.0,8.0,3.0,3.0,2.0,21.0,10.0,1.0,1.0,,,2.0,1.0,1.0,2.0,4.0,6.0,9.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,,13.0,,1.0,2.0,4.0,6.0,1.0,7.0,1.0,1.0,,2.0,2.0,,,,1.0,19.0,2.0,2.0,0.4,0.4,1.0,1.0,,1.0,0.625,1.0,1.0,0.8636363636363636,1.0,1.0,0.875,1.0,1.0,0.2727272727272727,0.125,0.25,1.0,0.3333333333333333,0.6666666666666666,,0.8571428571428571,0.3333333333333333,,,,1.0,1.0,1.0,,0.6666666666666666,99.17355371900827,12.846153846153847,16.333333333333332,12.538461538461538,16.166666666666668,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,0.5,0.6666666666666666,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.2727272727272727,1.0,1.0,1.0,,,,,,,0.36363636363636365,1.0,0.44927272727272727,0.3812,0.2982,0.08333333333333333,,0.09523809523809523,0.09523809523809523,11.5875,26.333333333333332,0.15384615384615385,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,0.5,,,9.0,,,1.0,1.0,1.0,1.0,1.0,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629501-1629524-203825,1611661324,"Courtney Williams, Maria Kliundikova, Alanna Smith, Bridget Carleton, Kayla McBride","Williams, Kliundikova, Smith, Carleton, McBride",1627675-1628926-1629501-1629524-203825,MIN,41.0,1,1,2.0,1,,,,1,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,35.1219512195122,11.0,,11.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3756,,,,,,,15.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629501-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Alanna Smith, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Smith, Hiedeman, McBride",1627675-1628926-1629501-1629567-203825,MIN,55.0,1,1,2.0,3,3.0,,,6,,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,,,2.0,4.0,2.0,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,2.0,2.0,,2.0,,,,1.0,2.0,,,,,4.0,,,1.0,1.0,,,,,0.5,,,0.5,,,0.6666666666666666,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,157.0909090909091,13.0,5.333333333333333,13.0,4.666666666666667,,,,,0.5,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.37485,,,0.3333333333333333,,,,10.9,,,,,,,,,,,1.0,1.0,,,,,,,3.0,,,,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1628926-1629524-1629567-203825,1611661324,"Courtney Williams, Maria Kliundikova, Bridget Carleton, Natisha Hiedeman, Kayla McBride","Williams, Kliundikova, Carleton, Hiedeman, McBride",1627675-1628926-1629524-1629567-203825,MIN,83.0,1,1,2.0,3,4.0,2.0,1.0,7,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,2.0,2.0,,2.0,,4.0,2.0,,,,1.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,4.0,2.0,2.0,0.5,0.5,,,,,1.0,,1.0,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,,1.0,,,0.5,1.0,0.5,,,,1.0,,,,,121.44578313253012,13.0,11.0,12.333333333333334,8.5,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,,,,,0.25,,,,,1.0,,,0.3333333333333333,1.0,0.75,,0.4413,,0.4462333333333333,0.25,,,0.5,5.0,23.4,0.6666666666666666,1.0,2.0,,,,,,1.0,1.0,,,,,,,0.3333333333333333,3.0,,,,1.0,,,,,0.5,,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1629483-1629491-1629524-1629567,1611661324,"Courtney Williams, Napheesa Collier, Jessica Shepard, Bridget Carleton, Natisha Hiedeman","Williams, Collier, Shepard, Carleton, Hiedeman",1627675-1629483-1629491-1629524-1629567,MIN,341.0,3,6,1.0,12,11.0,,2.0,23,3.0,3.0,,,,,1.0,,1.0,1.0,3.0,,1.0,3.0,5.0,1.0,5.0,2.0,11.0,10.0,,,,2.0,,,,,4.0,2.0,3.0,3.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,2.0,,4.0,2.0,6.0,2.0,8.0,,,,2.0,2.0,,,,,11.0,,,0.6666666666666666,0.6666666666666666,1.0,0.2,,0.2,0.6,,,0.45,,,0.5,,,0.5,,,1.0,,1.0,0.5,1.0,0.3333333333333333,,,0.5,,1.0,,1.0,,97.12609970674487,15.5,14.090909090909092,13.0,14.090909090909092,0.3,1.0,1.0,0.6666666666666666,0.1,,,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.5,,,,,0.8,0.3333333333333333,0.5473950000000001,,,0.09090909090909091,,,,7.32,23.64,,,,2.0,1.0,1.0,3.0,,,,,,,,0.6666666666666666,,,,,,1.0,1.0,,,,,0.16666666666666666,,2.0,,,0.5,0.2,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
1627675-1629483-1629491-1629524-203825,1611661324,"Courtney Williams, Napheesa Collier, Jessica Shepard, Bridget Carleton, Kayla McBride","Williams, Collier, Shepard, Carleton, McBride",1627675-1629483-1629491-1629524-203825,MIN,372.0,4,6,-3.0,13,12.0,,1.0,25,1.0,3.0,,,,,1.0,,3.0,1.0,3.0,,,1.0,7.0,1.0,3.0,,5.0,8.0,,,,,,,,,2.0,,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,5.0,,1.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,,1.0,,,,,,5.0,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.14285714285714285,,,0.25,,,0.25,,,0.3,,,0.6666666666666666,0.16666666666666666,1.0,,0.8333333333333334,0.125,,,,1.0,,,1.0,1.0,96.77419354838709,14.23076923076923,15.583333333333334,13.461538461538462,15.416666666666666,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,,,,0.3,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.6,0.3333333333333333,0.50912,,,,,,,9.128571428571428,24.233333333333334,,,,2.0,1.0,1.0,4.0,,2.0,3.0,1.0,1.0,,,0.5,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2025,2025,False
