EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,LongMidRangeAssists,FTDefRebounds,LostBallSteals,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Technical Free Throw Trips,DefAtRimReboundPct,SecondChanceShotQualityAvg,Travels,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,Blocked3s,BlockedArc3,3SecondViolations,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,Charge Fouls Drawn,BlockedLongMidRange,PenaltyCorner3Accuracy,Transition Take Fouls,LongMidRangePctBlocked,Arc3PctBlocked,BlockedCorner3,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628932-1629484-1630389-1631006-1642801,1611661319,"A'ja Wilson, Megan Gustafson, Dana Evans, Kierstan Bell, Aaliyah Nye","Wilson, Gustafson, Evans, Bell, Nye",1628932-1629484-1630389-1631006-1642801,LVA,11.0,1,,-2.0,,1.0,,,,1,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631019-1642801,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, NaLyssa Smith, Aaliyah Nye","Wilson, Young, Evans, Smith, Nye",1628932-1629498-1630389-1631019-1642801,LVA,228.0,4,4.0,,8.0,7.0,1.0,2.0,,15,1.0,2.0,2.0,,,2.0,,3.0,3.0,2.0,3.0,9.0,9.0,,,,2.0,2.0,,,2.0,3.0,,3.0,,,1.0,,3.0,3.0,2.0,4.0,2.0,,,,,9.0,1.0,1.0,0.6,0.6428571428571429,,0.4,,1.0,,,0.75,,,,,94.73684210526316,,16.125,14.142857142857142,16.125,13.285714285714286,0.2,0.4,1.0,1.0,,,,0.4,,0.6,0.47192999999999996,,0.2857142857142857,0.4,,5.7,23.95,0.125,1.0,,,,,,,,,4.0,,,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,,,1.0,,1.0,,0.6666666666666666,0.6666666666666666,,,,,,,,0.5,,1.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,,,,1.0,,,,,0.2222222222222222,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631006-203833,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell, Chelsea Gray","Wilson, Young, Evans, Bell, Gray",1628932-1629498-1630389-1631006-203833,LVA,269.0,2,4.0,1.0,8.0,9.0,,,,17,,2.0,3.0,,,3.0,,2.0,3.0,3.0,,7.0,6.0,,,,4.0,3.0,,,2.0,4.0,,4.0,,,2.0,,,,2.0,,,1.0,,1.0,1.0,7.0,,0.6666666666666666,0.5833333333333334,0.5833333333333334,,0.5,,0.6666666666666666,,,0.8,,,,0.5,91.00371747211896,1.0,16.625,15.11111111111111,16.625,12.88888888888889,,0.5,0.6666666666666666,0.6666666666666666,,,,0.5,,0.5,0.48385833333333333,,,,,8.233333333333333,25.03333333333333,,,,,,,1.0,1.0,,,,3.0,,1.0,,,1.0,1.0,1.0,,,,3.0,2.0,,,1.0,,2.0,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1631019-204319,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, NaLyssa Smith, Jewell Loyd","Wilson, Young, Evans, Smith, Loyd",1628932-1629498-1630389-1631019-204319,LVA,1347.0,8,22.0,12.0,41.0,43.0,10.0,2.0,3.0,84,4.0,6.0,12.0,3.0,5.0,10.0,2.0,11.0,21.0,13.0,11.0,51.0,39.0,3.0,7.0,2.0,10.0,10.0,2.0,1.0,11.0,20.0,3.0,23.0,5.0,,6.0,,3.0,8.0,8.0,12.0,5.0,,,,,44.0,10.0,0.5238095238095238,0.5882352941176471,0.6538461538461539,1.1666666666666667,0.38235294117647056,0.8333333333333334,0.7333333333333333,0.1,0.3333333333333333,0.8333333333333334,0.1875,0.16666666666666666,0.25,0.8181818181818182,89.79955456570156,,15.78048780487805,16.27906976744186,15.463414634146341,15.790697674418604,0.11764705882352941,0.35294117647058826,0.5,0.5454545454545454,0.14705882352941177,0.6,0.6,0.29411764705882354,0.2222222222222222,0.5,0.4692867647058824,0.4547666666666667,0.15384615384615385,0.2,0.13725490196078433,8.838095238095239,24.45384615384615,0.24390243902439024,2.0,1.0,1.0,1.0,3.0,5.0,6.0,2.0,2.0,12.0,12.0,2.0,5.0,1.0,6.0,4.0,10.0,3.0,1.0,,3.0,24.0,9.0,5.0,3.0,,5.0,1.0,1.0,0.5454545454545454,0.6,0.6666666666666666,0.46153846153846156,0.46153846153846156,1.0,1.0,0.047619047619047616,0.08333333333333333,1.0,0.5,,1.0,0.5,0.5,,0.5,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.6,0.5,1.0,0.5,,4.0,7.0,1.0,12.0,,3.0,,2.0,1.0,,12.0,,0.5714285714285714,0.6111111111111112,0.6666666666666666,,,1.0,0.07142857142857142,0.23529411764705882,,0.6666666666666666,0.6774,,2.0,2.0,,,,1.0,,,1.0,6.0,,1.0,,2.0,,,,,,1.0,,,,,0.5,,,,,,0.06666666666666667,,,,,0.2222222222222222,1.0,,0.5,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1642295-204319,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Elizabeth Kitley, Jewell Loyd","Wilson, Young, Evans, Kitley, Loyd",1628932-1629498-1630389-1642295-204319,LVA,154.0,1,3.0,-2.0,5.0,4.0,,,,9,,2.0,3.0,,1.0,1.0,,2.0,4.0,1.0,,4.0,6.0,,,,4.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,4.0,,0.5,0.4,0.4,,0.2,,,,,,,,,,84.15584415584415,,17.2,17.0,17.2,15.75,,0.6,0.6666666666666666,0.6666666666666666,0.2,,,0.2,,0.2,0.47359999999999997,,,,,9.475,22.7,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-1642801-204325,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Aaliyah Nye, Crystal Bradford","Wilson, Young, Evans, Nye, Bradford",1628932-1629498-1630389-1642801-204325,LVA,73.0,1,1.0,,2.0,1.0,,,1.0,3,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,,,,1.0,1.0,0.5,,1.0,,59.178082191780824,,26.0,21.0,16.5,21.0,,0.5,,,,,,0.5,,0.5,0.3734,,,,,8.6,24.4,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2287,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1630389-204319-204325,1611661319,"A'ja Wilson, Jackie Young, Dana Evans, Jewell Loyd, Crystal Bradford","Wilson, Young, Evans, Loyd, Bradford",1628932-1629498-1630389-204319-204325,LVA,263.0,2,4.0,-10.0,9.0,9.0,2.0,,1.0,18,4.0,1.0,3.0,,,2.0,,3.0,7.0,2.0,,6.0,16.0,,2.0,,2.0,2.0,,1.0,1.0,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,,2.0,,2.0,1.0,4.0,2.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,,0.3333333333333333,0.3333333333333333,,0.5,0.2,,,,98.5551330798479,0.5,14.222222222222221,15.0,14.222222222222221,14.333333333333334,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.2222222222222222,,0.6666666666666666,0.47824999999999995,0.5486333333333333,,,0.3333333333333333,4.071428571428571,24.75,0.2222222222222222,2.0,1.0,1.0,,,,,1.0,1.0,4.0,,2.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,,,1.0,,1.0,,0.6666666666666666,1.0,,,,1.0,1.0,,,1.0,,,1.0,0.5,0.5,0.5,1.0,,,,,,,,1.0,1.0,,,1.0,3.0,,2.0,,,,,,,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,0.5,0.593,,1.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.5,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1629498-1631006-203833-204319,1611661319,"A'ja Wilson, Jackie Young, Kierstan Bell, Chelsea Gray, Jewell Loyd","Wilson, Young, Bell, Gray, Loyd",1628932-1629498-1631006-203833-204319,LVA,2526.0,14,42.0,22.0,80.0,81.0,28.0,36.0,15.0,161,9.0,14.0,24.0,5.0,11.0,22.0,8.0,27.0,44.0,30.0,17.0,107.0,85.0,3.0,18.0,9.0,26.0,22.0,6.0,7.0,9.0,26.0,13.0,39.0,7.0,4.0,13.0,4.0,8.0,13.0,23.0,19.0,7.0,3.0,1.0,3.0,2.0,89.0,28.0,0.6136363636363636,0.6081081081081081,0.6625,0.8181818181818182,0.40540540540540543,0.5384615384615384,0.6,0.4117647058823529,0.3333333333333333,0.7352941176470589,0.37142857142857144,0.4,0.2857142857142857,0.8,91.78147268408551,0.6666666666666666,15.3375,16.037037037037038,14.2875,15.62962962962963,0.12162162162162163,0.32432432432432434,0.5833333333333334,0.6086956521739131,0.14864864864864866,0.45454545454545453,0.45454545454545453,0.2972972972972973,0.36363636363636365,0.527027027027027,0.4885668918918919,0.5108181818181818,0.10256410256410256,0.14583333333333334,0.16822429906542055,8.304545454545455,24.696666666666665,0.35,8.0,3.0,3.0,4.0,8.0,8.0,12.0,6.0,7.0,28.0,36.0,4.0,8.0,2.0,14.0,12.0,26.0,8.0,4.0,5.0,7.0,64.0,16.0,8.0,3.0,3.0,3.0,6.0,2.0,0.5185185185185185,0.56,1.0,0.4,0.4,0.8571428571428571,0.75,0.045454545454545456,0.041666666666666664,0.8421052631578947,0.5,0.6666666666666666,0.875,0.8888888888888888,1.0,0.625,0.5,0.10810810810810811,0.5,0.5,1.0,0.36363636363636365,0.38095238095238093,1.0,0.3,1.0,0.36363636363636365,,9.0,13.0,12.0,48.0,,2.0,1.0,5.0,1.0,2.0,48.0,2.0,0.6923076923076923,0.8181818181818182,0.9230769230769231,0.5,0.6666666666666666,0.4,0.03333333333333333,0.4485981308411215,1.0,0.42857142857142855,0.59658125,,4.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,6.0,,1.0,2.0,1.0,5.0,,,2.0,1.0,,3.0,1.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.03333333333333333,0.1111111111111111,,1.0,0.3333333333333333,0.0625,0.3333333333333333,0.2,0.5,1.0,0.18181818181818182,1.0,0.045454545454545456,0.625,,1.0,,,,,,0.1,,,1.0,,,1.0,,,0.045454545454545456,,,1611661319,2025,2025,False
1628932-1629498-1642295-203833-204319,1611661319,"A'ja Wilson, Jackie Young, Elizabeth Kitley, Chelsea Gray, Jewell Loyd","Wilson, Young, Kitley, Gray, Loyd",1628932-1629498-1642295-203833-204319,LVA,255.0,1,4.0,6.0,8.0,8.0,,,2.0,16,3.0,2.0,5.0,,,1.0,,5.0,8.0,1.0,1.0,11.0,5.0,,2.0,,6.0,1.0,,2.0,3.0,4.0,2.0,6.0,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,,0.625,0.5555555555555556,0.55,0.5,0.1111111111111111,,0.75,0.6666666666666666,,0.8,0.5,0.6666666666666666,,0.6666666666666666,90.3529411764706,0.5,14.75,17.125,13.375,16.625,0.3333333333333333,0.5555555555555556,0.4,0.4,,,,0.1111111111111111,,0.4444444444444444,0.45944999999999997,,0.1,0.1111111111111111,0.18181818181818182,7.325,24.6,,3.0,1.0,1.0,,,,,1.0,1.0,4.0,,2.0,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,1.0,1.0,,,,,0.4,0.5,,,,1.0,0.5,,,1.0,,,,1.0,1.0,0.3333333333333333,0.5,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.606225,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1630389-1631006-1642295-1642801,1611661319,"A'ja Wilson, Dana Evans, Kierstan Bell, Elizabeth Kitley, Aaliyah Nye","Wilson, Evans, Bell, Kitley, Nye",1628932-1630389-1631006-1642295-1642801,LVA,209.0,1,3.0,-5.0,6.0,5.0,,,1.0,11,,,,,,3.0,,,,4.0,2.0,2.0,7.0,,,,,3.0,1.0,,2.0,2.0,1.0,3.0,,,2.0,,1.0,2.0,2.0,2.0,1.0,,,,,2.0,,,,0.2,,1.0,,0.6666666666666666,,0.25,0.6666666666666666,0.25,,0.3333333333333333,1.0,75.78947368421052,,19.833333333333332,18.0,18.166666666666668,16.4,,,,,,,,0.75,,1.0,0.5124,,0.2,1.0,,,25.075,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44655,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1630389-1631006-203833-204319,1611661319,"A'ja Wilson, Dana Evans, Kierstan Bell, Chelsea Gray, Jewell Loyd","Wilson, Evans, Bell, Gray, Loyd",1628932-1630389-1631006-203833-204319,LVA,175.0,2,3.0,4.0,7.0,6.0,7.0,3.0,,13,,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,6.0,2.0,,,3.0,4.0,3.0,,,4.0,4.0,,4.0,,,,,,,1.0,2.0,,,,,,6.0,7.0,0.6666666666666666,0.3333333333333333,0.42857142857142855,,0.5,,1.0,,,1.0,,,,1.0,106.97142857142858,,12.142857142857142,15.0,12.142857142857142,15.0,,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,0.5,0.5,0.5,0.4138,0.4138,,,,10.166666666666666,24.233333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,3.0,2.0,6.0,,,,,,1.0,6.0,1.0,0.6666666666666666,0.3333333333333333,0.42857142857142855,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1630389-1631019-1642801-204319,1611661319,"A'ja Wilson, Dana Evans, NaLyssa Smith, Aaliyah Nye, Jewell Loyd","Wilson, Evans, Smith, Nye, Loyd",1628932-1630389-1631019-1642801-204319,LVA,668.0,5,11.0,7.0,22.0,24.0,7.0,3.0,1.0,46,3.0,3.0,5.0,,2.0,5.0,2.0,6.0,10.0,7.0,5.0,23.0,16.0,,,2.0,2.0,4.0,,1.0,5.0,10.0,1.0,11.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,6.0,2.0,,,,,23.0,7.0,0.6,0.5294117647058824,0.575,,0.4117647058823529,0.6666666666666666,0.8333333333333334,0.25,,0.9090909090909091,0.125,0.5,,1.0,99.1616766467066,,15.227272727272727,13.875,15.0,13.375,0.17647058823529413,0.29411764705882354,0.6,0.75,0.11764705882352941,,,0.29411764705882354,0.4,0.5882352941176471,0.492125,0.47665,0.10526315789473684,0.16666666666666666,,8.53,28.185714285714287,0.3181818181818182,3.0,,,,2.0,2.0,2.0,,,10.0,3.0,,2.0,1.0,5.0,1.0,6.0,1.0,,2.0,3.0,13.0,5.0,5.0,4.0,1.0,1.0,1.0,,0.8333333333333334,0.8333333333333334,0.5,0.2857142857142857,0.3333333333333333,,,0.1,0.2,1.0,,0.75,1.0,1.0,1.0,0.6666666666666666,1.0,0.11764705882352941,,,,0.4,0.4,0.5,,,0.5,,2.0,3.0,2.0,9.0,1.0,,,1.0,,1.0,9.0,1.0,0.6666666666666666,0.7,0.75,,,,,0.391304347826087,,,,,1.0,1.0,,,,1.0,,,1.0,3.0,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,0.2,1.0,,0.5,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1630389-1631019-203833-204319,1611661319,"A'ja Wilson, Dana Evans, NaLyssa Smith, Chelsea Gray, Jewell Loyd","Wilson, Evans, Smith, Gray, Loyd",1628932-1630389-1631019-203833-204319,LVA,464.0,7,8.0,1.0,14.0,13.0,7.0,2.0,1.0,27,2.0,1.0,3.0,,1.0,3.0,1.0,2.0,6.0,5.0,5.0,9.0,8.0,,,2.0,2.0,3.0,,1.0,1.0,5.0,1.0,6.0,1.0,,2.0,,4.0,7.0,4.0,5.0,3.0,,,,,9.0,7.0,0.3333333333333333,0.18181818181818182,0.34615384615384615,,0.45454545454545453,0.5,0.5,0.25,,0.5,0.1111111111111111,0.5,,,83.79310344827586,,15.071428571428571,19.46153846153846,14.142857142857142,17.384615384615383,0.18181818181818182,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.09090909090909091,,,0.2727272727272727,0.2,0.6363636363636364,0.48028888888888893,0.43870000000000003,0.23076923076923078,0.375,,8.983333333333333,25.1,0.5,1.0,,,,2.0,,,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,3.0,3.0,3.0,,1.0,1.0,,0.5,0.5,,,,,,0.16666666666666666,,0.5,,,0.6,0.5,1.0,,1.0,0.18181818181818182,,,,,,,,,,,,3.0,2.0,2.0,,,1.0,,,,2.0,,,,0.16666666666666666,1.0,,,,0.2222222222222222,,1.0,0.57735,,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,0.5,,,,,,,,,0.2,,0.2,,,1.0,,,,,,1.0,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1630389-1642801-203833-204325,1611661319,"A'ja Wilson, Dana Evans, Aaliyah Nye, Chelsea Gray, Crystal Bradford","Wilson, Evans, Nye, Gray, Bradford",1628932-1630389-1642801-203833-204325,LVA,49.0,1,1.0,,2.0,1.0,2.0,,1.0,3,1.0,,1.0,,,,,,2.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,0.3333333333333333,,0.3333333333333333,1.0,,0.3333333333333333,0.5,,,0.5,88.16326530612245,,15.5,18.0,14.5,7.0,0.3333333333333333,0.3333333333333333,,,,,,,,0.6666666666666666,0.4213,0.4213,,,,4.1,22.8,1.0,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.2693,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1628932-1630389-203833-204319-204329,1611661319,"A'ja Wilson, Dana Evans, Chelsea Gray, Jewell Loyd, Kiah Stokes","Wilson, Evans, Gray, Loyd, Stokes",1628932-1630389-203833-204319-204329,LVA,104.0,2,2.0,-8.0,3.0,4.0,1.0,1.0,1.0,7,,,1.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,9.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,0.6666666666666666,1.0,,1.0,,,0.3333333333333333,1.0,,,96.92307692307692,,18.0,12.5,17.333333333333332,12.5,,0.3333333333333333,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.4855833333333333,0.46455,,,,8.3,23.65,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
1629484-1629498-1630389-1631006-203833,1611661319,"Megan Gustafson, Jackie Young, Dana Evans, Kierstan Bell, Chelsea Gray","Gustafson, Young, Evans, Bell, Gray",1629484-1629498-1630389-1631006-203833,LVA,155.0,1,3.0,2.0,5.0,5.0,,5.0,1.0,10,2.0,,1.0,,1.0,2.0,,2.0,4.0,4.0,,4.0,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,3.0,3.0,6.0,,,,,,,2.0,,,,,,,2.0,,0.5,0.25,0.25,0.5,0.5,,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,92.9032258064516,,21.8,9.2,20.8,9.2,0.25,0.125,,,0.125,,,0.25,,0.75,0.4950625,,,,0.5,8.325,24.775,,2.0,1.0,1.0,,2.0,,,1.0,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,1.0,,2.0,2.0,,,,,,,0.5,1.0,,,,0.5,0.5,0.25,1.0,1.0,0.5,,1.0,1.0,1.0,0.5,,0.25,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.4578,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2025,2025,False
