EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyArc3FGA,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,AtRimAssists,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassTurnovers,Loose Ball Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGA,PenaltyCorner3FGA,PenaltyFtPoints,Fg3aBlocked,PenaltyTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,DefShortMidRangeReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,Fg2aBlocked,Corner3Assists,SecondChanceTurnovers,Offensive Fouls,Transition Take Fouls,Charge Fouls Drawn,Blocked2s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,PenaltyFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,SecondChanceCorner3FGA,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,AtRimPctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,3SecondViolations,NonShootingPenaltyNonTakeFouls,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Arc3PctBlocked,HeaveAttempts,team_id,year,season,team_vs
1627674-1628244-1628957-1629480-203826,1611661317,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, Kalani Brown, Alyssa Thomas","Copper, Whitcomb, Westbeld, Brown, Thomas",1627674-1628244-1628957-1629480-203826,PHX,50.0,1,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.75,0.5,1.0,1.0,1.0,86.39999999999999,1.0,12.0,26.0,12.0,26.0,0.5,1.0,1.0,1.0,0.5,0.5,0.482175,0.5,1.0,4.4,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1628957-1630149-201886,1611661317,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, Satou Sabally, DeWanna Bonner","Copper, Whitcomb, Westbeld, Sabally, Bonner",1627674-1628244-1628957-1630149-201886,PHX,406.0,2,7.0,-8.0,12.0,11.0,23.0,2.0,3.0,2.0,3.0,5.0,2.0,,6.0,6.0,2.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,2.0,2.0,,1.0,,,,,6.0,1.0,1.0,0.6,0.42857142857142855,0.375,0.2857142857142857,1.0,0.6,1.0,81.57635467980296,,16.5,18.90909090909091,16.5,18.90909090909091,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.5714285714285714,0.4351857142857143,0.125,0.16666666666666666,4.58,27.1,2.0,2.0,1.0,2.0,1.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,0.5,0.5,0.25,0.2857142857142857,0.5,0.5,1.0,0.5,0.411525,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1628957-1630149-203826,1611661317,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, Satou Sabally, Alyssa Thomas","Copper, Whitcomb, Westbeld, Sabally, Thomas",1627674-1628244-1628957-1630149-203826,PHX,639.0,6,11.0,-1.0,20.0,22.0,42.0,3.0,8.0,6.0,8.0,16.0,6.0,,22.0,8.0,6.0,4.0,5.0,1.0,11.0,5.0,7.0,10.0,3.0,,,,1.0,1.0,1.0,1.0,16.0,0.5,0.6666666666666666,0.5,0.5,0.5,0.2727272727272727,0.8333333333333334,0.75,0.8333333333333334,94.64788732394366,1.0,15.5,14.954545454545455,15.2,14.090909090909092,0.36363636363636365,0.375,0.375,0.3333333333333333,0.2727272727272727,0.4090909090909091,0.46363181818181814,,,9.8375,24.7,,6.0,2.0,3.0,,23.0,,,,,2.0,2.0,1.0,1.0,,,,,1.0,5.0,8.0,,,,,,,1.0,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,,,,,3.0,3.0,5.0,2.0,2.0,3.0,3.0,6.0,8.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.25,0.25,0.25,1.0,0.2,0.25,1.0,0.08333333333333333,0.22727272727272727,0.6,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.4388,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1628957-1631118-201886,1611661317,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, Lexi Held, DeWanna Bonner","Copper, Whitcomb, Westbeld, Held, Bonner",1627674-1628244-1628957-1631118-201886,PHX,9.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,9.0,,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1628957-1642777-203826,1611661317,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, Monique Akoa Makani, Alyssa Thomas","Copper, Whitcomb, Westbeld, Akoa Makani, Thomas",1627674-1628244-1628957-1642777-203826,PHX,201.0,1,3.0,2.0,8.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,10.0,,1.0,,,,,1.0,2.0,2.0,5.0,10.0,,,,,,,10.0,,,1.0,0.3333333333333333,0.6428571428571429,0.6666666666666666,1.0,0.6666666666666666,1.0,114.6268656716418,,13.875,11.25,13.875,10.75,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.43383333333333335,,,5.3,23.9,8.0,4.0,,,1.0,8.0,1.0,1.0,2.0,10.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,10.0,8.0,1.0,0.3333333333333333,0.6428571428571429,,,,,,0.3333333333333333,0.43383333333333335,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,1.0,1.0,1.0,2.0,4.0,4.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1628957-201886-203826,1611661317,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, DeWanna Bonner, Alyssa Thomas","Copper, Whitcomb, Westbeld, Bonner, Thomas",1627674-1628244-1628957-201886-203826,PHX,2355.0,11,39.0,-7.0,76.0,78.0,154.0,10.0,23.0,14.0,22.0,49.0,22.0,13.0,81.0,24.0,14.0,12.0,19.0,6.0,45.0,16.0,28.0,35.0,12.0,16.0,1.0,7.0,1.0,,7.0,3.0,75.0,0.5454545454545454,0.5714285714285714,0.4489795918367347,0.4788732394366197,0.5128205128205128,0.30985915492957744,0.7619047619047619,0.6341463414634146,0.8,94.1656050955414,0.42857142857142855,15.605263157894736,14.987179487179487,15.394736842105264,13.923076923076923,0.323943661971831,0.43478260869565216,0.47619047619047616,0.6,0.19718309859154928,0.49295774647887325,0.48539718309859153,0.09090909090909091,0.12727272727272726,9.316326530612244,25.05,12.0,26.0,9.0,13.0,1.0,88.0,4.0,9.0,1.0,15.0,4.0,7.0,2.0,2.0,1.0,3.0,,,5.0,8.0,18.0,3.0,15.0,12.0,0.4444444444444444,0.55,0.625,0.4,0.18309859154929578,0.6923076923076923,0.6923076923076923,0.4444444444444444,0.1,0.41029499999999997,0.18518518518518517,0.15789473684210525,5.0,3.0,13.0,7.0,8.0,3.0,5.0,6.0,20.0,21.0,3.0,2.0,7.0,7.0,6.0,2.0,2.0,5.0,10.0,2.0,7.0,1.0,5.0,2.0,,0.875,0.36363636363636365,0.36363636363636365,0.6,0.6,0.6,1.0,0.5,0.18518518518518517,0.14285714285714285,0.17073170731707318,0.25,0.07692307692307693,0.14285714285714285,1.0,0.02564102564102564,0.18309859154929578,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5,0.5,0.8571428571428571,0.5,0.41450000000000004,0.07407407407407407,8.0,,4.0,,1.0,,1.0,1.0,1.0,,,0.6,0.11267605633802817,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,0.04081632653061224,0.08695652173913043,0.3,0.14285714285714285,0.25,0.6666666666666666,0.125,0.125,1.0,0.6,0.3333333333333333,1.0,0.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1629480-201886-203826,1611661317,"Kahleah Copper, Sami Whitcomb, Kalani Brown, DeWanna Bonner, Alyssa Thomas","Copper, Whitcomb, Brown, Bonner, Thomas",1627674-1628244-1629480-201886-203826,PHX,62.0,1,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,2.0,2.0,,,4.0,4.0,,2.0,2.0,1.0,4.0,,1.0,1.0,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,92.9032258064516,,11.5,19.5,11.5,19.5,0.5,1.0,1.0,1.0,,,0.432,,,12.75,,,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1630149-1630442-201886,1611661317,"Kahleah Copper, Sami Whitcomb, Satou Sabally, Natasha Mack, DeWanna Bonner","Copper, Whitcomb, Sabally, Mack, Bonner",1627674-1628244-1630149-1630442-201886,PHX,316.0,3,5.0,7.0,11.0,10.0,21.0,1.0,3.0,2.0,6.0,9.0,2.0,,15.0,10.0,2.0,5.0,6.0,1.0,13.0,2.0,4.0,6.0,,,,,,,,,13.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6818181818181818,0.6818181818181818,0.18181818181818182,1.0,1.0,1.0,95.69620253164557,,13.909090909090908,16.3,12.0,16.3,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.45454545454545453,0.5039363636363636,,,9.966666666666667,23.5,3.0,,3.0,3.0,1.0,8.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,4.0,3.0,0.6666666666666666,0.5,0.5,0.5,0.2727272727272727,1.0,1.0,1.0,0.25,0.52615,0.26666666666666666,0.2727272727272727,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,2.0,2.0,,2.0,,,,,1.0,0.5,0.5,1.0,0.5,0.5,,1.0,0.6666666666666666,,0.5,,1.0,,1.0,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,0.5,0.4744,0.13333333333333333,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1630149-1630442-203826,1611661317,"Kahleah Copper, Sami Whitcomb, Satou Sabally, Natasha Mack, Alyssa Thomas","Copper, Whitcomb, Sabally, Mack, Thomas",1627674-1628244-1630149-1630442-203826,PHX,909.0,5,15.0,-3.0,32.0,30.0,62.0,3.0,6.0,9.0,7.0,19.0,12.0,4.0,24.0,6.0,9.0,3.0,5.0,1.0,12.0,4.0,11.0,17.0,5.0,4.0,,,,,2.0,2.0,21.0,0.42857142857142855,0.42857142857142855,0.3684210526315789,0.3225806451612903,0.36363636363636365,0.3870967741935484,0.5714285714285714,0.7692307692307693,0.5714285714285714,98.21782178217822,1.0,14.4375,14.9,13.28125,14.333333333333334,0.1935483870967742,0.5,0.5,0.3333333333333333,0.2903225806451613,0.6451612903225806,0.5048483870967742,0.03125,,8.1,24.291666666666668,9.0,3.0,2.0,8.0,5.0,27.0,2.0,5.0,6.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,,5.0,3.0,7.0,2.0,4.0,9.0,0.4,0.18181818181818182,0.18181818181818182,0.6,0.25806451612903225,0.25,0.3333333333333333,0.5,0.45454545454545453,0.49106363636363637,0.16666666666666666,0.28125,4.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,8.0,6.0,,,1.0,2.0,1.0,1.0,2.0,4.0,6.0,1.0,6.0,2.0,,1.0,,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.21428571428571427,1.0,1.0,0.3333333333333333,0.2,0.2727272727272727,0.3333333333333333,,0.25,1.0,0.1,0.16129032258064516,0.4,0.4,0.5,0.1111111111111111,0.1111111111111111,1.0,0.1111111111111111,0.4079,0.125,3.0,1.0,,,1.0,1.0,,1.0,,,,1.0,0.0967741935483871,0.09090909090909091,,,1.0,3.0,1.0,,,2.0,1.0,,,,,2.0,1.0,,1.0,,,0.10526315789473684,,0.6666666666666666,,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,0.2727272727272727,0.3333333333333333,,2.0,3.0,0.3333333333333333,1.0,1.0,1.0,0.25,0.16666666666666666,0.07692307692307693,,,,,,,,,,,,,,,,,,1611661317,2025,2025,True
1627674-1628244-1630149-1642777-201886,1611661317,"Kahleah Copper, Sami Whitcomb, Satou Sabally, Monique Akoa Makani, DeWanna Bonner","Copper, Whitcomb, Sabally, Akoa Makani, Bonner",1627674-1628244-1630149-1642777-201886,PHX,184.0,3,3.0,8.0,6.0,4.0,10.0,1.0,2.0,3.0,2.0,5.0,3.0,,10.0,2.0,3.0,1.0,3.0,,8.0,1.0,3.0,5.0,1.0,,,,,,1.0,1.0,7.0,0.5,0.5,0.4,0.625,0.625,0.375,1.0,1.0,1.0,78.26086956521739,1.0,16.833333333333332,20.75,14.166666666666666,20.75,0.25,0.5,1.0,,0.375,0.5,0.40945000000000004,,,10.32,29.433333333333334,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,0.125,1.0,1.0,1.0,1.0,,,0.16666666666666666,1.0,,2.0,2.0,2.0,,1.0,3.0,2.0,6.0,,,2.0,2.0,2.0,,,2.0,2.0,,2.0,,,,,1.0,0.6666666666666666,0.6666666666666666,,0.75,0.75,,1.0,0.6666666666666666,,0.6666666666666666,,1.0,,1.0,,0.25,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.383475,0.3,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,0.2,0.5,0.5,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1611661317,2025,2025,True
