EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3Assists,AtRimAssists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,Arc3PctAssisted,Offensive Fouls,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,LongMidRangeAssists,FTDefRebounds,SelfOReb,BadPassSteals,LostBallTurnovers,Travels,PenaltyTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3PctAssisted,Transition Take Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
1627668-1627673-1629477-1629568-1630142,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kennedy Burke, Leonie Fiebich","Stewart, Jones, Ionescu, Burke, Fiebich",1627668-1627673-1629477-1629568-1630142,NYL,331.0,3,6,2.0,11,10.0,6.0,5.0,2.0,21,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,6.0,1.0,16.0,14.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,12.0,2.0,4.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,14.0,12.0,6.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.75,1.0,0.75,0.75,1.0,0.8571428571428571,0.7272727272727273,1.0,0.8571428571428571,0.6,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,91.3595166163142,14.909090909090908,16.7,14.0,16.2,0.3,0.6666666666666666,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.25,0.25,0.42857142857142855,0.6666666666666666,0.14285714285714285,1.0,0.2857142857142857,0.5,0.9,0.25,0.5600799999999999,0.3343,0.6007214285714285,0.09090909090909091,0.2,0.125,0.75,2.05,24.849999999999998,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1627673-1629477-1629568-203416,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kennedy Burke, Emma Meesseman","Stewart, Jones, Ionescu, Burke, Meesseman",1627668-1627673-1629477-1629568-203416,NYL,39.0,1,1,-2.0,1,1.0,1.0,,,2,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,73.84615384615384,15.0,24.0,15.0,24.0,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,0.4845,,0.4845,,,,,,27.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1627673-1629477-1629568-204333,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kennedy Burke, Natasha Cloud","Stewart, Jones, Ionescu, Burke, Cloud",1627668-1627673-1629477-1629568-204333,NYL,388.0,2,6,-7.0,12,13.0,,,,25,1.0,2.0,,,,1.0,,1.0,,,3.0,6.0,,,1.0,4.0,3.0,7.0,,11.0,18.0,,,,,,,,,2.0,,9.0,,6.0,3.0,,1.0,3.0,4.0,,,11.0,,,2.0,3.0,,3.0,,,,,,1.0,,4.0,5.0,1.0,,,11.0,,,1.0,1.0,1.0,0.42857142857142855,,0.42857142857142855,0.25,,,0.5,,,0.5,,,0.6363636363636364,,,0.6666666666666666,,,0.75,,,,,,92.78350515463917,16.833333333333332,14.307692307692308,16.833333333333332,12.384615384615385,0.18181818181818182,0.5,0.5,0.09090909090909091,,,,0.09090909090909091,,,,0.5454545454545454,0.5,0.5,,,,,,,0.8181818181818182,0.5,0.5282454545454546,,,,,,,7.35,25.057142857142857,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1627673-1629477-1630142-203416,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Leonie Fiebich, Emma Meesseman","Stewart, Jones, Ionescu, Fiebich, Meesseman",1627668-1627673-1629477-1630142-203416,NYL,159.0,1,3,-4.0,5,6.0,,,,11,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,2.0,1.0,1.0,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,4.0,,4.0,,,,1.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,0.125,,,0.6666666666666666,,,1.0,,,1.0,,,,,,99.62264150943396,17.6,11.833333333333334,17.6,11.833333333333334,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,0.6666666666666666,,0.5212666666666667,,,0.25,0.5,,,8.8,24.45,,,,,3.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1627673-1629477-1630142-204333,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Leonie Fiebich, Natasha Cloud","Stewart, Jones, Ionescu, Fiebich, Cloud",1627668-1627673-1629477-1630142-204333,NYL,3151.0,3,53,19.0,103,106.0,16.0,6.0,11.0,209,14.0,20.0,2.0,3.0,7.0,21.0,4.0,9.0,,1.0,5.0,32.0,,8.0,25.0,48.0,9.0,41.0,20.0,97.0,78.0,1.0,5.0,18.0,2.0,5.0,,9.0,7.0,36.0,14.0,18.0,9.0,32.0,5.0,2.0,18.0,6.0,24.0,4.0,3.0,54.0,7.0,6.0,31.0,52.0,13.0,65.0,8.0,4.0,2.0,5.0,1.0,17.0,,7.0,14.0,26.0,28.0,12.0,79.0,7.0,16.0,0.72,0.72,0.6666666666666666,0.21951219512195122,,0.21951219512195122,0.5208333333333334,0.2,0.4,0.43258426966292135,0.6363636363636364,0.14285714285714285,0.485,0.6923076923076923,0.21875,0.4606741573033708,0.041666666666666664,,0.8157894736842105,0.2608695652173913,0.23333333333333334,0.8305084745762712,0.24528301886792453,0.16666666666666666,0.2,0.7222222222222222,0.875,95.51253570295144,15.475728155339805,14.68867924528302,14.679611650485437,14.226415094339623,0.2247191011235955,0.7,0.7,0.23595505617977527,0.3333333333333333,0.3684210526315789,0.42857142857142855,0.10112359550561797,0.4444444444444444,0.4444444444444444,1.0,0.3595505617977528,0.15625,0.15625,0.21428571428571427,0.6666666666666666,0.07142857142857142,,0.5714285714285714,,0.6853932584269663,0.15625,0.5152067415730337,0.46972142857142857,0.45250714285714283,0.1414141414141414,0.21428571428571427,0.18556701030927836,0.07216494845360824,6.358333333333333,25.13170731707317,0.1553398058252427,7.0,2.0,12.0,18.0,12.0,8.0,2.0,6.0,5.0,9.0,0.7058823529411765,0.8571428571428571,0.9166666666666666,0.8333333333333334,0.8571428571428571,0.07865168539325842,0.4,,4.0,2.0,3.0,2.0,3.0,4.0,6.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,7.0,1.0,0.6666666666666666,0.09523809523809523,1.0,0.2857142857142857,0.3333333333333333,0.4,1.0,0.0196078431372549,0.7777777777777778,0.5714285714285714,0.5714285714285714,0.75,0.2727272727272727,0.6666666666666666,1.0,0.2727272727272727,0.6666666666666666,0.046511627906976744,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1627673-1629568-1630142-204333,1611661313,"Breanna Stewart, Jonquel Jones, Kennedy Burke, Leonie Fiebich, Natasha Cloud","Stewart, Jones, Burke, Fiebich, Cloud",1627668-1627673-1629568-1630142-204333,NYL,70.0,1,1,1.0,2,1.0,,,,3,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,3.0,2.0,,,,,,,,,2.0,,,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,,1.0,,,0.5,,,0.75,,,0.5,,,,,,,,,,,,61.71428571428571,18.5,33.0,18.5,27.0,0.5,1.0,1.0,,,,,,,,,0.5,,,,,,,,,1.0,,0.522475,,,0.5,1.0,,,2.1,26.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1627673-1630142-203416-204333,1611661313,"Breanna Stewart, Jonquel Jones, Leonie Fiebich, Emma Meesseman, Natasha Cloud","Stewart, Jones, Fiebich, Meesseman, Cloud",1627668-1627673-1630142-203416-204333,NYL,33.0,1,1,2.0,1,,1.0,,,1,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,2.0,2.0,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,43.63636363636363,19.0,,19.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,0.5015,,0.5015,,,,1.0,2.6,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1629477-1629568-1630142-203416,1611661313,"Breanna Stewart, Sabrina Ionescu, Kennedy Burke, Leonie Fiebich, Emma Meesseman","Stewart, Ionescu, Burke, Fiebich, Meesseman",1627668-1629477-1629568-1630142-203416,NYL,257.0,3,4,-3.0,8,8.0,3.0,,2.0,16,1.0,3.0,,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,7.0,10.0,1.0,3.0,2.0,,1.0,1.0,1.0,5.0,,2.0,,3.0,1.0,1.0,,,,,,,,2.0,1.0,3.0,4.0,3.0,7.0,,,,,,1.0,,,1.0,1.0,2.0,,5.0,5.0,3.0,,,,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,,0.2777777777777778,0.3333333333333333,0.75,0.35,0.3333333333333333,0.8333333333333334,0.3333333333333333,,,0.75,0.2,1.0,0.5714285714285714,0.42857142857142855,0.5,,,,89.64980544747083,16.75,15.375,15.875,11.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,,,,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,,,,,0.5,1.0,0.6666666666666666,1.0,0.5141666666666667,0.4915,0.458775,,,0.2857142857142857,0.7142857142857143,8.65,24.866666666666664,0.375,1.0,,,1.0,1.0,,1.0,,,,1.0,0.3333333333333333,0.75,0.3333333333333333,,0.1111111111111111,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,0.14285714285714285,,,,,,,,,,,1.0,3.0,2.0,1.0,0.3333333333333333,,,,,,,1611661313,2025,2025,False
1627668-1629477-1629568-1630142-204333,1611661313,"Breanna Stewart, Sabrina Ionescu, Kennedy Burke, Leonie Fiebich, Natasha Cloud","Stewart, Ionescu, Burke, Fiebich, Cloud",1627668-1629477-1629568-1630142-204333,NYL,437.0,2,7,-8.0,13,13.0,2.0,2.0,,26,1.0,5.0,,1.0,1.0,1.0,,2.0,,,,2.0,,1.0,2.0,6.0,,4.0,,4.0,12.0,,,,,1.0,,1.0,,2.0,2.0,,,2.0,,1.0,1.0,,1.0,,,2.0,,,6.0,7.0,,7.0,,,1.0,1.0,,3.0,,1.0,1.0,,,,4.0,,2.0,0.5,0.5,,,,,0.3333333333333333,,,0.2,,,0.2,,,0.4,0.16666666666666666,0.2,0.75,,,0.7,,,,0.6666666666666666,1.0,85.67505720823799,16.153846153846153,17.46153846153846,16.153846153846153,15.461538461538462,0.5,0.2,0.25,0.1,1.0,1.0,,0.2,,,,0.2,,,0.5,,,,0.5,,0.9,,0.524885,,0.475025,,,,,2.9,24.1,0.15384615384615385,,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.6666666666666666,0.5,0.75,0.5,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
1627668-1629477-1629568-203416-203822,1611661313,"Breanna Stewart, Sabrina Ionescu, Kennedy Burke, Emma Meesseman, Rebekah Gardner","Stewart, Ionescu, Burke, Meesseman, Gardner",1627668-1629477-1629568-203416-203822,NYL,144.0,1,2,,3,4.0,3.0,1.0,,7,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,2.0,2.0,,1.0,,4.0,4.0,,,,2.0,2.0,,1.0,4.0,4.0,,,,1.0,,,2.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,1.0,,,,4.0,4.0,3.0,1.0,1.0,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,70.0,14.0,25.5,14.0,25.5,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.6666666666666666,,0.45985000000000004,,0.45985000000000004,,,,1.0,4.1,26.8,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2025,2025,False
