EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,SecondChanceTsPct,Pace,SecondsPerPossOff,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Minutes,DefPoss,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,FG2M,FG2A,PtsAssisted2s,TwoPtAssists,AtRimAssists,Loose Ball Fouls,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffThreePtRebounds,FTOffRebounds,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangeFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFoulsDrawn,team_id,year,season,team_vs
1628244-1629477-1630119-1630459-204334,1611661313,"Sami Whitcomb, Sabrina Ionescu, Jazmine Jones, DiDi Richards, Reshanda Gray","Whitcomb, Ionescu, Jones, Richards, Gray",1628244-1629477-1630119-1630459-204334,NYL,8.0,1,2.0,1.0,1.0,1,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,180.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,True
1628244-1629477-1630446-1630459-204334,1611661313,"Sami Whitcomb, Sabrina Ionescu, Michaela Onyenwere, DiDi Richards, Reshanda Gray","Whitcomb, Ionescu, Onyenwere, Richards, Gray",1628244-1629477-1630446-1630459-204334,NYL,143.0,1,-3.0,4.0,,9,3.0,6.0,,,2.0,3.0,1.0,0.75,,90.62937062937063,15.5,0.3333333333333333,1.0,,2.0,5.0,1.0,1.0,1.0,1.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.5,0.5,0.75,1.0,0.5,0.5,0.5,16.2,15.5,14.8,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.537675,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,True
1628244-1629477-1630446-204334-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Michaela Onyenwere, Reshanda Gray, Betnijah Laney","Whitcomb, Ionescu, Onyenwere, Gray, Laney",1628244-1629477-1630446-204334-204335,NYL,120.0,1,-2.0,3.0,,6,,4.0,,,1.0,,,0.6666666666666666,,72.0,21.333333333333332,,,,2.0,3.0,,,1.0,,1.0,6.0,,1.0,,,2.0,,4.0,,,,,,,1.0,,,,,,,4.0,,,,0.6666666666666666,0.3333333333333333,,,,18.666666666666668,21.333333333333332,18.666666666666668,,0.3333333333333333,,,,1.0,,0.5459833333333334,24.5,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,True
1628244-1629477-203827-204296-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Natasha Howard, Rebecca Allen, Betnijah Laney","Whitcomb, Ionescu, Howard, Allen, Laney",1628244-1629477-203827-204296-204335,NYL,1472.0,1,3.0,48.0,6.0,94,5.0,48.0,1.0,5.0,10.0,7.0,3.0,0.5106382978723404,0.5,91.95652173913042,16.291666666666668,0.0851063829787234,0.1,0.10416666666666667,25.0,46.0,5.0,5.0,12.0,7.0,17.0,45.0,21.0,12.0,5.0,7.0,10.0,5.0,27.0,10.0,22.0,28.0,3.0,7.0,1.0,7.0,,,,2.0,2.0,3.0,43.0,1.0,0.4117647058823529,0.4117647058823529,0.48863636363636365,0.38636363636363635,0.8333333333333334,0.875,0.8333333333333334,15.0,15.75,14.869565217391305,0.11363636363636363,0.2727272727272727,0.4166666666666667,0.45454545454545453,1.0,0.7727272727272727,0.4166666666666667,0.5278886363636364,23.805882352941175,9.0,17.0,11.0,27.0,6.0,3.0,2.0,,1.0,0.2727272727272727,0.3333333333333333,0.4074074074074074,0.38636363636363635,0.5294117647058824,0.6,0.2222222222222222,3.9555555555555553,10.0,6.0,2.0,3.0,1.0,2.0,2.0,10.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,12.0,16.0,4.0,3.0,1.0,2.0,1.0,6.0,11.0,1.0,6.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,10.0,0.75,0.6666666666666666,0.25,0.5,0.6875,0.6666666666666666,0.058823529411764705,0.1111111111111111,0.11764705882352941,0.1,0.08333333333333333,0.5714285714285714,1.0,0.4,0.9166666666666666,0.24,0.5714285714285714,0.25,1.0,0.6666666666666666,0.9090909090909091,1.0,0.09523809523809523,1.0,0.22727272727272727,0.2,0.2222222222222222,0.5,0.4,0.4,1.0,0.75,0.6666666666666666,0.25,0.25,0.5,0.5,0.75,0.5794125,0.52423125,0.058823529411764705,0.25,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,True
1628244-1630119-1630446-203827-204335,1611661313,"Sami Whitcomb, Jazmine Jones, Michaela Onyenwere, Natasha Howard, Betnijah Laney","Whitcomb, Jones, Onyenwere, Howard, Laney",1628244-1630119-1630446-203827-204335,NYL,65.0,1,5.0,2.0,1.0,4,,5.0,,3.0,,,,1.25,1.5,88.61538461538463,11.5,,,0.6,1.0,2.0,1.0,,,1.0,1.0,,3.0,,,1.0,2.0,,5.0,1.0,1.0,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,1.25,0.5,1.0,1.0,,21.0,7.5,21.0,0.5,,,,,1.0,,0.592925,23.6,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.5,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.54465,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1611661313,2021,2021,True
1628244-1630119-1630459-204334-204335,1611661313,"Sami Whitcomb, Jazmine Jones, DiDi Richards, Reshanda Gray, Betnijah Laney","Whitcomb, Jones, Richards, Gray, Laney",1628244-1630119-1630459-204334-204335,NYL,113.0,1,-2.0,2.0,,4,1.0,1.0,1.0,1.0,1.0,2.0,,0.125,0.5,50.97345132743363,37.0,,,1.0,2.0,2.0,,,2.0,,2.0,3.0,,2.0,,,,,,1.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,0.6666666666666666,1.0,0.5,1.0,19.5,37.0,18.5,,0.6666666666666666,,,,1.0,,0.4726333333333333,23.75,,1.0,,1.0,,,,,,,,,0.3333333333333333,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,1611661313,2021,2021,True
1628244-1630446-1630459-203827-204335,1611661313,"Sami Whitcomb, Michaela Onyenwere, DiDi Richards, Natasha Howard, Betnijah Laney","Whitcomb, Onyenwere, Richards, Howard, Laney",1628244-1630446-1630459-203827-204335,NYL,73.0,1,,2.0,1.0,4,,2.0,,,2.0,,,0.25,,78.9041095890411,21.0,,,,1.0,2.0,1.0,,2.0,,3.0,2.0,,2.0,,,1.0,,2.0,,,2.0,1.0,1.0,,,,1.0,,,,,2.0,,,,0.25,0.75,,,,15.5,12.0,15.5,0.25,0.5,,,,0.75,,0.5417625,24.633333333333336,,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,12.8,,,,,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.25,1.0,1.0,1.0,,,,,,0.5,,,,,0.62835,,,,,,1.0,,,0.5,,,2.0,,,1.0,1.0,1.0,,,,,,,,1611661313,2021,2021,True
1628244-1630446-1630459-204334-204335,1611661313,"Sami Whitcomb, Michaela Onyenwere, DiDi Richards, Reshanda Gray, Betnijah Laney","Whitcomb, Onyenwere, Richards, Gray, Laney",1628244-1630446-1630459-204334-204335,NYL,53.0,1,-2.0,,,1,,,,,,,,,,27.169811320754718,,,,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,31.0,,,1.0,,,,,1.0,,0.53835,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,1611661313,2021,2021,True
1629477-1630446-1630459-203827-204335,1611661313,"Sabrina Ionescu, Michaela Onyenwere, DiDi Richards, Natasha Howard, Betnijah Laney","Ionescu, Onyenwere, Richards, Howard, Laney",1629477-1630446-1630459-203827-204335,NYL,73.0,1,-1.0,3.0,,5,,3.0,,,1.0,,,0.5,,98.63013698630138,14.0,,,,1.0,2.0,2.0,,,1.0,2.0,4.0,3.0,,,1.0,1.0,,3.0,,,,,,,1.0,,,,,,,3.0,1.0,0.5,0.5,0.5,0.6666666666666666,,,,15.5,14.0,15.5,0.6666666666666666,,,,,0.6666666666666666,,0.37451666666666666,23.4,,,,1.0,,,,,,,,,,,,,18.5,3.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.5,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,0.37451666666666666,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,0.3333333333333333,0.6666666666666666,0.5,,1611661313,2021,2021,True
1629477-1630459-203827-204296-204335,1611661313,"Sabrina Ionescu, DiDi Richards, Natasha Howard, Rebecca Allen, Betnijah Laney","Ionescu, Richards, Howard, Allen, Laney",1629477-1630459-203827-204296-204335,NYL,176.0,1,2.0,5.0,,10,2.0,10.0,,,2.0,2.0,,1.0,,81.81818181818183,14.6,,,,3.0,5.0,,2.0,3.0,2.0,3.0,8.0,6.0,3.0,2.0,2.0,3.0,2.0,8.0,2.0,2.0,2.0,,,,1.0,,,1.0,,,,10.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,1.0,0.6666666666666666,,20.6,14.6,20.4,,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,0.470375,24.53333333333333,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,4.9,4.0,,,,,,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,7.0,4.0,0.5,,1.0,,0.8333333333333334,0.875,,,,,,,,,,,,,,1.0,,,,,0.25,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.5,,0.46541666666666665,,0.7,0.8,,,,,,,,,,,,,,,,,,,,1.0,1611661313,2021,2021,True
