EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,PtsPutbacks,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,DefLongMidRangeReboundPct,ShortMidRangeFGM,SecondChanceCorner3FGA,LostBallSteals,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,PenaltyCorner3Frequency,BlockedLongMidRange,team_id,year,season,team_vs
100720-1628886-1628920-1629496-203855,1611661328,"Sue Bird, Jordin Canada, Mercedes Russell, Ezi Magbegor, Stephanie Talbot","Bird, Canada, Russell, Magbegor, Talbot",100720-1628886-1628920-1629496-203855,SEA,121.0,1,2,2.0,4,4,4.0,4.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2,2,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,95.20661157024794,12.25,18.0,12.25,18.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.532,0.532,1.0,8.95,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1628920-1629478-1629496-204319,1611661328,"Sue Bird, Mercedes Russell, Katie Lou Samuelson, Ezi Magbegor, Jewell Loyd","Bird, Russell, Lou Samuelson, Magbegor, Loyd",100720-1628920-1629478-1629496-204319,SEA,1398.0,1,23,-6.0,43,44,4.0,6.0,87,9.0,14.0,1.0,1.0,1.0,7.0,14.0,1.0,10.0,29.0,15.0,47.0,53.0,1.0,1.0,1.0,7.0,10.0,14.0,5.0,11.0,5.0,,28.0,3.0,14,21,2.0,2.0,3.0,1.0,35.0,7.0,4.0,0.5,0.5,0.3448275862068966,1.0,0.4659090909090909,1.25,0.5,1.1666666666666667,0.3409090909090909,0.6666666666666666,0.5,0.5789473684210527,0.6666666666666666,0.3333333333333333,89.6137339055794,16.697674418604652,15.454545454545455,16.0,14.5,0.3181818181818182,0.6428571428571429,0.75,0.5555555555555556,0.1590909090909091,0.14285714285714285,0.14285714285714285,,0.3181818181818182,0.5,1.0,0.5,0.6590909090909091,0.4946659090909091,0.59485,0.14893617021276595,7.044827586206897,23.926666666666666,0.09302325581395349,7.0,3.0,4.0,8.0,1.0,7.0,2.0,3.0,1.0,7.0,6.0,3.0,4.0,2.0,3.0,12.0,1.0,2.0,10.0,18.0,3.0,7.0,4.0,6.0,6.0,2.0,5.0,8.0,3.0,7.0,2.0,2.0,1.0,1.0,6.0,13.0,8.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.8571428571428571,0.4666666666666667,0.6666666666666666,1.0,0.4666666666666667,0.75,0.8571428571428571,0.8571428571428571,0.13793103448275862,0.14285714285714285,0.25,1.0,0.2631578947368421,0.6153846153846154,0.25,0.25925925925925924,0.2,0.25,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.18181818181818182,0.022727272727272728,0.5,0.5,0.8571428571428571,0.5714285714285714,0.75,0.6666666666666666,0.42857142857142855,0.6666666666666666,1.0,1.0,0.5,0.5990714285714286,0.043478260869565216,0.06451612903225806,0.2553191489361702,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1628920-1629478-1629568-204319,1611661328,"Sue Bird, Mercedes Russell, Katie Lou Samuelson, Kennedy Burke, Jewell Loyd","Bird, Russell, Lou Samuelson, Burke, Loyd",100720-1628920-1629478-1629568-204319,SEA,115.0,1,2,-2.0,4,4,,,8,1.0,1.0,,,,,1.0,,1.0,2.0,1.0,2.0,4.0,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,2,2,1.0,1.0,1.0,,2.0,,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,1.0,,100.17391304347825,11.75,17.0,11.75,17.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,0.6666666666666666,0.56525,,,3.35,24.1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1628920-1629478-202259-204319,1611661328,"Sue Bird, Mercedes Russell, Katie Lou Samuelson, Epiphanny Prince, Jewell Loyd","Bird, Russell, Lou Samuelson, Prince, Loyd",100720-1628920-1629478-202259-204319,SEA,149.0,1,2,,4,4,,,8,1.0,3.0,,,,1.0,,,1.0,4.0,,2.0,2.0,,,,,,,,,,,,1.0,1,2,,,1.0,,,,,,,0.25,,0.25,,0.25,,,,0.25,0.2,,,77.31543624161074,17.5,19.75,17.5,13.75,0.75,0.3333333333333333,0.5,,0.25,,,,,,,,0.75,0.516,,,5.575,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,2.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.25,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,0.5,,,,,,,,,,1.0,1.0,,,,,,,0.6855,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1628920-1629478-203855-204319,1611661328,"Sue Bird, Mercedes Russell, Katie Lou Samuelson, Stephanie Talbot, Jewell Loyd","Bird, Russell, Lou Samuelson, Talbot, Loyd",100720-1628920-1629478-203855-204319,SEA,285.0,1,5,13.0,9,7,3.0,1.0,16,1.0,3.0,1.0,1.0,,,4.0,2.0,3.0,5.0,6.0,13.0,,1.0,1.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,,8.0,3.0,7,9,,,,,13.0,5.0,3.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.5454545454545454,0.8333333333333334,0.5909090909090909,0.8333333333333334,0.5454545454545454,,1.0,1.0,,1.0,80.84210526315789,17.444444444444443,18.285714285714285,16.0,18.285714285714285,0.2727272727272727,0.3333333333333333,0.5,1.0,,,,,0.36363636363636365,0.3333333333333333,1.0,0.6666666666666666,0.8181818181818182,0.4577227272727273,0.47300000000000003,0.38461538461538464,6.859999999999999,23.666666666666668,0.3333333333333333,2.0,,,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,,2.0,,1.0,,4.0,6.0,,2.0,1.0,2.0,2.0,1.0,1.0,4.0,,2.0,1.0,,,,,1.0,3.0,2.0,2.0,,,,,,,,,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,,,0.2,0.3333333333333333,,,0.5,1.0,0.25,0.3333333333333333,0.5,,,,1.0,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,,,,0.5,,,0.5,0.5,0.3066,0.18181818181818182,0.4,,,1.0,,,,,,,2.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,,,,,1611661328,2021,2021,False
100720-1628920-1629496-203855-204319,1611661328,"Sue Bird, Mercedes Russell, Ezi Magbegor, Stephanie Talbot, Jewell Loyd","Bird, Russell, Magbegor, Talbot, Loyd",100720-1628920-1629496-203855-204319,SEA,84.0,1,1,,3,3,3.0,3.0,6,,,,,,,,,,,1.0,2.0,2.0,,,1.0,2.0,,,,,,,,2.0,2,2,,,1.0,1.0,2.0,2.0,3.0,,,,,,,0.5,0.5,1.0,,1.0,0.6666666666666666,1.0,1.0,102.85714285714286,10.0,18.0,10.0,16.333333333333332,,,,,,,,,,,,,1.0,0.59025,0.59025,1.0,,22.9,1.0,,,,,1.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1611661328,2021,2021,False
100720-1628920-1629568-203855-204319,1611661328,"Sue Bird, Mercedes Russell, Kennedy Burke, Stephanie Talbot, Jewell Loyd","Bird, Russell, Burke, Talbot, Loyd",100720-1628920-1629568-203855-204319,SEA,51.0,1,1,,2,3,,,5,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,2,2,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,141.1764705882353,5.0,13.666666666666666,5.0,13.666666666666666,,,,,1.0,,,,,,,,,0.398,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
1628886-1628920-1629478-202259-203855,1611661328,"Jordin Canada, Mercedes Russell, Katie Lou Samuelson, Epiphanny Prince, Stephanie Talbot","Canada, Russell, Lou Samuelson, Prince, Talbot",1628886-1628920-1629478-202259-203855,SEA,142.0,1,2,-7.0,4,5,,,9,1.0,1.0,,,,1.0,,,1.0,2.0,,2.0,9.0,,,,,2.0,,1.0,1.0,1.0,,2.0,,1,1,2.0,2.0,2.0,,2.0,,,1.0,1.0,0.5,,0.5,,0.5,,,1.0,,,,,91.26760563380282,21.75,11.0,21.75,10.6,0.5,1.0,1.0,1.0,0.5,,,,,,,,0.5,0.40365,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
1628886-1628920-1629496-202259-203855,1611661328,"Jordin Canada, Mercedes Russell, Ezi Magbegor, Epiphanny Prince, Stephanie Talbot","Canada, Russell, Magbegor, Prince, Talbot",1628886-1628920-1629496-202259-203855,SEA,240.0,1,4,-3.0,8,7,3.0,2.0,15,,,,,,1.0,1.0,,,3.0,1.0,6.0,9.0,,1.0,,2.0,,1.0,,,,,,1.0,2,2,1.0,1.0,1.0,1.0,6.0,2.0,3.0,,,,,,,0.42857142857142855,0.5,0.25,1.0,1.0,1.0,,1.0,90.0,15.25,16.857142857142858,15.25,15.285714285714286,,,,,0.25,,,,0.25,,,,0.25,0.408925,0.3366,0.3333333333333333,12.799999999999999,24.3,0.375,,,,2.0,,,,,,,6.0,,,,,,,2.0,,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,3.0,4.0,6.0,3.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.3333333333333333,,0.5,,,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,0.42857142857142855,0.5,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1611661328,2021,2021,False
1628886-1628920-1629568-202259-203855,1611661328,"Jordin Canada, Mercedes Russell, Kennedy Burke, Epiphanny Prince, Stephanie Talbot","Canada, Russell, Burke, Prince, Talbot",1628886-1628920-1629568-202259-203855,SEA,35.0,1,1,,2,2,,2.0,4,,,,,1.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,2.0,,1.0,1.0,,1.0,2.0,1.0,1,1,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,164.57142857142856,5.5,12.0,4.0,12.0,,,,,1.0,1.0,1.0,1.0,,,,,,0.2588,,,19.9,,,1.0,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2588,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
