EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,Arc3FGA,FG3A,PtsUnassisted2s,NonHeaveArc3FGA,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,FG3APct,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyOffPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Corner3Assists,LostBallSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,DefShortMidRangeReboundPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,FtPoints,BadPassTurnovers,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted3s,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsPutbacks,OffTwoPtRebounds,Travels,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,BlockedAtRim,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Blocked3s,BlockedArc3,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SelfOReb,Offensive Fouls,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls,BlockedLongMidRange,AtRimPctBlocked,Clear Path Fouls,Fg3aBlocked,Charge Fouls,Loose Ball Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1628276-1628917-1629498-1630435-202633,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Destiny Slocum, Liz Cambage","Plum, Park, Young, Slocum, Cambage",1628276-1628917-1629498-1630435-202633,LVA,160.0,1,3.0,2.0,4,5.0,2.0,9,1.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,81.0,20.75,15.4,20.75,15.4,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.33616666666666667,14.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628917-1629498-1630435-204324,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Destiny Slocum, Dearica Hamby","Plum, Park, Young, Slocum, Hamby",1628276-1628917-1629498-1630435-204324,LVA,121.0,1,2.0,1.0,4,4.0,,8,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,,,,,,,2.0,,,2.0,2.0,1.0,,1.0,,4.0,,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,1.0,,1.0,95.20661157024794,15.5,14.75,15.5,14.75,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,0.42051666666666665,12.65,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628917-1629498-1630435-204329,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Destiny Slocum, Kiah Stokes","Plum, Park, Young, Slocum, Stokes",1628276-1628917-1629498-1630435-204329,LVA,202.0,1,3.0,3.0,6,6.0,2.0,12,1.0,1.0,1.0,1.0,2.0,2.0,7.0,4.0,2.0,1.0,2.0,,1.0,5.0,1.0,2.0,,3.0,3.0,2.0,,2.0,1.0,7.0,0.5,0.5,1.0,0.875,0.875,,1.0,1.0,1.0,1.0,1.0,85.54455445544555,17.166666666666668,16.5,17.166666666666668,16.5,0.25,1.0,1.0,,0.25,1.0,1.0,1.0,0.450425,16.15,2.0,2.0,2.0,2.0,,,,0.5,0.5,0.5,25.45,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628917-1629498-203029-204324,1611661319,"Kelsey Plum, JiSu Park, Jackie Young, Riquna Williams, Dearica Hamby","Plum, Park, Young, Williams, Hamby",1628276-1628917-1629498-203029-204324,LVA,47.0,1,1.0,1.0,2,2.0,1.0,4,,,,,,,3.0,2.0,,,1.0,,,3.0,,,,,,,,,1.0,3.0,,,,0.75,0.75,,,,,,,122.55319148936171,9.5,14.0,9.5,14.0,,,,,,,,,0.516,,1.0,2.0,,1.0,1.0,,,1.0,0.5,1.0,24.1,,1.0,3.0,,1.0,,1.0,,,1.0,0.5,0.5,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,0.5,0.75,0.75,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.516,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628917-1630435-202633-204324,1611661319,"Kelsey Plum, JiSu Park, Destiny Slocum, Liz Cambage, Dearica Hamby","Plum, Park, Slocum, Cambage, Hamby",1628276-1628917-1630435-202633-204324,LVA,104.0,1,2.0,-2.0,3,3.0,,6,,,,,,,,2.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,83.07692307692308,24.666666666666668,10.0,24.666666666666668,10.0,,,,,,,,,0.492,,2.0,3.0,,2.0,,,,1.0,0.6666666666666666,1.0,24.900000000000002,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628917-1630435-204324-204329,1611661319,"Kelsey Plum, JiSu Park, Destiny Slocum, Dearica Hamby, Kiah Stokes","Plum, Park, Slocum, Hamby, Stokes",1628276-1628917-1630435-204324-204329,LVA,174.0,1,3.0,2.0,6,5.0,5.0,11,,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,,1.0,4.0,1.0,3.0,,4.0,5.0,,,1.0,1.0,4.0,1.0,1.0,0.6666666666666666,0.4,0.4,,1.0,1.0,1.0,,1.0,91.0344827586207,18.333333333333332,12.8,16.0,11.8,0.2,,,,0.2,1.0,1.0,1.0,0.48215,9.4,2.0,2.0,,2.0,,,,0.4,0.4,0.6,23.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628917-203029-203833-204324,1611661319,"Kelsey Plum, JiSu Park, Riquna Williams, Chelsea Gray, Dearica Hamby","Plum, Park, Williams, Gray, Hamby",1628276-1628917-203029-203833-204324,LVA,91.0,1,2.0,,4,4.0,,8,1.0,1.0,,,1.0,1.0,7.0,7.0,2.0,1.0,2.0,1.0,,5.0,1.0,,,1.0,1.0,,,1.0,,7.0,1.0,1.0,1.0,1.25,1.1666666666666667,,,1.0,1.0,,1.0,126.5934065934066,12.75,10.0,12.75,10.0,0.5,1.0,1.0,1.0,,,,,0.479375,13.6,1.0,1.0,,1.0,,,,0.5,0.5,0.5,24.7,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,2.0,1.0,2.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628932-1629498-202633-203029,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Liz Cambage, Riquna Williams","Plum, Wilson, Young, Cambage, Williams",1628276-1628932-1629498-202633-203029,LVA,264.0,3,4.0,8.0,10,10.0,2.0,20,1.0,1.0,,,3.0,4.0,15.0,7.0,2.0,1.0,3.0,,,8.0,4.0,2.0,1.0,7.0,7.0,2.0,,3.0,2.0,13.0,0.3333333333333333,0.3333333333333333,0.75,1.0714285714285714,1.0714285714285714,1.0,0.5,1.0,0.75,,1.0,109.09090909090908,11.9,14.5,10.9,13.1,0.14285714285714285,1.0,1.0,,,,,,0.5124428571428571,3.775,3.0,3.0,4.0,3.0,,,1.0,0.42857142857142855,0.42857142857142855,0.8571428571428571,25.933333333333334,3.0,3.0,6.0,3.0,2.0,2.0,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,2.0,3.0,,1.0,,,1.0,1.0,,,,,0.3333333333333333,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5753,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628932-1629498-202633-203833,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Liz Cambage, Chelsea Gray","Plum, Wilson, Young, Cambage, Gray",1628276-1628932-1629498-202633-203833,LVA,546.0,4,9.0,-2.0,19,18.0,9.0,37,2.0,4.0,1.0,4.0,5.0,11.0,17.0,19.0,2.0,1.0,1.0,1.0,,2.0,1.0,6.0,,7.0,10.0,3.0,,6.0,3.0,9.0,0.2,0.25,0.45454545454545453,0.35714285714285715,0.4722222222222222,,1.0,1.0,1.0,1.0,1.0,97.58241758241759,16.526315789473685,12.88888888888889,15.0,12.88888888888889,0.2857142857142857,0.5,0.5,0.5,0.2857142857142857,0.25,0.25,,0.43075,7.927272727272728,3.0,3.0,8.0,3.0,1.0,1.0,1.0,0.21428571428571427,0.21428571428571427,0.42857142857142855,27.666666666666668,,,,,,,1.0,7.0,,,,,,,,,7.0,,,,,1.0,,1.0,12.0,,,12.0,7.0,,0.5,0.6666666666666666,,,,,,,0.16666666666666666,0.3102,0.7058823529411765,0.3684210526315789,1.0,4.0,2.0,3.0,,,,3.0,3.0,1.0,,1.0,,,0.5,,0.42857142857142855,,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,,7.0,2.0,8.0,2.0,0.125,0.15384615384615385,2.0,2.0,3.0,3.0,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5838,0.47058823529411764,2.0,3.0,5.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,0.6,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
1628276-1628932-1629498-202633-204324,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Liz Cambage, Dearica Hamby","Plum, Wilson, Young, Cambage, Hamby",1628276-1628932-1629498-202633-204324,LVA,108.0,1,2.0,4.0,4,5.0,,9,,,2.0,2.0,3.0,3.0,6.0,2.0,4.0,2.0,2.0,,1.0,4.0,,4.0,,4.0,4.0,,,,,6.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,,1.0,,1.0,1.0,,120.0,8.75,14.6,8.75,14.6,,,,,0.5,1.0,1.0,0.5,0.5127,11.733333333333334,1.0,1.0,2.0,1.0,,,,0.25,0.25,0.5,26.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2021,2021,True
