EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,PtsUnassisted2s,Arc3Assists,LongMidRangeAssists,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,OffThreePtRebounds,LostBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,Offensive Fouls,Loose Ball Fouls Drawn,DefAtRimReboundPct,Travels,Offensive Fouls Drawn,PenaltyFG2M,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,ShortMidRangePctBlocked,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFtPoints,PtsPutbacks,AtRimAssists,PenaltyTurnovers,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,Charge Fouls Drawn,PenaltyAtRimFGM,PenaltyAtRimFGA,Blocked3s,BlockedArc3,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedAtRim,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FTOffRebounds,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,3SecondViolations,OffCorner3ReboundPct,HeaveAttempts,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628915-1629488-1630136-203035-203398,1611661317,"Kia Nurse, Brianna Turner, Megan Walker, Shey Peddy, Brittney Griner","Nurse, Turner, Walker, Peddy, Griner",1628915-1629488-1630136-203035-203398,PHO,328.0,3,5.0,3.0,9.0,10.0,5.0,7.0,2.0,19,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,12.0,9.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,10.0,6.0,5.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.2,0.5,0.4444444444444444,0.5,0.3,0.55,0.5,0.4166666666666667,0.4444444444444444,0.2,1.0,1.0,1.0,0.5,1.0,1.0,0.4,1.0,0.5,1.0,1.0,1.0,83.41463414634146,19.88888888888889,14.9,18.666666666666668,14.6,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,0.2,1.0,0.2,0.5555555555555556,0.5,0.45202777777777775,0.40235,0.40706,0.2,0.16666666666666666,0.25,0.16666666666666666,0.5,8.14,24.25,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
1628915-1629482-1629488-201913-203400,1611661317,"Kia Nurse, Sophie Cunningham, Brianna Turner, Kia Vaughn, Skylar Diggins-Smith","Nurse, Cunningham, Turner, Vaughn, Diggins-Smith",1628915-1629482-1629488-201913-203400,PHO,591.0,4,10.0,4.0,19.0,19.0,1.0,,2.0,38,3.0,,4.0,3.0,,3.0,,,4.0,4.0,,3.0,10.0,4.0,7.0,2.0,20.0,16.0,,2.0,,,,,,,2.0,12.0,,4.0,4.0,,1.0,4.0,5.0,,,14.0,2.0,4.0,4.0,,8.0,2.0,10.0,2.0,1.0,,2.0,1.0,2.0,4.0,2.0,,,1.0,,20.0,,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,,0.5714285714285714,0.3,,0.5294117647058824,,,0.5555555555555556,,,0.4117647058823529,,,,0.8,0.2857142857142857,0.8,0.8,0.2,,0.25,0.8,,1.0,92.58883248730965,16.68421052631579,14.421052631578947,15.894736842105264,14.210526315789474,0.17647058823529413,0.23529411764705882,,,,0.17647058823529413,0.17647058823529413,,,,0.23529411764705882,1.0,1.0,,,,0.5882352941176471,1.0,0.49449999999999994,0.46805,,0.05555555555555555,0.09090909090909091,,,,8.57,24.0,0.05263157894736842,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.75,0.2,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
1629482-1629501-1630136-203398-203400,1611661317,"Sophie Cunningham, Alanna Smith, Megan Walker, Brittney Griner, Skylar Diggins-Smith","Cunningham, Smith, Walker, Griner, Diggins-Smith",1629482-1629501-1630136-203398-203400,PHO,341.0,2,6.0,-4.0,11.0,9.0,,,1.0,20,1.0,3.0,3.0,1.0,,1.0,,,2.0,4.0,,3.0,5.0,2.0,5.0,1.0,13.0,17.0,,1.0,,,,,,,4.0,6.0,,4.0,2.0,,2.0,2.0,4.0,,2.0,10.0,,1.0,1.0,,2.0,1.0,3.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,,13.0,,,,0.6666666666666666,0.6666666666666666,1.0,0.4,,0.4,0.6,,0.6,,,0.65,,,0.5,,,,1.0,,1.0,1.0,0.2,,,1.0,,1.0,84.4574780058651,15.454545454545455,19.0,14.181818181818182,19.0,0.1,0.3,1.0,1.0,0.6666666666666666,0.1,0.1,,,,0.4,0.5,0.5,,,,0.6,0.5,0.490595,0.493,,0.1,0.2,,,,7.7,24.98,,,1.0,,2.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,0.5,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
100940-1628915-201913-203035-203398,1611661317,"Diana Taurasi, Kia Nurse, Kia Vaughn, Shey Peddy, Brittney Griner","Taurasi, Nurse, Vaughn, Peddy, Griner",100940-1628915-201913-203035-203398,PHO,264.0,2,4.0,2.0,9.0,9.0,,,,18,1.0,3.0,4.0,,,1.0,,,1.0,2.0,,3.0,5.0,1.0,3.0,1.0,10.0,8.0,,,,,,,,,2.0,,3.0,2.0,1.0,,1.0,,1.0,,1.0,2.0,,2.0,1.0,,3.0,,3.0,,,1.0,1.0,,2.0,3.0,1.0,,,1.0,,10.0,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.6,,0.5625,,,0.625,,,0.375,,,,1.0,,1.0,1.0,,,,,,,98.18181818181817,15.0,14.333333333333334,15.0,14.333333333333334,0.125,0.5,0.75,0.75,0.3333333333333333,,0.125,,,,0.25,0.5,0.5,,,,0.5,0.5,0.4962125,,,0.125,0.2,,,,5.96,24.099999999999998,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
100940-1629488-1630136-201913-203035,1611661317,"Diana Taurasi, Brianna Turner, Megan Walker, Kia Vaughn, Shey Peddy","Taurasi, Turner, Walker, Vaughn, Peddy",100940-1629488-1630136-201913-203035,PHO,322.0,2,5.0,,11.0,10.0,,2.0,1.0,21,1.0,1.0,2.0,,3.0,3.0,,,,1.0,,1.0,3.0,3.0,4.0,4.0,15.0,15.0,,1.0,,,,,,,,9.0,,1.0,,,,3.0,3.0,3.0,,9.0,1.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,3.0,4.0,5.0,,,1.0,1.0,15.0,,,,,,1.0,0.75,,0.75,0.3333333333333333,,0.7857142857142857,,,0.8333333333333334,,,0.5714285714285714,,,,1.0,1.0,,1.0,0.5,,1.0,1.0,,,93.91304347826087,15.818181818181818,14.8,15.636363636363637,14.8,0.14285714285714285,0.2857142857142857,0.5,0.5,,,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,,,,,,0.7142857142857143,,0.47995,0.3262,,0.2222222222222222,0.25,0.2,,,7.8999999999999995,23.875,,,1.0,,2.0,,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.6666666666666666,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
100940-1630136-201913-203398-203400,1611661317,"Diana Taurasi, Megan Walker, Kia Vaughn, Brittney Griner, Skylar Diggins-Smith","Taurasi, Walker, Vaughn, Griner, Diggins-Smith",100940-1630136-201913-203398-203400,PHO,171.0,2,3.0,-6.0,6.0,6.0,5.0,5.0,,12,,1.0,2.0,,,1.0,,1.0,,,,1.0,2.0,,1.0,4.0,6.0,12.0,,,,2.0,,1.0,4.0,6.0,2.0,,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,,1.0,,,1.0,1.0,2.0,3.0,2.0,4.0,,,1.0,,6.0,6.0,5.0,,1.0,1.0,,,,,0.5,,0.3333333333333333,,0.3333333333333333,0.6,,0.6,0.3333333333333333,0.5,,,,,1.0,1.0,,,,,,,101.05263157894737,14.666666666666666,13.833333333333334,14.666666666666666,13.833333333333334,,0.6666666666666666,0.5,1.0,1.0,,0.3333333333333333,,,,,,,0.3333333333333333,,,0.3333333333333333,,0.41228333333333333,,0.41228333333333333,0.25,0.3333333333333333,,,1.0,10.9,22.6,0.8333333333333334,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
1628915-1629482-1629501-201913-203400,1611661317,"Kia Nurse, Sophie Cunningham, Alanna Smith, Kia Vaughn, Skylar Diggins-Smith","Nurse, Cunningham, Smith, Vaughn, Diggins-Smith",1628915-1629482-1629501-201913-203400,PHO,265.0,1,4.0,5.0,7.0,8.0,,,1.0,15,2.0,1.0,1.0,1.0,,,,,2.0,3.0,,3.0,4.0,2.0,3.0,,12.0,7.0,1.0,1.0,2.0,,,,,,4.0,6.0,,3.0,2.0,,2.0,2.0,4.0,,1.0,10.0,,,,,,1.0,1.0,2.0,,1.0,1.0,,,2.0,,,,,,10.0,,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,0.6666666666666666,0.75,1.0,0.8571428571428571,1.0,,0.8571428571428571,1.0,,0.42857142857142855,,,,,,,,0.5,,,,,,81.50943396226414,16.428571428571427,18.75,15.285714285714286,18.0,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,0.7142857142857143,0.6666666666666666,0.5438571428571428,,,,,,0.16666666666666666,,7.475,24.433333333333334,,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,0.5,,0.5,0.5,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
1628915-1630136-201913-203035-203398,1611661317,"Kia Nurse, Megan Walker, Kia Vaughn, Shey Peddy, Brittney Griner","Nurse, Walker, Vaughn, Peddy, Griner",1628915-1630136-201913-203035-203398,PHO,297.0,2,5.0,5.0,9.0,7.0,2.0,,,16,2.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,,3.0,5.0,2.0,2.0,2.0,14.0,9.0,,,,2.0,,,,2.0,4.0,6.0,,1.0,1.0,,2.0,2.0,4.0,1.0,,10.0,,,3.0,,3.0,,3.0,,,,1.0,1.0,2.0,1.0,2.0,,,1.0,,14.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,0.6,,0.8571428571428571,,0.5,0.875,,0.5,0.2857142857142857,,,,0.6,,,0.6,,,,0.5,1.0,,77.57575757575758,15.0,23.142857142857142,15.0,22.428571428571427,0.2857142857142857,0.14285714285714285,,,,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,0.5714285714285714,1.0,0.4642857142857143,,0.29,0.125,0.16666666666666666,,,0.14285714285714285,8.86,24.1,0.2222222222222222,1.0,,2.0,2.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,0.5,0.5,1.0,1.0,1.0,1.0,,,1.0,,,,,,,0.5,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
100940-1628915-1629482-203398-203400,1611661317,"Diana Taurasi, Kia Nurse, Sophie Cunningham, Brittney Griner, Skylar Diggins-Smith","Taurasi, Nurse, Cunningham, Griner, Diggins-Smith",100940-1628915-1629482-203398-203400,PHO,1.0,1,,-2.0,,1.0,,1.0,,1,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
100940-1628915-1629488-201913-203035,1611661317,"Diana Taurasi, Kia Nurse, Brianna Turner, Kia Vaughn, Shey Peddy","Taurasi, Nurse, Turner, Vaughn, Peddy",100940-1628915-1629488-201913-203035,PHO,17.0,1,,-4.0,,1.0,,,,1,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2021,2021,False
