EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,Pace,SecondsPerPossDef,Minutes,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PtsUnassisted2s,DeadBallTurnovers,Turnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,DefArc3ReboundPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Travels,SecondChanceFtPoints,2pt And 1 Free Throw Trips,SecondChanceAtRimPctAssisted,OffShortMidRangeReboundPct,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,ShortMidRangePctAssisted,DefLongMidRangeReboundPct,team_id,year,season,team_vs
1628244-1629477-1630119-1630459-204334,1611661313,"Sami Whitcomb, Sabrina Ionescu, Jazmine Jones, DiDi Richards, Reshanda Gray","Whitcomb, Ionescu, Jones, Richards, Gray",1628244-1629477-1630119-1630459-204334,NYL,8.0,1,-2.0,1.0,1,2.0,1.0,1.0,180.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,False
1628244-1629477-1630446-1630459-204334,1611661313,"Sami Whitcomb, Sabrina Ionescu, Michaela Onyenwere, DiDi Richards, Reshanda Gray","Whitcomb, Ionescu, Onyenwere, Richards, Gray",1628244-1629477-1630446-1630459-204334,NYL,143.0,1,3.0,4.0,9,6.0,1.0,2.0,90.62937062937063,15.5,2.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,1.5,0.75,1.5,0.2,0.25,0.25,0.5,1.0,1.0,0.5,0.5,1.0,16.2,14.8,15.5,0.8,0.5,0.6666666666666666,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604,0.4353,0.16666666666666666,0.2,0.3333333333333333,2.225,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,False
1628244-1629477-1630446-204334-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Michaela Onyenwere, Reshanda Gray, Betnijah Laney","Whitcomb, Ionescu, Onyenwere, Gray, Laney",1628244-1629477-1630446-204334-204335,NYL,120.0,1,2.0,3.0,6,4.0,,1.0,72.0,21.333333333333332,2.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,6.0,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,,1.0,1.0,,1.0,,1.0,,1.0,,6.0,,,1.0,1.0,,1.0,1.0,1.25,,1.0,,0.5,,,,1.0,1.0,,,,18.666666666666668,18.666666666666668,21.333333333333332,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,,,,1.0,1.0,0.45845,,,,,2.5,24.9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2021,2021,False
1628244-1629477-203827-204296-204335,1611661313,"Sami Whitcomb, Sabrina Ionescu, Natasha Howard, Rebecca Allen, Betnijah Laney","Whitcomb, Ionescu, Howard, Allen, Laney",1628244-1629477-203827-204296-204335,NYL,1472.0,1,-3.0,48.0,94,48.0,4.0,10.0,91.95652173913042,16.291666666666668,25.0,46.0,3.0,8.0,14.0,5.0,17.0,,,11.0,23.0,7.0,20.0,2.0,45.0,,,2.0,12.0,9.0,17.0,5.0,2.0,6.0,3.0,9.0,1.0,4.0,21.0,2.0,10.0,19.0,3.0,22.0,,7.0,,3.0,1.0,43.0,0.5454545454545454,0.6,0.42857142857142855,0.35,,0.35,0.4782608695652174,0.5,0.3333333333333333,0.5,0.3333333333333333,0.46511627906976744,0.08695652173913043,0.14285714285714285,0.16666666666666666,1.0,0.76,0.125,0.16666666666666666,1.0,15.0,14.869565217391305,15.75,0.32558139534883723,0.5714285714285714,0.6666666666666666,0.5,0.3953488372093023,0.29411764705882354,0.3125,0.2,,,,0.7906976744186046,0.29411764705882354,0.5208627906976744,0.5505333333333333,0.022727272727272728,0.041666666666666664,0.044444444444444446,7.273913043478261,24.869999999999997,10.0,3.0,6.0,1.0,,,1.0,6.0,10.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,5.0,12.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,5.0,6.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.05,0.058823529411764705,0.5,0.6,0.08333333333333333,0.3333333333333333,0.09090909090909091,0.42857142857142855,0.75,0.047619047619047616,0.5,0.09302325581395349,0.25,0.25,0.11627906976744186,0.4,0.4,1.0,0.06976744186046512,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.2,1.0,0.4,0.5,0.4868,0.1111111111111111,0.13043478260869565,,,,,,,,,,1611661313,2021,2021,False
1628244-1630119-1630446-203827-204335,1611661313,"Sami Whitcomb, Jazmine Jones, Michaela Onyenwere, Natasha Howard, Betnijah Laney","Whitcomb, Jones, Onyenwere, Howard, Laney",1628244-1630119-1630446-203827-204335,NYL,65.0,1,-5.0,2.0,4,5.0,,,88.61538461538463,11.5,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,7.5,,,,,,,,,,,,,,0.386,,,,,12.1,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1611661313,2021,2021,False
1628244-1630119-1630459-204334-204335,1611661313,"Sami Whitcomb, Jazmine Jones, DiDi Richards, Reshanda Gray, Betnijah Laney","Whitcomb, Jones, Richards, Gray, Laney",1628244-1630119-1630459-204334-204335,NYL,113.0,1,2.0,2.0,4,1.0,,1.0,50.97345132743363,37.0,2.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,,1.0,1.0,3.0,,,3.0,2.0,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,0.5,0.3333333333333333,1.0,0.5,1.5,0.3333333333333333,0.5,0.5,,0.5,0.6666666666666666,0.5,,,19.5,18.5,37.0,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,,,,,,,1.0,,0.5214666666666666,,0.3333333333333333,0.5,1.0,2.5,24.3,,,,,,,0.5,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1611661313,2021,2021,False
1628244-1630446-1630459-203827-204335,1611661313,"Sami Whitcomb, Michaela Onyenwere, DiDi Richards, Natasha Howard, Betnijah Laney","Whitcomb, Onyenwere, Richards, Howard, Laney",1628244-1630446-1630459-203827-204335,NYL,73.0,1,,2.0,4,2.0,,2.0,78.9041095890411,21.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,2.0,,,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,0.5,0.5,1.0,0.5,1.0,,,,1.0,,,1.0,,,15.5,15.5,12.0,0.5,1.0,1.0,,,,,,,,,0.5,,0.5587,0.7115,,,1.0,3.25,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,1611661313,2021,2021,False
1628244-1630446-1630459-204334-204335,1611661313,"Sami Whitcomb, Michaela Onyenwere, DiDi Richards, Reshanda Gray, Betnijah Laney","Whitcomb, Onyenwere, Richards, Gray, Laney",1628244-1630446-1630459-204334-204335,NYL,53.0,1,2.0,,1,,,,27.169811320754718,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,,2.0,,,2.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,0.5,0.5,1.0,0.5,1.0,,,,1.0,,,1.0,,,31.0,,,,,,,,,,,,,,,,0.28515,0.2544,,,1.0,15.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1611661313,2021,2021,False
1629477-1630446-1630459-203827-204335,1611661313,"Sabrina Ionescu, Michaela Onyenwere, DiDi Richards, Natasha Howard, Betnijah Laney","Ionescu, Onyenwere, Richards, Howard, Laney",1629477-1630446-1630459-203827-204335,NYL,73.0,1,1.0,3.0,5,3.0,,1.0,98.63013698630138,14.0,1.0,2.0,,2.0,2.0,,,,,2.0,2.0,,,,4.0,,,,2.0,,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,,4.0,0.5,0.5,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,1.0,15.5,15.5,14.0,1.0,1.0,1.0,0.5,,,,,,,,1.0,,0.5244,,,,,2.65,,2.0,,,,,,,2.0,3.0,,,2.0,2.0,,,,,,,,,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.5244,1.0,1.0,,,,,,,,,,1611661313,2021,2021,False
1629477-1630459-203827-204296-204335,1611661313,"Sabrina Ionescu, DiDi Richards, Natasha Howard, Rebecca Allen, Betnijah Laney","Ionescu, Richards, Howard, Allen, Laney",1629477-1630459-203827-204296-204335,NYL,176.0,1,-2.0,5.0,10,10.0,,2.0,81.81818181818183,14.6,3.0,5.0,1.0,,,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,,8.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,,5.0,,1.0,1.0,1.0,2.0,,1.0,,,,5.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.5,0.6666666666666666,1.5,0.5,,,,1.0,1.0,0.3333333333333333,,,20.6,20.4,14.6,,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,,0.5,0.6666666666666666,0.43906666666666666,,,,0.375,12.133333333333333,24.900000000000002,,,,,,,1.0,,4.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.16666666666666666,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1611661313,2021,2021,False
