EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,SecondChanceFG2A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,HeaveAttempts,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,OffLongMidRangeReboundPct,SelfORebPct,PenaltyArc3Frequency,PenaltyAtRimFGA,PenaltyAtRimFrequency,Loose Ball Fouls Drawn,BlockedShortMidRange,PenaltyAtRimFGM,Fg2aBlocked,Travels,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,PenaltyAtRimAccuracy,PenaltyFtPoints,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGA,SecondChanceTurnovers,Corner3Frequency,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,StepOutOfBoundsTurnovers,Charge Fouls,BlockedLongMidRange,ShortMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627674-1628922-1630137-1630385-203838,1611661329,"Kahleah Copper, Azurá Stevens, Stephanie Watts, Shyla Heal, Astou Ndour-Fall","Copper, Stevens, Watts, Heal, Ndour-Fall",1627674-1628922-1630137-1630385-203838,CHI,70.0,1,1.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,102.85714285714285,17.5,11.666666666666666,15.0,10.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.49733333333333335,5.8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-202664-203828-203838,1611661329,"Kahleah Copper, Diamond DeShields, Courtney Vandersloot, Stefanie Dolson, Astou Ndour-Fall","Copper, DeShields, Vandersloot, Dolson, Ndour-Fall",1627674-1628890-202664-203828-203838,CHI,392.0,4,7.0,12.0,14.0,4.0,1.0,26.0,3.0,4.0,6.0,4.0,1.0,4.0,,2.0,6.0,1.0,7.0,8.0,0.4,0.6666666666666666,,0.75,0.2,,0.5,95.51020408163265,14.166666666666666,15.857142857142858,14.083333333333334,13.642857142857142,0.3,0.4,0.6,0.527015,6.0,25.375,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,11.0,8.0,1.0,2.0,1.0,1.0,2.0,8.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,9.0,2.0,2.0,1.0,0.8,1.0,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,0.55,1.0,1.0,0.8,1.0,1.0,0.5,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.1,1.0,1.0,1.0,1.0,1.0,0.7255,0.6169,0.1,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-1628922-1630385-203838,1611661329,"Kahleah Copper, Diamond DeShields, Azurá Stevens, Shyla Heal, Astou Ndour-Fall","Copper, DeShields, Stevens, Heal, Ndour-Fall",1627674-1628890-1628922-1630385-203838,CHI,327.0,3,5.0,10.0,12.0,8.0,3.0,22.0,,3.0,7.0,3.0,2.0,3.0,1.0,2.0,6.0,2.0,8.0,1.0,0.3,0.6666666666666666,0.5,0.8333333333333334,0.4,0.5,0.5,96.88073394495413,16.5,13.5,13.7,13.5,,0.3,0.8,0.54679,6.128571428571428,24.03333333333333,4.0,,3.0,5.0,1.0,1.0,,1.0,2.0,4.0,2.0,13.0,9.0,1.0,2.0,,,,2.0,6.0,2.0,1.0,2.0,1.0,,,5.0,1.0,3.0,2.0,2.0,,1.0,1.0,,,2.0,,2.0,,1.0,,,,,,,11.0,,,,0.25,0.3333333333333333,0.5714285714285714,0.5,,0.55,0.3333333333333333,,0.5909090909090909,0.3333333333333333,,1.0,0.3333333333333333,,1.0,,1.0,1.0,,0.5,0.6,0.6,0.3333333333333333,,,,0.2,0.5,0.5,,0.3333333333333333,1.0,0.53025,,0.09090909090909091,0.125,0.15384615384615385,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1628882-1628890-1628922-1630113-201516,1611661329,"Lexie Brown, Diamond DeShields, Azurá Stevens, Ruthy Hebard, Allie Quigley","Brown, DeShields, Stevens, Hebard, Quigley",1628882-1628890-1628922-1630113-201516,CHI,736.0,3,12.0,25.0,25.0,2.0,4.0,50.0,11.0,7.0,17.0,7.0,3.0,6.0,,3.0,8.0,4.0,12.0,9.0,0.2916666666666667,1.0,,0.875,0.2857142857142857,,1.0,97.82608695652173,15.8,13.64,14.96,13.44,0.4583333333333333,0.2916666666666667,0.4166666666666667,0.46758695652173915,7.764705882352941,29.47142857142857,-2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,23.0,25.0,2.0,5.0,,,,6.0,4.0,2.0,3.0,7.0,,2.0,1.0,18.0,4.0,4.0,2.0,1.0,5.0,6.0,5.0,,1.0,3.0,,1.0,1.0,1.0,,,,,,,18.0,,1.0,,0.6,0.75,0.29411764705882354,0.6666666666666666,,0.4583333333333333,0.5,,0.4791666666666667,0.625,,0.8,0.3333333333333333,0.25,1.0,1.0,,1.0,,0.125,0.3333333333333333,0.3333333333333333,,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.125,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.4603125,,0.041666666666666664,0.058823529411764705,0.21739130434782608,,0.04,4.0,1.0,4.0,1.0,12.0,4.0,4.0,4.0,1.0,1.0,,1.0,0.5714285714285714,0.6666666666666666,0.16666666666666666,1.0,0.5,0.5714285714285714,0.5714285714285714,1.0,0.25,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.07142857142857142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1628882-1630113-1630389-201496-201516,1611661329,"Lexie Brown, Ruthy Hebard, Dana Evans, Candace Parker, Allie Quigley","Brown, Hebard, Evans, Parker, Quigley",1628882-1630113-1630389-201496-201516,CHI,13.0,1,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1628890-1630137-1630442-202664-203838,1611661329,"Diamond DeShields, Stephanie Watts, Natasha Mack, Courtney Vandersloot, Astou Ndour-Fall","DeShields, Watts, Mack, Vandersloot, Ndour-Fall",1628890-1630137-1630442-202664-203838,CHI,59.0,1,1.0,2.0,2.0,2.0,2.0,4.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,0.3333333333333333,,1.0,,0.6666666666666666,1.0,,97.6271186440678,24.0,5.5,19.5,5.5,,0.3333333333333333,0.6666666666666666,0.5305,10.3,23.5,-4.0,2.0,,1.0,,1.0,,,1.0,,,,4.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,0.5,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,1.0,,0.6179,0.5305,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-201496-201516-202664,1611661329,"Kahleah Copper, Diamond DeShields, Candace Parker, Allie Quigley, Courtney Vandersloot","Copper, DeShields, Parker, Quigley, Vandersloot",1627674-1628890-201496-201516-202664,CHI,293.0,2,5.0,8.0,9.0,2.0,,17.0,6.0,,8.0,,,,,,4.0,,4.0,4.0,,,,0.8,,,,83.54948805460751,16.0,18.333333333333332,16.0,18.11111111111111,0.75,,0.125,0.434925,7.6625,,,2.0,1.0,1.0,,,4.0,,1.0,5.0,,10.0,10.0,,,,2.0,,8.0,2.0,,4.0,4.0,1.0,3.0,,8.0,,4.0,,,,,1.0,,,2.0,,,,,1.0,,,,1.0,1.0,10.0,,2.0,1.0,0.8,0.8,0.625,,,0.625,,,0.625,,,0.8,,,,0.75,1.0,,1.0,0.125,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.125,,,,,,,0.4053,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628882-1628922-1630113-201516,1611661329,"Kahleah Copper, Lexie Brown, Azurá Stevens, Ruthy Hebard, Allie Quigley","Copper, Brown, Stevens, Hebard, Quigley",1627674-1628882-1628922-1630113-201516,CHI,871.0,4,15.0,26.0,28.0,9.0,4.0,54.0,8.0,8.0,20.0,8.0,4.0,8.0,3.0,1.0,8.0,6.0,14.0,3.0,0.2857142857142857,0.5,0.42857142857142855,0.6666666666666666,0.375,0.42857142857142855,,89.27669345579793,16.26923076923077,16.0,15.307692307692308,15.892857142857142,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.48919821428571425,7.584999999999999,24.6375,-3.0,7.0,4.0,8.0,2.0,3.0,4.0,3.0,4.0,11.0,1.0,26.0,29.0,3.0,6.0,4.0,5.0,8.0,6.0,16.0,2.0,3.0,4.0,2.0,1.0,,9.0,3.0,7.0,3.0,3.0,3.0,3.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,20.0,8.0,7.0,,0.2727272727272727,0.3,0.55,0.75,0.8,0.44642857142857145,0.6,0.5714285714285714,0.4642857142857143,0.6,0.5714285714285714,0.7,0.3333333333333333,0.25,0.8571428571428571,0.5,,1.0,1.0,0.2857142857142857,0.5,0.8,0.5,0.5,0.5,0.25,0.14285714285714285,0.75,0.75,,0.6,0.6666666666666666,0.49956666666666666,0.5024857142857143,0.03571428571428571,0.05,0.23076923076923078,0.3076923076923077,0.2692307692307692,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,0.125,0.125,,,0.5,0.125,0.125,1.0,0.2,0.125,2.0,,2.0,,2.0,,,1.0,,1.0,,0.15384615384615385,0.2857142857142857,2.0,0.2857142857142857,,,1.0,3.0,2.0,1.0,0.15,0.375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1630389-201496-201516-203828,1611661329,"Kahleah Copper, Dana Evans, Candace Parker, Allie Quigley, Stefanie Dolson","Copper, Evans, Parker, Quigley, Dolson",1627674-1630389-201496-201516-203828,CHI,359.0,3,6.0,9.0,8.0,2.0,3.0,17.0,3.0,1.0,7.0,1.0,3.0,1.0,,1.0,3.0,3.0,6.0,4.0,0.125,0.5,,0.6,0.42857142857142855,,1.0,68.18941504178272,21.22222222222222,21.0,20.22222222222222,20.75,0.375,0.125,0.25,0.3838625,12.242857142857144,24.2,3.0,2.0,,1.0,,,,,3.0,,5.0,8.0,5.0,,,,,3.0,,,,,1.0,,,,3.0,3.0,2.0,,,,1.0,2.0,,,6.0,,6.0,,1.0,2.0,,,1.0,2.0,1.0,8.0,3.0,2.0,,,,,,,0.1875,,,0.36363636363636365,,0.75,0.6666666666666666,0.42857142857142855,,1.0,0.5,,,0.5,0.125,,,,,,,0.375,,,,,,0.38799999999999996,,0.1111111111111111,0.125,,0.375,0.2222222222222222,1.0,,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,0.6666666666666666,0.16666666666666666,,,,,1.0,,1.0,,,0.14285714285714285,1.0,,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628882-1628922-201516-203838,1611661329,"Kahleah Copper, Lexie Brown, Azurá Stevens, Allie Quigley, Astou Ndour-Fall","Copper, Brown, Stevens, Quigley, Ndour-Fall",1627674-1628882-1628922-201516-203838,CHI,63.0,1,1.0,3.0,3.0,,1.0,6.0,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,,0.25,,1.0,0.5,1.0,1.0,,137.14285714285714,6.333333333333333,14.666666666666666,4.666666666666667,9.333333333333334,,0.25,1.0,0.6714125,1.3666666666666665,25.7,6.0,,2.0,3.0,1.0,1.0,,,,2.0,2.0,6.0,,1.0,2.0,,,,2.0,2.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,2.0,,,,,,1.0,,2.0,,1.0,,,,,,,4.0,,,,0.5,0.5,0.6666666666666666,1.0,,0.5,0.5,,0.6,0.5,,1.0,1.0,,1.0,,,,,0.75,0.6666666666666666,1.0,0.5,,,,,,,,0.5,1.0,0.47895,,0.2,0.25,0.3333333333333333,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
