EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsUnassisted3s,AtRimAssists,LongMidRangeAssists,DefTwoPtRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,HeaveAttempts,Blocked2s,BlockedShortMidRange,Blocks,OffCorner3ReboundPct,FTDefRebounds,DefFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsPutbacks,Corner3Assists,BadPassSteals,Loose Ball Fouls,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Fg2aBlocked,Fg3aBlocked,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Charge Fouls,SecondChanceCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,Clear Path Fouls,3SecondViolations,team_id,year,season,team_vs
1627674-1628890-1630113-201516-202664,1611661329,"Kahleah Copper, Diamond DeShields, Ruthy Hebard, Allie Quigley, Courtney Vandersloot","Copper, DeShields, Hebard, Quigley, Vandersloot",1627674-1628890-1630113-201516-202664,CHI,459.0,2,8.0,-2.0,15.0,15.0,6.0,1.0,3.0,30.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,6.0,2.0,5.0,6.0,20.0,22.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,6.0,6.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,6.0,1.0,8.0,2.0,1.0,18.0,4.0,6.0,1.0,0.25,0.25,1.0,0.4,0.4,0.6666666666666666,1.0,0.5,0.6363636363636364,1.0,0.3333333333333333,0.7142857142857143,0.5,0.5,0.45454545454545453,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.6,0.5,0.6666666666666666,1.0,94.11764705882352,14.866666666666667,15.733333333333333,14.333333333333334,15.733333333333333,0.18181818181818182,1.0,1.0,0.36363636363636365,0.5,0.5,0.5,0.45454545454545453,0.4,0.4,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6363636363636364,0.4,0.4739954545454545,0.4936,0.4344166666666667,0.15384615384615385,0.25,0.1,0.2,5.816666666666666,25.28,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1628882-1628890-1628922-1630113-201516,1611661329,"Lexie Brown, Diamond DeShields, Azurá Stevens, Ruthy Hebard, Allie Quigley","Brown, DeShields, Stevens, Hebard, Quigley",1628882-1628890-1628922-1630113-201516,CHI,736.0,3,12.0,2.0,25.0,25.0,2.0,1.0,2.0,50.0,4.0,5.0,,,2.0,5.0,1.0,3.0,,7.0,12.0,1.0,5.0,8.0,25.0,23.0,1.0,1.0,2.0,2.0,2.0,,1.0,5.0,10.0,4.0,,3.0,1.0,5.0,,5.0,,1.0,10.0,,1.0,2.0,10.0,1.0,11.0,2.0,1.0,3.0,5.0,,,1.0,3.0,,9.0,,9.0,5.0,,23.0,5.0,2.0,,0.7142857142857143,0.7142857142857143,,0.2,0.2,0.5833333333333334,1.0,1.0,0.5,0.5,1.0,0.5952380952380952,0.5,1.25,0.29411764705882354,0.4,0.2,1.0,,0.7142857142857143,0.125,,,1.0,97.82608695652173,13.64,15.8,13.44,14.96,0.29411764705882354,0.8,0.8,0.29411764705882354,0.4,0.4,0.5,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,0.5882352941176471,0.3333333333333333,0.43519117647058825,0.369125,0.31835,0.23809523809523808,0.3125,0.08,0.2,8.316666666666666,24.3,0.08,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,0.5,0.75,0.11764705882352941,0.5,0.5,1.0,0.11764705882352941,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1628922-1630113-1630389-202664,1611661329,"Kahleah Copper, Azurá Stevens, Ruthy Hebard, Dana Evans, Courtney Vandersloot","Copper, Stevens, Hebard, Evans, Vandersloot",1627674-1628922-1630113-1630389-202664,CHI,194.0,1,3.0,-4.0,5.0,5.0,3.0,5.0,1.0,10.0,2.0,3.0,1.0,2.0,,,,2.0,2.0,2.0,4.0,,3.0,,4.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,,4.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,2.0,2.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,0.5,1.0,0.5,0.2857142857142857,1.0,0.25,0.2857142857142857,1.0,0.25,0.42857142857142855,,,,0.5,,0.25,,,,74.22680412371133,22.0,16.8,21.2,16.2,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,0.2857142857142857,,,,0.5,0.5,0.5,0.8571428571428571,,0.543225,,0.5353333333333333,,,0.5,0.5,5.5,34.699999999999996,0.6,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1628922-1630389-201516-203828,1611661329,"Kahleah Copper, Azurá Stevens, Dana Evans, Allie Quigley, Stefanie Dolson","Copper, Stevens, Evans, Quigley, Dolson",1627674-1628922-1630389-201516-203828,CHI,270.0,2,4.0,2.0,7.0,9.0,3.0,2.0,1.0,16.0,4.0,8.0,1.0,3.0,,,,,,5.0,9.0,,,3.0,13.0,11.0,,2.0,,1.0,3.0,,2.0,4.0,6.0,4.0,,,,3.0,,3.0,,,6.0,,3.0,,4.0,3.0,7.0,,,,,,,,,,4.0,,3.0,1.0,1.0,13.0,4.0,3.0,1.0,0.6,0.6,,,,0.5555555555555556,,0.3333333333333333,0.5555555555555556,,0.3333333333333333,0.65,,0.5,,,0.75,,,0.6666666666666666,0.75,,,,85.33333333333333,19.0,15.222222222222221,17.285714285714285,14.222222222222221,0.8888888888888888,0.5,0.5,,,,,,,,,1.0,0.3333333333333333,,0.8888888888888888,,0.6049333333333333,0.73315,0.5832666666666667,0.1111111111111111,0.1111111111111111,,0.3076923076923077,3.2555555555555555,,0.42857142857142855,,2.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,,,1.0,1.0,,,,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,,1.0,,,,,,,,2.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1628882-1630113-1630389-201496-201516,1611661329,"Lexie Brown, Ruthy Hebard, Dana Evans, Candace Parker, Allie Quigley","Brown, Hebard, Evans, Parker, Quigley",1628882-1630113-1630389-201496-201516,CHI,13.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1630113-1630389-201496-201516,1611661329,"Kahleah Copper, Ruthy Hebard, Dana Evans, Candace Parker, Allie Quigley","Copper, Hebard, Evans, Parker, Quigley",1627674-1630113-1630389-201496-201516,CHI,276.0,3,5.0,11.0,11.0,8.0,,,1.0,19.0,7.0,8.0,,,,,1.0,2.0,,8.0,9.0,1.0,2.0,1.0,20.0,9.0,1.0,1.0,2.0,,,,,,12.0,4.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,,15.0,1.0,,3.0,3.0,1.0,4.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,,18.0,,,,0.75,0.75,1.0,0.5,0.5,0.8888888888888888,1.0,,0.8636363636363636,1.0,,0.9090909090909091,1.0,,0.18181818181818182,1.0,,1.0,1.0,0.75,0.5,,1.0,1.0,99.1304347826087,12.818181818181818,16.875,12.363636363636363,16.875,0.7272727272727273,0.875,0.875,,,,,0.18181818181818182,0.5,0.5,1.0,,,,0.9090909090909091,0.5,0.6278863636363636,,,0.09090909090909091,0.1111111111111111,0.1,,3.066666666666667,24.25,,1.0,1.0,1.0,1.0,,,,,5.0,1.0,,1.0,1.0,,,,,1.0,,,,,,0.7142857142857143,0.09090909090909091,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1628890-1630113-1630385-203838,1611661329,"Kahleah Copper, Diamond DeShields, Ruthy Hebard, Shyla Heal, Astou Ndour-Fall","Copper, DeShields, Hebard, Heal, Ndour-Fall",1627674-1628890-1630113-1630385-203838,CHI,186.0,4,3.0,8.0,7.0,6.0,1.0,1.0,2.0,13.0,1.0,3.0,,,1.0,2.0,1.0,1.0,,2.0,5.0,2.0,3.0,2.0,12.0,4.0,1.0,2.0,2.0,,,1.0,,3.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,,8.0,,2.0,,,2.0,2.0,,,,,,,1.0,2.0,,3.0,,2.0,1.0,,10.0,3.0,1.0,,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4,0.5,,0.625,0.5,1.5,0.6666666666666666,0.5,1.5,0.375,,0.6666666666666666,,,,0.5,1.0,,,100.64516129032258,16.142857142857142,12.166666666666666,15.428571428571429,10.833333333333334,0.375,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,,0.125,1.0,1.0,1.0,,,,0.75,1.0,0.50298125,0.55105,0.25005,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.25,3.02,23.566666666666666,0.14285714285714285,,1.0,,,2.0,,,,1.0,,,3.0,1.0,,,,,,,,,,,1.0,,,,,0.25,0.5,,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1628890-202664-203828-203838,1611661329,"Kahleah Copper, Diamond DeShields, Courtney Vandersloot, Stefanie Dolson, Astou Ndour-Fall","Copper, DeShields, Vandersloot, Dolson, Ndour-Fall",1627674-1628890-202664-203828-203838,CHI,392.0,4,7.0,-3.0,14.0,12.0,4.0,2.0,3.0,26.0,1.0,3.0,,,1.0,3.0,,3.0,1.0,2.0,7.0,,4.0,4.0,8.0,11.0,,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,,1.0,,1.0,,,2.0,1.0,1.0,4.0,4.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,8.0,2.0,5.0,1.0,2.0,7.0,2.0,4.0,1.0,0.5,0.5,,,,0.2857142857142857,,,0.18181818181818182,,,0.2857142857142857,0.25,0.3333333333333333,0.36363636363636365,0.6666666666666666,0.2,1.0,0.3333333333333333,0.8,0.25,,0.5,1.0,95.51020408163265,15.857142857142858,14.166666666666666,13.642857142857142,14.083333333333334,0.2727272727272727,0.3333333333333333,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.2727272727272727,,,,,,0.5,0.6363636363636364,,0.4908136363636364,0.5372,0.36825,0.08333333333333333,0.125,0.125,0.25,7.385714285714286,24.625,0.2857142857142857,,1.0,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,,1.0,0.09090909090909091,,,,0.09090909090909091,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.5,0.14285714285714285,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1630113-1630389-1630442-201516,1611661329,"Kahleah Copper, Ruthy Hebard, Dana Evans, Natasha Mack, Allie Quigley","Copper, Hebard, Evans, Mack, Quigley",1627674-1630113-1630389-1630442-201516,CHI,42.0,1,1.0,,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,2.0,2.0,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,1.0,,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,,,,,,,,,,102.85714285714286,9.5,23.0,9.5,17.0,0.5,1.0,1.0,,,,,0.5,,,,0.5,1.0,0.5,1.0,,0.5447,,0.5447,,,,1.0,1.5,24.4,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
1627674-1630113-1630389-201516-203828,1611661329,"Kahleah Copper, Ruthy Hebard, Dana Evans, Allie Quigley, Stefanie Dolson","Copper, Hebard, Evans, Quigley, Dolson",1627674-1630113-1630389-201516-203828,CHI,277.0,2,5.0,1.0,7.0,8.0,7.0,3.0,,15.0,5.0,6.0,5.0,6.0,1.0,1.0,,,,6.0,7.0,,,,12.0,11.0,,,,6.0,7.0,,,12.0,8.0,4.0,,,,4.0,,4.0,,1.0,8.0,,,2.0,2.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,12.0,12.0,7.0,,0.6666666666666666,0.6666666666666666,,,,0.8571428571428571,,0.8571428571428571,0.8571428571428571,,0.8571428571428571,0.8571428571428571,,0.8571428571428571,,,,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,77.97833935018052,17.0,19.75,17.0,19.75,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.14285714285714285,1.0,1.0,1.0,,,,,0.8571428571428571,0.8333333333333334,,0.8571428571428571,,0.638257142857143,,0.638257142857143,0.14285714285714285,0.14285714285714285,,1.0,2.2285714285714286,,1.0,,,,,,,,,3.0,,,1.0,1.0,,,1.0,,1.0,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,True
