EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Corner3FGA,FG3A,OpponentPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Travels,SecondChanceTurnovers,Fouls,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,OffArc3ReboundPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyOffPoss,PenaltyDefPoss,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,PtsAssisted3s,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,LostBallSteals,Assisted3sPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,Arc3Assists,SecondChanceFg2Pct,SecondChanceEfgPct,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Technical Free Throw Trips,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeAssists,FTDefRebounds,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BlockedShortMidRange,PenaltyArc3FGM,PtsPutbacks,Loose Ball Fouls Drawn,BlockedCorner3,Defensive 3 Seconds Violations,AtRimPctBlocked,PenaltyArc3Accuracy,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,2pt And 1 Free Throw Trips,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,HeaveAttempts,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,team_id,year,season,team_vs
1628279-1628317-1630099-201911-204365,1611661320,"Brittney Sykes, Karlie Samuelson, Te'a Cooper, Kristi Toliver, Erica Wheeler","Sykes, Samuelson, Cooper, Toliver, Wheeler",1628279-1628317-1630099-201911-204365,LAS,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1627678-1629485-1630099-1630441-204365,1611661320,"Bria Holmes, Kristine Anigwe, Te'a Cooper, Arella Guirantes, Erica Wheeler","Holmes, Anigwe, Cooper, Guirantes, Wheeler",1627678-1629485-1630099-1630441-204365,LAS,71.0,1,1.0,-3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,60.84507042253521,35.0,18.0,35.0,18.0,1.0,1.0,0.570975,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1628269-1628279-1629485-1630099-204365,1611661320,"Nia Coffey, Brittney Sykes, Kristine Anigwe, Te'a Cooper, Erica Wheeler","Coffey, Sykes, Anigwe, Cooper, Wheeler",1628269-1628279-1629485-1630099-204365,LAS,140.0,1,2.0,2.0,4.0,5.0,9.0,,,3.0,,,1.0,,1.0,,,,0.25,,,,92.57142857142857,12.0,18.4,12.0,16.6,,0.5,0.4692,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,5.0,0.5,0.5,1.0,1.0,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1628269-1628317-201911-204320-204365,1611661320,"Nia Coffey, Karlie Samuelson, Kristi Toliver, Amanda Zahui B, Erica Wheeler","Coffey, Samuelson, Toliver, Zahui B, Wheeler",1628269-1628317-201911-204320-204365,LAS,166.0,1,3.0,-6.0,5.0,6.0,11.0,,3.0,9.0,1.0,2.0,2.0,1.0,3.0,0.75,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,,0.6666666666666666,95.42168674698796,13.6,16.333333333333332,13.0,16.0,,0.75,0.498075,25.900000000000002,,,,,,1.0,,3.0,,,,,,,,1.0,,2.0,,,,,3.0,,,,0.375,0.375,,,,,,,,,,,,12.3,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.25,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1627678-1628279-1629485-1630099-201911,1611661320,"Bria Holmes, Brittney Sykes, Kristine Anigwe, Te'a Cooper, Kristi Toliver","Holmes, Sykes, Anigwe, Cooper, Toliver",1627678-1628279-1629485-1630099-201911,LAS,310.0,2,5.0,-10.0,9.0,10.0,19.0,,,14.0,,,2.0,3.0,5.0,,,,0.5,0.5,,,88.25806451612902,17.22222222222222,15.5,16.0,14.8,,,0.3844166666666667,,,,,1.0,,6.0,4.0,4.0,,,,,,,2.0,,,3.0,3.0,,6.0,1.0,2.0,,,,,0.2222222222222222,0.6666666666666666,1.0,,,,,0.16666666666666666,,,0.14285714285714285,0.14285714285714285,7.716666666666666,1.0,5.0,,,,,,,3.0,1.0,,,2.0,,,1.0,,0.8333333333333334,,,,,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,0.3333333333333333,0.25,0.16666666666666666,0.2,0.5,0.6,1.0,0.2,0.3523,0.39915,0.5,0.5,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1628279-1628317-1629485-1630099-201911,1611661320,"Brittney Sykes, Karlie Samuelson, Kristine Anigwe, Te'a Cooper, Kristi Toliver","Sykes, Samuelson, Anigwe, Cooper, Toliver",1628279-1628317-1629485-1630099-201911,LAS,299.0,1,5.0,7.0,10.0,9.0,19.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,0.3333333333333333,1.0,1.0,1.0,0.25,,,91.50501672240803,15.6,15.88888888888889,15.6,15.88888888888889,0.2222222222222222,0.5555555555555556,0.4684777777777778,23.833333333333332,2.0,2.0,1.0,2.0,3.0,6.0,,12.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,,,2.0,4.0,1.0,,,12.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,1.0,,0.2222222222222222,1.0,1.0,0.5,0.2222222222222222,0.5,0.5,,,10.049999999999999,1.0,2.0,,1.0,2.0,3.0,1.0,,2.0,2.0,,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.2222222222222222,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,4.0,3.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1627678-1628279-1629485-1630099-1630441,1611661320,"Bria Holmes, Brittney Sykes, Kristine Anigwe, Te'a Cooper, Arella Guirantes","Holmes, Sykes, Anigwe, Cooper, Guirantes",1627678-1628279-1629485-1630099-1630441,LAS,32.0,1,1.0,-3.0,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,90.0,22.0,10.0,12.0,10.0,,,0.4047,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,13.7,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1628269-1629485-1630099-204320-204365,1611661320,"Nia Coffey, Kristine Anigwe, Te'a Cooper, Amanda Zahui B, Erica Wheeler","Coffey, Anigwe, Cooper, Zahui B, Wheeler",1628269-1629485-1630099-204320-204365,LAS,237.0,1,4.0,-1.0,8.0,8.0,16.0,,2.0,8.0,,1.0,1.0,1.0,2.0,0.25,0.5,,0.5,0.2,,0.5,97.21518987341771,16.25,13.375,15.0,13.375,,0.75,0.48068125,24.65,2.0,4.0,,1.0,2.0,6.0,,7.0,2.0,2.0,1.0,2.0,1.0,5.0,,1.0,,1.0,3.0,2.0,,,5.0,0.5,0.5,0.3333333333333333,0.4375,0.4375,,,0.5,0.5,0.5,0.5,0.125,,,,,6.283333333333334,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,,,1.0,,2.0,0.5,0.5,,,0.125,0.25,0.5,0.5,0.5,,,1.0,,2.0,,,,,1.0,,,,1.0,,,,,1.0,,,,0.25,1.0,,,0.5011,,0.2857142857142857,,,,3.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1628269-1628279-1628317-1630099-1630441,1611661320,"Nia Coffey, Brittney Sykes, Karlie Samuelson, Te'a Cooper, Arella Guirantes","Coffey, Sykes, Samuelson, Cooper, Guirantes",1628269-1628279-1628317-1630099-1630441,LAS,113.0,1,2.0,4.0,5.0,5.0,10.0,1.0,2.0,3.0,,,1.0,1.0,2.0,0.5,,,1.0,0.5,,,127.43362831858407,9.2,13.4,7.2,13.4,0.25,0.5,0.6002375,24.15,,,,,1.0,2.0,2.0,7.0,,2.0,,1.0,,3.0,1.0,1.0,,1.0,1.0,,2.0,,4.0,,,0.5,0.625,0.7,1.0,,,,,,,,,,,4.6,1.0,2.0,,1.0,1.0,,1.0,,,,,,2.0,0.5,0.5,,,0.5,0.25,,,,5.0,5.0,,,3.0,2.0,2.0,7.0,1.0,1.0,,,1.0,1.0,1.0,7.0,5.0,1.0,1.5,0.7,0.5,0.5,1.0,1.0,,,0.64575,0.6002375,0.42857142857142855,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.625,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
1628279-1628317-201911-204320-204365,1611661320,"Brittney Sykes, Karlie Samuelson, Kristi Toliver, Amanda Zahui B, Erica Wheeler","Sykes, Samuelson, Toliver, Zahui B, Wheeler",1628279-1628317-201911-204320-204365,LAS,63.0,1,1.0,2.0,2.0,1.0,3.0,,,,,,1.0,,1.0,,,,1.0,,,,68.57142857142857,20.0,23.0,20.0,23.0,,,0.3225,,,,,1.0,,1.0,2.0,2.0,,,,,,,1.0,,,,1.0,,3.0,1.0,2.0,,,,,0.5,1.0,,,,,,1.0,,,0.5,0.5,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2021,2021,False
