EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,FG3M,FtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted3s,Fg3aBlocked,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,FG3APctBlocked,Corner3PctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffThreePtRebounds,OffRebounds,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,PenaltyFG2M,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceFG2M,SelfOReb,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg2Pct,SelfORebPct,SecondChanceAtRimAccuracy,PtsPutbacks,OffAtRimReboundPct,DefCorner3ReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Arc3PctBlocked,Travels,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,BlockedAtRim,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceTurnovers,Charge Fouls,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1628878-1629506-201507-203849-204333,1611661322,"Ariel Atkins, Kiara Leslie, Leilani Mitchell, Theresa Plaisance, Natasha Cloud","Atkins, Leslie, Mitchell, Plaisance, Cloud",1628878-1629506-201507-203849-204333,WAS,108.0,1,2.0,2.0,4.0,4.0,,8.0,,,1.0,2.0,1.0,2.0,,,,2.0,4.0,,4.0,2.0,,2.0,2.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,,,,,1.0,3.0,,,,4.0,,0.5,0.5,0.5,0.5,0.5,,,,,1.0,1.0,1.0,1.0,,1.0,106.66666666666666,13.25,13.75,13.25,13.75,,,,0.5,0.5,0.5,1.0,0.5,0.5,0.5,,,,,,0.400325,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-1628878-201507-202250,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Ariel Atkins, Leilani Mitchell, Tina Charles","Walker-Kimbrough, Wiese, Atkins, Mitchell, Charles",1628278-1628282-1628878-201507-202250,WAS,1.0,1,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.11415,0.11415,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-201507-201919-202250,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Leilani Mitchell, Shavonte Zellous, Tina Charles","Walker-Kimbrough, Wiese, Mitchell, Zellous, Charles",1628278-1628282-201507-201919-202250,WAS,192.0,1,3.0,-3.0,6.0,7.0,6.0,13.0,1.0,2.0,,1.0,,,,,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,3.0,4.0,4.0,1.0,,1.0,1.0,2.0,,,,,2.0,6.0,1.0,1.0,0.3333333333333333,0.2,0.2,0.4,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,,97.5,16.0,13.714285714285714,16.0,13.714285714285714,0.4,0.5,1.0,0.2,,,,,,,,,0.4,,0.8,0.50964,0.50964,4.966666666666667,22.95,1.0,2.0,,,,,,3.0,,,2.0,,,,,,,,2.0,,,,,,0.2,0.2,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,,,,1.0,1.0,,,,0.3333333333333333,,,,,1.0,,0.4,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628282-201507-201919-202250-203849,1611661322,"Sydney Wiese, Leilani Mitchell, Shavonte Zellous, Tina Charles, Theresa Plaisance","Wiese, Mitchell, Zellous, Charles, Plaisance",1628282-201507-201919-202250-203849,WAS,902.0,4,15.0,1.0,27.0,25.0,4.0,52.0,5.0,7.0,2.0,3.0,1.0,4.0,1.0,,12.0,8.0,14.0,13.0,30.0,29.0,3.0,12.0,4.0,11.0,1.0,6.0,10.0,2.0,1.0,24.0,4.0,3.0,7.0,10.0,2.0,,2.0,1.0,2.0,5.0,2.0,2.0,2.0,26.0,4.0,0.75,1.0,0.5714285714285714,0.5185185185185185,0.5357142857142857,0.48148148148148145,0.07142857142857142,0.14285714285714285,1.0,0.5,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5,0.6666666666666666,83.01552106430155,17.22222222222222,17.48,17.0,16.16,0.25925925925925924,0.7142857142857143,0.8333333333333334,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.0,0.14814814814814814,0.25,0.25,1.0,0.037037037037037035,0.4444444444444444,,0.7407407407407407,0.46083846153846153,0.3910625,7.292857142857143,26.884615384615383,0.14814814814814814,1.0,,,4.0,4.0,2.0,2.0,1.0,,7.0,12.0,4.0,4.0,4.0,,2.0,,7.0,,1.0,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.7,0.7,,,,0.3333333333333333,0.36363636363636365,1.0,,0.36363636363636365,0.23333333333333334,1.0,3.0,,1.0,1.0,,,,,,1.0,,1.0,0.07692307692307693,,,0.5,0.6,0.3333333333333333,0.03571428571428571,0.06666666666666667,3.0,,1.0,,1.0,4.0,2.0,3.0,,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,0.13333333333333333,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,2.0,,,,,1.0,,,0.16666666666666666,,0.6,0.6666666666666666,0.4,1.0,0.648,2.0,2.0,1.0,,,1.0,0.08333333333333333,1.0,4.0,0.5,,,,,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628286-1629506-1630118-201507-201919,1611661322,"Erica McCall, Kiara Leslie, Stella Johnson, Leilani Mitchell, Shavonte Zellous","McCall, Leslie, Johnson, Mitchell, Zellous",1628286-1629506-1630118-201507-201919,WAS,170.0,1,3.0,1.0,6.0,6.0,,12.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,4.0,3.0,,,4.0,1.0,,,,,,,,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,4.0,,,,0.6666666666666666,0.5,0.5,0.25,,,1.0,1.0,,1.0,1.0,,,101.6470588235294,15.5,12.833333333333334,15.5,12.833333333333334,0.25,1.0,1.0,0.25,,,,0.25,1.0,1.0,,,0.25,,0.5,0.4133125,,8.700000000000001,27.1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1629506-201507-202250-203849-204333,1611661322,"Kiara Leslie, Leilani Mitchell, Tina Charles, Theresa Plaisance, Natasha Cloud","Leslie, Mitchell, Charles, Plaisance, Cloud",1629506-201507-202250-203849-204333,WAS,273.0,2,5.0,6.0,10.0,10.0,6.0,20.0,,,2.0,2.0,,,,,1.0,2.0,2.0,1.0,14.0,8.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,,5.0,1.0,3.0,4.0,4.0,1.0,,4.0,2.0,2.0,5.0,,,,14.0,6.0,0.5,0.5,1.0,1.1666666666666667,1.0833333333333333,0.3333333333333333,,,0.25,1.0,0.5,0.8,1.0,1.0,1.0,105.4945054945055,10.2,17.1,10.2,16.5,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,0.3333333333333333,,0.3333333333333333,0.4875,0.4875,4.6,26.0,0.6,5.0,,,1.0,1.0,7.0,2.0,1.0,5.0,12.0,3.0,1.0,1.0,1.0,,7.0,2.0,12.0,3.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.1,,,,1.0,1.0,1.0,,1.0,0.8571428571428571,1.0,1.0,,,2.0,,,3.0,,,1.0,,,,,,,0.3333333333333333,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-1629484-201919-203849,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Megan Gustafson, Shavonte Zellous, Theresa Plaisance","Walker-Kimbrough, Wiese, Gustafson, Zellous, Plaisance",1628278-1628282-1629484-201919-203849,WAS,37.0,1,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,77.83783783783784,17.0,20.0,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-1629484-202250-204333,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Megan Gustafson, Tina Charles, Natasha Cloud","Walker-Kimbrough, Wiese, Gustafson, Charles, Cloud",1628278-1628282-1629484-202250-204333,WAS,204.0,1,3.0,-3.0,4.0,5.0,,9.0,,1.0,,2.0,,1.0,1.0,,,,4.0,1.0,3.0,6.0,,,,,1.0,,1.0,,,3.0,1.0,1.0,2.0,3.0,,,,,2.0,2.0,,,,3.0,,,,,0.3,0.3,0.2,0.25,,,1.0,0.5,0.6666666666666666,,,1.0,63.529411764705884,24.5,21.2,21.25,20.2,0.2,,,0.4,,,,0.2,,,,0.2,,,0.4,0.49605,,9.425,22.8,,,1.0,,,1.0,,,,,,3.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,0.25,,,,,,,,,1.0,,,1.0,,,,,,,,,0.5,,0.25,,,,,,0.3755,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628878-1629484-203849-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Megan Gustafson, Theresa Plaisance, Natasha Cloud","Walker-Kimbrough, Atkins, Gustafson, Plaisance, Cloud",1628278-1628878-1629484-203849-204333,WAS,235.0,2,4.0,-7.0,8.0,7.0,,15.0,,,2.0,4.0,1.0,1.0,,,1.0,3.0,5.0,1.0,6.0,13.0,,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,2.0,,,,6.0,,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5,0.16666666666666666,0.2,,0.5,1.0,,1.0,1.0,,,91.91489361702128,16.5,14.714285714285714,16.5,14.0,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,,0.16666666666666666,,0.16666666666666666,0.3928416666666667,,11.28,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628878-202250-203849-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Tina Charles, Theresa Plaisance, Natasha Cloud","Walker-Kimbrough, Atkins, Charles, Plaisance, Cloud",1628278-1628878-202250-203849-204333,WAS,2097.0,4,35.0,20.0,68.0,65.0,9.0,133.0,8.0,15.0,11.0,17.0,4.0,11.0,6.0,2.0,18.0,23.0,43.0,24.0,78.0,58.0,3.0,28.0,18.0,18.0,3.0,14.0,20.0,4.0,3.0,46.0,9.0,12.0,23.0,33.0,1.0,,5.0,10.0,14.0,17.0,2.0,1.0,2.0,68.0,9.0,0.6086956521739131,0.6666666666666666,0.5348837209302325,0.47761194029850745,0.5202702702702703,0.3582089552238806,0.06976744186046512,0.13333333333333333,0.2,0.8,0.75,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.6666666666666666,91.33047210300428,15.985294117647058,15.538461538461538,15.382352941176471,15.169230769230769,0.22388059701492538,0.5333333333333333,0.6153846153846154,0.2537313432835821,0.6470588235294118,0.6875,0.36363636363636365,0.16417910447761194,0.36363636363636365,0.36363636363636365,0.75,0.08955223880597014,0.26865671641791045,0.2857142857142857,0.582089552238806,0.4911746268656717,0.42646428571428574,8.483720930232558,24.71666666666667,0.1323529411764706,4.0,2.0,,4.0,6.0,14.0,4.0,,1.0,3.0,18.0,4.0,6.0,4.0,2.0,18.0,2.0,3.0,1.0,1.0,0.25,,0.25,0.14285714285714285,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.2222222222222222,1.0,,0.2222222222222222,0.038461538461538464,,1.0,,,9.0,4.0,1.0,4.0,1.0,3.0,7.0,,2.0,,,0.6666666666666666,1.0,0.14285714285714285,,0.1111111111111111,0.14893617021276595,6.0,1.0,3.0,1.0,4.0,10.0,5.0,10.0,0.25,0.5,0.5555555555555556,0.2777777777777778,0.2631578947368421,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.1282051282051282,2.0,1.0,2.0,5.0,1.0,7.0,5.0,2.0,5.0,1.0,2.0,,1.0,,0.25,0.058823529411764705,1.0,0.25,0.3333333333333333,0.875,0.2222222222222222,0.2857142857142857,0.5,0.4853166666666667,1.0,3.0,1.0,1.0,1.0,0.6,0.02857142857142857,0.5,4.0,0.2857142857142857,1.0,,1.0,0.04,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.1111111111111111,,,,,,,,,,,,,1611661322,2021,2021,False
1628282-1628878-1628899-202250-203849,1611661322,"Sydney Wiese, Ariel Atkins, Myisha Hines-Allen, Tina Charles, Theresa Plaisance","Wiese, Atkins, Hines-Allen, Charles, Plaisance",1628282-1628878-1628899-202250-203849,WAS,2.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628282-1628878-1628899-202250-204333,1611661322,"Sydney Wiese, Ariel Atkins, Myisha Hines-Allen, Tina Charles, Natasha Cloud","Wiese, Atkins, Hines-Allen, Charles, Cloud",1628282-1628878-1628899-202250-204333,WAS,3881.0,6,65.0,15.0,122.0,126.0,4.0,248.0,13.0,22.0,15.0,34.0,3.0,13.0,8.0,,43.0,31.0,69.0,51.0,133.0,118.0,1.0,38.0,24.0,43.0,7.0,19.0,34.0,10.0,1.0,83.0,17.0,30.0,47.0,65.0,6.0,1.0,11.0,9.0,26.0,28.0,6.0,3.0,6.0,116.0,4.0,0.6129032258064516,0.6551724137931034,0.4492753623188406,0.4708333333333333,0.5038167938931297,0.425,0.10144927536231885,0.09090909090909091,0.5454545454545454,0.7692307692307693,0.85,0.7966101694915254,0.7333333333333333,0.875,0.8235294117647058,92.01752125740788,15.729508196721312,15.571428571428571,14.90983606557377,15.055555555555555,0.18333333333333332,0.5909090909090909,0.65,0.2833333333333333,0.4411764705882353,0.5172413793103449,0.6666666666666666,0.10833333333333334,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.06666666666666667,0.35833333333333334,,0.6083333333333333,0.5049125,0.46018333333333333,7.643478260869565,25.0921568627451,0.03278688524590164,22.0,2.0,,15.0,17.0,20.0,2.0,1.0,4.0,9.0,45.0,15.0,15.0,13.0,2.0,25.0,3.0,9.0,3.0,0.8823529411764706,0.3333333333333333,1.0,0.3333333333333333,0.8333333333333334,0.75,0.25,0.25,1.0,0.3488372093023256,0.3488372093023256,0.8666666666666667,,0.3488372093023256,0.06766917293233082,1.0,1.0,6.0,,12.0,3.0,1.0,5.0,6.0,1.0,9.0,1.0,4.0,,,0.625,0.6666666666666666,0.3333333333333333,1.0,0.0703125,0.11688311688311688,16.0,3.0,7.0,3.0,7.0,17.0,9.0,18.0,0.42857142857142855,0.5,0.5,0.2727272727272727,0.2535211267605634,0.25925925925925924,0.4666666666666667,0.42857142857142855,1.0,0.12781954887218044,4.0,1.0,1.0,8.0,1.0,8.0,9.0,,9.0,5.0,,1.0,,3.0,0.5,0.14705882352941177,,0.23684210526315788,0.15789473684210525,0.6153846153846154,0.26666666666666666,0.3333333333333333,1.0,0.5331636363636364,3.0,3.0,5.0,,1.0,0.375,0.078125,0.75,4.0,0.4444444444444444,1.0,,,,,,1.0,2.0,,2.0,1.0,2.0,,0.2,0.3333333333333333,,3.0,1.0,0.3333333333333333,,,,,,,,,,1611661322,2021,2021,False
1628878-1629506-201507-202250-203849,1611661322,"Ariel Atkins, Kiara Leslie, Leilani Mitchell, Tina Charles, Theresa Plaisance","Atkins, Leslie, Mitchell, Charles, Plaisance",1628878-1629506-201507-202250-203849,WAS,64.0,2,1.0,3.0,3.0,2.0,2.0,5.0,,,,,,,,,2.0,,,2.0,5.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,5.0,2.0,,,,0.75,0.8333333333333334,1.0,,,,,,,,,,112.5,12.333333333333334,13.5,12.333333333333334,13.5,,,,,,,,,,,,,1.0,,1.0,0.51015,0.52755,,24.4,0.6666666666666666,1.0,,,1.0,1.0,2.0,,1.0,2.0,5.0,,1.0,,,,2.0,,5.0,,,0.5,1.0,0.5,1.5,1.25,,,,0.5,0.5,,,0.5,1.0,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-1628286-201507-203849,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Erica McCall, Leilani Mitchell, Theresa Plaisance","Walker-Kimbrough, Wiese, McCall, Mitchell, Plaisance",1628278-1628282-1628286-201507-203849,WAS,110.0,1,2.0,3.0,3.0,4.0,3.0,7.0,1.0,1.0,,,,3.0,,,1.0,1.0,4.0,1.0,5.0,2.0,1.0,,2.0,1.0,,,1.0,,,3.0,1.0,,2.0,4.0,,,,1.0,1.0,,,,,,3.0,,,0.25,0.5,0.5,0.2,,,,,1.0,0.5,,,1.0,91.63636363636364,18.0,14.0,16.333333333333332,13.75,0.2,1.0,1.0,,,,,0.6,,,,,0.2,,0.4,0.39744999999999997,0.39744999999999997,12.7,26.4,1.0,4.0,,,1.0,1.0,,4.0,1.0,,5.0,3.0,1.0,1.0,1.0,,,,5.0,,1.0,1.0,1.0,1.0,0.5,0.5,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.2,1.0,,,2.0,1.0,1.0,1.0,1.0,5.0,,2.0,1.0,1.25,1.25,,0.6666666666666666,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,0.25,,1.0,0.6666666666666666,,,0.5,0.2,1.0,0.418425,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-1628878-201919-202250,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Ariel Atkins, Shavonte Zellous, Tina Charles","Walker-Kimbrough, Wiese, Atkins, Zellous, Charles",1628278-1628282-1628878-201919-202250,WAS,130.0,1,2.0,-2.0,5.0,5.0,,10.0,1.0,2.0,,1.0,1.0,1.0,,,,2.0,4.0,,4.0,6.0,,4.0,,,,2.0,2.0,,1.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,4.0,,1.0,1.0,0.5,0.5,0.5,,,,1.0,1.0,,1.0,1.0,,,110.76923076923077,13.8,12.2,13.8,12.2,0.5,0.5,0.5,0.25,,,,0.25,1.0,1.0,1.0,,,,0.5,0.542125,,7.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
1628278-1628282-1628878-202250-203849,1611661322,"Shatori Walker-Kimbrough, Sydney Wiese, Ariel Atkins, Tina Charles, Theresa Plaisance","Walker-Kimbrough, Wiese, Atkins, Charles, Plaisance",1628278-1628282-1628878-202250-203849,WAS,449.0,4,7.0,-1.0,14.0,14.0,,28.0,1.0,1.0,3.0,5.0,,,1.0,,6.0,4.0,6.0,7.0,14.0,15.0,,2.0,6.0,6.0,,1.0,2.0,1.0,,5.0,,4.0,5.0,7.0,,,1.0,1.0,1.0,4.0,,,,12.0,,0.25,0.25,0.6666666666666666,0.4230769230769231,0.4666666666666667,0.5384615384615384,,,,0.8,,0.8,1.0,1.0,,89.79955456570156,18.142857142857142,13.928571428571429,17.5,13.571428571428571,0.07692307692307693,1.0,1.0,0.38461538461538464,0.6,0.6,0.3333333333333333,,,,,0.07692307692307693,0.46153846153846156,,0.6153846153846154,0.4737961538461538,,10.216666666666667,25.657142857142855,,,,,1.0,1.0,3.0,,,,,3.0,1.0,1.0,1.0,,4.0,,,,1.0,0.14285714285714285,,0.14285714285714285,,,,,,0.16666666666666666,0.16666666666666666,1.0,,0.16666666666666666,,,,,,2.0,,,1.0,1.0,,2.0,,,,,0.5,,,,0.13333333333333333,0.25,1.0,,,,,2.0,2.0,2.0,,1.0,1.0,0.3333333333333333,0.25,0.4,,,,0.14285714285714285,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1611661322,2021,2021,False
