EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Minutes,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,SecondChanceTurnovers,PenaltyTurnovers,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,DefShortMidRangeReboundPct,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,NonShootingFoulsDrawn,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyPointsPct,AtRimAssists,Travels,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,OffTwoPtRebounds,SelfOReb,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFGM,FTDefRebounds,DefFTReboundPct,PenaltyAtRimAccuracy,team_id,year,season,team_vs
1627671-1627672-1629483-1629524-201480,1611661324,"Rachel Banham, Aerial Powers, Napheesa Collier, Bridget Carleton, Sylvia Fowles","Banham, Powers, Collier, Carleton, Fowles",1627671-1627672-1629483-1629524-201480,MIN,19.0,1,2,2,1,1.0,3,2.0,2.0,1.0,1,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,227.3684210526316,6.0,7.0,6.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627671-1627672-1629483-1629524-203831,1611661324,"Rachel Banham, Aerial Powers, Napheesa Collier, Bridget Carleton, Natalie Achonwa","Banham, Powers, Collier, Carleton, Achonwa",1627671-1627672-1629483-1629524-203831,MIN,138.0,1,1,5,6,3.0,11,,7.0,2.0,2,3,1.0,1.0,1.0,,,,7.0,0.7,1.0,1.0,1.0,1.0,114.78260869565219,16.4,9.333333333333334,15.8,9.333333333333334,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.7,0.6,0.5,0.5,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.2,0.5,0.5,0.8,0.56509,0.5502,5.1,22.866666666666664,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627671-1627672-1629483-201480-203825,1611661324,"Rachel Banham, Aerial Powers, Napheesa Collier, Sylvia Fowles, Kayla McBride","Banham, Powers, Collier, Fowles, McBride",1627671-1627672-1629483-201480-203825,MIN,32.0,1,2,1,1,,2,2.0,2.0,1.0,1,1,,,,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,90.0,14.0,18.0,14.0,18.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627671-1629483-1629524-201480-203825,1611661324,"Rachel Banham, Napheesa Collier, Bridget Carleton, Sylvia Fowles, Kayla McBride","Banham, Collier, Carleton, Fowles, McBride",1627671-1629483-1629524-201480-203825,MIN,99.0,1,-2,3,4,,7,,,1.0,1,1,1.0,,2.0,,,,,,0.5,1.0,1.0,,101.81818181818183,16.666666666666668,12.25,16.666666666666668,12.25,,,2.0,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,0.507,,,23.2,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627672-1629483-1629524-1630101-203825,1611661324,"Aerial Powers, Napheesa Collier, Bridget Carleton, Crystal Dangerfield, Kayla McBride","Powers, Collier, Carleton, Dangerfield, McBride",1627672-1629483-1629524-1630101-203825,MIN,50.0,1,4,3,3,,6,4.0,4.0,2.0,3,3,,,,2.0,4.0,,4.0,1.0,,1.0,1.0,1.0,172.79999999999998,7.0,9.666666666666666,7.0,9.666666666666666,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627672-1629483-1629524-203406-203831,1611661324,"Aerial Powers, Napheesa Collier, Bridget Carleton, Layshia Clarendon, Natalie Achonwa","Powers, Collier, Carleton, Clarendon, Achonwa",1627672-1629483-1629524-203406-203831,MIN,218.0,1,2,8,7,,15,,6.0,1.0,2,2,1.0,1.0,3.0,1.0,,,6.0,0.6,0.3333333333333333,0.5,0.5,1.0,99.08256880733946,11.0,18.571428571428573,11.0,15.0,,,4.0,,,3.0,3.0,,,,,,2.0,,3.0,3.0,,2.0,4.0,,4.0,2.0,,2.0,2.0,,2.0,,,4.0,,,,,4.0,,,0.6666666666666666,0.6666666666666666,,,,1.0,0.6,0.4,,,,,0.6,1.0,1.0,,,,,,,,,0.4,,,1.0,0.63125,,1.7666666666666666,25.0,,2.0,1.0,1.0,,2.0,,,,,,1.0,,,0.5,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627672-1629483-1630101-201480-203825,1611661324,"Aerial Powers, Napheesa Collier, Crystal Dangerfield, Sylvia Fowles, Kayla McBride","Powers, Collier, Dangerfield, Fowles, McBride",1627672-1629483-1630101-201480-203825,MIN,951.0,1,2,32,29,2.0,61,8.0,34.0,7.0,9,17,3.0,2.0,8.0,9.0,9.0,4.0,28.0,0.5151515151515151,0.375,0.7777777777777778,0.75,1.0,92.3659305993691,16.65625,14.413793103448276,15.59375,14.172413793103448,0.125,0.17391304347826086,16.0,2.0,6.0,8.0,15.0,2.0,2.0,,2.0,1.0,7.0,,10.0,20.0,2.0,9.0,32.0,1.0,6.0,14.0,6.0,7.0,3.0,2.0,5.0,,1.0,12.0,2.0,8.0,2.0,,4.0,1.0,,0.3,0.3333333333333333,1.0,0.2222222222222222,0.2222222222222222,0.5,0.4482758620689655,0.3103448275862069,0.3333333333333333,0.5,0.25,0.75,0.5172413793103449,0.5333333333333333,0.5714285714285714,0.06896551724137931,1.0,1.0,0.5,0.06896551724137931,,,,0.2413793103448276,0.3333333333333333,,0.8275862068965517,0.5457637931034482,0.6102666666666666,4.654999999999999,23.5,0.0625,4.0,4.0,,2.0,5.0,1.0,1.0,0.75,3.0,3.0,2.0,1.0,0.3,0.6666666666666666,1.0,0.08823529411764706,2.0,1.0,,1.0,,,,,0.5,,0.25,1.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,0.25,0.2,0.42857142857142855,0.05,0.06666666666666667,0.6,0.42857142857142855,1.0,0.5,0.13333333333333333,0.10344827586206896,0.2857142857142857,0.2857142857142857,1.0,0.8,0.25,0.2,0.6666666666666666,0.2857142857142857,0.6189,0.17647058823529413,,,,,,,,,,,,1611661324,2021,2021,True
1627672-1629483-201480-203406-203825,1611661324,"Aerial Powers, Napheesa Collier, Sylvia Fowles, Layshia Clarendon, Kayla McBride","Powers, Collier, Fowles, Clarendon, McBride",1627672-1629483-201480-203406-203825,MIN,475.0,1,-1,15,17,,32,,18.0,3.0,3,3,1.0,,2.0,3.0,,,18.0,0.6923076923076923,0.5,1.0,1.0,,97.01052631578948,15.066666666666666,14.647058823529411,15.066666666666666,14.647058823529411,,,8.0,,,5.0,6.0,,1.0,1.0,2.0,,3.0,,6.0,8.0,2.0,5.0,19.0,,4.0,8.0,6.0,3.0,2.0,2.0,4.0,1.0,,10.0,,,,,3.0,,,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,0.75,0.6923076923076923,0.38461538461538464,,,,,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.07692307692307693,,,,0.15384615384615385,0.5,0.5,1.0,0.23076923076923078,,,0.8461538461538461,0.5974461538461538,,3.825,23.380000000000003,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,1.0,,,,,,,0.4,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.125,,,,,,,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,,,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,1611661324,2021,2021,True
1627672-1630101-201480-203825-203831,1611661324,"Aerial Powers, Crystal Dangerfield, Sylvia Fowles, Kayla McBride, Natalie Achonwa","Powers, Dangerfield, Fowles, McBride, Achonwa",1627672-1630101-201480-203825-203831,MIN,50.0,1,-2,2,3,3.0,5,,,1.0,1,1,,,,1.0,,,,,,0.5,0.5,0.5,144.0,10.0,10.0,10.0,9.666666666666666,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,0.5,,,1.0,0.577525,,2.3,24.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1629483-1629524-1630101-201480-203825,1611661324,"Napheesa Collier, Bridget Carleton, Crystal Dangerfield, Sylvia Fowles, Kayla McBride","Collier, Carleton, Dangerfield, Fowles, McBride",1629483-1629524-1630101-201480-203825,MIN,94.0,1,1,3,3,,6,1.0,3.0,2.0,2,2,,,1.0,1.0,1.0,1.0,3.0,0.75,,1.0,1.0,,91.91489361702128,15.0,16.333333333333332,15.0,16.333333333333332,0.5,1.0,2.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,0.5,0.5,,,,1.0,0.5,1.0,1.0,,,,,,,,,0.5,,,1.0,0.6022,,2.0,25.2,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
