EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Corner3Assists,FTOffRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffFTReboundPct,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefFTReboundPct,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimAccuracy,BlockingFouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangeFGM,ShortMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3FGA,PenaltyArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,3SecondViolations,SecondChanceFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,OffCorner3ReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffTwoPtRebounds,SelfOReb,LostBallTurnovers,Loose Ball Fouls Drawn,BlockedLongMidRange,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,OffAtRimReboundPct,PtsPutbacks,Loose Ball Fouls,BlockedShortMidRange,ShortMidRangePctBlocked,Charge Fouls Drawn,BlockingFoulsDrawn,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Technical Free Throw Trips,Clear Path Fouls,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,HeaveAttempts,BlockedArc3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101024-101033-201907-203017-203029,1611661321,"Temeka Johnson, Roneeka Hodges, Courtney Paris, Glory Johnson, Riquna Williams","Johnson, Hodges, Paris, Johnson, Williams",101024-101033-201907-203017-203029,TUL,377.0,6,6.0,6.0,14.0,13.0,27.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,5.0,8.0,2.0,3.0,2.0,18.0,12.0,8.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,11.0,2.0,5.0,7.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,18.0,0.8,0.8,0.5,0.6666666666666666,0.6666666666666666,0.625,0.7272727272727273,0.75,0.2727272727272727,0.125,0.5,1.0,0.6666666666666666,0.875,1.0,1.0,1.0,0.5,1.0,103.12997347480106,11.714285714285714,16.384615384615383,11.714285714285714,15.615384615384615,0.18181818181818182,0.5,1.0,1.0,0.09090909090909091,0.45454545454545453,0.8,0.8,0.75,0.18181818181818182,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,0.45454545454545453,1.0,0.4756409090909091,0.08333333333333333,0.1111111111111111,11.6125,21.099999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
101024-101080-200684-202265-203017,1611661321,"Temeka Johnson, Jennifer Lacy, Scholanda Dorrell, Jene Morris, Glory Johnson","Johnson, Lacy, Dorrell, Morris, Johnson",101024-101080-200684-202265-203017,TUL,136.0,2,2.0,7.0,7.0,6.0,13.0,1.0,2.0,,,,1.0,2.0,,,1.0,2.0,1.0,2.0,5.0,10.0,3.0,,2.0,3.0,,,,,,1.0,1.0,,,,3.0,,,,1.0,,,,1.0,3.0,,4.0,6.0,2.0,8.0,,,1.0,0.5,0.5,0.5,0.625,0.7142857142857143,0.5,,,,,,,,,,,137.64705882352942,9.428571428571429,11.666666666666666,8.714285714285714,11.666666666666666,0.5,0.5,0.5,,,,,,,0.5,0.5,0.5,,,,,1.0,,0.55745,0.3333333333333333,0.5,2.25,21.5,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,8.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,6.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5152,0.5715333333333333,0.2,0.8,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
101024-101080-201056-201907-203029,1611661321,"Temeka Johnson, Jennifer Lacy, Ivory Latta, Courtney Paris, Riquna Williams","Johnson, Lacy, Latta, Paris, Williams",101024-101080-201056-201907-203029,TUL,222.0,3,4.0,-13.0,9.0,10.0,19.0,,,1.0,,3.0,,,,3.0,,4.0,,3.0,,,13.0,,,,,3.0,,,,,,,,,,,,1.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,0.42857142857142855,,,,,,,,,,,123.24324324324324,15.88888888888889,7.9,15.88888888888889,7.9,,,,,0.14285714285714285,0.42857142857142855,,,,,,,0.42857142857142855,,,,0.42857142857142855,,0.4560571428571429,,,13.475,21.366666666666664,1.0,5.0,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.1111111111111111,1.0,2.0,2.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
101024-201056-201884-202640-203017,1611661321,"Temeka Johnson, Ivory Latta, Chante Black, Karima Christmas-Kelly, Glory Johnson","Johnson, Latta, Black, Christmas-Kelly, Johnson",101024-201056-201884-202640-203017,TUL,94.0,1,2.0,-3.0,3.0,4.0,7.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,8.0,2.0,,3.0,,,,,1.0,1.0,2.0,,1.0,,5.0,,,,,,,,,,,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.8333333333333334,0.5,,,,,,,,,,,107.23404255319149,15.666666666666666,11.75,15.666666666666666,11.75,0.5,1.0,1.0,1.0,,,,,,0.5,1.0,1.0,,,,,1.0,,0.6058,0.3333333333333333,0.5,1.2,21.6,2.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,5.0,1.0,,,1.0,1.0,,,5.0,2.0,,,1.0,,,1.25,,1.25,,1.0,,,0.5,0.5,1.0,,0.6058,,1.0,0.6666666666666666,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
101033-101080-200684-201056-203029,1611661321,"Roneeka Hodges, Jennifer Lacy, Scholanda Dorrell, Ivory Latta, Riquna Williams","Hodges, Lacy, Dorrell, Latta, Williams",101033-101080-200684-201056-203029,TUL,169.0,2,3.0,-4.0,5.0,6.0,11.0,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,2.0,4.0,,6.0,10.0,,,3.0,3.0,2.0,1.0,,,1.0,1.0,,,,3.0,,1.0,1.0,1.0,,,,2.0,2.0,,1.0,,,6.0,,,0.5,0.5,0.5,,0.6,0.6,0.8,,,1.0,,1.0,1.0,,,,,93.72781065088756,16.0,14.833333333333334,16.0,13.5,,,,,0.2,,,,,0.4,0.5,0.5,0.4,0.5,0.5,,0.8,0.5,0.54106,,,13.1,22.125,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
200684-201056-201483-201884-203017,1611661321,"Scholanda Dorrell, Ivory Latta, Amber Holt, Chante Black, Glory Johnson","Dorrell, Latta, Holt, Black, Johnson",200684-201056-201483-201884-203017,TUL,299.0,2,5.0,5.0,9.0,10.0,19.0,3.0,3.0,3.0,,,,1.0,1.0,2.0,3.0,6.0,1.0,3.0,1.0,10.0,5.0,4.0,2.0,,3.0,2.0,1.0,,2.0,,2.0,,2.0,,4.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,4.0,,2.0,1.0,1.0,10.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5555555555555556,0.3333333333333333,,,0.3333333333333333,1.0,0.5,,0.5,,,1.0,91.50501672240803,14.222222222222221,17.1,14.222222222222221,14.4,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,,,,,0.1111111111111111,,,0.2222222222222222,0.5,0.5,,0.6666666666666666,0.5,0.5440555555555555,0.1111111111111111,0.16666666666666666,4.883333333333334,22.366666666666664,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
200684-201056-202640-202653-203017,1611661321,"Scholanda Dorrell, Ivory Latta, Karima Christmas-Kelly, Kayla Pedersen, Glory Johnson","Dorrell, Latta, Christmas-Kelly, Pedersen, Johnson",200684-201056-202640-202653-203017,TUL,119.0,1,2.0,,5.0,4.0,9.0,,1.0,2.0,,,,,,,1.0,3.0,,,2.0,4.0,4.0,2.0,,,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,,,,1.0,1.0,,2.0,4.0,,4.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.4,,,,0.5,,0.3333333333333333,0.5,,,,,108.90756302521008,11.0,16.0,11.0,10.25,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,0.3333333333333333,,0.4865333333333333,,,4.366666666666666,,2.0,4.0,,,,,,,,,,,,,2.0,2.0,,,,2.0,2.0,,2.0,2.0,2.0,,2.0,,,,,,0.5,,,,,,,,,,,0.5,0.4,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
201056-201884-202640-203029-203041,1611661321,"Ivory Latta, Chante Black, Karima Christmas-Kelly, Riquna Williams, Lynetta Kizer","Latta, Black, Christmas-Kelly, Williams, Kizer",201056-201884-202640-203029-203041,TUL,90.0,1,2.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,,,,,,,1.0,2.0,,,2.0,4.0,3.0,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,2.0,,4.0,,,,,,0.5,0.5,0.6666666666666666,,,,,1.0,1.0,,,,1.0,,112.0,9.75,17.0,9.75,17.0,0.5,1.0,1.0,,0.5,,,,,,,,,,,,0.5,,0.4036,,,4.25,,4.0,3.0,,,,1.0,,,,,,2.0,,,2.0,4.0,,,,1.0,1.0,,1.0,4.0,4.0,,1.0,,,,0.5,,0.6666666666666666,,,,,0.5,,,,0.4036,,1.0,1.0,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
201056-202640-202653-203017-203029,1611661321,"Ivory Latta, Karima Christmas-Kelly, Kayla Pedersen, Glory Johnson, Riquna Williams","Latta, Christmas-Kelly, Pedersen, Johnson, Williams",201056-202640-202653-203017-203029,TUL,56.0,2,1.0,-1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,2.0,3.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,0.5,0.5,0.5,,,,,,,,,,,102.85714285714286,22.5,5.5,22.5,5.5,0.5,1.0,1.0,,,,,,,,,,0.5,,,,1.0,,0.41755,,,3.2,21.6,2.0,2.0,,,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,,,2.0,2.0,,,,,,0.5,,0.5,,,,,0.5,,,,0.41755,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
101033-201056-201483-201907-203017,1611661321,"Roneeka Hodges, Ivory Latta, Amber Holt, Courtney Paris, Glory Johnson","Hodges, Latta, Holt, Paris, Johnson",101033-201056-201483-201907-203017,TUL,133.0,2,2.0,3.0,5.0,3.0,8.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,,5.0,2.0,,2.0,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,3.0,2.0,,2.0,3.0,1.0,2.0,2.0,,,,1.0,,,2.0,,,1.0,0.5,0.5,0.5,0.625,0.625,0.5,,,,1.0,1.0,,,,1.0,1.0,86.61654135338345,18.6,13.333333333333334,17.8,13.333333333333334,0.25,1.0,1.0,,0.25,,,,,,,,0.5,0.5,0.5,1.0,0.75,0.5,0.4893,,,3.65,22.25,2.0,3.0,1.0,,,,,,,,3.0,1.0,,,,,,,1.0,,,,,,2.0,,,,,1.5,,1.5,,,,,,,,,,0.3463,0.6,,0.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,False
