EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,3SecondViolations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,FTOffRebounds,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGM,Offensive Fouls,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,HeaveAttempts,Charge Fouls,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
100723-100874-101020-200691-202263,1611661323,"Asjha Jones, Kara Lawson, Tan White, Mistie Bass, Danielle McCray","Jones, Lawson, White, Bass, McCray",100723-100874-101020-200691-202263,CON,84.0,1,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.25,1.25,0.5,68.57142857142857,16.5,25.5,16.5,20.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.53435,12.4,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100874-101020-202250-202254-202263,1611661323,"Kara Lawson, Tan White, Tina Charles, Kelsey Griffin, Danielle McCray","Lawson, White, Charles, Griffin, McCray",100874-101020-202250-202254-202263,CON,244.0,2,4.0,7.0,7.0,6.0,13.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,10.0,3.0,2.0,6.0,2.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,0.5,0.5,0.5,0.625,0.625,0.5,76.72131147540983,18.285714285714285,19.333333333333332,16.142857142857142,19.333333333333332,0.25,1.0,1.0,0.25,0.5,0.5,1.0,0.625,0.5,0.500475,10.0,22.075,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,0.25,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.125,0.5,0.125,0.25,0.5,0.5,1.0,0.3811,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100874-101042-201904-202254-202255,1611661323,"Kara Lawson, Jessica Moore, Renee Montgomery, Kelsey Griffin, Allison Hightower","Lawson, Moore, Montgomery, Griffin, Hightower",100874-101042-201904-202254-202255,CON,41.0,1,1.0,-2.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,70.2439024390244,12.0,29.0,12.0,11.0,,,,1.0,,,,1.0,,0.56475,,24.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100723-100874-101020-201904-202250,1611661323,"Asjha Jones, Kara Lawson, Tan White, Renee Montgomery, Tina Charles","Jones, Lawson, White, Montgomery, Charles",100723-100874-101020-201904-202250,CON,2680.0,12,45.0,4.0,86.0,90.0,176.0,8.0,27.0,,10.0,28.0,66.0,2.0,15.0,82.0,78.0,26.0,6.0,10.0,,2.0,17.0,,36.0,6.0,3.0,28.0,71.0,1.0,0.13333333333333333,0.13333333333333333,0.42424242424242425,0.38271604938271603,0.45054945054945056,0.18518518518518517,94.56716417910448,15.069767441860465,15.377777777777778,14.209302325581396,13.944444444444445,0.3333333333333333,0.2962962962962963,0.32,0.12345679012345678,,,,0.48148148148148145,,0.4806932098765432,7.872727272727273,22.09333333333333,13.0,24.0,15.0,2.0,5.0,4.0,12.0,11.0,30.0,6.0,15.0,2.0,4.0,6.0,12.0,24.0,40.0,18.0,58.0,7.0,14.0,22.0,0.5357142857142857,0.6,0.3333333333333333,0.25,0.3235294117647059,0.09090909090909091,0.125,0.6857142857142857,0.3157894736842105,0.46153846153846156,0.72,0.35294117647058826,0.45454545454545453,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963,0.5,0.18518518518518517,0.06172839506172839,0.4,0.4,1.0,0.50475,0.13414634146341464,19.0,40.0,13.0,4.0,8.0,4.0,7.0,7.0,1.0,1.0,2.0,3.0,3.0,20.0,4.0,3.0,5.0,13.0,1.0,5.0,9.0,22.0,6.0,5.0,6.0,12.0,4.0,1.0,3.0,7.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,6.0,2.0,3.0,1.0,1.0,3.0,22.0,2.0,9.0,3.0,2.0,1.0,1.0,2.0,1.0,20.0,18.0,5.0,1.0,0.2,0.38461538461538464,0.3611111111111111,0.5,0.07407407407407407,0.06666666666666667,0.5,0.6666666666666666,0.8,0.2631578947368421,0.25,0.4,0.7272727272727273,0.8333333333333334,0.6666666666666666,0.022222222222222223,0.5,0.5416666666666666,0.6190476190476191,0.38461538461538464,0.4666666666666667,0.5,0.8571428571428571,0.5,0.5,0.0625,0.1875,0.3888888888888889,0.5714285714285714,0.1111111111111111,0.5,0.16666666666666666,0.5079972222222222,0.10227272727272728,0.1232876712328767,0.2682926829268293,0.22093023255813954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100723-100874-201904-202250-202255,1611661323,"Asjha Jones, Kara Lawson, Renee Montgomery, Tina Charles, Allison Hightower","Jones, Lawson, Montgomery, Charles, Hightower",100723-100874-201904-202250-202255,CON,3511.0,12,59.0,2.0,110.0,103.0,213.0,9.0,27.0,5.0,12.0,34.0,74.0,5.0,20.0,104.0,102.0,36.0,9.0,12.0,5.0,3.0,19.0,3.0,41.0,10.0,7.0,22.0,79.0,0.6,0.25,0.25,0.4594594594594595,0.44148936170212766,0.5,0.2127659574468085,87.35972657362575,16.181818181818183,16.805825242718445,15.054545454545455,15.41747572815534,0.2872340425531915,0.3333333333333333,0.3333333333333333,0.1276595744680851,0.4166666666666667,0.4166666666666667,0.6,0.5106382978723404,0.4166666666666667,0.46243989361702126,8.162162162162161,22.509999999999998,17.0,28.0,19.0,,8.0,10.0,14.0,25.0,32.0,4.0,16.0,,3.0,5.0,13.0,21.0,37.0,18.0,55.0,12.0,25.0,29.0,0.47058823529411764,0.5333333333333333,0.7142857142857143,0.625,0.6578947368421053,0.05405405405405406,0.14285714285714285,0.7241379310344828,0.3611111111111111,0.3333333333333333,0.6981132075471698,0.35294117647058826,0.5555555555555556,0.375,,0.8333333333333334,0.2978723404255319,0.3333333333333333,0.20212765957446807,0.0851063829787234,,,,0.4680571428571429,0.2403846153846154,37.0,25.0,18.0,5.0,8.0,4.0,8.0,7.0,1.0,,4.0,1.0,5.0,21.0,2.0,5.0,11.0,24.0,,9.0,10.0,32.0,8.0,9.0,4.0,16.0,,1.0,3.0,13.0,8.0,2.0,5.0,,4.0,1.0,6.0,16.0,,1.0,1.0,1.0,3.0,24.0,3.0,9.0,3.0,1.0,,1.0,1.0,1.0,30.0,36.0,1.0,2.0,,0.4583333333333333,0.3333333333333333,0.42105263157894735,,,0.52,,0.6666666666666666,0.29411764705882354,0.3,0.2857142857142857,0.7857142857142857,0.7692307692307693,0.5454545454545454,0.02127659574468085,1.0,0.6428571428571429,0.75,0.5,0.3684210526315789,0.3684210526315789,0.5714285714285714,0.5,0.625,0.0625,0.0625,0.24242424242424243,0.5,0.12121212121212122,,0.15151515151515152,0.4475272727272727,0.09900990099009901,0.1125,0.3076923076923077,0.33636363636363636,6.0,3.0,1.0,1.0,1.0,0.4,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100874-200691-201904-202250-202255,1611661323,"Kara Lawson, Mistie Bass, Renee Montgomery, Tina Charles, Allison Hightower","Lawson, Bass, Montgomery, Charles, Hightower",100874-200691-201904-202250-202255,CON,2711.0,16,45.0,22.0,88.0,82.0,170.0,10.0,23.0,4.0,15.0,26.0,54.0,9.0,23.0,107.0,85.0,30.0,27.0,15.0,4.0,9.0,20.0,4.0,49.0,7.0,7.0,26.0,83.0,1.0,0.391304347826087,0.391304347826087,0.48148148148148145,0.512987012987013,0.5888888888888889,0.2987012987012987,90.29878273699742,15.852272727272727,16.048780487804876,14.090909090909092,14.963414634146341,0.2987012987012987,0.43478260869565216,0.43478260869565216,0.19480519480519481,0.26666666666666666,0.26666666666666666,1.0,0.5324675324675324,0.26666666666666666,0.46995454545454546,8.372222222222222,22.382608695652173,17.0,18.0,13.0,5.0,8.0,8.0,14.0,24.0,22.0,4.0,11.0,5.0,4.0,5.0,14.0,17.0,26.0,20.0,46.0,5.0,16.0,14.0,0.4230769230769231,0.5,0.5714285714285714,0.5588235294117647,0.631578947368421,0.07407407407407407,0.16666666666666666,0.68,0.5,0.35714285714285715,0.6111111111111112,0.4523809523809524,0.5714285714285714,0.3333333333333333,0.6,1.0,0.23376623376623376,0.4,0.16883116883116883,0.1038961038961039,0.625,0.625,1.0,0.511573076923077,0.22429906542056074,34.0,10.0,11.0,5.0,7.0,4.0,7.0,5.0,1.0,1.0,2.0,2.0,6.0,28.0,3.0,5.0,9.0,20.0,2.0,8.0,15.0,39.0,8.0,3.0,4.0,5.0,4.0,2.0,,11.0,4.0,1.0,7.0,3.0,,3.0,4.0,9.0,,3.0,1.0,2.0,1.0,29.0,1.0,8.0,5.0,3.0,1.0,1.0,3.0,2.0,39.0,34.0,1.0,5.0,0.25,0.45,0.42857142857142855,0.5428571428571428,,0.07692307692307693,0.6875,1.0,0.45454545454545453,0.5384615384615384,0.375,0.36363636363636365,0.45454545454545453,0.4444444444444444,0.5,0.05263157894736842,0.6666666666666666,0.6111111111111112,0.7333333333333333,0.2727272727272727,0.38461538461538464,0.4166666666666667,0.8,0.4117647058823529,0.7142857142857143,0.058823529411764705,0.11764705882352941,0.25,0.5714285714285714,0.07142857142857142,0.5,0.21428571428571427,0.45396071428571433,0.10588235294117647,0.13114754098360656,0.3644859813084112,0.38636363636363635,,,2.0,1.0,1.0,0.2,0.041666666666666664,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,1611661323,2012,2012,False
101020-201904-202254-202255-202263,1611661323,"Tan White, Renee Montgomery, Kelsey Griffin, Allison Hightower, Danielle McCray","White, Montgomery, Griffin, Hightower, McCray",101020-201904-202254-202255-202263,CON,25.0,1,,,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,115.19999999999999,11.0,14.0,11.0,14.0,1.0,,,,,,,,,0.4141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4141,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
200691-201904-202253-202254-202255,1611661323,"Mistie Bass, Renee Montgomery, Kalana Greene, Kelsey Griffin, Allison Hightower","Bass, Montgomery, Greene, Griffin, Hightower",200691-201904-202253-202254-202255,CON,120.0,1,2.0,2.0,4.0,4.0,8.0,,,,1.0,2.0,2.0,,1.0,4.0,2.0,,,1.0,,,2.0,,4.0,1.0,1.0,1.0,4.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,96.0,13.25,16.75,13.25,16.25,,,,0.3333333333333333,,,,0.6666666666666666,,0.5733,10.2,21.5,,1.0,1.0,,,,,,4.0,,2.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,2.0,2.0,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.3459,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100723-201904-202250-202253-202263,1611661323,"Asjha Jones, Renee Montgomery, Tina Charles, Kalana Greene, Danielle McCray","Jones, Montgomery, Charles, Greene, McCray",100723-201904-202250-202253-202263,CON,111.0,2,2.0,,4.0,5.0,9.0,,,,,1.0,2.0,,,4.0,4.0,,,,,,1.0,,2.0,1.0,,4.0,4.0,,,,0.5,0.5,0.6666666666666666,,116.75675675675676,13.5,11.4,13.5,9.0,,,,,,,,,,0.3869,16.8,,,,2.0,,,,,,2.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,0.5,,,0.5,,,,,,,,1.0,,,,,,,3.0,3.0,,,,,,1.0,,,,,,2.0,,,1.0,1.0,,,2.0,4.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,2.0,,,1.0,,,,,,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,0.5,0.5,1.0,,,,,,,,,,0.3651,,,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
100874-101020-201904-202250-202255,1611661323,"Kara Lawson, Tan White, Renee Montgomery, Tina Charles, Allison Hightower","Lawson, White, Montgomery, Charles, Hightower",100874-101020-201904-202250-202255,CON,70.0,4,1.0,2.0,7.0,4.0,11.0,,1.0,,1.0,,1.0,,1.0,6.0,4.0,,,1.0,,,,,,,,4.0,6.0,,,,,,0.5,0.5,226.28571428571428,5.571428571428571,7.75,5.571428571428571,7.75,0.5,,,0.5,,,,0.5,,0.2995,9.4,21.5,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,3.0,,,,,,,,,,,1.0,6.0,,,,,,1.0,6.0,6.0,,,,1.0,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,8.0,,,4.0,,,,,,,1.0,,,,,,0.6,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,0.2754,,,1.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2012,2012,False
