EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG3A,LiveBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,PenaltyArc3Frequency,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,BadPassTurnovers,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,DefArc3ReboundPct,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Offensive Fouls Drawn,BadPassOutOfBoundsTurnovers,Offensive Fouls,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BlockingFouls,Charge Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedShortMidRange,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Corner3PctBlocked,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
100919-201502-201507-203020-203047,1611661313,"Nicole Powell, Essence Carson, Leilani Mitchell, Kelley Cain, Katelan Redmon","Powell, Carson, Mitchell, Cain, Redmon",100919-201502-201507-203020-203047,NYL,295.0,1,5.0,-2.0,9.0,9,2.0,4.0,3.0,18,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,9.0,1.0,3.0,2.0,9.0,11.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,4.0,1.0,1.0,2.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2222222222222222,0.2916666666666667,0.25,0.34615384615384615,0.25,0.3333333333333333,0.25,1.0,0.5714285714285714,1.0,0.5,1.0,0.5555555555555556,1.0,0.5,0.5,1.0,1.0,0.2222222222222222,87.86440677966101,19.0,13.777777777777779,14.333333333333334,13.777777777777779,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.46894583333333334,0.48333000000000004,0.33415,0.07692307692307693,0.1,0.3333333333333333,0.2222222222222222,8.88888888888889,21.96666666666667,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100533-100627-100888-200665-201502,1611661313,"DeMya Walker, Kelly Miller, Plenette Pierson, Cappie Pondexter, Essence Carson","Walker, Miller, Pierson, Pondexter, Carson",100533-100627-100888-200665-201502,NYL,121.0,2,2.0,-7.0,4.0,3,3.0,2.0,2.0,7,,,,1.0,,1.0,,1.0,,,,2.0,,1.0,,,7.0,,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,1.0,2.0,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,0.3333333333333333,,0.5,,1.0,,0.6666666666666666,,1.0,1.0,,,,83.30578512396694,20.0,13.666666666666666,18.0,13.333333333333334,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.3793333333333333,,0.3754,,,,,14.4,22.8,0.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100533-100919-200665-201502-203020,1611661313,"DeMya Walker, Nicole Powell, Cappie Pondexter, Essence Carson, Kelley Cain","Walker, Powell, Pondexter, Carson, Cain",100533-100919-200665-201502-203020,NYL,337.0,3,6.0,3.0,9.0,9,2.0,5.0,2.0,18,,3.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,2.0,6.0,2.0,3.0,1.0,11.0,8.0,1.0,,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,1.0,5.0,,3.0,1.0,2.0,3.0,3.0,6.0,1.0,,,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,10.0,3.0,2.0,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.5555555555555556,,0.55,0.16666666666666666,0.375,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,,0.3333333333333333,0.6,,,,,1.0,0.25,76.9139465875371,19.444444444444443,18.0,16.77777777777778,17.0,0.3333333333333333,,,,0.1111111111111111,0.2222222222222222,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,,,0.6666666666666666,0.6666666666666666,0.5215666666666666,0.529925,0.5122666666666666,0.1,0.14285714285714285,0.09090909090909091,0.2727272727272727,8.616666666666667,21.5,0.2222222222222222,,,1.0,,,,,,,0.5,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100533-100919-201502-201507-203020,1611661313,"DeMya Walker, Nicole Powell, Essence Carson, Leilani Mitchell, Kelley Cain","Walker, Powell, Carson, Mitchell, Cain",100533-100919-201502-201507-203020,NYL,92.0,2,2.0,,4.0,3,4.0,1.0,1.0,7,1.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,5.0,,1.0,1.0,3.0,2.0,,5.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,,3.0,,1.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,2.0,5.0,4.0,,,1.0,0.5,1.0,0.5,0.5,0.625,1.5,0.625,1.5,0.625,0.5,,1.0,1.0,,1.0,0.5,1.0,,,,,,109.56521739130434,15.25,10.333333333333334,14.5,10.333333333333334,0.25,1.0,1.0,,0.25,,,,,0.5,0.5,0.5,1.0,,1.0,1.0,1.0,0.75,0.5,0.5385125,0.62835,0.5385125,,,0.6,1.0,3.1,22.0,1.0,2.0,2.0,,,1.0,,1.0,,,,0.5,1.0,,1.0,2.0,,,,0.5,0.625,,,,,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100533-101025-200665-201507-202652,1611661313,"DeMya Walker, Kara Braxton, Cappie Pondexter, Leilani Mitchell, Alex Montgomery","Walker, Braxton, Pondexter, Mitchell, Montgomery",100533-101025-200665-201507-202652,NYL,166.0,2,3.0,,7.0,5,4.0,,1.0,12,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,6.0,6.0,,,,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,,,6.0,1.0,4.0,1.0,1.0,1.0,0.5,,0.5,0.5,0.625,,0.6,,0.25,0.5,,,1.0,,1.0,,,,,,1.0,,104.09638554216868,12.857142857142858,15.2,11.285714285714286,15.2,0.25,1.0,1.0,1.0,,0.25,,,,0.5,0.5,0.5,1.0,,,,,0.75,0.5,0.5501625,,0.588,,,,0.16666666666666666,9.7,22.0,0.5714285714285714,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100533-100627-100919-101025-201502,1611661313,"DeMya Walker, Kelly Miller, Nicole Powell, Kara Braxton, Essence Carson","Walker, Miller, Powell, Braxton, Carson",100533-100627-100919-101025-201502,NYL,7.0,1,,,,1,,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100533-100919-201502-201507-202652,1611661313,"DeMya Walker, Nicole Powell, Essence Carson, Leilani Mitchell, Alex Montgomery","Walker, Powell, Carson, Mitchell, Montgomery",100533-100919-201502-201507-202652,NYL,124.0,1,2.0,,6.0,5,6.0,5.0,,11,,,,,,1.0,,2.0,,,,1.0,,2.0,2.0,2.0,2.0,,,,,1.0,2.0,2.0,,,2.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,,2.0,2.0,3.0,3.0,,1.0,1.0,,2.0,1.0,,2.0,2.0,6.0,,,,,,,,,,0.25,,0.25,0.6666666666666666,1.0,,1.0,,1.0,,,,,1.0,,,127.74193548387096,11.166666666666666,11.4,11.166666666666666,11.4,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,0.6666666666666666,,0.4411333333333333,,0.4411333333333333,0.25,0.5,,1.0,17.7,25.35,1.0,2.0,2.0,,,,,3.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100888-101025-200665-201502-201507,1611661313,"Plenette Pierson, Kara Braxton, Cappie Pondexter, Essence Carson, Leilani Mitchell","Pierson, Braxton, Pondexter, Carson, Mitchell",100888-101025-200665-201502-201507,NYL,3048.0,15,51.0,22.0,100.0,94,15.0,7.0,14.0,194,29.0,42.0,6.0,14.0,5.0,12.0,3.0,12.0,,1.0,38.0,68.0,6.0,17.0,15.0,109.0,87.0,11.0,,2.0,10.0,5.0,1.0,13.0,54.0,18.0,11.0,3.0,27.0,6.0,33.0,3.0,21.0,4.0,72.0,4.0,12.0,7.0,19.0,29.0,16.0,45.0,3.0,14.0,12.0,11.0,24.0,15.0,26.0,26.0,2.0,18.0,10.0,1.0,99.0,13.0,15.0,0.7105263157894737,0.7297297297297297,1.0,0.35294117647058826,,0.375,0.5588235294117647,0.5529411764705883,0.3076923076923077,0.5869565217391305,0.35714285714285715,0.5909090909090909,0.2,0.6551724137931034,0.41379310344827586,0.6363636363636364,0.4,0.65,0.41025641025641024,0.5,0.2857142857142857,0.5,0.5454545454545454,1.0,0.08823529411764706,91.65354330708662,15.05,16.414893617021278,14.08,15.553191489361701,0.49411764705882355,0.6904761904761905,0.7435897435897436,0.7241379310344828,0.16470588235294117,0.1411764705882353,0.4166666666666667,0.4166666666666667,0.8,0.1411764705882353,0.25,0.25,1.0,0.46153846153846156,0.07692307692307693,,,0.6941176470588235,0.2727272727272727,0.5149708333333334,0.48752500000000004,0.547525,0.10869565217391304,0.13333333333333333,0.09174311926605505,0.11926605504587157,5.820588235294117,24.570588235294117,0.15,3.0,5.0,13.0,4.0,1.0,3.0,4.0,,1.0,0.5416666666666666,0.3,4.0,2.0,3.0,22.0,,5.0,9.0,0.6,0.6,0.07352941176470588,0.07142857142857142,0.4166666666666667,0.6,0.4,2.0,1.0,2.0,0.4,0.42857142857142855,0.5,0.3333333333333333,,,,2.0,4.0,2.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,4.0,2.0,6.0,4.0,0.36363636363636365,0.14285714285714285,0.6,0.875,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.5,0.058823529411764705,0.6,0.6,1.0,0.3333333333333333,0.07692307692307693,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100888-200665-201502-201507-201913,1611661313,"Plenette Pierson, Cappie Pondexter, Essence Carson, Leilani Mitchell, Kia Vaughn","Pierson, Pondexter, Carson, Mitchell, Vaughn",100888-200665-201502-201507-201913,NYL,4876.0,17,81.0,-9.0,156.0,163,17.0,7.0,16.0,319,26.0,41.0,7.0,24.0,11.0,30.0,9.0,26.0,1.0,2.0,46.0,95.0,13.0,36.0,24.0,155.0,164.0,10.0,1.0,2.0,23.0,12.0,3.0,16.0,42.0,30.0,26.0,9.0,21.0,10.0,31.0,6.0,11.0,5.0,72.0,4.0,13.0,15.0,40.0,56.0,17.0,73.0,6.0,14.0,9.0,9.0,30.0,14.0,22.0,35.0,1.0,30.0,15.0,,132.0,16.0,17.0,0.45652173913043476,0.5,0.7692307692307693,0.3611111111111111,0.5,0.3611111111111111,0.4842105263157895,0.5,0.7916666666666666,0.5381944444444444,0.8214285714285714,0.47058823529411764,0.2748091603053435,0.6666666666666666,0.2708333333333333,0.6521739130434783,0.17391304347826086,0.6626506024096386,0.23943661971830985,0.3333333333333333,0.16666666666666666,0.058823529411764705,0.7777777777777778,0.625,0.08955223880597014,94.20836751435603,15.743589743589743,14.846625766871165,15.224358974358974,14.036809815950921,0.31297709923664124,0.6341463414634146,0.6666666666666666,0.4230769230769231,0.183206106870229,0.22900763358778625,0.36666666666666664,0.36666666666666664,0.45454545454545453,0.1984732824427481,0.34615384615384615,0.34615384615384615,0.6666666666666666,0.5833333333333334,0.16666666666666666,0.5,,0.5877862595419847,0.34615384615384615,0.4970461832061069,0.5833944444444444,0.46552,0.1056338028169014,0.14150943396226415,0.14838709677419354,0.1032258064516129,8.23157894736842,22.091666666666665,0.10897435897435898,2.0,3.0,21.0,5.0,,3.0,1.0,1.0,,0.7,0.13333333333333333,5.0,4.0,5.0,50.0,9.0,4.0,16.0,0.4166666666666667,0.43333333333333335,0.042105263157894736,0.04878048780487805,0.3333333333333333,0.6842105263157895,0.3333333333333333,2.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4,0.5,,2.0,2.0,2.0,7.0,1.0,7.0,9.0,4.0,10.0,,,1.0,8.0,8.0,,4.0,5.0,1.0,5.0,2.0,,1.0,4.0,,10.0,7.0,1.0,12.0,6.0,0.8,0.08333333333333333,1.0,0.42857142857142855,0.5,0.375,0.4090909090909091,0.5555555555555556,0.07633587786259542,0.4,0.4,1.0,1.0,,0.06666666666666667,,3.0,2.0,2.0,2.0,0.5,0.2857142857142857,,,,,,,,,,,,,,,,1611661313,2012,2012,False
100888-100919-200665-201913-202652,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Kia Vaughn, Alex Montgomery","Pierson, Powell, Pondexter, Vaughn, Montgomery",100888-100919-200665-201913-202652,NYL,301.0,2,5.0,10.0,10.0,8,3.0,3.0,,18,,2.0,,,,1.0,2.0,4.0,,,,3.0,4.0,6.0,2.0,14.0,4.0,,,,,1.0,,3.0,,12.0,4.0,2.0,,4.0,4.0,2.0,,,12.0,,,2.0,3.0,5.0,,5.0,,,,,,,,1.0,,2.0,1.0,,14.0,3.0,3.0,,,1.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,0.7,,0.5,0.6666666666666666,1.0,,1.0,,1.0,,,,,1.0,,,86.11295681063123,16.0,17.625,16.0,17.625,0.2222222222222222,,,,,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,1.0,,,,,0.8888888888888888,0.5,0.49251666666666666,,0.4629666666666667,0.1,0.25,,0.21428571428571427,8.4,22.383333333333336,0.3,1.0,2.0,,,,,,1.0,,,0.3333333333333333,,,,,,,,,0.5,,,,1.0,,,,1.0,0.5,1.0,,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,0.2222222222222222,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,1611661313,2012,2012,False
