EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Steals,BadPassSteals,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,NonShootingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,FTDefRebounds,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Charge Fouls Drawn,BlockedCorner3,SecondChanceArc3PctAssisted,HeaveAttempts,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101023-101084-200715-201046-203026,1611661330,"Sancho Lyttle, Laurie Koehn, Yelena Leuchanka, Lindsey Harding, Tiffany Hayes","Lyttle, Koehn, Leuchanka, Harding, Hayes",101023-101084-200715-201046-203026,ATL,78.0,1,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,55.38461538461538,32.0,23.0,32.0,23.0,1.0,1.0,1.0,1.0,0.5793,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101042-101084-201484-202623-203026,1611661330,"Jessica Moore, Laurie Koehn, Ketia Swanier, Aneika Morello, Tiffany Hayes","Moore, Koehn, Swanier, Morello, Hayes",101042-101084-201484-202623-203026,ATL,157.0,1,3.0,6.0,5.0,5.0,11.0,2.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0.6666666666666666,0.75,1.0,1.0,1.0,100.89171974522293,15.0,13.4,14.666666666666666,13.4,0.6666666666666666,1.0,1.0,1.0,0.5816833333333333,1.65,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,0.579625,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,23.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101049-101084-200715-201046-203026,1611661330,"Cathrine Kraayeveld, Laurie Koehn, Yelena Leuchanka, Lindsey Harding, Tiffany Hayes","Kraayeveld, Koehn, Leuchanka, Harding, Hayes",101049-101084-200715-201046-203026,ATL,28.0,1,,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,,,,,,,2.0,1.0,1.0,1.0,,,,102.85714285714286,13.0,15.0,13.0,15.0,,,,,0.378,16.6,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,2.0,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,0.378,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101023-101049-201046-201048-201484,1611661330,"Sancho Lyttle, Cathrine Kraayeveld, Lindsey Harding, Armintie Herrington, Ketia Swanier","Lyttle, Kraayeveld, Harding, Herrington, Swanier",101023-101049-201046-201048-201484,ATL,26.0,1,,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,110.76923076923076,14.0,12.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101023-101084-200715-201484-203026,1611661330,"Sancho Lyttle, Laurie Koehn, Yelena Leuchanka, Ketia Swanier, Tiffany Hayes","Lyttle, Koehn, Leuchanka, Swanier, Hayes",101023-101084-200715-201484-203026,ATL,41.0,1,1.0,2.0,1.0,,3.0,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,0.5,,1.0,,105.36585365853658,10.0,21.0,10.0,21.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101023-201046-201881-202623-203026,1611661330,"Sancho Lyttle, Lindsey Harding, Angel McCoughtry, Aneika Morello, Tiffany Hayes","Lyttle, Harding, McCoughtry, Morello, Hayes",101023-201046-201881-202623-203026,ATL,2889.0,12,48.0,90.0,89.0,29.0,179.0,12.0,19.0,25.0,51.0,74.0,78.0,18.0,11.0,34.0,47.0,17.0,24.0,62.0,0.49019607843137253,0.4,0.4567901234567901,0.9166666666666666,0.6666666666666666,1.0,89.22118380062305,16.455555555555556,15.820224719101123,15.766666666666667,14.764044943820224,0.2714285714285714,0.631578947368421,0.7058823529411765,0.5428571428571428,0.4781721428571429,8.735294117647058,-4.0,23.0,12.0,3.0,5.0,1.0,2.0,12.0,4.0,19.0,18.0,5.0,8.0,12.0,4.0,11.0,6.0,14.0,32.0,2.0,12.0,16.0,18.0,9.0,38.0,4.0,23.0,13.0,8.0,5.0,3.0,23.0,6.0,6.0,26.0,15.0,5.0,4.0,6.0,3.0,14.0,23.0,0.64,0.6666666666666666,0.625,0.36363636363636365,0.5555555555555556,0.23529411764705882,0.5454545454545454,0.35,0.2714285714285714,0.34782608695652173,0.5897435897435898,0.25,0.2926829268292683,0.2,0.5,0.5,0.75,0.17142857142857143,0.5555555555555556,0.6,0.11764705882352941,0.5,0.23529411764705882,0.4569294117647059,0.18518518518518517,0.24193548387096775,0.16216216216216217,0.1891891891891892,21.826315789473682,0.25555555555555554,5.0,17.0,4.0,0.24285714285714285,0.29411764705882354,0.3125,0.8,11.0,6.0,8.0,15.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,1.0,5.0,2.0,1.0,1.0,3.0,8.0,1.0,1.0,5.0,3.0,15.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.10526315789473684,0.10526315789473684,0.09803921568627451,0.10526315789473684,0.13333333333333333,0.058823529411764705,0.25,0.32,0.5714285714285714,0.2857142857142857,0.18181818181818182,0.3333333333333333,0.6363636363636364,0.6428571428571429,0.027777777777777776,0.21428571428571427,0.5333333333333333,0.6153846153846154,0.375,0.1,0.14285714285714285,0.14285714285714285,1.0,0.08333333333333333,0.08333333333333333,1.0,1.0,0.1111111111111111,0.11764705882352941,0.08333333333333333,0.519825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101042-101049-201046-201484-202623,1611661330,"Jessica Moore, Cathrine Kraayeveld, Lindsey Harding, Ketia Swanier, Aneika Morello","Moore, Kraayeveld, Harding, Swanier, Morello",101042-101049-201046-201484-202623,ATL,130.0,1,2.0,4.0,4.0,4.0,8.0,1.0,1.0,2.0,3.0,6.0,,2.0,1.0,3.0,3.0,,1.0,6.0,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,1.0,88.61538461538463,8.0,24.5,8.0,15.75,0.3333333333333333,1.0,1.0,0.3333333333333333,0.41806666666666664,13.466666666666667,6.0,1.0,,,,,,,,,2.0,,,,1.0,1.0,,2.0,2.0,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,,1.0,,1.0,,1.0,,,0.5,,,,1.0,1.0,1.0,,,,,,,0.2519,0.25,0.25,,0.3333333333333333,,0.25,1.0,2.0,,0.6666666666666666,0.5,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101049-200715-201046-201881-202623,1611661330,"Cathrine Kraayeveld, Yelena Leuchanka, Lindsey Harding, Angel McCoughtry, Aneika Morello","Kraayeveld, Leuchanka, Harding, McCoughtry, Morello",101049-200715-201046-201881-202623,ATL,171.0,1,3.0,7.0,7.0,6.0,14.0,,,,2.0,3.0,16.0,,,,,3.0,2.0,3.0,,,0.375,,,,117.89473684210526,11.857142857142858,12.571428571428571,11.857142857142858,10.571428571428571,,,,,0.3396,4.95,-13.0,7.0,,,,,,,,,3.0,,,,,2.0,,3.0,,,,,,,,,,,1.0,1.0,,2.0,2.0,2.0,4.0,1.0,,,,,3.0,7.0,,,,,,,,0.375,,0.5,,,,,,,,,,,,,,0.3396,0.3333333333333333,0.3333333333333333,,1.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,0.5,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101023-101042-201046-201048-201484,1611661330,"Sancho Lyttle, Jessica Moore, Lindsey Harding, Armintie Herrington, Ketia Swanier","Lyttle, Moore, Harding, Herrington, Swanier",101023-101042-201046-201048-201484,ATL,137.0,1,2.0,5.0,5.0,5.0,10.0,,,,2.0,5.0,6.0,,,1.0,1.0,,3.0,5.0,,0.5,0.625,,0.3333333333333333,,105.1094890510949,16.0,11.4,16.0,10.0,,,,0.3333333333333333,0.41030000000000005,10.5,-1.0,1.0,,,,,,1.0,,1.0,2.0,,,,,1.0,,,,,1.0,,1.0,,3.0,,1.0,,1.0,1.0,,1.0,,,4.0,,,,,,,1.0,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,0.4075,0.5,,,,24.1,0.2,,1.0,,0.3333333333333333,,,,1.0,,,1.0,,,,1.0,,1.0,,,,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,1.0,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
101023-200715-201046-201048-201484,1611661330,"Sancho Lyttle, Yelena Leuchanka, Lindsey Harding, Armintie Herrington, Ketia Swanier","Lyttle, Leuchanka, Harding, Herrington, Swanier",101023-200715-201046-201048-201484,ATL,215.0,1,4.0,8.0,9.0,9.0,17.0,2.0,2.0,2.0,4.0,6.0,6.0,2.0,2.0,5.0,5.0,1.0,1.0,6.0,0.5,0.4,0.5,0.6666666666666666,0.8333333333333334,0.5,113.86046511627906,10.0,15.0,10.0,14.555555555555555,0.4,1.0,1.0,0.6,0.46468999999999994,9.125,,8.0,,,,2.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,4.0,1.0,6.0,2.0,,1.0,1.0,1.0,1.0,2.0,,3.0,,2.0,1.0,1.0,3.0,3.0,,2.0,,,,,,6.0,8.0,0.5,0.5,,0.5,,0.4,,0.5,0.2,0.6666666666666666,1.0,,,,1.0,,0.5,0.2,,,0.4,1.0,0.2,0.46468999999999994,,,,1.0,21.0,1.0,,2.0,,0.4,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2012,2012,True
