EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,OpponentPoints,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,LiveBallTurnoverPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangeAssists,StepOutOfBoundsTurnovers,FoulsDrawn,LongMidRangePctAssisted,FtPoints,PenaltyFtPoints,FTOffRebounds,Steals,LostBallSteals,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BlockedAtRim,3SecondViolations,PenaltyAtRimFGM,PenaltyFG2M,ShortMidRangeAssists,BadPassSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,PenaltyFg2Pct,ShortMidRangePctBlocked,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,Loose Ball Fouls,Blocked3s,BlockedCorner3,DefCorner3ReboundPct,Corner3FGM,Corner3Assists,BlockingFouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3FGA,SecondChanceFtPoints,PtsPutbacks,SelfOReb,Offensive Fouls,BlockedArc3,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,Charge Fouls,BlockedLongMidRange,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
100928-100949-201500-201889-203040,1611661320,"Ebony Hoffman, Alana Beard, Nicky Anosike, Marissa Coleman, April Sykes","Hoffman, Beard, Anosike, Coleman, Sykes",100928-100949-201500-201889-203040,LAS,251.0,1,4.0,3.0,7.0,7.0,7.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.2,0.5,1.0,0.8,80.3187250996016,21.571428571428573,14.285714285714286,17.857142857142858,12.285714285714286,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.41028333333333333,0.41028333333333333,1.0,10.55,23.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100928-201889-201911-202626-203014,1611661320,"Ebony Hoffman, Marissa Coleman, Kristi Toliver, Jenna O'Hea, Nneka Ogwumike","Hoffman, Coleman, Toliver, O'Hea, Ogwumike",100928-201889-201911-202626-203014,LAS,26.0,1,,-2.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,110.76923076923076,12.0,14.0,12.0,14.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
201889-201911-202626-202650-203014,1611661320,"Marissa Coleman, Kristi Toliver, Jenna O'Hea, Jantel Lavender, Nneka Ogwumike","Coleman, Toliver, O'Hea, Lavender, Ogwumike",201889-201911-202626-202650-203014,LAS,443.0,4,7.0,-9.0,15.0,18.0,,2.0,33.0,6.0,,,,,,,1.0,,,11.0,,1.0,8.0,,,,,,,1.0,,,2.0,,4.0,,2.0,7.0,3.0,10.0,,3.0,6.0,,6.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.08333333333333333,0.3333333333333333,,0.5454545454545454,0.375,,0.4,,107.26862302483069,13.6,13.277777777777779,12.6,12.333333333333334,0.5,,,0.08333333333333333,,,,,,,,,0.5833333333333334,,0.5010791666666666,,,5.427272727272728,22.1,,8.0,17.0,3.0,1.0,3.0,3.0,0.5,3.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.36363636363636365,0.5,0.5,0.5,0.09090909090909091,0.16666666666666666,1.0,0.42857142857142855,0.8,0.6666666666666666,0.25,0.8,0.5,0.5,0.6,0.6666666666666666,0.4166666666666667,0.2,0.2,0.5,1.0,0.5624,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-100690-201889-201911-202650,1611661320,"DeLisha Milton-Jones, Coco Miller, Marissa Coleman, Kristi Toliver, Jantel Lavender","Milton-Jones, Miller, Coleman, Toliver, Lavender",100396-100690-201889-201911-202650,LAS,55.0,1,1.0,2.0,1.0,2.0,,,3.0,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,2.0,,,,,,,1.0,,1.0,,,1.0,,0.6666666666666666,,,1.0,,78.54545454545455,12.0,21.5,12.0,20.5,,1.0,,,,,,,,,,,,,0.4095,,,15.7,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-100928-100949-202650-203040,1611661320,"DeLisha Milton-Jones, Ebony Hoffman, Alana Beard, Jantel Lavender, April Sykes","Milton-Jones, Hoffman, Beard, Lavender, Sykes",100396-100928-100949-202650-203040,LAS,88.0,1,1.0,-3.0,3.0,3.0,,,6.0,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,2.0,,1.0,1.0,,1.0,,2.0,2.0,,2.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,1.0,98.18181818181819,13.0,16.333333333333332,13.0,16.333333333333332,,1.0,,,,,,,,,,,,,0.3959,,,19.7,,,,5.0,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-100928-201889-201911-202650,1611661320,"DeLisha Milton-Jones, Ebony Hoffman, Marissa Coleman, Kristi Toliver, Jantel Lavender","Milton-Jones, Hoffman, Coleman, Toliver, Lavender",100396-100928-201889-201911-202650,LAS,235.0,2,4.0,1.0,6.0,8.0,2.0,1.0,14.0,,,1.0,,,,,,,,2.0,,,6.0,,,,,2.0,,,,,,,,,4.0,5.0,1.0,6.0,,2.0,3.0,1.0,6.0,2.0,2.0,,,,,0.5,,0.75,1.0,,0.6666666666666666,,0.7142857142857143,,,0.6666666666666666,1.0,85.7872340425532,13.5,19.25,12.333333333333334,18.125,,0.5,,,,,,,,,,,,,0.37145,,0.3333333333333333,12.45,,0.3333333333333333,3.0,5.0,1.0,1.0,,1.0,0.3333333333333333,,,,1.0,1.0,1.0,,,,,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,0.5,,,,,,,,1.0,,,1.0,,,,,0.5,1.0,1.0,,,,,,0.5,,,,,4.0,,4.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-100949-201889-201911-202650,1611661320,"DeLisha Milton-Jones, Alana Beard, Marissa Coleman, Kristi Toliver, Jantel Lavender","Milton-Jones, Beard, Coleman, Toliver, Lavender",100396-100949-201889-201911-202650,LAS,173.0,2,3.0,-5.0,5.0,7.0,,,12.0,1.0,,1.0,,,,,,,,3.0,,,4.0,,,,,,,,,,1.0,,2.0,,3.0,4.0,,4.0,,3.0,3.0,,4.0,,,,,,,0.6666666666666666,,0.6666666666666666,,,1.0,,1.0,,,,1.0,99.88439306358381,12.2,16.0,12.2,15.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,0.4358666666666667,,,11.233333333333334,,,2.0,9.0,,,3.0,4.0,,1.0,,,1.0,1.0,2.0,,,,2.0,2.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,0.5,0.5,0.6666666666666666,,,,,,0.5,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-100949-202650-203014-203040,1611661320,"DeLisha Milton-Jones, Alana Beard, Jantel Lavender, Nneka Ogwumike, April Sykes","Milton-Jones, Beard, Lavender, Ogwumike, Sykes",100396-100949-202650-203014-203040,LAS,512.0,2,9.0,5.0,14.0,16.0,1.0,1.0,30.0,7.0,1.0,1.0,,,,,,,,11.0,,,20.0,,1.0,,,2.0,,,,,8.0,,16.0,,5.0,5.0,1.0,6.0,,,3.0,,20.0,2.0,1.0,,,,,0.8181818181818182,1.0,0.8333333333333334,1.0,,0.7142857142857143,,0.625,,,0.75,0.5,84.375,15.214285714285714,18.6875,14.571428571428571,17.0,0.6363636363636364,0.09090909090909091,,,,,,,1.0,,,,0.6363636363636364,,0.5021727272727273,0.5087,0.1,5.490909090909091,,0.07142857142857142,7.0,15.0,3.0,,2.0,6.0,1.0,6.0,,,2.0,3.0,9.0,,1.0,,16.0,2.0,1.0,8.0,5.0,,,,3.0,,,,3.0,2.0,3.0,2.0,0.8888888888888888,0.8888888888888888,0.8181818181818182,,,,0.09090909090909091,,,,,,,,0.6666666666666666,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.2727272727272727,0.6666666666666666,1.0,,,0.3621,,1.0,1.0,1.0,1.0,1.0,,5.0,1.0,2.0,,1.0,1.0,,3.0,1.0,2.0,,1.0,,1.0,0.16666666666666666,0.16666666666666666,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-201496-201911-202626-202650,1611661320,"DeLisha Milton-Jones, Candace Parker, Kristi Toliver, Jenna O'Hea, Jantel Lavender","Milton-Jones, Parker, Toliver, O'Hea, Lavender",100396-201496-201911-202626-202650,LAS,474.0,5,8.0,-8.0,12.0,16.0,5.0,,28.0,3.0,3.0,2.0,,,,,,,,8.0,,,8.0,,5.0,,,4.0,,,,,1.0,,2.0,,3.0,4.0,,4.0,1.0,3.0,5.0,1.0,8.0,4.0,5.0,,,,,0.5,0.4,0.5,0.4,,0.6,,0.5714285714285714,,,0.5,1.0,85.0632911392405,14.833333333333334,18.5,14.833333333333334,12.1875,0.375,0.25,,,,,,,0.6,,,,0.375,,0.4359375,0.46538,0.5,8.6125,,0.4166666666666667,3.0,16.0,2.0,1.0,3.0,6.0,0.4,2.0,,,1.0,3.0,4.0,,,,2.0,6.0,,1.0,1.0,,1.0,,1.0,,1.0,,2.0,1.0,3.0,3.0,0.25,0.25,0.5,,,,,,,,0.5,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,,,,,1.0,0.5,0.5,0.5,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,0.125,0.125,1.0,,2.0,2.0,,,,,0.4,,,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
100396-100928-201496-201911-203040,1611661320,"DeLisha Milton-Jones, Ebony Hoffman, Candace Parker, Kristi Toliver, April Sykes","Milton-Jones, Hoffman, Parker, Toliver, Sykes",100396-100928-201496-201911-203040,LAS,172.0,2,3.0,-4.0,6.0,6.0,5.0,,12.0,,,2.0,1.0,,1.0,,,,,3.0,,1.0,3.0,,2.0,,1.0,3.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,3.0,3.0,5.0,,,,,0.25,0.3333333333333333,0.3,0.375,0.25,1.0,,1.0,,,,1.0,100.46511627906976,15.333333333333334,13.333333333333334,15.333333333333334,13.333333333333334,,0.5,0.25,,,,,,,0.3333333333333333,,,0.25,,0.43195,0.43883333333333335,1.0,13.466666666666667,20.9,0.8333333333333334,5.0,7.0,1.0,1.0,2.0,3.0,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,0.25,,,,,,,1.0,,0.5,0.5,,,1.0,,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,False
