EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeAssists,Steals,LostBallSteals,Travels,SecondChanceTurnovers,TwoPtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DefLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,FTOffRebounds,FTDefRebounds,BadPassSteals,Loose Ball Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Corner3FGM,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,RecoveredBlocks,ShortMidRangePctBlocked,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,2pt And 1 Free Throw Trips,PenaltyCorner3FGM,SecondChanceFtPoints,PenaltyFG3M,SelfOReb,PenaltyFg3Pct,SelfORebPct,PenaltyCorner3Accuracy,BlockedLongMidRange,HeaveAttempts,BlockedAtRim,Offensive Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockingFouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Clear Path Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
101024-101080-201056-202640-203017,1611661321,"Temeka Johnson, Jennifer Lacy, Ivory Latta, Karima Christmas-Kelly, Glory Johnson","Johnson, Lacy, Latta, Christmas-Kelly, Johnson",101024-101080-201056-202640-203017,TUL,411.0,3,7.0,-5.0,14.0,13.0,8.0,8.0,2.0,27.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,6.0,8.0,3.0,2.0,14.0,19.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,8.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,8.0,8.0,2.0,2.0,0.3333333333333333,0.4,0.75,0.5,0.6,0.5454545454545454,0.5,0.42857142857142855,0.5833333333333334,0.5,0.5,0.2727272727272727,0.75,0.5,0.5,1.0,0.3333333333333333,0.5714285714285714,0.4,1.0,1.0,1.0,0.3333333333333333,1.0,94.59854014598541,15.357142857142858,15.076923076923077,14.928571428571429,14.615384615384615,0.18181818181818182,1.0,1.0,0.5,0.45454545454545453,0.8,0.8,0.25,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.45454545454545453,0.4096727272727273,0.3166,0.3978357142857143,0.14285714285714285,0.5714285714285714,8.2875,22.433333333333334,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101024-101080-201056-203029-203041,1611661321,"Temeka Johnson, Jennifer Lacy, Ivory Latta, Riquna Williams, Lynetta Kizer","Johnson, Lacy, Latta, Williams, Kizer",101024-101080-201056-203029-203041,TUL,335.0,3,6.0,-5.0,8.0,10.0,2.0,7.0,1.0,18.0,1.0,1.0,,,,1.0,2.0,1.0,,,,2.0,4.0,1.0,5.0,9.0,14.0,,1.0,,,,,4.0,4.0,2.0,2.0,,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,,,2.0,,2.0,,1.0,1.0,3.0,,6.0,1.0,,,,9.0,4.0,2.0,,1.0,0.5,0.5,0.5,,,0.4,,,0.5625,,1.0,0.2,,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,1.0,1.0,77.37313432835822,21.375,16.4,17.25,14.6,0.2,1.0,1.0,,0.2,,,,0.4,0.2,,,,,,0.4,0.47205,,,,0.4444444444444444,10.45,22.2,0.25,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,0.5,1.0,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101024-200684-203017-203029-203041,1611661321,"Temeka Johnson, Scholanda Dorrell, Glory Johnson, Riquna Williams, Lynetta Kizer","Johnson, Dorrell, Johnson, Williams, Kizer",101024-200684-203017-203029-203041,TUL,8.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,180.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101024-201483-201907-202653-203029,1611661321,"Temeka Johnson, Amber Holt, Courtney Paris, Kayla Pedersen, Riquna Williams","Johnson, Holt, Paris, Pedersen, Williams",101024-201483-201907-202653-203029,TUL,681.0,4,11.0,13.0,20.0,22.0,2.0,10.0,5.0,42.0,4.0,6.0,1.0,2.0,2.0,7.0,5.0,2.0,,5.0,,10.0,18.0,7.0,2.0,28.0,15.0,2.0,7.0,4.0,1.0,3.0,,1.0,3.0,14.0,6.0,2.0,5.0,7.0,9.0,3.0,1.0,20.0,4.0,4.0,1.0,11.0,14.0,9.0,23.0,1.0,1.0,,,1.0,,3.0,4.0,5.0,,6.0,,,,,24.0,3.0,2.0,1.0,,0.7,0.7777777777777778,0.5555555555555556,0.2857142857142857,0.3333333333333333,0.52,0.25,0.3333333333333333,0.5,0.2222222222222222,0.375,0.28,1.0,0.8461538461538461,0.5,1.0,0.8,0.8571428571428571,0.6153846153846154,1.0,1.0,0.8,0.75,,88.81057268722468,16.8,15.681818181818182,13.75,15.545454545454545,0.24,0.6666666666666666,0.8,0.75,0.28,0.2857142857142857,0.2857142857142857,0.5,0.2,0.08,0.2,0.6666666666666666,0.5,,,0.52,0.46708599999999995,0.493,0.4814,0.14285714285714285,0.10714285714285714,9.166666666666666,22.085714285714285,0.1,4.0,3.0,2.0,,,,3.0,0.8,0.8,0.75,0.10714285714285714,0.14285714285714285,1.0,2.0,4.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.05555555555555555,0.16666666666666666,1.0,0.5,0.5,0.4,0.6666666666666666,1.0,0.4,0.4,1.0,0.5,0.5,0.5,0.125,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101033-101080-200684-201056-203017,1611661321,"Roneeka Hodges, Jennifer Lacy, Scholanda Dorrell, Ivory Latta, Glory Johnson","Hodges, Lacy, Dorrell, Latta, Johnson",101033-101080-200684-201056-203017,TUL,459.0,4,8.0,-2.0,14.0,15.0,,2.0,1.0,29.0,3.0,6.0,,,,1.0,2.0,3.0,,1.0,,4.0,9.0,4.0,,14.0,16.0,,1.0,,,,,,,8.0,,,1.0,4.0,5.0,3.0,,11.0,,1.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,,2.0,,2.0,4.0,1.0,,,,1.0,1.0,1.0,14.0,,,1.0,,1.0,1.0,0.4444444444444444,,,0.5384615384615384,,,0.5384615384615384,,,0.3076923076923077,0.5,0.6666666666666666,0.2,0.75,,0.7142857142857143,0.14285714285714285,,,,1.0,0.6666666666666666,90.98039215686273,16.5,15.2,16.285714285714285,15.0,0.46153846153846156,0.5,0.6,1.0,0.07692307692307693,,,,0.15384615384615385,0.23076923076923078,0.07692307692307693,,,,,0.7692307692307693,0.5249692307692307,0.4303,,,,5.966666666666667,21.725,,1.0,1.0,2.0,2.0,,,,0.5,0.5,1.0,,,,,1.0,,,2.0,,3.0,,2.0,1.0,,,,,,0.5,0.5,0.5,0.2222222222222222,0.16666666666666666,,,,1.0,,1.0,,,,1.0,,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101080-200684-201056-201483-203017,1611661321,"Jennifer Lacy, Scholanda Dorrell, Ivory Latta, Amber Holt, Glory Johnson","Lacy, Dorrell, Latta, Holt, Johnson",101080-200684-201056-201483-203017,TUL,272.0,3,5.0,-1.0,8.0,8.0,3.0,4.0,,16.0,2.0,2.0,1.0,1.0,,1.0,,,,3.0,1.0,2.0,3.0,3.0,1.0,11.0,12.0,,,,1.0,1.0,1.0,,2.0,4.0,,,3.0,2.0,3.0,2.0,,7.0,,,2.0,1.0,3.0,,3.0,,,1.0,,1.0,,1.0,1.0,3.0,,1.0,,,,,11.0,2.0,3.0,,1.0,1.0,1.0,0.6666666666666666,,1.0,0.8333333333333334,,0.5,0.9166666666666666,,0.5,0.5,,1.0,,1.0,,1.0,,,,1.0,,1.0,84.70588235294117,17.75,16.25,17.75,16.25,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,,,,,,0.5,0.5,1.0,,0.5,0.8333333333333334,0.5025499999999999,,0.388425,,0.18181818181818182,5.533333333333334,22.53333333333333,0.375,,,,,,,1.0,,,,0.16666666666666666,0.3333333333333333,,,,2.0,,2.0,,3.0,2.0,,1.0,1.0,,,,,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,0.6666666666666666,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101080-200684-201056-203029-203041,1611661321,"Jennifer Lacy, Scholanda Dorrell, Ivory Latta, Riquna Williams, Lynetta Kizer","Lacy, Dorrell, Latta, Williams, Kizer",101080-200684-201056-203029-203041,TUL,214.0,3,4.0,2.0,5.0,7.0,3.0,3.0,1.0,12.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,2.0,3.0,2.0,8.0,6.0,,1.0,2.0,,1.0,1.0,2.0,5.0,,,,1.0,,2.0,,,6.0,1.0,2.0,,2.0,2.0,3.0,5.0,2.0,2.0,,,2.0,1.0,,1.0,4.0,,2.0,1.0,,,,6.0,5.0,3.0,1.0,1.0,,,,,,0.6,,0.75,0.6666666666666666,0.5,0.8333333333333334,0.6,1.0,0.6666666666666666,1.0,,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,,,80.74766355140187,23.6,13.714285714285714,17.6,13.142857142857142,,,,,0.2,,,,0.2,0.4,0.2,,,0.5,,0.6,0.49408,,0.47815,0.25,0.625,10.95,21.833333333333332,0.6,,,,,,,,,,,,,1.0,,,1.0,,2.0,,6.0,1.0,,2.0,1.0,,,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,0.5,0.5,1.0,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101080-201056-202265-203017-203041,1611661321,"Jennifer Lacy, Ivory Latta, Jene Morris, Glory Johnson, Lynetta Kizer","Lacy, Latta, Morris, Johnson, Kizer",101080-201056-202265-203017-203041,TUL,151.0,1,3.0,6.0,4.0,4.0,1.0,,,8.0,1.0,1.0,,,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,8.0,2.0,,,,,,,,,4.0,,,,2.0,3.0,1.0,,7.0,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,,1.0,,2.0,1.0,2.0,8.0,,1.0,,,1.0,1.0,1.0,,,1.1666666666666667,,,1.3333333333333333,,,0.3333333333333333,1.0,0.5,,,,0.3333333333333333,,,,,,,76.29139072847683,13.5,24.25,13.5,23.75,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.6666666666666666,0.6322666666666666,,,,,11.65,21.5,0.25,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,,,,1.0,,3.0,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,0.5,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
201056-201483-201884-202653-203029,1611661321,"Ivory Latta, Amber Holt, Chante Black, Kayla Pedersen, Riquna Williams","Latta, Holt, Black, Pedersen, Williams",201056-201483-201884-202653-203029,TUL,155.0,3,3.0,,6.0,7.0,4.0,3.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,3.0,1.0,,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,,4.0,2.0,,,,,,,,1.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,,3.0,2.0,1.0,2.0,,,,,,,,2.0,2.0,4.0,,,,,0.6666666666666666,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.25,0.6666666666666666,0.5,1.0,1.0,,0.75,1.0,,,,,1.0,120.77419354838709,9.5,14.0,9.5,12.142857142857142,0.25,1.0,1.0,,0.5,0.5,0.5,,,,0.25,0.3333333333333333,1.0,,0.3333333333333333,0.5,0.4445333333333333,0.5585,0.4506,0.5,0.5,4.833333333333333,40.2,0.6666666666666666,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
101024-101033-201483-201907-203017,1611661321,"Temeka Johnson, Roneeka Hodges, Amber Holt, Courtney Paris, Glory Johnson","Johnson, Hodges, Holt, Paris, Johnson",101024-101033-201483-201907-203017,TUL,260.0,3,4.0,9.0,8.0,8.0,,,,16.0,,,,,1.0,1.0,2.0,1.0,,4.0,,2.0,3.0,5.0,,13.0,4.0,,,,,,,,,2.0,2.0,,4.0,1.0,4.0,,1.0,11.0,,,1.0,3.0,4.0,1.0,5.0,,,,,,,1.0,3.0,,,,,1.0,,1.0,13.0,,,,,0.5,0.5,0.6666666666666666,,,0.8125,,,0.8125,,,0.625,,0.75,,1.0,,0.8,,,,1.0,,,88.61538461538463,13.5,19.0,12.625,16.0,,,,,0.125,1.0,1.0,1.0,0.25,0.125,0.5,,,,,0.625,0.51335625,,,,,15.200000000000001,21.2,,1.0,,1.0,,,,,0.5,0.5,,,,1.0,,,2.0,,3.0,,9.0,2.0,,3.0,2.0,1.0,,1.0,1.0,1.0,0.6,0.6,,,,1.0,,,,1.0,0.5,0.5,1.0,,,,,0.5,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2012,2012,True
