EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2A,PtsUnassisted3s,BadPassSteals,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyShotQualityAvg,FtPoints,DeadBallTurnovers,SecondChanceTurnovers,Charge Fouls,FTA,NonShootingFoulsDrawn,AtRimFGM,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,BlockingFoulsDrawn,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeAssists,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,StepOutOfBoundsTurnovers,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeAssists,ShortMidRangePctAssisted,FTDefRebounds,DefFTReboundPct,FTOffRebounds,Travels,BlockingFouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,OffFTReboundPct,PenaltyArc3FGA,PenaltyFG3A,BadPassOutOfBoundsTurnovers,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Clear Path Fouls,HeaveAttempts,BlockedLongMidRange,team_id,year,season,team_vs
100628-100646-100666-101039-201503,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips, Erlana Larkins","Sutton-Brown, Catchings, Douglas, Phillips, Larkins",100628-100646-100666-101039-201503,IND,4.0,1,1.0,1,360.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-101039-201896,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips, Briann January","Sutton-Brown, Catchings, Douglas, Phillips, January",100628-100646-100666-101039-201896,IND,445.0,3,13.0,27,87.37078651685393,19.153846153846153,16.923076923076923,7.0,-6.0,14.0,1.0,9.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,3.0,8.0,1.0,4.0,9.0,15.0,1.0,2.0,2.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,8.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,0.25,0.25,0.375,0.5,0.375,0.5,0.375,0.5,0.3333333333333333,1.0,0.8,0.2,1.0,0.3333333333333333,0.8571428571428571,0.25,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.25,14.0,13.5,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,0.5,0.5,0.25,0.46129166666666666,0.6,0.2222222222222222,10.3875,22.525,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-101039-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips, Shavonte Zellous","Sutton-Brown, Catchings, Douglas, Phillips, Zellous",100628-100646-100666-101039-201919,IND,211.0,2,6.0,11,75.07109004739337,18.333333333333332,15.5,4.0,3.0,5.0,2.0,3.0,1.0,,,,2.0,,,3.0,4.0,,2.0,3.0,4.0,9.0,6.0,,,3.0,,6.0,4.0,3.0,2.0,2.0,2.0,6.0,,1.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,6.0,2.0,,0.6666666666666666,0.75,0.75,,,0.75,1.5,0.75,1.5,0.6666666666666666,1.0,,0.5,1.0,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,20.2,18.6,,0.3333333333333333,,,,,,0.6666666666666666,0.75,0.75,0.6666666666666666,,0.6666666666666666,0.75,0.44543,0.52485,0.3333333333333333,12.05,26.125,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.2739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-201503-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erlana Larkins, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Douglas, Larkins, Pohlen-Mavunga",100628-100646-100666-201503-202656,IND,58.0,1,1.0,2,49.6551724137931,40.0,21.0,1.0,2.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,1.0,,,1.0,,1.0,2.0,,,,,,,,,,0.5,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,18.0,18.0,,1.0,,,,,,,,,,,,,0.3617,,,6.6,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-201896-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Briann January, Shavonte Zellous","Sutton-Brown, Catchings, Douglas, January, Zellous",100628-100646-100666-201896-201919,IND,456.0,2,16.0,33,104.21052631578948,14.8125,13.5,8.0,6.0,17.0,,3.0,4.0,9.0,3.0,1.0,4.0,,4.0,,,6.0,17.0,,,16.0,10.0,2.0,4.0,6.0,10.0,,,,,1.0,,2.0,,5.0,2.0,5.0,7.0,5.0,12.0,1.0,4.0,,2.0,1.0,2.0,,,1.0,1.0,4.0,10.0,,1.0,,,,0.35294117647058826,0.5,0.35294117647058826,0.5,0.42105263157894735,0.6,,1.0,1.0,0.45454545454545453,0.6666666666666666,,0.875,0.45454545454545453,0.25,,1.0,1.0,0.6666666666666666,,0.1,12.882352941176471,12.647058823529411,0.5294117647058824,0.23529411764705882,0.25,0.25,0.23529411764705882,,,,,,,0.75,0.5294117647058824,,0.4336,0.468625,0.375,6.476470588235294,,,,,,,,,4.0,1.0,,,,,0.3333333333333333,,,,,4.0,,,,4.0,,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.1111111111111111,0.75,1.0,0.5555555555555556,0.625,0.2,0.6666666666666666,0.10526315789473684,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-201896-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Briann January, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Douglas, January, Pohlen-Mavunga",100628-100646-100666-201896-202656,IND,130.0,1,3.0,6,66.46153846153847,22.333333333333332,22.333333333333332,2.0,-2.0,3.0,,,,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,5.0,7.0,,,,2.0,3.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,2.0,1.0,,5.0,,,1.0,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,,,,,,,,,,,,,,,21.0,21.0,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,0.4104666666666667,,,10.4,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-201919-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Shavonte Zellous, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Douglas, Zellous, Pohlen-Mavunga",100628-100646-100666-201919-202656,IND,189.0,2,5.0,10,76.19047619047619,17.6,16.8,3.0,3.0,5.0,,,1.0,1.0,,2.0,3.0,1.0,2.0,,,4.0,6.0,,,8.0,5.0,,1.0,,4.0,,,,,2.0,,4.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,2.0,2.0,,,8.0,,,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,0.5,0.5,1.0,,0.6666666666666666,0.5,,,,,1.0,,0.5,20.2,18.2,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,,,,,,0.16666666666666666,,0.4417,0.41,,11.65,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,,2.0,1.0,,,0.5,0.5,,,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-101039-201896-201919,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Briann January, Shavonte Zellous","Sutton-Brown, Catchings, Phillips, January, Zellous",100628-100646-101039-201896-201919,IND,431.0,3,15.0,30,100.23201856148492,13.266666666666667,13.2,7.0,1.0,15.0,9.0,12.0,4.0,5.0,1.0,,,3.0,6.0,,,5.0,11.0,,,23.0,22.0,1.0,1.0,4.0,6.0,,,,,2.0,,4.0,,4.0,1.0,2.0,3.0,4.0,7.0,,1.0,1.0,1.0,1.0,1.0,,2.0,6.0,1.0,8.0,19.0,9.0,3.0,,,,0.45454545454545453,1.0,0.45454545454545453,1.0,0.6764705882352942,1.0,,1.0,0.3333333333333333,0.6666666666666666,0.5,,0.375,0.6666666666666666,1.0,,0.25,,0.5,,,15.466666666666667,15.2,0.45454545454545453,,,,0.5454545454545454,0.5,0.5,,,,,1.0,0.45454545454545453,,0.4809636363636364,0.5109,0.17391304347826086,9.818181818181818,,0.6,,,,,6.0,,,,,,,,,,,,0.4396166666666667,13.0,,1.0,,14.0,3.0,2.0,1.0,2.0,4.0,,2.0,,1.0,5.0,0.4,0.5,,,0.3333333333333333,1.0,0.4,0.4,,1.0,0.35714285714285715,0.35714285714285715,,,,,,,,2.0,0.6666666666666666,1.0,2.0,3.0,10.0,16.0,2.0,1.0,2.0,16.0,3.0,0.5,0.5,0.8,0.3333333333333333,0.5,0.6956521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-101039-201896-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Briann January, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Phillips, January, Pohlen-Mavunga",100628-100646-101039-201896-202656,IND,55.0,1,2.0,5,130.9090909090909,9.0,9.0,1.0,3.0,3.0,2.0,,,,,,,1.0,1.0,,,1.0,1.0,,,4.0,1.0,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,1.0,4.0,2.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,12.333333333333334,9.0,,,,,1.0,1.0,1.0,,,,,,,,0.3967,,,16.1,,1.0,,,,,1.0,,1.0,,,,,,,,,,0.3967,2.0,,,,2.0,,,,,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,0.5,0.5,,,,,,,,1.0,1.0,,,1.0,2.0,4.0,,,,4.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-101039-201919-202640,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Shavonte Zellous, Karima Christmas-Kelly","Sutton-Brown, Catchings, Phillips, Zellous, Christmas-Kelly",100628-100646-101039-201919-202640,IND,83.0,1,3.0,7,121.44578313253012,8.666666666666666,5.333333333333333,1.0,-3.0,4.0,,,1.0,1.0,,,,,2.0,,,,3.0,,,,3.0,,1.0,,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,1.0,,1.0,,,,,14.25,14.25,0.3333333333333333,,,,0.6666666666666666,,,,,,,,0.3333333333333333,,0.5121333333333333,0.3648,,11.133333333333333,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
