EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyDefPoss,PtsUnassisted3s,SecondChanceFtPoints,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Fg2aBlocked,Travels,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Defensive 3 Seconds Violations,team_id,year,season,team_vs
100076-100942-101030-201049-202252,1611661328,"Tina Thompson, Ashley Robinson, Tanisha Wright, Noelle Quinn, Alysha Clark","Thompson, Robinson, Wright, Quinn, Clark",100076-100942-101030-201049-202252,SEA,218.0,2,4.0,4.0,5.0,7,2.0,2.0,12,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,8.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,0.5,0.5,0.4,0.3333333333333333,0.2857142857142857,0.25,0.3888888888888889,0.3,0.2857142857142857,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.25,79.26605504587155,1.0,20.8,16.285714285714285,19.0,14.857142857142858,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,0.14285714285714285,0.5,0.25,0.42857142857142855,0.4427833333333333,0.4367,0.3968333333333333,0.2222222222222222,0.2857142857142857,0.375,9.86,37.35,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,True
100076-100942-101030-202252-203015,1611661328,"Tina Thompson, Ashley Robinson, Tanisha Wright, Alysha Clark, Shekinna Stricklen","Thompson, Robinson, Wright, Clark, Stricklen",100076-100942-101030-202252-203015,SEA,43.0,1,1.0,2.0,2.0,1,,,3,,,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,100.46511627906976,,14.5,14.0,14.5,14.0,,1.0,1.0,1.0,1.0,,,,,,,,,0.3308,,,,,,10.1,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,True
100076-101024-101030-201049-201067,1611661328,"Tina Thompson, Temeka Johnson, Tanisha Wright, Noelle Quinn, Camille Little","Thompson, Johnson, Wright, Quinn, Little",100076-101024-101030-201049-201067,SEA,1105.0,2,18.0,5.0,29.0,29,4.0,10.0,58,12.0,4.0,2.0,4.0,,9.0,,2.0,,11.0,25.0,2.0,6.0,31.0,26.0,5.0,2.0,3.0,,2.0,6.0,14.0,8.0,,7.0,8.0,2.0,17.0,1.0,7.0,4.0,7.0,13.0,9.0,22.0,1.0,4.0,2.0,9.0,,,8.0,1.0,3.0,1.0,1.0,5.0,4.0,23.0,6.0,4.0,0.6363636363636364,0.7777777777777778,0.44,0.6666666666666666,0.46296296296296297,0.6666666666666666,0.5166666666666667,0.75,0.07407407407407407,0.6363636363636364,0.5,1.0,1.0,0.7333333333333333,0.5333333333333333,0.4444444444444444,,0.4,1.0,0.06666666666666667,75.58371040723982,0.8,19.655172413793103,18.448275862068964,15.413793103448276,18.275862068965516,0.4444444444444444,0.14814814814814814,0.5,0.5,1.0,0.3333333333333333,,,,0.07407407407407407,0.8,,0.5185185185185185,0.4778148148148148,0.52208,0.5405333333333333,0.10344827586206896,0.1111111111111111,0.1935483870967742,8.524,23.65,0.13793103448275862,4.0,8.0,15.0,1.0,9.0,3.0,2.0,2.0,1.0,1.0,4.0,8.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,0.5,0.5,0.8,0.8,0.8,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.8,1.0,1.0,0.75,0.75,0.5555555555555556,0.5,0.5,1.0,0.75,0.6666666666666666,1.0,0.5,0.25806451612903225,,,,,,,,,,,,,1611661328,2013,2013,True
100076-101024-101030-201067-202252,1611661328,"Tina Thompson, Temeka Johnson, Tanisha Wright, Camille Little, Alysha Clark","Thompson, Johnson, Wright, Little, Clark",100076-101024-101030-201067-202252,SEA,58.0,1,1.0,4.0,2.0,2,,,4,,,,,,,,2.0,,,,2.0,,6.0,2.0,,,,,,,,,,,1.0,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,6.0,,,,,,,1.5,,1.5,,1.0,1.0,,,,1.0,,,,,,,99.3103448275862,,12.0,17.0,12.0,17.0,,,,,,,,,,1.0,,,1.0,0.46305,,,,,,,24.5,,,,,,,,,,2.0,2.0,,,3.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,0.5,,,,1.0,,2.0,3.0,,,,,,,,,,,1611661328,2013,2013,True
100076-101024-101030-201067-203015,1611661328,"Tina Thompson, Temeka Johnson, Tanisha Wright, Camille Little, Shekinna Stricklen","Thompson, Johnson, Wright, Little, Stricklen",100076-101024-101030-201067-203015,SEA,985.0,2,16.0,9.0,30.0,30,,3.0,60,9.0,2.0,2.0,7.0,4.0,8.0,,5.0,1.0,14.0,24.0,5.0,2.0,36.0,27.0,2.0,,,1.0,,,18.0,10.0,1.0,9.0,11.0,2.0,24.0,1.0,3.0,6.0,4.0,10.0,4.0,14.0,,7.0,7.0,6.0,,1.0,5.0,,4.0,,,1.0,,30.0,,,0.6428571428571429,0.6428571428571429,0.5833333333333334,,0.5862068965517241,,0.6,,0.1724137931034483,0.5,0.3,1.0,0.5,0.7142857142857143,0.3333333333333333,0.25,,0.5,1.0,,87.71573604060913,,14.533333333333333,18.3,13.8,17.933333333333334,0.3103448275862069,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.27586206896551724,0.5,0.5,,0.1724137931034483,1.0,1.0,0.4827586206896552,0.48247142857142855,0.6612,,0.13333333333333333,0.16,,9.408333333333333,28.24,,2.0,4.0,4.0,,8.0,2.0,,,2.0,2.0,2.0,6.0,6.0,,4.0,2.0,2.0,2.0,5.0,,,,2.0,2.0,,,2.0,,,,,,3.0,,1.0,1.0,,,1.0,0.4,0.5,1.0,1.0,1.0,0.5,,,,0.4,0.5,0.3333333333333333,0.6666666666666666,1.0,0.8888888888888888,0.8888888888888888,0.625,0.4,0.4,1.0,1.0,,,0.5,0.16666666666666666,1.0,,2.0,2.0,0.5,0.5,,,,,,,1611661328,2013,2013,True
100076-101024-101030-202252-203015,1611661328,"Tina Thompson, Temeka Johnson, Tanisha Wright, Alysha Clark, Shekinna Stricklen","Thompson, Johnson, Wright, Clark, Stricklen",100076-101024-101030-202252-203015,SEA,43.0,1,1.0,-1.0,2.0,2,2.0,,4,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,1.0,1.0,1.0,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,3.0,3.0,2.0,,,1.0,1.0,0.5,0.5,0.75,0.75,0.5,,,,,,,,,,,,133.95348837209303,,12.5,9.0,12.5,9.0,,0.5,1.0,1.0,,,,,,0.5,,0.5,0.5,0.2596,,0.2596,0.5,1.0,1.0,4.1,63.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2013,2013,True
100076-101024-201049-201067-203015,1611661328,"Tina Thompson, Temeka Johnson, Noelle Quinn, Camille Little, Shekinna Stricklen","Thompson, Johnson, Quinn, Little, Stricklen",100076-101024-201049-201067-203015,SEA,264.0,2,4.0,1.0,9.0,9,,1.0,18,3.0,1.0,,2.0,1.0,2.0,,,,2.0,7.0,,,4.0,3.0,1.0,,,,,,2.0,2.0,,1.0,1.0,,2.0,,1.0,,3.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,1.0,1.0,4.0,,,0.5,0.5,0.2857142857142857,,0.2857142857142857,,0.2857142857142857,,,1.0,0.2,,,1.0,0.2,,,1.0,,0.25,98.18181818181817,1.0,15.666666666666666,13.666666666666666,15.444444444444445,13.666666666666666,0.42857142857142855,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,,,1.0,,0.42857142857142855,0.44432857142857146,0.4578,,,,,7.685714285714285,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,0.6666666666666666,1.0,,0.5,,,1.0,,,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,1.0,1.0,0.14285714285714285,0.3333333333333333,,,1611661328,2013,2013,True
100076-101030-201049-201067-202252,1611661328,"Tina Thompson, Tanisha Wright, Noelle Quinn, Camille Little, Alysha Clark","Thompson, Wright, Quinn, Little, Clark",100076-101030-201049-201067-202252,SEA,797.0,2,13.0,-14.0,22.0,23,8.0,2.0,45,3.0,1.0,2.0,7.0,2.0,7.0,,3.0,1.0,6.0,17.0,3.0,3.0,15.0,29.0,3.0,2.0,4.0,1.0,2.0,6.0,2.0,10.0,,1.0,1.0,,2.0,,4.0,4.0,3.0,7.0,4.0,11.0,1.0,1.0,1.0,4.0,,,3.0,,1.0,,,,,11.0,6.0,8.0,0.16666666666666666,0.2,0.35294117647058826,0.5,0.3,0.4,0.35714285714285715,0.5,0.15,1.0,0.36363636363636365,0.8,,0.875,0.2857142857142857,0.2,,1.0,1.0,0.07142857142857142,81.30489335006274,,18.5,16.956521739130434,17.636363636363637,16.08695652173913,0.15,0.35,0.2857142857142857,0.2857142857142857,,0.35,0.2857142857142857,0.2857142857142857,,0.15,0.3333333333333333,0.2,0.3,0.43192,0.5296,0.48208,0.05,0.058823529411764705,0.4,10.870588235294118,24.900000000000002,0.36363636363636365,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,,,2.0,4.0,,2.0,3.0,,,,1.0,,,,4.0,,2.0,,2.0,,3.0,1.0,,,1.0,1.0,,,,1.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,,,,0.6,,,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,0.2,1.0,,0.26666666666666666,9.0,,,,,,,,,,,,1611661328,2013,2013,True
100076-101030-201049-201067-203015,1611661328,"Tina Thompson, Tanisha Wright, Noelle Quinn, Camille Little, Shekinna Stricklen","Thompson, Wright, Quinn, Little, Stricklen",100076-101030-201049-201067-203015,SEA,243.0,1,4.0,,7.0,6,,,13,5.0,,,,,1.0,,,,3.0,6.0,,,6.0,6.0,,,,,,,6.0,,,3.0,3.0,,6.0,,,2.0,1.0,3.0,,3.0,,,,1.0,,,,,,,,,,6.0,,,1.0,1.0,0.5,,0.5,,0.5,,,0.5,,1.0,,0.75,,,,,1.0,,77.03703703703704,,16.857142857142858,20.833333333333332,16.857142857142858,19.333333333333332,0.8333333333333334,,,,,0.16666666666666666,,,,,,,0.8333333333333334,0.5339333333333333,,,,,,4.933333333333334,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.6,0.6,1.0,,,,,,,,,3.0,,,,,,,,,,,,1611661328,2013,2013,True
100076-101030-201049-202252-203015,1611661328,"Tina Thompson, Tanisha Wright, Noelle Quinn, Alysha Clark, Shekinna Stricklen","Thompson, Wright, Quinn, Clark, Stricklen",100076-101030-201049-202252-203015,SEA,11.0,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1611661328,2013,2013,True
