EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,FoulsDrawn,Loose Ball Fouls Drawn,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,Steals,LostBallSteals,Fouls,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Fg2Pct,EfgPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Avg2ptShotDistance,AtRimFGM,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceOffPoss,PenaltyFG2M,PenaltyFG2A,LongMidRangeAssists,LiveBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyFg2Pct,PenaltyEfgPct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,FG2APctBlocked,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Travels,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,OffThreePtRebounds,SelfOReb,BadPassTurnovers,Blocked2s,BlockedAtRim,Blocks,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,BadPassSteals,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,SecondChanceFtPoints,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,Offensive Fouls,ShortMidRangePctBlocked,BlockedShortMidRange,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,BlockingFouls,Charge Fouls,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,Blocked3s,BlockedArc3,3SecondViolations,PenaltyFg3Pct,PenaltyArc3Accuracy,PtsUnassisted3s,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,HeaveAttempts,team_id,year,season,team_vs
100656-100812-201048-201881-202662,1611661330,"Ruth Riley, Erika de Souza, Armintie Herrington, Angel McCoughtry, Jasmine Thomas","Riley, de Souza, Herrington, McCoughtry, Thomas",100656-100812-201048-201881-202662,ATL,36.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,14.0,22.0,14.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-100812-201048-201881-203410,1611661330,"Ruth Riley, Erika de Souza, Armintie Herrington, Angel McCoughtry, Alex Bentley","Riley, de Souza, Herrington, McCoughtry, Bentley",100656-100812-201048-201881-203410,ATL,66.0,2,1.0,1.0,3.0,4.0,,,,,,1.0,,,,,87.27272727272727,19.0,15.666666666666666,19.0,6.666666666666667,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0582,0.0582,0.5,1.0,1.0,32.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-100812-201048-202662-203026,1611661330,"Ruth Riley, Erika de Souza, Armintie Herrington, Jasmine Thomas, Tiffany Hayes","Riley, de Souza, Herrington, Thomas, Hayes",100656-100812-201048-202662-203026,ATL,153.0,2,3.0,3.0,4.0,7.0,,2.0,3.0,,,1.0,,,0.5,,65.88235294117648,29.333333333333332,16.25,29.333333333333332,16.0,-4.0,,3.0,,,,,2.0,6.0,,,,,,,1.0,,,2.0,,,,0.25,,,,,0.25,0.4301,,,,,,,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.25,0.5,0.5,0.5,9.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-100812-201048-203026-203410,1611661330,"Ruth Riley, Erika de Souza, Armintie Herrington, Tiffany Hayes, Alex Bentley","Riley, de Souza, Herrington, Hayes, Bentley",100656-100812-201048-203026-203410,ATL,98.0,1,2.0,2.0,3.0,5.0,,1.0,1.0,,,1.0,,,0.5,,73.46938775510205,23.0,17.333333333333332,23.0,15.333333333333334,-3.0,,,,,,,2.0,5.0,,,,,,,2.0,1.0,1.0,2.0,,,,0.3333333333333333,,,,,0.3333333333333333,0.48913333333333336,,0.3333333333333333,0.3333333333333333,,,,1.0,2.0,,,1.0,3.0,,,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,1.0,,,,,0.3333333333333333,0.6666666666666666,,,,8.766666666666667,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-100973-202662-203026-203410,1611661330,"Ruth Riley, Le'coe Willingham, Jasmine Thomas, Tiffany Hayes, Alex Bentley","Riley, Willingham, Thomas, Hayes, Bentley",100656-100973-202662-203026-203410,ATL,4.0,1,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-100973-202662-203410-203451,1611661330,"Ruth Riley, Le'coe Willingham, Jasmine Thomas, Alex Bentley, Courtney Clements","Riley, Willingham, Thomas, Bentley, Clements",100656-100973-202662-203410-203451,ATL,181.0,1,3.0,7.0,7.0,14.0,,1.0,2.0,1.0,2.0,1.0,,,1.0,,111.38121546961327,10.428571428571429,15.428571428571429,10.285714285714286,15.428571428571429,-1.0,7.0,7.0,,,,1.0,5.0,6.0,,1.0,5.0,,1.0,1.0,1.0,2.0,1.0,5.0,5.0,7.0,1.0,0.5,0.5,,,,,0.323425,0.323425,0.2,0.2,1.0,,1.0,,,2.0,4.0,2.0,4.0,2.0,1.0,1.0,,1.0,,0.5,0.5,,1.0,0.5,0.5,,1.0,,,1.0,0.5,0.5,19.175,,2.0,1.0,1.0,,2.0,,0.5,0.5,,,,,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-201048-201881-202623-202662,1611661330,"Ruth Riley, Armintie Herrington, Angel McCoughtry, Aneika Morello, Jasmine Thomas","Riley, Herrington, McCoughtry, Morello, Thomas",100656-201048-201881-202623-202662,ATL,64.0,1,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,67.5,19.5,25.0,19.5,25.0,4.0,2.0,1.0,,,,4.0,4.0,,,4.0,4.0,,,,,4.0,2.0,4.0,4.0,2.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-201048-201881-202623-203410,1611661330,"Ruth Riley, Armintie Herrington, Angel McCoughtry, Aneika Morello, Alex Bentley","Riley, Herrington, McCoughtry, Morello, Bentley",100656-201048-201881-202623-203410,ATL,89.0,1,1.0,3.0,3.0,6.0,,2.0,3.0,,,,,,1.0,,97.07865168539325,21.0,8.666666666666666,19.666666666666668,8.666666666666666,-1.0,,3.0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,0.25,0.25,,0.25,0.37905,,,,,24.0,,,1.0,,2.0,,3.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.3333333333333333,0.25,,,,0.25,0.5,,,13.233333333333334,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,0.5,,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-201048-202623-202662-203026,1611661330,"Ruth Riley, Armintie Herrington, Aneika Morello, Jasmine Thomas, Tiffany Hayes","Riley, Herrington, Morello, Thomas, Hayes",100656-201048-202623-202662-203026,ATL,237.0,1,4.0,8.0,7.0,15.0,,2.0,3.0,1.0,1.0,,,,1.0,,91.13924050632912,12.625,19.428571428571427,11.75,19.428571428571427,-2.0,,3.0,1.0,,1.0,,7.0,9.0,,,,1.0,,,3.0,,,5.0,,,1.0,0.5,,0.14285714285714285,0.14285714285714285,,1.0,0.605157142857143,,,,,23.1,,6.0,,,,2.0,6.0,2.0,1.0,2.0,,1.0,,0.3333333333333333,0.5,,1.0,0.25,0.25,0.25,1.0,0.8571428571428571,,,,,1.0833333333333333,2.0,2.0,1.0,2.0,1.0,5.0,,0.5,1.0,1.0,0.3333333333333333,0.4,0.5,,,2.0,,,,,,,1.0,,,,,,,,,1.0,0.16666666666666666,,,0.6016,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-201048-202623-202662-203410,1611661330,"Ruth Riley, Armintie Herrington, Aneika Morello, Jasmine Thomas, Alex Bentley","Riley, Herrington, Morello, Thomas, Bentley",100656-201048-202623-202662-203410,ATL,62.0,1,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,46.4516129032258,22.0,40.0,19.0,20.0,-2.0,,,1.0,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0.44715,,,,,23.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
