EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,Steals,BadPassSteals,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,FtPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,Arc3Assists,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,DefCorner3ReboundPct,BlockedShortMidRange,HeaveAttempts,PenaltyTurnovers,PenaltyCorner3FGA,Loose Ball Fouls Drawn,PenaltyCorner3Frequency,Charge Fouls Drawn,SecondChanceCorner3FGA,Fg3aBlocked,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,3SecondViolations,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
100634-100940-200676-201501-201886,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Charde Houston, DeWanna Bonner","Taylor, Taurasi, Dupree, Houston, Bonner",100634-100940-200676-201501-201886,PHO,139.0,1,2.0,-3.0,4.0,4.0,1.0,8,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,82.87769784172662,21.0,13.75,19.5,13.75,0.2,0.6,0.2,0.4,0.43038999999999994,4.825,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-200676-201886-202663,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Krystal Thomas","Taylor, Taurasi, Dupree, Bonner, Thomas",100634-100940-200676-201886-202663,PHO,78.0,1,1.0,-2.0,2.0,3.0,,5,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,92.3076923076923,14.0,16.666666666666668,14.0,16.666666666666668,,,,,0.38325,18.5,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.38325,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-200676-201886-203041,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Lynetta Kizer","Taylor, Taurasi, Dupree, Bonner, Kizer",100634-100940-200676-201886-203041,PHO,356.0,1,6.0,7.0,11.0,10.0,,21,4.0,3.0,,8.0,,8.0,,,,4.0,,4.0,,4.0,1.0,3.0,,,0.8,,0.6666666666666666,,,1.0,0.6666666666666666,84.9438202247191,13.727272727272727,20.5,13.727272727272727,18.8,0.5,0.375,,0.5,0.41515,6.7625,,,5.0,1.0,1.0,7.0,15.0,,,,4.0,1.0,1.0,15.0,,,0.875,,0.875,,0.8333333333333334,,0.125,1.0,1.0,,,,4.0,2.0,1.0,10.0,5.0,5.0,3.0,1.0,1.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,1.0,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-200676-201886-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Brittney Griner","Taylor, Taurasi, Dupree, Bonner, Griner",100634-100940-200676-201886-203398,PHO,1733.0,2,29.0,-1.0,56.0,55.0,6.0,111,21.0,11.0,9.0,36.0,13.0,60.0,3.0,9.0,1.0,12.0,,17.0,7.0,24.0,6.0,9.0,0.2653061224489796,,0.5454545454545454,0.1,0.5862068965517241,0.2692307692307692,0.125,0.5,0.6,92.2331217541835,17.125,14.072727272727272,16.160714285714285,13.618181818181819,0.42857142857142855,0.22448979591836735,0.1836734693877551,0.6938775510204082,0.49585408163265304,5.327777777777778,23.799999999999997,1.0,,1.0,4.0,20.0,59.0,,,2.0,16.0,4.0,3.0,56.0,,,0.5555555555555556,,0.5,,0.5363636363636364,1.0,0.08163265306122448,0.25,0.25,,0.03389830508474576,0.017857142857142856,12.0,7.0,10.0,24.0,12.0,14.0,7.0,5.0,,30.0,1.0,4.0,8.0,,2.0,13.0,13.0,6.0,0.6,0.6,0.5,0.5714285714285714,0.631578947368421,0.5833333333333334,0.6363636363636364,0.7,0.7142857142857143,,0.1111111111111111,0.14634146341463414,1.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,6.0,3.0,1.0,3.0,2.0,2.0,6.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.25,0.3,0.08333333333333333,0.09523809523809523,0.09090909090909091,0.5,0.375,0.7142857142857143,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333334,0.043478260869565216,1.0,0.08163265306122448,0.5,0.5,1.0,0.1111111111111111,0.1111111111111111,0.75,0.3333333333333333,1.0,0.25,0.1111111111111111,0.6309625,0.05084745762711865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-201886-202663-203427,1611661317,"Penny Taylor, Diana Taurasi, DeWanna Bonner, Krystal Thomas, Jasmine James","Taylor, Taurasi, Bonner, Thomas, James",100634-100940-201886-202663-203427,PHO,22.0,1,,2.0,1.0,1.0,,2,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,130.9090909090909,18.0,4.0,18.0,4.0,,1.0,,,0.3281,12.3,,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.3281,1.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100634-100940-201886-203398-203427,1611661317,"Penny Taylor, Diana Taurasi, DeWanna Bonner, Brittney Griner, Jasmine James","Taylor, Taurasi, Bonner, Griner, James",100634-100940-201886-203398-203427,PHO,71.0,1,1.0,1.0,3.0,3.0,,6,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,1.0,,1.0,,1.0,,,0.3333333333333333,,1.0,,1.0,,,,,121.69014084507042,15.333333333333334,8.333333333333334,15.333333333333334,8.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.43734999999999996,2.6,22.8,,,,,1.0,3.0,,,,,,,3.0,,,0.5,,0.3333333333333333,,0.5,,,,,,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100940-200676-201487-201501-202663,1611661317,"Diana Taurasi, Candice Dupree, Alexis Hornbuckle, Charde Houston, Krystal Thomas","Taurasi, Dupree, Hornbuckle, Houston, Thomas",100940-200676-201487-201501-202663,PHO,210.0,2,4.0,-6.0,7.0,8.0,1.0,15,,,3.0,,4.0,6.0,,3.0,1.0,2.0,2.0,6.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,102.85714285714286,15.714285714285714,12.5,14.428571428571429,12.5,,,0.75,1.0,0.4753125,,23.475,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,0.25,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100940-200676-201487-201501-203398,1611661317,"Diana Taurasi, Candice Dupree, Alexis Hornbuckle, Charde Houston, Brittney Griner","Taurasi, Dupree, Hornbuckle, Houston, Griner",100940-200676-201487-201501-203398,PHO,143.0,1,2.0,2.0,3.0,3.0,1.0,6,,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,0.5,,1.0,0.5,1.0,0.5,0.5,,1.0,60.41958041958042,23.333333333333332,24.333333333333332,19.333333333333332,24.333333333333332,,0.5,0.5,0.5,0.407,10.25,24.65,,,,,2.0,4.0,,,,2.0,1.0,,4.0,,,1.0,,0.5,,0.5,,,,,,,,,2.0,,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,0.5,0.5,,,,,1.0,1.0,0.5,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100940-200676-201487-201886-202663,1611661317,"Diana Taurasi, Candice Dupree, Alexis Hornbuckle, DeWanna Bonner, Krystal Thomas","Taurasi, Dupree, Hornbuckle, Bonner, Thomas",100940-200676-201487-201886-202663,PHO,65.0,1,1.0,4.0,2.0,3.0,,5,1.0,,,2.0,,,,,,1.0,1.0,3.0,,3.0,,,,1.0,1.0,,1.0,,,,1.0,110.76923076923077,13.5,12.666666666666666,13.5,12.666666666666666,0.5,,,0.5,0.54475,9.2,,,2.0,1.0,1.0,2.0,4.0,,,,,,,4.0,,,1.0,,1.0,,1.0,,0.5,1.0,1.0,,,,1.0,,,4.0,2.0,2.0,1.0,,1.0,4.0,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
100940-200676-201487-201886-203398,1611661317,"Diana Taurasi, Candice Dupree, Alexis Hornbuckle, DeWanna Bonner, Brittney Griner","Taurasi, Dupree, Hornbuckle, Bonner, Griner",100940-200676-201487-201886-203398,PHO,875.0,3,15.0,2.0,26.0,27.0,8.0,53,12.0,6.0,5.0,24.0,6.0,26.0,6.0,5.0,3.0,6.0,3.0,10.0,8.0,18.0,3.0,12.0,0.2,0.75,0.8571428571428571,1.0,0.875,0.4,1.0,1.0,1.0,87.22285714285714,16.615384615384617,16.40740740740741,15.0,15.88888888888889,0.4,0.2,0.16666666666666666,0.6,0.5013933333333334,7.8374999999999995,24.083333333333332,5.0,8.0,2.0,6.0,7.0,28.0,2.0,4.0,7.0,4.0,2.0,,20.0,7.0,5.0,0.2916666666666667,0.5,0.38333333333333336,0.5833333333333334,0.42424242424242425,0.5833333333333334,0.2,0.3333333333333333,0.3333333333333333,0.44356666666666666,0.25,0.19230769230769232,5.0,,5.0,10.0,5.0,8.0,4.0,,1.0,19.0,1.0,1.0,1.0,,,6.0,6.0,3.0,0.7142857142857143,0.8333333333333334,,0.4166666666666667,0.4166666666666667,0.8,,,,0.5,0.09090909090909091,0.1111111111111111,2.0,2.0,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,8.0,,9.0,,3.0,,3.0,,5.0,1.0,1.0,2.0,,,,,,2.0,,,1.0,1.0,1.0,,,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,,,,,0.29411764705882354,1.0,0.2857142857142857,0.3333333333333333,0.25,1.0,0.05,,0.03333333333333333,,,,0.6,0.6,0.2857142857142857,1.0,0.5,0.14285714285714285,0.6,0.496,0.2857142857142857,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,1611661317,2013,2013,False
