EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyPoints,PtsPutbacks,OffTwoPtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyPointsPct,Corner3FGM,PtsAssisted2s,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,SelfOReb,Steals,BadPassSteals,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,Loose Ball Fouls,PenaltyCorner3FGM,Blocked3s,BlockedArc3,PenaltyCorner3Accuracy,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
101033-201050-201907-203400-203426,1611661321,"Roneeka Hodges, Tiffany Jackson, Courtney Paris, Skylar Diggins-Smith, Angel Goodrich","Hodges, Jackson, Paris, Diggins-Smith, Goodrich",101033-201050-201907-203400-203426,TUL,449.0,3,7.0,-4.0,13.0,14.0,6.0,9.0,2.0,27.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,6.0,1.0,1.0,3.0,3.0,6.0,2.0,7.0,1.0,13.0,17.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,6.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,8.0,6.0,2.0,1.0,0.2857142857142857,1.0,0.4,0.5,1.0,0.46153846153846156,1.25,0.4642857142857143,1.25,0.5384615384615384,0.16666666666666666,0.2,0.5,0.6,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,1.0,86.5924276169265,1.0,18.307692307692307,15.071428571428571,16.153846153846153,14.071428571428571,0.07692307692307693,1.0,1.0,0.38461538461538464,0.4,0.5,0.07692307692307693,0.46153846153846156,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.6153846153846154,0.5,0.4614954545454546,0.3676,0.07142857142857142,0.14285714285714285,0.38461538461538464,7.866666666666667,29.914285714285715,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
201499-202653-203017-203029-203426,1611661321,"Candice Wiggins, Kayla Pedersen, Glory Johnson, Riquna Williams, Angel Goodrich","Wiggins, Pedersen, Johnson, Williams, Goodrich",201499-202653-203017-203029-203426,TUL,287.0,2,5.0,-10.0,8.0,9.0,6.0,,3.0,17.0,2.0,5.0,2.0,4.0,1.0,2.0,1.0,,,,,,3.0,7.0,,1.0,,6.0,16.0,2.0,4.0,,,4.0,5.0,,6.0,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,6.0,3.0,1.0,,,4.0,3.0,6.0,,,,,,,,,2.0,6.0,,,,,,0.42857142857142855,0.5,0.375,0.5,0.375,0.5,0.125,,,0.75,0.3333333333333333,1.0,1.0,0.5,0.8,,1.0,,1.0,1.0,85.29616724738676,,16.0,17.666666666666668,14.25,13.666666666666666,0.625,0.4,0.4,0.25,0.5,0.5,0.125,,,,,1.0,0.5,,,,,0.75,,0.5235,0.47034000000000004,,,0.6666666666666666,4.185714285714286,23.5,0.75,2.0,3.0,3.0,6.0,2.0,3.0,3.0,1.0,4.0,6.0,0.6,0.6,0.6,0.75,0.6666666666666666,1.0,0.6,0.6666666666666666,0.6632666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
100919-101033-101080-201907-203426,1611661321,"Nicole Powell, Roneeka Hodges, Jennifer Lacy, Courtney Paris, Angel Goodrich","Powell, Hodges, Lacy, Paris, Goodrich",100919-101033-101080-201907-203426,TUL,398.0,2,7.0,-6.0,8.0,10.0,,,2.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,2.0,3.0,2.0,4.0,,10.0,16.0,1.0,1.0,1.0,1.0,5.0,,,,6.0,,3.0,1.0,,2.0,4.0,1.0,10.0,1.0,,2.0,2.0,2.0,4.0,1.0,1.0,,,2.0,,2.0,,,,1.0,,1.0,1.0,,5.0,,,1.0,0.5,1.0,0.5,0.6666666666666666,1.0,0.7142857142857143,1.25,0.7142857142857143,1.25,0.5714285714285714,,,0.5,0.5,,0.5,0.3333333333333333,0.6666666666666666,0.5,,,0.5,,65.12562814070351,,23.625,20.9,22.0,17.8,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,,0.8571428571428571,0.3333333333333333,0.45525714285714286,,,,0.5,4.433333333333334,23.15,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,0.4989,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
100919-101080-201499-203017-203400,1611661321,"Nicole Powell, Jennifer Lacy, Candice Wiggins, Glory Johnson, Skylar Diggins-Smith","Powell, Lacy, Wiggins, Johnson, Diggins-Smith",100919-101080-201499-203017-203400,TUL,3892.0,8,65.0,-4.0,125.0,125.0,16.0,13.0,19.0,250.0,24.0,42.0,5.0,10.0,9.0,23.0,8.0,7.0,19.0,2.0,2.0,3.0,39.0,86.0,10.0,27.0,23.0,131.0,135.0,5.0,15.0,3.0,3.0,23.0,14.0,4.0,38.0,24.0,,19.0,7.0,2.0,8.0,28.0,5.0,64.0,5.0,18.0,27.0,50.0,21.0,71.0,12.0,8.0,1.0,,20.0,1.0,24.0,26.0,28.0,12.0,9.0,4.0,5.0,9.0,5.0,108.0,16.0,2.0,0.8,0.37037037037037035,1.0,0.37037037037037035,0.45348837209302323,0.3333333333333333,0.4778761061946903,0.5277777777777778,0.5198412698412699,0.575,0.23893805309734514,0.023255813953488372,0.043478260869565216,0.6,0.6923076923076923,0.6428571428571429,0.29411764705882354,0.6716417910447762,0.3125,0.16666666666666666,0.6,0.6428571428571429,0.6428571428571429,0.8,92.49743062692704,0.5555555555555556,15.752,15.384,14.792,14.456,0.37168141592920356,0.5714285714285714,0.5853658536585366,0.20353982300884957,0.391304347826087,0.4090909090909091,0.07079646017699115,0.168141592920354,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.5555555555555556,0.5,0.1111111111111111,1.0,1.0,0.16666666666666666,0.6106194690265486,0.3684210526315789,0.4737362831858407,0.4145916666666667,0.0975609756097561,0.125,0.17557251908396945,7.6976744186046515,23.366666666666667,0.128,4.0,7.0,4.0,17.0,2.0,15.0,11.0,1.0,14.0,17.0,0.2857142857142857,0.3055555555555556,0.40476190476190477,0.3191489361702128,0.2777777777777778,0.2857142857142857,0.3888888888888889,0.5714285714285714,0.5143705882352941,0.1297709923664122,3.0,40.0,20.0,3.0,16.0,1.0,1.0,11.0,9.0,1.0,0.5128205128205128,0.5263157894736842,0.8181818181818182,0.016129032258064516,0.6666666666666666,0.1111111111111111,0.375,0.375,1.0,0.4,6.0,21.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,6.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.25,0.023809523809523808,1.0,0.5,0.4,0.6086956521739131,0.18584070796460178,0.2857142857142857,0.2857142857142857,0.5,0.05555555555555555,1.0,1.0,0.05555555555555555,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
100919-101080-202633-203400-203426,1611661321,"Nicole Powell, Jennifer Lacy, Liz Cambage, Skylar Diggins-Smith, Angel Goodrich","Powell, Lacy, Cambage, Diggins-Smith, Goodrich",100919-101080-202633-203400-203426,TUL,46.0,1,1.0,2.0,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,62.60869565217391,,20.0,26.0,20.0,26.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.3517,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
201050-201499-203017-203029-203400,1611661321,"Tiffany Jackson, Candice Wiggins, Glory Johnson, Riquna Williams, Skylar Diggins-Smith","Jackson, Wiggins, Johnson, Williams, Diggins-Smith",201050-201499-203017-203029-203400,TUL,3305.0,7,55.0,-2.0,99.0,97.0,22.0,12.0,13.0,196.0,26.0,41.0,7.0,11.0,10.0,22.0,1.0,2.0,12.0,,1.0,5.0,42.0,76.0,2.0,13.0,16.0,106.0,108.0,7.0,12.0,,1.0,17.0,11.0,6.0,36.0,6.0,,12.0,2.0,2.0,2.0,26.0,2.0,54.0,1.0,7.0,23.0,33.0,17.0,50.0,12.0,7.0,4.0,,19.0,3.0,21.0,26.0,19.0,10.0,4.0,2.0,1.0,4.0,3.0,89.0,22.0,,1.0,0.15384615384615385,,0.15384615384615385,0.5526315789473685,0.5833333333333334,0.5056179775280899,0.5384615384615384,0.5520833333333334,0.5666666666666667,0.14606741573033707,0.02631578947368421,0.045454545454545456,0.631578947368421,0.6571428571428571,0.5833333333333334,0.1,0.6382978723404256,0.38636363636363635,0.1111111111111111,,0.8,0.6153846153846154,0.5,85.39788199697428,0.75,16.181818181818183,17.556701030927837,15.353535353535353,16.50515463917526,0.4606741573033708,0.6341463414634146,0.65,0.24719101123595505,0.45454545454545453,0.47619047619047616,0.011235955056179775,0.1348314606741573,0.16666666666666666,0.16666666666666666,1.0,0.8461538461538461,0.6363636363636364,0.07692307692307693,,,0.29411764705882354,0.6067415730337079,0.16666666666666666,0.4595994382022472,0.4536264705882353,0.10638297872340426,0.12345679012345678,0.16037735849056603,6.8236842105263165,23.66923076923077,0.2222222222222222,5.0,6.0,7.0,22.0,8.0,16.0,8.0,3.0,16.0,22.0,0.6363636363636364,0.5,0.5789473684210527,0.47058823529411764,0.6666666666666666,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.5324708333333333,0.20754716981132076,,48.0,24.0,,14.0,6.0,3.0,13.0,12.0,,0.5714285714285714,0.631578947368421,0.5833333333333334,0.07142857142857142,0.5384615384615384,0.6,,,,0.2857142857142857,6.0,13.0,,,1.0,1.0,3.0,1.0,5.0,,4.0,,3.0,1.0,1.0,,2.0,1.0,1.0,5.0,2.0,,4.0,0.16666666666666666,0.024390243902439025,1.0,,0.2857142857142857,0.625,0.14606741573033707,0.46153846153846156,0.46153846153846156,0.6666666666666666,,,,0.058823529411764705,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
202633-202653-203029-203400-203426,1611661321,"Liz Cambage, Kayla Pedersen, Riquna Williams, Skylar Diggins-Smith, Angel Goodrich","Cambage, Pedersen, Williams, Diggins-Smith, Goodrich",202633-202653-203029-203400-203426,TUL,45.0,1,1.0,3.0,2.0,1.0,,1.0,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,2.0,2.0,,,,4.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,96.0,,6.5,32.0,6.5,32.0,0.5,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,0.5,,0.55105,,,,,4.6,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
100919-101033-101080-201499-203400,1611661321,"Nicole Powell, Roneeka Hodges, Jennifer Lacy, Candice Wiggins, Skylar Diggins-Smith","Powell, Hodges, Lacy, Wiggins, Diggins-Smith",100919-101033-101080-201499-203400,TUL,312.0,2,5.0,4.0,10.0,12.0,9.0,10.0,,22.0,1.0,1.0,,,3.0,3.0,,1.0,1.0,,,1.0,4.0,4.0,1.0,1.0,6.0,17.0,13.0,,,,,,3.0,1.0,2.0,3.0,,1.0,1.0,,1.0,4.0,1.0,9.0,,4.0,1.0,5.0,,5.0,1.0,,1.0,,1.0,1.0,3.0,6.0,8.0,,,,,,,17.0,9.0,,1.0,1.0,,1.0,1.0,,1.1,,0.9444444444444444,,0.2,,,1.0,1.0,0.6666666666666666,,0.7142857142857143,,,,1.0,,,101.53846153846153,,13.3,14.916666666666666,13.3,13.5,0.2,1.0,1.0,0.6,1.0,1.0,,0.2,1.0,1.0,1.0,,,,,,0.25,0.4,1.0,0.48731,0.5169625,,,,7.375,24.9,0.9,1.0,1.0,3.0,15.0,,,,,1.0,15.0,1.0,1.125,0.9375,,,,0.25,1.0,,0.8823529411764706,,6.0,3.0,,1.0,2.0,,,,,0.75,0.75,,,1.0,0.6666666666666666,,,,,,,,,,1.0,,1.0,6.0,,,,,,,,,,,,4.0,,4.0,1.0,,,,,0.6666666666666666,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
100919-101033-201050-202633-203400,1611661321,"Nicole Powell, Roneeka Hodges, Tiffany Jackson, Liz Cambage, Skylar Diggins-Smith","Powell, Hodges, Jackson, Cambage, Diggins-Smith",100919-101033-201050-202633-203400,TUL,238.0,2,4.0,4.0,8.0,8.0,1.0,2.0,,16.0,2.0,2.0,,,1.0,1.0,,,,,,,3.0,7.0,,,1.0,7.0,3.0,,,,,,1.0,,4.0,,,,,,,1.0,,2.0,,2.0,1.0,5.0,,5.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,7.0,1.0,,,,,,0.42857142857142855,,0.42857142857142855,,0.5,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,96.80672268907563,,14.125,15.625,14.125,15.625,0.2857142857142857,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,0.2857142857142857,,0.4467285714285714,0.2698,0.14285714285714285,0.14285714285714285,,11.114285714285714,,0.125,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,0.5,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
101080-202633-203017-203029-203426,1611661321,"Jennifer Lacy, Liz Cambage, Glory Johnson, Riquna Williams, Angel Goodrich","Lacy, Cambage, Johnson, Williams, Goodrich",101080-202633-203017-203029-203426,TUL,84.0,1,1.0,3.0,2.0,2.0,,,,4.0,,,,,1.0,1.0,,,,,,,2.0,2.0,,,1.0,5.0,2.0,,,,,,,,2.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,5.0,,,,,,,1.0,,1.0,,1.25,,,,,,,,,,,,,,,,68.57142857142857,,16.0,26.0,16.0,20.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,0.3127,,0.5,0.5,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,0.5,0.5,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2013,2013,True
