EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Fg2aBlocked,FTDefRebounds,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,PenaltyAtRimFGM,PenaltyAtRimAccuracy,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls Drawn,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,PtsUnassisted3s,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
100396-100404-100888-101025-203412,1611661313,"DeLisha Milton-Jones, Katie Smith, Plenette Pierson, Kara Braxton, Kamiko Williams","Milton-Jones, Smith, Pierson, Braxton, Williams",100396-100404-100888-101025-203412,NYL,578.0,1,10.0,8.0,18.0,18.0,1.0,36.0,2.0,2.0,1.0,3.0,4.0,10.0,1.0,1.0,1.0,2.0,1.0,7.0,15.0,2.0,3.0,20.0,12.0,1.0,2.0,1.0,2.0,10.0,4.0,6.0,2.0,1.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,16.0,1.0,2.0,1.0,7.0,8.0,3.0,11.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,18.0,0.7142857142857143,0.7142857142857143,1.0,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.5,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.16666666666666666,1.0,0.7777777777777778,0.25,1.0,1.0,0.8,0.3333333333333333,0.5,0.16666666666666666,1.0,0.75,0.6666666666666666,1.0,1.0,0.1111111111111111,89.6885813148789,0.5,15.666666666666666,16.444444444444443,13.61111111111111,16.22222222222222,0.1111111111111111,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.4,0.4,0.75,0.05555555555555555,1.0,1.0,1.0,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,0.2777777777777778,0.5,0.4431027777777778,0.476125,0.1,13.906666666666666,23.566666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100404-100888-200665-201507-203402,1611661313,"Katie Smith, Plenette Pierson, Cappie Pondexter, Leilani Mitchell, Kelsey Bone","Smith, Pierson, Pondexter, Mitchell, Bone",100404-100888-200665-201507-203402,NYL,2893.0,15,48.0,5.0,93.0,99.0,9.0,192.0,11.0,30.0,7.0,16.0,12.0,21.0,2.0,3.0,4.0,17.0,,30.0,67.0,6.0,20.0,88.0,83.0,4.0,8.0,,8.0,24.0,36.0,18.0,17.0,4.0,12.0,6.0,18.0,4.0,2.0,4.0,1.0,7.0,42.0,1.0,10.0,12.0,29.0,43.0,11.0,54.0,3.0,10.0,4.0,6.0,7.0,4.0,3.0,10.0,8.0,20.0,13.0,2.0,2.0,1.0,1.0,4.0,3.0,80.0,0.4,0.42857142857142855,1.0,0.3,0.3,0.44776119402985076,0.5,0.4482758620689655,0.5,0.4731182795698925,0.5,0.22988505747126436,0.7,0.6444444444444445,0.2702702702702703,0.8571428571428571,0.07142857142857142,0.6949152542372882,0.21568627450980393,,,0.07692307692307693,0.75,0.45454545454545453,0.6818181818181818,0.8888888888888888,0.0625,95.56861389561008,0.75,14.89247311827957,15.232323232323232,14.311827956989248,13.606060606060606,0.3448275862068966,0.36666666666666664,0.39285714285714285,0.36363636363636365,0.1839080459770115,0.4375,0.4666666666666667,0.14285714285714285,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.5833333333333334,0.034482758620689655,0.6666666666666666,0.6666666666666666,1.0,0.19540229885057472,0.23529411764705882,0.23529411764705882,1.0,,0.5747126436781609,0.23529411764705882,0.4927091954022988,0.4259428571428571,0.09090909090909091,8.950746268656717,23.759999999999998,18.0,8.0,2.0,5.0,4.0,1.0,3.0,3.0,10.0,2.0,10.0,3.0,4.0,4.0,17.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,12.0,1.0,5.0,2.0,2.0,1.0,1.0,17.0,18.0,1.0,1.0,0.75,0.2,0.4642857142857143,0.53125,0.04477611940298507,0.06666666666666667,0.0625,1.0,0.5263157894736842,0.8,0.625,0.4,0.2857142857142857,0.07142857142857142,0.21428571428571427,1.0,0.4810714285714286,0.054945054945054944,0.07042253521126761,0.19318181818181818,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100404-200665-201507-203069-203404,1611661313,"Katie Smith, Cappie Pondexter, Leilani Mitchell, Avery Warley-Talbert, Toni Young","Smith, Pondexter, Mitchell, Warley-Talbert, Young",100404-200665-201507-203069-203404,NYL,16.0,1,,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,90.0,,,11.0,,11.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,0.6717,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100888-200665-201502-203402-203412,1611661313,"Plenette Pierson, Cappie Pondexter, Essence Carson, Kelsey Bone, Kamiko Williams","Pierson, Pondexter, Carson, Bone, Williams",100888-200665-201502-203402-203412,NYL,280.0,1,5.0,-1.0,8.0,8.0,1.0,16.0,1.0,2.0,,3.0,,2.0,,2.0,,1.0,,1.0,7.0,,3.0,5.0,6.0,,3.0,,,,2.0,,1.0,,,,,,,,,,,2.0,2.0,,3.0,3.0,4.0,7.0,,,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,5.0,,,,,,0.14285714285714285,,0.1,,0.20833333333333334,,0.3,,0.6,0.3333333333333333,,0.6666666666666666,0.5,0.4444444444444444,0.3333333333333333,,1.0,1.0,,1.0,,,82.28571428571428,1.0,18.0,17.0,16.625,16.0,0.2,0.5,0.5,,0.3,,,,0.2,,,,0.2,,,,0.1,,,,,0.5,,0.442035,0.2897,,8.314285714285715,23.566666666666666,,,,1.0,,,,,3.0,,,,,,,,1.0,,,,,,,,,,4.0,,2.0,,,,,,,,,,,,,0.14285714285714285,,0.3333333333333333,,1.0,,0.3333333333333333,,,,,,,0.16666666666666666,0.2222222222222222,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
101025-200665-201502-201507-203404,1611661313,"Kara Braxton, Cappie Pondexter, Essence Carson, Leilani Mitchell, Toni Young","Braxton, Pondexter, Carson, Mitchell, Young",101025-200665-201502-201507-203404,NYL,446.0,1,7.0,9.0,17.0,16.0,1.0,33.0,2.0,3.0,1.0,2.0,4.0,6.0,,,,2.0,1.0,7.0,11.0,,2.0,17.0,8.0,,,1.0,,8.0,6.0,,2.0,,4.0,,4.0,,,1.0,,3.0,8.0,1.0,,1.0,8.0,9.0,1.0,10.0,,3.0,2.0,1.0,2.0,2.0,,4.0,,1.0,2.0,,,,,,,17.0,0.5714285714285714,0.5714285714285714,,,,0.6363636363636364,,0.5384615384615384,,0.6071428571428571,,0.15384615384615385,0.5,0.8,,1.0,0.5,0.8181818181818182,0.16666666666666666,,,0.5,0.5,1.0,1.0,1.0,,106.54708520179372,,10.647058823529411,16.5625,10.352941176470589,16.1875,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.15384615384615385,0.5,0.5,,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.75,,,,,0.15384615384615385,,,,1.0,0.38461538461538464,,0.4899230769230769,,,12.145454545454545,25.15,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,0.16666666666666666,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100396-100404-203402-203404-203412,1611661313,"DeLisha Milton-Jones, Katie Smith, Kelsey Bone, Toni Young, Kamiko Williams","Milton-Jones, Smith, Bone, Young, Williams",100396-100404-203402-203404-203412,NYL,145.0,3,2.0,3.0,6.0,5.0,,11.0,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,8.0,5.0,,,,,2.0,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,4.0,,,,,,,8.0,1.0,1.0,,,,0.5,,0.5,,0.8,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,109.24137931034484,,13.0,13.4,13.0,13.4,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,0.5,,0.29775,,,4.8,,5.0,3.0,,,1.0,,,,6.0,1.0,2.0,,,4.0,6.0,,,,,,,1.0,,,,1.0,6.0,,2.0,1.0,,,,6.0,5.0,,1.0,,0.5,0.5,0.75,,,,,,,,,0.5,,,,0.29775,0.5,0.5,0.75,0.8333333333333334,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100396-100888-201507-202652-203404,1611661313,"DeLisha Milton-Jones, Plenette Pierson, Leilani Mitchell, Alex Montgomery, Toni Young","Milton-Jones, Pierson, Mitchell, Montgomery, Young",100396-100888-201507-202652-203404,NYL,108.0,1,2.0,2.0,4.0,3.0,1.0,7.0,2.0,4.0,,,,1.0,,1.0,,,,2.0,5.0,,1.0,4.0,2.0,,3.0,,,,4.0,,,,,,,,,,,,,,2.0,2.0,,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,0.4,,0.3333333333333333,,0.3333333333333333,,0.16666666666666666,,,0.6666666666666666,1.0,,1.0,0.5,,1.0,,,,,1.0,,93.33333333333333,,13.75,17.666666666666668,11.0,17.666666666666668,0.6666666666666666,0.5,0.6666666666666666,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,,,,,,0.8333333333333334,,0.4389416666666666,0.3053666666666667,,5.8,22.7,4.0,3.0,,2.0,4.0,1.0,,,,2.0,5.0,,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,4.0,4.0,,,,0.4,0.3333333333333333,0.3333333333333333,0.2,0.25,,,0.5,,0.6666666666666666,,0.6666666666666666,0.16666666666666666,,,0.4389416666666666,,,1.0,1.0,,,,2.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
201507-202652-203069-203402-203404,1611661313,"Leilani Mitchell, Alex Montgomery, Avery Warley-Talbert, Kelsey Bone, Toni Young","Mitchell, Montgomery, Warley-Talbert, Bone, Young",201507-202652-203069-203402-203404,NYL,31.0,1,1.0,-3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9032258064516,,13.0,18.0,13.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100404-100888-202652-203069-203412,1611661313,"Katie Smith, Plenette Pierson, Alex Montgomery, Avery Warley-Talbert, Kamiko Williams","Smith, Pierson, Montgomery, Warley-Talbert, Williams",100404-100888-202652-203069-203412,NYL,80.0,2,1.0,5.0,2.0,3.0,,5.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,5.0,,,,,,2.0,,3.0,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,,,,2.0,2.0,,2.0,,1.0,,1.0,,,,,,,1.0,,2.0,,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.25,,1.25,,0.5,,0.6666666666666666,,,,0.6666666666666666,,,,,,1.0,,,,90.0,1.0,18.0,14.666666666666666,18.0,12.666666666666666,0.5,1.0,1.0,1.0,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,1.0,,0.66935,,,1.5,22.8,2.0,3.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,5.0,2.0,,,1.0,1.0,1.25,1.25,,,,,,,,,0.5,0.5,,,0.66935,,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
100396-100404-100888-200665-201507,1611661313,"DeLisha Milton-Jones, Katie Smith, Plenette Pierson, Cappie Pondexter, Leilani Mitchell","Milton-Jones, Smith, Pierson, Pondexter, Mitchell",100396-100404-100888-200665-201507,NYL,3.0,1,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,0.5,,,,,,1.0,,1.0,,,,,,,,1.0,,960.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,,,,1.0,1.0,,1.0,,,,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2013,2013,True
