EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimAssists,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,Travels,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyPointsPct,Avg3ptShotDistance,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,3SecondViolations,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Clear Path Fouls,Offensive Fouls,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100812-202623-202662-203410-203451,1611661330,"Erika de Souza, Aneika Morello, Jasmine Thomas, Alex Bentley, Courtney Clements","de Souza, Morello, Thomas, Bentley, Clements",100812-202623-202662-203410-203451,ATL,331.0,2,6.0,11.0,9.0,1.0,2.0,2.0,20.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,11.0,1.0,9.0,9.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,0.75,1.0,0.36363636363636365,0.5,0.36363636363636365,0.5,0.4090909090909091,0.5,0.09090909090909091,0.5,0.5,0.75,0.2857142857142857,1.0,0.8333333333333334,0.2857142857142857,0.5,1.0,0.6666666666666666,1.0,1.0,87.00906344410876,16.90909090909091,16.11111111111111,16.454545454545453,14.777777777777779,0.18181818181818182,0.5,1.0,0.45454545454545453,0.2,0.2,1.0,0.36363636363636365,0.5,0.5,1.0,1.0,0.5,0.18181818181818182,0.41500000000000004,0.5525,0.3937,0.09090909090909091,0.09090909090909091,0.2222222222222222,10.299999999999999,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
101023-201881-202623-203026-203410,1611661330,"Sancho Lyttle, Angel McCoughtry, Aneika Morello, Tiffany Hayes, Alex Bentley","Lyttle, McCoughtry, Morello, Hayes, Bentley",101023-201881-202623-203026-203410,ATL,373.0,3,6.0,12.0,13.0,,2.0,4.0,25.0,3.0,6.0,,1.0,3.0,3.0,,3.0,6.0,12.0,2.0,14.0,10.0,1.0,2.0,2.0,,6.0,6.0,,1.0,3.0,3.0,1.0,,6.0,4.0,1.0,5.0,6.0,4.0,10.0,1.0,1.0,,2.0,3.0,1.0,1.0,,2.0,2.0,,1.0,12.0,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5384615384615384,0.5,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.0,0.8571428571428571,0.6666666666666666,,,1.0,1.0,,96.51474530831099,14.25,15.538461538461538,12.833333333333334,15.0,0.5,0.5,0.6,0.25,1.0,1.0,0.3333333333333333,0.25,,,,0.5,,0.5,0.5540416666666667,0.5484,,0.07692307692307693,0.07692307692307693,0.14285714285714285,8.450000000000001,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100812-100973-201881-202662-203026,1611661330,"Erika de Souza, Le'coe Willingham, Angel McCoughtry, Jasmine Thomas, Tiffany Hayes","de Souza, Willingham, McCoughtry, Thomas, Hayes",100812-100973-201881-202662-203026,ATL,2484.0,12,41.0,85.0,82.0,13.0,18.0,14.0,167.0,15.0,36.0,2.0,4.0,5.0,15.0,5.0,14.0,25.0,65.0,21.0,98.0,79.0,5.0,8.0,20.0,10.0,30.0,20.0,4.0,10.0,15.0,23.0,2.0,5.0,54.0,12.0,7.0,21.0,29.0,15.0,44.0,4.0,1.0,2.0,6.0,10.0,11.0,23.0,2.0,15.0,24.0,4.0,12.0,78.0,13.0,1.0,0.6,0.6521739130434783,0.38461538461538464,0.625,0.47530864197530864,0.5909090909090909,0.5333333333333333,0.7142857142857143,0.15384615384615385,0.19444444444444445,0.4,0.84,0.3076923076923077,0.7,0.8,0.30434782608695654,0.2222222222222222,1.0,0.6666666666666666,0.5714285714285714,1.0,96.81159420289855,13.658823529411764,16.134146341463413,12.964705882352941,15.597560975609756,0.4444444444444444,0.4166666666666667,0.5172413793103449,0.18518518518518517,0.3333333333333333,0.35714285714285715,0.4,0.1728395061728395,0.35714285714285715,0.4166666666666667,1.0,0.36363636363636365,0.5,0.6419753086419753,0.5062074074074074,0.5425181818181818,0.5277818181818182,0.1348314606741573,0.1643835616438356,0.20408163265306123,7.12,0.15294117647058825,19.0,8.0,9.0,4.0,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,0.2857142857142857,0.4444444444444444,1.0,1.0,0.5333333333333333,2.0,7.0,1.0,4.0,8.0,12.0,1.0,3.0,1.0,9.0,16.0,1.0,3.0,7.0,3.0,1.0,6.0,12.0,24.0,3.0,12.0,8.0,8.0,7.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,12.0,1.0,0.8888888888888888,0.5625,0.3333333333333333,0.5625,0.3,0.2727272727272727,0.42857142857142855,0.19753086419753085,0.06666666666666667,0.14285714285714285,1.0,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.027777777777777776,0.04938271604938271,0.25,0.25,1.0,0.14814814814814814,0.6666666666666666,0.6666666666666666,0.875,0.5,0.2727272727272727,0.3333333333333333,0.6363636363636364,0.2857142857142857,0.09090909090909091,0.6666666666666666,0.12244897959183673,23.78125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100812-101023-201048-201881-202662,1611661330,"Erika de Souza, Sancho Lyttle, Armintie Herrington, Angel McCoughtry, Jasmine Thomas","de Souza, Lyttle, Herrington, McCoughtry, Thomas",100812-101023-201048-201881-202662,ATL,3600.0,5,60.0,116.0,119.0,11.0,10.0,19.0,235.0,26.0,37.0,7.0,9.0,10.0,22.0,12.0,34.0,48.0,93.0,14.0,128.0,120.0,10.0,19.0,25.0,7.0,64.0,32.0,8.0,3.0,32.0,38.0,5.0,10.0,82.0,22.0,4.0,32.0,37.0,25.0,62.0,17.0,3.0,12.0,10.0,27.0,13.0,22.0,2.0,21.0,20.0,2.0,9.0,103.0,11.0,,0.6666666666666666,0.7272727272727273,0.5161290322580645,0.5263157894736842,0.5327102803738317,0.5476190476190477,0.5517241379310345,0.5681818181818182,0.03225806451612903,0.05405405405405406,0.6296296296296297,0.5925925925925926,0.4888888888888889,0.4,0.5625,0.4716981132075472,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,94.0,14.017241379310345,16.58823529411765,12.60344827586207,14.77310924369748,0.34579439252336447,0.7027027027027027,0.7428571428571429,0.205607476635514,0.45454545454545453,0.47619047619047616,0.5,0.3177570093457944,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.42857142857142855,0.7777777777777778,0.4766355140186916,0.47655981308411216,0.47623157894736845,0.4978714285714286,0.07894736842105263,0.09,0.1953125,9.618279569892474,0.09482758620689655,8.0,17.0,22.0,17.0,1.0,5.0,3.0,,,10.0,1.0,10.0,4.0,0.8181818181818182,0.4090909090909091,0.4,0.4,0.6538461538461539,2.0,3.0,,,6.0,14.0,1.0,2.0,,6.0,14.0,1.0,2.0,2.0,6.0,,3.0,15.0,18.0,,14.0,6.0,6.0,6.0,,3.0,,1.0,4.0,5.0,2.0,,2.0,7.0,2.0,15.0,2.0,1.0,0.42857142857142855,0.5,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.75,0.1308411214953271,0.045454545454545456,,0.5,,0.375,0.375,,0.08,,,,,0.1308411214953271,0.42857142857142855,0.42857142857142855,1.0,0.2857142857142857,0.09523809523809523,0.5,0.42857142857142855,0.6666666666666666,,0.42857142857142855,0.1171875,23.900000000000002,3.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-100973-202623-203410-203451,1611661330,"Ruth Riley, Le'coe Willingham, Aneika Morello, Alex Bentley, Courtney Clements","Riley, Willingham, Morello, Bentley, Clements",100656-100973-202623-203410-203451,ATL,362.0,1,6.0,11.0,11.0,,,1.0,22.0,1.0,2.0,,1.0,3.0,3.0,1.0,3.0,5.0,8.0,2.0,12.0,14.0,,1.0,,,8.0,2.0,,,4.0,4.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,,,1.0,2.0,1.0,1.0,,2.0,2.0,,1.0,12.0,,,0.8,0.8,0.625,,0.5555555555555556,,0.6,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.25,,1.0,,0.5,,87.51381215469614,15.090909090909092,17.818181818181817,15.090909090909092,15.636363636363637,0.2222222222222222,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.43225555555555556,0.8204,,0.1,0.1111111111111111,,9.8,,-2.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,0.5,0.5,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,1.0,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,23.2,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100812-100973-201048-201881-203410,1611661330,"Erika de Souza, Le'coe Willingham, Armintie Herrington, Angel McCoughtry, Alex Bentley","de Souza, Willingham, Herrington, McCoughtry, Bentley",100812-100973-201048-201881-203410,ATL,5145.0,14,86.0,171.0,169.0,27.0,36.0,23.0,340.0,37.0,62.0,7.0,12.0,9.0,33.0,12.0,32.0,58.0,127.0,28.0,159.0,182.0,9.0,23.0,24.0,19.0,54.0,62.0,14.0,16.0,27.0,29.0,4.0,4.0,60.0,26.0,11.0,36.0,53.0,34.0,87.0,24.0,,17.0,12.0,36.0,17.0,47.0,2.0,34.0,38.0,3.0,17.0,135.0,25.0,9.0,0.46551724137931033,0.5294117647058824,0.4566929133858268,0.391304347826087,0.4253246753246753,0.3888888888888889,0.4588235294117647,0.41379310344827586,0.12598425196850394,0.16129032258064516,0.6666666666666666,0.6206896551724138,0.37681159420289856,0.6875,0.6351351351351351,0.3707865168539326,0.25,0.631578947368421,0.6666666666666666,0.6923076923076923,0.6666666666666666,95.1603498542274,15.719298245614034,14.538461538461538,14.409356725146198,13.757396449704142,0.4025974025974026,0.5967741935483871,0.7115384615384616,0.21428571428571427,0.2727272727272727,0.3333333333333333,0.4444444444444444,0.2077922077922078,0.375,0.375,0.3333333333333333,0.4444444444444444,0.5833333333333334,0.577922077922078,0.46220779220779223,0.4384142857142857,0.41778333333333334,0.10119047619047619,0.12056737588652482,0.1509433962264151,7.496062992125984,0.15789473684210525,-23.0,19.0,21.0,10.0,2.0,7.0,4.0,1.0,,7.0,1.0,7.0,5.0,0.44,0.45,0.5,0.7142857142857143,0.5135135135135135,2.0,8.0,,4.0,5.0,23.0,1.0,3.0,7.0,5.0,27.0,1.0,4.0,3.0,7.0,8.0,8.0,31.0,6.0,9.0,23.0,5.0,2.0,2.0,,7.0,1.0,6.0,5.0,11.0,2.0,3.0,2.0,6.0,,28.0,2.0,0.4,0.18518518518518517,0.25,0.18518518518518517,0.3684210526315789,0.42592592592592593,0.484375,0.17532467532467533,0.18181818181818182,,0.75,0.3333333333333333,0.35,0.3125,0.5,0.0684931506849315,0.025974025974025976,,,,0.14935064935064934,0.21739130434782608,0.21739130434782608,0.4,,0.1111111111111111,0.3333333333333333,0.2962962962962963,0.25,0.25925925925925924,0.21739130434782608,0.1949685534591195,24.522222222222222,3.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,3.0,3.0,1.0,4.0,0.375,0.037037037037037035,0.037037037037037035,0.42857142857142855,,,,,,,,,,,,,,,1611661330,2013,2013,False
101023-201048-202623-203026-203410,1611661330,"Sancho Lyttle, Armintie Herrington, Aneika Morello, Tiffany Hayes, Alex Bentley","Lyttle, Herrington, Morello, Hayes, Bentley",101023-201048-202623-203026-203410,ATL,608.0,3,10.0,20.0,18.0,,3.0,1.0,38.0,4.0,4.0,,,3.0,7.0,2.0,4.0,9.0,15.0,6.0,27.0,17.0,,,3.0,,4.0,14.0,,1.0,2.0,3.0,1.0,1.0,7.0,1.0,2.0,4.0,6.0,1.0,7.0,,,,,,4.0,6.0,,5.0,6.0,1.0,3.0,24.0,,,0.2222222222222222,0.2222222222222222,0.6,,0.5526315789473685,1.5,0.6190476190476191,1.5,0.06666666666666667,,,0.8,0.16666666666666666,1.0,0.8571428571428571,0.1111111111111111,0.25,,1.0,1.0,1.0,90.0,14.5,17.666666666666668,14.35,17.61111111111111,0.21052631578947367,1.0,1.0,0.3684210526315789,0.42857142857142855,0.5,0.3333333333333333,0.21052631578947367,0.5,0.5,0.5,,,0.42105263157894735,0.45542894736842104,0.4842,,0.14285714285714285,0.17647058823529413,0.1111111111111111,8.6,,10.0,,3.0,3.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,3.0,,,,1.0,4.0,1.0,1.0,,,,,,3.0,,3.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,0.25,1.0,0.25,,,,0.21052631578947367,0.14285714285714285,,,,,,,,0.05263157894736842,1.0,1.0,1.0,0.15789473684210525,,,,,,,,,,,,24.175,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,1611661330,2013,2013,False
100656-100812-203026-203410-203451,1611661330,"Ruth Riley, Erika de Souza, Tiffany Hayes, Alex Bentley, Courtney Clements","Riley, de Souza, Hayes, Bentley, Clements",100656-100812-203026-203410-203451,ATL,54.0,1,1.0,2.0,2.0,,,,4.0,,,,,,1.0,,1.0,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.66666666666666,18.5,8.5,18.5,8.5,,,,0.5,,,,0.5,,,,,,,0.33925,,,,,,12.3,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100656-201881-202623-202662-203451,1611661330,"Ruth Riley, Angel McCoughtry, Aneika Morello, Jasmine Thomas, Courtney Clements","Riley, McCoughtry, Morello, Thomas, Clements",100656-201881-202623-202662-203451,ATL,106.0,1,2.0,4.0,4.0,,,1.0,8.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,3.0,,2.0,4.0,1.0,1.0,2.0,,,2.0,,,,,,,,1.0,,2.0,2.0,1.0,3.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,0.5,1.0,0.5,,1.0,0.5,,1.0,1.0,,,108.67924528301887,13.75,12.75,12.5,12.75,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,,,,1.0,1.0,0.3333333333333333,0.4179333333333333,0.3784,,,,1.0,12.299999999999999,,-2.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2013,2013,False
100812-100973-201048-201881-203026,1611661330,"Erika de Souza, Le'coe Willingham, Armintie Herrington, Angel McCoughtry, Tiffany Hayes","de Souza, Willingham, Herrington, McCoughtry, Hayes",100812-100973-201048-201881-203026,ATL,182.0,2,3.0,7.0,7.0,7.0,,,14.0,,2.0,,,1.0,1.0,,1.0,1.0,4.0,2.0,7.0,,,,,4.0,2.0,,,,1.0,1.0,1.0,,2.0,,1.0,1.0,2.0,,2.0,,,,,,,,,3.0,3.0,1.0,2.0,7.0,7.0,,1.0,1.0,0.25,,0.4166666666666667,,0.5,,,,,1.0,,1.0,1.0,,,,,,1.0,110.76923076923077,11.0,15.0,11.0,13.571428571428571,0.3333333333333333,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,,,0.6666666666666666,0.49346666666666666,,0.49346666666666666,0.2857142857142857,0.4,,7.95,1.0,7.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,2.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,1.0,2.0,2.0,7.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,7.0,,,0.5,,0.5,0.25,0.4166666666666667,0.5,0.3333333333333333,,,,,,,,,0.16666666666666666,,,,0.16666666666666666,1.0,1.0,,,,,0.3333333333333333,,0.16666666666666666,1.0,1.0,23.65,,,,,,,,,,1.0,1.0,1.0,,,0.5,,0.16666666666666666,1.0,,,,,,,,,,,,,,,1611661330,2013,2013,False
