EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,OffThreePtRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,LostBallOutOfBoundsTurnovers,PenaltyAtRimFGA,PenaltyAtRimFrequency,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,BadPassSteals,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,PenaltyFg3Pct,AtRimPctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,FTOffRebounds,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyAtRimFGM,PenaltyAtRimAccuracy,team_id,year,season,team_vs
100729-200673-201056-201492-201518,1611661322,"Michelle Snow, Monique Currie, Ivory Latta, Matee Ajavon, Crystal Langhorne","Snow, Currie, Latta, Ajavon, Langhorne",100729-200673-201056-201492-201518,WAS,199.0,2,3.0,2.0,7,8.0,2.0,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,8.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,0.5,0.5,1.0,0.5,0.5,1.0,0.875,0.8,0.5,1.0,1.0,0.8,1.0,1.0,1.0,108.54271356783919,11.714285714285714,14.625,11.714285714285714,13.75,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,0.75,0.5109375,0.2,0.3333333333333333,8.75,23.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201056-201518-203401,1611661322,"Michelle Snow, Monique Currie, Ivory Latta, Crystal Langhorne, Tayler Hill","Snow, Currie, Latta, Langhorne, Hill",100729-200673-201056-201518-203401,WAS,436.0,2,7.0,,14,13.0,10.0,27,1.0,1.0,2.0,6.0,,,2.0,3.0,10.0,,2.0,,6.0,6.0,4.0,2.0,,2.0,2.0,,2.0,,2.0,4.0,6.0,11.0,13.0,,,1.0,,1.0,4.0,2.0,2.0,3.0,,,6.0,0.6666666666666666,0.6666666666666666,,,,0.3,0.25,0.25,0.16666666666666666,0.25,0.8571428571428571,0.8333333333333334,0.6666666666666666,1.0,1.0,89.17431192660551,20.0,12.0,19.785714285714285,11.461538461538462,0.08333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,0.16666666666666666,0.25,0.41384166666666666,,,13.459999999999999,24.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.5,0.5,0.5,0.1,0.3333333333333333,0.5,1.0,0.2857142857142857,0.8,0.2222222222222222,0.5,0.6666666666666666,1.0,0.14285714285714285,1.0,0.25,0.5,0.457875,0.3333333333333333,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201056-203401-203416,1611661322,"Michelle Snow, Monique Currie, Ivory Latta, Tayler Hill, Emma Meesseman","Snow, Currie, Latta, Hill, Meesseman",100729-200673-201056-203401-203416,WAS,58.0,1,1.0,3.0,2,1.0,1.0,3,,,,,,1.0,,,,,1.0,3.0,3.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,4.0,4.0,,2.0,,,,,,,,0.5,1.0,,,1.0,,,,74.48275862068965,17.0,24.0,3.5,24.0,,,,,,,,1.0,,,,,1.0,0.59205,,,,23.8,2.0,1.0,,,,,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,3.0,2.0,,,0.75,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.25,1.0,1.0,1.0,0.59205,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201492-203414-203416,1611661322,"Michelle Snow, Monique Currie, Matee Ajavon, Nadirah McKenith, Emma Meesseman","Snow, Currie, Ajavon, McKenith, Meesseman",100729-200673-201492-203414-203416,WAS,40.0,1,1.0,2.0,2,2.0,2.0,4,,,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,0.5,,,0.5,0.5,,0.5,,144.0,12.0,8.0,12.0,2.0,,,,1.0,,,,,,,,,,0.4321,0.5,0.5,14.9,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-203401-203414-203416,1611661322,"Michelle Snow, Monique Currie, Tayler Hill, Nadirah McKenith, Emma Meesseman","Snow, Currie, Hill, McKenith, Meesseman",100729-200673-203401-203414-203416,WAS,110.0,1,2.0,-6.0,4,5.0,5.0,9,,,,1.0,,,,,1.0,,,,,6.0,,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,1.0,117.81818181818183,14.75,10.2,14.75,10.2,,,,1.0,,,,,,,,,,0.3735,,,18.2,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-201056-201492-201518-203437,1611661322,"Michelle Snow, Ivory Latta, Matee Ajavon, Crystal Langhorne, Tierra Ruffin-Pratt","Snow, Latta, Ajavon, Langhorne, Ruffin-Pratt",100729-201056-201492-201518-203437,WAS,11.0,1,,-2.0,1,1.0,,2,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,261.8181818181818,7.0,4.0,7.0,4.0,1.0,,,,,,,,,,,,1.0,0.7046,,,1.2,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.7046,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-201056-201518-203401-203437,1611661322,"Michelle Snow, Ivory Latta, Crystal Langhorne, Tayler Hill, Tierra Ruffin-Pratt","Snow, Latta, Langhorne, Hill, Ruffin-Pratt",100729-201056-201518-203401-203437,WAS,188.0,1,3.0,-3.0,6,7.0,,13,1.0,1.0,2.0,2.0,,,,4.0,6.0,,,,8.0,11.0,4.0,4.0,,,2.0,,2.0,,2.0,4.0,1.0,1.0,2.0,2.0,,1.0,1.0,,1.0,2.0,4.0,1.0,,,6.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.5,,,1.0,99.57446808510639,17.166666666666668,12.142857142857142,16.5,12.0,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,0.16666666666666666,0.3971166666666666,,,10.333333333333334,,,1.0,3.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.3333333333333333,,,0.5,,0.5,,,,,,0.5,,,,,,,,2.0,,,,,1.0,,,,0.3215,0.25,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-201056-203401-203416-203437,1611661322,"Michelle Snow, Ivory Latta, Tayler Hill, Emma Meesseman, Tierra Ruffin-Pratt","Snow, Latta, Hill, Meesseman, Ruffin-Pratt",100729-201056-203401-203416-203437,WAS,195.0,2,3.0,-3.0,6,7.0,3.0,13,,,,3.0,,,,,4.0,,,1.0,1.0,4.0,,,,,,,,,,,2.0,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,0.1,,1.0,0.5,0.5,1.0,,0.5,96.0,14.0,15.857142857142858,14.0,15.714285714285714,,,,0.75,,,,,,,,,,0.388,0.2,0.2,15.1,,3.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,1.0,,,2.0,1.0,1.0,2.0,1.0,,3.0,,,,,0.25,1.0,,,,,,,,,,0.5,0.25,,0.40035,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-201492-201518-203414-203437,1611661322,"Michelle Snow, Matee Ajavon, Crystal Langhorne, Nadirah McKenith, Tierra Ruffin-Pratt","Snow, Ajavon, Langhorne, McKenith, Ruffin-Pratt",100729-201492-201518-203414-203437,WAS,36.0,1,1.0,,2,1.0,1.0,3,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,120.0,13.5,9.0,13.5,9.0,,,,0.5,,,,,,,,0.5,0.5,0.450575,,,15.2,24.4,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,0.450575,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-203401-203414-203416-203437,1611661322,"Michelle Snow, Tayler Hill, Nadirah McKenith, Emma Meesseman, Tierra Ruffin-Pratt","Snow, Hill, McKenith, Meesseman, Ruffin-Pratt",100729-203401-203414-203416-203437,WAS,937.0,3,16.0,5.0,29,29.0,4.0,58,3.0,8.0,3.0,8.0,,,8.0,6.0,18.0,2.0,8.0,7.0,25.0,20.0,8.0,4.0,6.0,8.0,4.0,2.0,6.0,,1.0,14.0,13.0,15.0,20.0,2.0,,2.0,,2.0,4.0,5.0,6.0,11.0,9.0,3.0,21.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.3076923076923077,0.5,0.7647058823529411,0.7777777777777778,0.5,0.8888888888888888,0.75,89.13553895410885,14.96551724137931,17.344827586206897,13.586206896551724,16.75862068965517,0.3076923076923077,0.375,0.42857142857142855,0.3076923076923077,0.375,0.375,0.3333333333333333,,,,,0.3076923076923077,0.6153846153846154,0.47311346153846157,0.10714285714285714,0.15,8.577777777777778,25.3625,15.0,5.0,2.0,3.0,,6.0,3.0,12.0,1.0,,4.0,1.0,1.0,5.0,3.0,1.0,2.0,,,3.0,,,2.0,,1.0,2.0,2.0,12.0,15.0,,0.3333333333333333,0.46153846153846156,,0.05555555555555555,,,1.0,0.3333333333333333,1.0,0.29411764705882354,0.2,1.0,,0.1875,1.0,0.07692307692307693,0.3333333333333333,0.46578888888888886,0.48,0.5172413793103449,,2.0,,4.0,6.0,1.0,2.0,3.0,0.4,0.2,,,0.4679,0.16,1.0,3.0,0.3333333333333333,,2.0,3.0,2.0,0.6666666666666666,0.4,1.0,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.125,0.2,0.2,1.0,0.25,0.25,1.0,0.2,1.0,1.0,0.4,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
