EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2A,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,NonShootingPenaltyNonTakeFouls,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,OffShortMidRangeReboundPct,DefAtRimReboundPct,Arc3FGM,FG3M,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,ShortMidRangeFGM,Travels,3SecondViolations,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsPutbacks,FTDefRebounds,Offensive Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangePctBlocked,DefFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,team_id,year,season,team_vs
100729-200673-201056-201492-201518,1611661322,"Michelle Snow, Monique Currie, Ivory Latta, Matee Ajavon, Crystal Langhorne","Snow, Currie, Latta, Ajavon, Langhorne",100729-200673-201056-201492-201518,WAS,199.0,2,3.0,-2.0,8.0,7,2.0,1.0,15,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,6.0,8.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,4.0,2.0,0.5,0.5,0.3333333333333333,1.0,0.2857142857142857,0.5,0.375,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,1.0,0.2,1.0,1.0,108.54271356783919,14.625,11.714285714285714,13.75,11.714285714285714,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,0.5,0.5,0.14285714285714285,0.5,1.0,0.5,0.42857142857142855,0.4879071428571429,0.561675,0.125,0.14285714285714285,0.6666666666666666,9.9,23.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-200673-201056-201518-203401,1611661322,"Michelle Snow, Monique Currie, Ivory Latta, Crystal Langhorne, Tayler Hill","Snow, Currie, Latta, Langhorne, Hill",100729-200673-201056-201518-203401,WAS,436.0,2,7.0,,13.0,14,10.0,2.0,27,2.0,5.0,1.0,4.0,3.0,,1.0,2.0,2.0,2.0,9.0,5.0,2.0,6.0,6.0,1.0,6.0,5.0,2.0,4.0,4.0,,2.0,2.0,2.0,4.0,1.0,2.0,7.0,2.0,9.0,1.0,,1.0,,,,,,3.0,2.0,3.0,2.0,6.0,4.0,10.0,1.0,1.0,0.2222222222222222,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.2,0.16666666666666666,0.35714285714285715,,1.0,0.2,0.7777777777777778,0.16666666666666666,,1.0,89.17431192660551,12.0,20.0,11.461538461538462,19.785714285714285,0.35714285714285715,0.4,0.5,1.0,0.21428571428571427,0.07142857142857142,,,0.14285714285714285,0.36363636363636365,0.25,0.18181818181818182,0.7142857142857143,0.5105821428571429,0.5090681818181818,0.13333333333333333,0.2,0.6666666666666666,5.622222222222223,23.740000000000002,0.7692307692307693,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.2222222222222222,0.2,0.3333333333333333,0.7142857142857143,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.21428571428571427,0.5,0.2727272727272727,0.4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-200673-201056-203401-203416,1611661322,"Michelle Snow, Monique Currie, Ivory Latta, Tayler Hill, Emma Meesseman","Snow, Currie, Latta, Hill, Meesseman",100729-200673-201056-203401-203416,WAS,58.0,1,1.0,-3.0,1.0,2,1.0,,3,,,,,,,,,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,74.48275862068965,24.0,17.0,24.0,3.5,,,,,,,,,,,,,1.0,0.51,0.51,,,,,24.3,1.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-200673-201492-203414-203416,1611661322,"Michelle Snow, Monique Currie, Matee Ajavon, Nadirah McKenith, Emma Meesseman","Snow, Currie, Ajavon, McKenith, Meesseman",100729-200673-201492-203414-203416,WAS,40.0,1,1.0,-2.0,2.0,2,2.0,1.0,4,,,,,2.0,,,,,,2.0,,,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,0.5,,,144.0,8.0,12.0,2.0,12.0,,,,,1.0,,,,,,,,,0.35635,0.35635,,,,9.6,,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,0.5,,0.5,1.0,0.5,,,,1.0,,,,,0.35635,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-200673-203401-203414-203416,1611661322,"Michelle Snow, Monique Currie, Tayler Hill, Nadirah McKenith, Emma Meesseman","Snow, Currie, Hill, McKenith, Meesseman",100729-200673-203401-203414-203416,WAS,110.0,1,2.0,6.0,5.0,4,5.0,,9,3.0,3.0,3.0,3.0,,,2.0,,,3.0,5.0,,,6.0,,3.0,5.0,,,6.0,6.0,,3.0,3.0,3.0,6.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,6.0,6.0,5.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,,,,,1.0,,,,117.81818181818183,10.2,14.75,10.2,14.75,0.6,1.0,1.0,1.0,,0.4,,,,0.6,1.0,,0.6,0.56222,0.56222,,,1.0,7.74,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-201056-201492-201518-203437,1611661322,"Michelle Snow, Ivory Latta, Matee Ajavon, Crystal Langhorne, Tierra Ruffin-Pratt","Snow, Latta, Ajavon, Langhorne, Ruffin-Pratt",100729-201056-201492-201518-203437,WAS,11.0,1,,2.0,1.0,1,,,2,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,1.0,,,,261.8181818181818,4.0,7.0,4.0,7.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-201056-201518-203401-203437,1611661322,"Michelle Snow, Ivory Latta, Crystal Langhorne, Tayler Hill, Tierra Ruffin-Pratt","Snow, Latta, Langhorne, Hill, Ruffin-Pratt",100729-201056-201518-203401-203437,WAS,188.0,1,3.0,3.0,7.0,6,,1.0,13,1.0,1.0,,,,,1.0,,,1.0,2.0,3.0,3.0,11.0,8.0,,,,,,,2.0,,2.0,,6.0,1.0,,1.0,1.0,2.0,1.0,1.0,,2.0,,2.0,,,1.0,4.0,3.0,2.0,9.0,,,,,0.5,,0.8,,0.9166666666666666,,0.6,1.0,,1.0,0.5,0.5,,,99.57446808510639,12.142857142857142,17.166666666666668,12.0,16.5,0.2,1.0,1.0,,,0.2,,,,,,,0.8,0.43064,,0.3333333333333333,0.6666666666666666,,11.0,24.333333333333332,,,,3.0,,,3.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,0.5,,,1.0,0.5,,,0.6,,,,,,,,,,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-201056-203401-203416-203437,1611661322,"Michelle Snow, Ivory Latta, Tayler Hill, Emma Meesseman, Tierra Ruffin-Pratt","Snow, Latta, Hill, Meesseman, Ruffin-Pratt",100729-201056-203401-203416-203437,WAS,195.0,2,3.0,3.0,7.0,6,3.0,2.0,13,1.0,2.0,,,2.0,,2.0,,,2.0,6.0,,,4.0,1.0,,2.0,,,,,4.0,,,,,,,4.0,2.0,6.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,,4.0,,3.0,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,1.0,0.5,,,96.0,15.857142857142858,14.0,15.714285714285714,14.0,0.3333333333333333,0.5,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,0.3333333333333333,0.4213166666666666,0.3166,,,,10.016666666666667,,0.42857142857142855,3.0,,,,,,2.0,2.0,4.0,,,,1.0,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,,,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-201492-201518-203414-203437,1611661322,"Michelle Snow, Matee Ajavon, Crystal Langhorne, Nadirah McKenith, Tierra Ruffin-Pratt","Snow, Ajavon, Langhorne, McKenith, Ruffin-Pratt",100729-201492-201518-203414-203437,WAS,36.0,1,1.0,,1.0,2,1.0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,1.0,120.0,9.0,13.5,9.0,13.5,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
100729-203401-203414-203416-203437,1611661322,"Michelle Snow, Tayler Hill, Nadirah McKenith, Emma Meesseman, Tierra Ruffin-Pratt","Snow, Hill, McKenith, Meesseman, Ruffin-Pratt",100729-203401-203414-203416-203437,WAS,937.0,3,16.0,-5.0,29.0,29,4.0,4.0,58,3.0,7.0,,,9.0,1.0,6.0,,,4.0,22.0,3.0,9.0,20.0,25.0,,1.0,1.0,5.0,5.0,2.0,6.0,1.0,2.0,1.0,5.0,,4.0,14.0,4.0,18.0,2.0,,2.0,2.0,,5.0,1.0,3.0,11.0,6.0,10.0,4.0,18.0,5.0,4.0,0.25,0.3333333333333333,0.18181818181818182,,0.22,,0.3448275862068966,0.625,0.12,0.4,0.8,,0.7058823529411765,0.2222222222222222,,0.8,89.13553895410885,17.344827586206897,14.96551724137931,16.75862068965517,13.586206896551724,0.28,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.36,0.24,0.16666666666666666,0.2,,,,,0.4,0.430852,0.20995,0.1724137931034483,0.16,0.25,8.80909090909091,26.433333333333334,0.13793103448275862,15.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,8.0,,,1.0,1.0,,,,1.0,1.0,0.09090909090909091,,0.1111111111111111,0.6666666666666666,0.23529411764705882,0.5,,,0.8,1.0,0.12,0.3333333333333333,0.5,0.44070000000000004,3.0,,3.0,1.0,0.1111111111111111,0.8,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.1,,1.0,,0.25,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
200673-201056-201492-201518-201913,1611661322,"Monique Currie, Ivory Latta, Matee Ajavon, Crystal Langhorne, Kia Vaughn","Currie, Latta, Ajavon, Langhorne, Vaughn",200673-201056-201492-201518-201913,WAS,3047.0,3,51.0,8.0,87.0,89,9.0,23.0,176,17.0,25.0,2.0,3.0,31.0,7.0,22.0,5.0,2.0,33.0,78.0,16.0,9.0,90.0,82.0,4.0,6.0,2.0,2.0,10.0,42.0,24.0,21.0,24.0,9.0,51.0,6.0,7.0,35.0,30.0,65.0,9.0,7.0,2.0,7.0,4.0,18.0,4.0,11.0,16.0,27.0,14.0,6.0,63.0,10.0,9.0,0.6363636363636364,0.7241379310344828,0.4230769230769231,0.6666666666666666,0.4308510638297872,0.5,0.45,0.5555555555555556,0.1702127659574468,0.3888888888888889,0.7,0.5454545454545454,0.7333333333333333,0.5,0.6666666666666666,0.625,83.17689530685921,17.50574712643678,17.123595505617978,15.195402298850574,16.213483146067414,0.26595744680851063,0.68,0.68,0.5294117647058824,0.32978723404255317,0.23404255319148937,0.3181818181818182,0.3181818181818182,0.05319148936170213,0.375,0.6666666666666666,0.25,0.43617021276595747,0.4696031914893617,0.524825,0.061224489795918366,0.07317073170731707,0.1111111111111111,8.844871794871795,23.9875,0.10344827586206896,7.0,9.0,11.0,,18.0,11.0,,22.0,26.0,,,2.0,4.0,,,,4.0,1.0,,,,0.7428571428571429,0.4888888888888889,0.5,0.5,0.8181818181818182,0.6875,0.25,0.11702127659574468,0.42857142857142855,,0.5322052631578947,1.0,3.0,11.0,4.0,0.45454545454545453,0.75,3.0,5.0,5.0,27.0,9.0,3.0,3.0,1.0,3.0,0.6,0.3125,0.3125,0.54,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.3,9.0,3.0,,0.5333333333333333,0.2903225806451613,0.2903225806451613,5.0,2.0,8.0,3.0,8.0,2.0,2.0,,3.0,0.4444444444444444,0.5238095238095238,,0.6666666666666666,0.5555555555555556,0.09523809523809523,,2.0,1.0,2.0,2.0,6.0,2.0,9.0,3.0,2.0,2.0,1.0,1.0,8.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.03571428571428571,1.0,0.42857142857142855,0.4,0.4,1.0,0.2,0.047619047619047616,1.0,0.5,,,,,1611661322,2013,2013,True
200673-201056-201492-201518-203401,1611661322,"Monique Currie, Ivory Latta, Matee Ajavon, Crystal Langhorne, Tayler Hill","Currie, Latta, Ajavon, Langhorne, Hill",200673-201056-201492-201518-203401,WAS,115.0,1,2.0,-3.0,4.0,3,1.0,,7,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,2.0,,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,,,,,,,0.16666666666666666,0.5,0.5,,1.0,,0.5,,,1.0,87.65217391304347,19.25,12.666666666666666,19.25,10.0,,,,,,0.5,,,,,,,0.5,0.32205,,,,1.0,20.1,23.7,0.25,,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,0.5,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,1611661322,2013,2013,True
