EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,PtsPutbacks,FTOffRebounds,Travels,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,SelfOReb,BlockingFouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,SelfORebPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
100915-100944-101019-202632-203411,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Maya Moore, Sugar Rodgers","Whalen, Brunson, McCarville, Moore, Rodgers",100915-100944-101019-202632-203411,MIN,528.0,3,9.0,-11.0,17.0,14.0,3.0,2.0,2.0,31,5.0,1.0,,3.0,1.0,4.0,2.0,,2.0,,1.0,4.0,12.0,4.0,2.0,10.0,21.0,2.0,,,2.0,1.0,,,6.0,2.0,1.0,,3.0,3.0,,1.0,6.0,,3.0,,4.0,2.0,6.0,2.0,2.0,,,3.0,6.0,5.0,2.0,,1.0,,8.0,,3.0,,,0.75,1.0,0.3333333333333333,,0.25,,0.29411764705882354,,0.25,,0.08333333333333333,,,,0.5,,0.4444444444444444,0.16666666666666666,,1.0,0.6666666666666666,84.54545454545453,17.176470588235293,16.857142857142858,16.823529411764707,13.357142857142858,0.3125,0.1875,,,,0.25,0.25,0.25,1.0,0.125,0.125,,0.3333333333333333,,0.3333333333333333,0.5625,0.425375,0.34285,0.4295,0.058823529411764705,0.07692307692307693,,9.9,23.35,0.17647058823529413,3.0,1.0,1.0,,,,,,,1.0,,2.0,,2.0,,,,,,,2.0,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,0.5,0.5,0.5,0.3333333333333333,,0.25,0.3333333333333333,,0.6666666666666666,,,0.3333333333333333,,,0.6,0.6,0.6666666666666666,,,,,,,0.5,1.0,,,,,,0.2,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100915-100944-200671-202632-203016,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Maya Moore, Devereaux Peters","Whalen, Brunson, Augustus, Moore, Peters",100915-100944-200671-202632-203016,MIN,5011.0,18,84.0,-26.0,159.0,158.0,13.0,21.0,16.0,317,47.0,4.0,6.0,29.0,8.0,34.0,7.0,1.0,23.0,2.0,1.0,45.0,110.0,30.0,38.0,170.0,196.0,13.0,2.0,4.0,8.0,2.0,11.0,19.0,50.0,21.0,13.0,2.0,25.0,38.0,3.0,6.0,89.0,4.0,32.0,2.0,41.0,18.0,59.0,4.0,20.0,1.0,1.0,19.0,42.0,37.0,47.0,3.0,19.0,5.0,146.0,16.0,11.0,3.0,3.0,0.5555555555555556,0.6410256410256411,0.4090909090909091,0.5,0.4714285714285714,0.4,0.5217391304347826,0.59375,0.21428571428571427,0.06666666666666667,0.11818181818181818,0.0851063829787234,,1.0,0.5818181818181818,0.2857142857142857,0.6,0.22784810126582278,0.25,0.75,0.6451612903225806,91.09558970265417,15.559748427672956,16.056962025316455,15.09433962264151,14.930379746835444,0.3357142857142857,0.20714285714285716,0.20689655172413793,0.2727272727272727,0.5,0.24285714285714285,0.23529411764705882,0.25,0.75,0.05,0.16428571428571428,0.13333333333333333,0.4,0.1,0.1,0.55,0.4695413043478261,0.5334423076923077,0.5160333333333333,0.12179487179487179,0.15079365079365079,0.11176470588235295,8.863636363636363,25.823333333333334,0.08176100628930817,31.0,7.0,10.0,3.0,3.0,,11.0,,14.0,7.0,4.0,24.0,,40.0,39.0,3.0,11.0,13.0,10.0,3.0,16.0,14.0,7.0,16.0,9.0,7.0,16.0,1.0,13.0,,3.0,,5.0,4.0,,6.0,3.0,1.0,2.0,6.0,4.0,1.0,0.9285714285714286,0.4666666666666667,,0.5,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.2413793103448276,0.8,0.2153846153846154,0.7,0.21739130434782608,0.11538461538461539,0.3,0.25,0.625,1.0,0.6666666666666666,0.6595744680851063,0.7209302325581395,0.5161290322580645,0.42857142857142855,0.42857142857142855,1.0,0.4782608695652174,0.5238095238095238,0.9090909090909091,0.6666666666666666,0.7,0.14285714285714285,,0.75,,0.5238095238095238,0.1411764705882353,12.0,,1.0,,2.0,2.0,2.0,0.058823529411764705,0.08695652173913043,,0.375,2.0,2.0,1.0,1.0,0.5,,1.0,1.0,2.0,,,0.015625,,,,,,2.0,,,,,,1611661324,2013,2013,True
100915-100944-200671-203016-203411,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Devereaux Peters, Sugar Rodgers","Whalen, Brunson, Augustus, Peters, Rodgers",100915-100944-200671-203016-203411,MIN,207.0,1,3.0,-2.0,7.0,7.0,3.0,3.0,,14,1.0,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,4.0,1.0,2.0,7.0,9.0,,,,1.0,,2.0,2.0,,1.0,,,,1.0,,,3.0,,3.0,,3.0,,3.0,,1.0,,1.0,3.0,4.0,1.0,2.0,,,1.0,7.0,2.0,3.0,,1.0,,,0.25,,0.5,,0.5833333333333334,0.5,0.2,,,,,,1.0,,1.0,,,1.0,,97.39130434782608,16.142857142857142,13.428571428571429,16.142857142857142,13.428571428571429,0.2,0.2,,,,0.4,0.5,0.5,,,0.2,,1.0,,,0.4,0.41593,,0.6653,,,0.2857142857142857,11.225,23.4,0.42857142857142855,,,,,,,1.0,,1.0,,,,,2.0,3.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100915-100944-202257-202644-203411,1611661324,"Lindsay Whalen, Rebekkah Brunson, Monica Wright, Amber Harris, Sugar Rodgers","Whalen, Brunson, Wright, Harris, Rodgers",100915-100944-202257-202644-203411,MIN,60.0,1,1.0,4.0,2.0,2.0,,,,4,1.0,,1.0,1.0,,,,,,,,2.0,2.0,,,4.0,,,,,,,,,2.0,,,,1.0,1.0,1.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,4.0,,,,,0.5,0.5,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,96.0,15.0,15.0,15.0,15.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,0.5,0.48425,,,,,,3.7,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100915-101019-200671-202632-203411,1611661324,"Lindsay Whalen, Janel McCarville, Seimone Augustus, Maya Moore, Sugar Rodgers","Whalen, McCarville, Augustus, Moore, Rodgers",100915-101019-200671-202632-203411,MIN,223.0,2,4.0,4.0,6.0,8.0,,,1.0,14,1.0,,,1.0,,,,,4.0,,,1.0,2.0,4.0,,11.0,7.0,1.0,,,,,,,,4.0,,,,3.0,,,9.0,,1.0,,3.0,1.0,4.0,1.0,1.0,,,1.0,1.0,,,,,,9.0,,,,,,,0.5,,0.9166666666666666,,0.9166666666666666,,0.6666666666666666,,,,,,0.3333333333333333,,0.6,0.5,,,,90.40358744394618,15.333333333333334,16.375,15.0,15.875,0.16666666666666666,0.16666666666666666,,,,,,,,,0.6666666666666666,,,,,0.8333333333333334,0.5344333333333333,0.588,,,,,4.15,24.675,,1.0,1.0,1.0,,,,3.0,,3.0,1.0,,2.0,,2.0,9.0,,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,0.75,,0.75,1.0,1.0,1.0,,,1.0,1.0,1.0,,,0.5,1.0,1.0,,1.0,1.0,,,,,0.75,0.75,1.0,1.0,1.0,,,,,0.75,0.18181818181818182,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100915-101019-200671-202647-203016,1611661324,"Lindsay Whalen, Janel McCarville, Seimone Augustus, Rachel Jarry, Devereaux Peters","Whalen, McCarville, Augustus, Jarry, Peters",100915-101019-200671-202647-203016,MIN,182.0,2,3.0,-1.0,4.0,5.0,,1.0,1.0,9,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,3.0,4.0,1.0,,6.0,7.0,1.0,,,,,,,6.0,1.0,,,3.0,3.0,1.0,1.0,6.0,,1.0,,1.0,1.0,2.0,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,6.0,,,,,1.0,1.0,0.75,,0.6,,0.6,,0.2,,,,,,1.0,,1.0,,,1.0,,71.20879120879121,24.75,16.6,20.75,16.6,0.2,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,0.2,,,,,0.4,0.39603,0.351,,0.2,0.25,,10.225,24.2,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100915-101019-202257-202647-203016,1611661324,"Lindsay Whalen, Janel McCarville, Monica Wright, Rachel Jarry, Devereaux Peters","Whalen, McCarville, Wright, Jarry, Peters",100915-101019-202257-202647-203016,MIN,227.0,2,4.0,2.0,7.0,6.0,1.0,,2.0,13,1.0,,1.0,3.0,,,,,3.0,1.0,,2.0,4.0,3.0,1.0,8.0,6.0,,1.0,,,,,,2.0,3.0,1.0,,1.0,2.0,1.0,,5.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,4.0,3.0,,,1.0,8.0,,1.0,,1.0,0.5,0.5,0.5,,0.5,,0.5,,0.42857142857142855,,0.25,,,,0.5,0.5,0.5,0.25,,,0.5,82.46696035242292,17.142857142857142,17.833333333333332,15.857142857142858,14.5,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.5,1.0,,,,,,0.42857142857142855,1.0,,,,0.5714285714285714,0.46827142857142856,,,0.14285714285714285,,,4.925,24.333333333333332,0.14285714285714285,1.0,,,,,,1.0,,1.0,,,,,2.0,3.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,,,,0.5,,,,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.3333333333333333,,0.3333333333333333,,,,,1.0,,,,,1611661324,2013,2013,True
100915-101019-202632-202647-203016,1611661324,"Lindsay Whalen, Janel McCarville, Maya Moore, Rachel Jarry, Devereaux Peters","Whalen, McCarville, Moore, Jarry, Peters",100915-101019-202632-202647-203016,MIN,93.0,2,2.0,2.0,3.0,2.0,2.0,,2.0,5,,,,2.0,,2.0,,,,,,,4.0,,2.0,2.0,,2.0,,,2.0,,2.0,2.0,,,1.0,,,,,,,,2.0,,2.0,2.0,4.0,,,,,,1.0,3.0,2.0,,,1.0,2.0,2.0,2.0,,1.0,,,,,,,0.2,0.3333333333333333,,,0.25,,,,1.0,,1.0,0.5,,,,77.41935483870968,15.333333333333334,23.5,11.0,23.5,,0.5,,,,0.5,,,,,,,,,,,0.391425,0.4286,0.4103,,,1.0,11.85,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.5,,0.5,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,1611661324,2013,2013,True
100915-202257-202632-203016-203411,1611661324,"Lindsay Whalen, Monica Wright, Maya Moore, Devereaux Peters, Sugar Rodgers","Whalen, Wright, Moore, Peters, Rodgers",100915-202257-202632-203016-203411,MIN,119.0,1,2.0,2.0,3.0,4.0,,,,7,2.0,,1.0,1.0,,,,,,,,2.0,3.0,,,4.0,2.0,,,,,,,,2.0,,1.0,,1.0,1.0,,,2.0,,1.0,,2.0,,2.0,,,,,,1.0,,,,,,4.0,,,,,0.5,0.5,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,0.3333333333333333,0.5,,,1.0,,1.0,,,,1.0,84.70588235294117,18.666666666666668,15.75,18.666666666666668,15.75,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,,,,,,,,0.6666666666666666,0.5297999999999999,,,,,,5.233333333333333,,,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100944-101019-200671-202257-203411,1611661324,"Rebekkah Brunson, Janel McCarville, Seimone Augustus, Monica Wright, Sugar Rodgers","Brunson, McCarville, Augustus, Wright, Rodgers",100944-101019-200671-202257-203411,MIN,184.0,1,3.0,,5.0,5.0,,3.0,,10,1.0,,,1.0,2.0,3.0,,,,,,2.0,5.0,,2.0,6.0,6.0,1.0,,,,,,,2.0,,1.0,,1.0,1.0,,1.0,2.0,,2.0,,2.0,2.0,4.0,,1.0,,,,2.0,1.0,2.0,,1.0,,6.0,,,1.0,,0.5,0.5,0.4,,0.4,,0.5,,,,0.2,1.0,,,1.0,,0.6666666666666666,0.6666666666666666,,1.0,1.0,78.26086956521739,21.6,15.2,21.2,13.0,0.2,0.2,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,0.2,0.39344,0.5,,0.16666666666666666,0.16666666666666666,,12.28,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100944-101019-200671-202647-203409,1611661324,"Rebekkah Brunson, Janel McCarville, Seimone Augustus, Rachel Jarry, Lindsey Moore","Brunson, McCarville, Augustus, Jarry, Moore",100944-101019-200671-202647-203409,MIN,43.0,1,1.0,1.0,1.0,,,,,1,1.0,,,,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,33.48837209302326,21.0,,21.0,,1.0,,,,,,,,,,,,,,,1.0,0.7176,,,,,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100944-200671-203016-203409-203411,1611661324,"Rebekkah Brunson, Seimone Augustus, Devereaux Peters, Lindsey Moore, Sugar Rodgers","Brunson, Augustus, Peters, Moore, Rodgers",100944-200671-203016-203409-203411,MIN,19.0,1,,,2.0,1.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,227.3684210526316,1.5,16.0,1.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100944-200671-202632-202644-202647,1611661324,"Rebekkah Brunson, Seimone Augustus, Maya Moore, Amber Harris, Rachel Jarry","Brunson, Augustus, Moore, Harris, Jarry",100944-200671-202632-202644-202647,MIN,5.0,1,,,1.0,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,288.0,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
101019-200671-202257-202632-203409,1611661324,"Janel McCarville, Seimone Augustus, Monica Wright, Maya Moore, Lindsey Moore","McCarville, Augustus, Wright, Moore, Moore",101019-200671-202257-202632-203409,MIN,242.0,1,4.0,-6.0,8.0,8.0,3.0,4.0,2.0,16,,,1.0,2.0,1.0,3.0,,,,,,2.0,5.0,,2.0,6.0,12.0,1.0,,2.0,3.0,,,4.0,,,,,,,,,,,1.0,,2.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,4.0,4.0,3.0,,,,,0.4,0.6666666666666666,0.4,0.6666666666666666,0.5,0.6666666666666666,,,,,,,1.0,,1.0,1.0,,1.0,,95.20661157024794,17.75,12.5,15.25,12.5,,0.4,0.5,0.5,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,0.37442000000000003,0.3294,0.3819333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,15.48,,0.375,,,,,,,,,,1.0,,2.0,,4.0,,,,,,,,2.0,1.0,,,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.6,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
101019-202257-202647-203409-203411,1611661324,"Janel McCarville, Monica Wright, Rachel Jarry, Lindsey Moore, Sugar Rodgers","McCarville, Wright, Jarry, Moore, Rodgers",101019-202257-202647-203409-203411,MIN,198.0,1,3.0,-3.0,6.0,6.0,,2.0,,12,2.0,,,1.0,,,,,1.0,,,,3.0,1.0,2.0,2.0,5.0,1.0,,,,,,,,1.0,2.0,,,,,,,1.0,3.0,1.0,4.0,2.0,6.0,1.0,3.0,,,2.0,4.0,1.0,2.0,,1.0,,2.0,,,,,,,,,,,0.2,,0.25,,0.6666666666666666,0.5,,1.0,1.0,1.0,1.0,0.5,,,1.0,87.27272727272728,21.166666666666668,11.833333333333334,18.0,11.833333333333334,0.5,0.25,,,,,,,,,0.25,,,,,0.75,0.5230125,,,0.2,0.25,,2.6999999999999997,24.9,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
202257-202632-202647-203016-203409,1611661324,"Monica Wright, Maya Moore, Rachel Jarry, Devereaux Peters, Lindsey Moore","Wright, Moore, Jarry, Peters, Moore",202257-202632-202647-203016-203409,MIN,258.0,2,4.0,-4.0,10.0,11.0,2.0,2.0,1.0,21,1.0,,1.0,1.0,,,,,2.0,,1.0,1.0,2.0,2.0,4.0,6.0,10.0,,,,,1.0,2.0,2.0,,2.0,,,,,,,,,2.0,2.0,4.0,1.0,5.0,3.0,5.0,,,1.0,3.0,3.0,4.0,,1.0,1.0,4.0,2.0,2.0,,,,,0.5,,0.25,,0.5,0.5,0.5,,,,,1.0,1.0,,1.0,0.3333333333333333,,1.0,,117.2093023255814,14.2,10.545454545454545,14.2,10.545454545454545,0.25,0.25,1.0,1.0,,,,,,,0.5,,,,1.0,0.75,0.4609875,,0.36225,0.2,0.3333333333333333,0.3333333333333333,6.55,23.65,0.2,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,0.4,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
202632-202647-203016-203409-203411,1611661324,"Maya Moore, Rachel Jarry, Devereaux Peters, Lindsey Moore, Sugar Rodgers","Moore, Jarry, Peters, Moore, Rodgers",202632-202647-203016-203409-203411,MIN,44.0,1,1.0,-3.0,,1.0,,,,1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72727272727273,,20.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2013,2013,True
100915-100944-200671-202257-202644,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Monica Wright, Amber Harris","Whalen, Brunson, Augustus, Wright, Harris",100915-100944-200671-202257-202644,MIN,444.0,4,7.0,11.0,15.0,14.0,3.0,,3.0,29,11.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,,1.0,9.0,14.0,3.0,,21.0,10.0,3.0,,1.0,2.0,1.0,,2.0,10.0,1.0,1.0,,5.0,6.0,1.0,1.0,13.0,1.0,6.0,,7.0,3.0,10.0,,1.0,,,,,,1.0,,,,17.0,2.0,3.0,,,0.5555555555555556,0.7142857142857143,0.6428571428571429,0.5,0.6176470588235294,0.3333333333333333,0.6176470588235294,0.3333333333333333,0.17647058823529413,,0.07142857142857142,,,,0.6,1.0,0.6363636363636364,0.5,1.0,0.6666666666666666,0.5,94.05405405405405,11.933333333333334,18.928571428571427,11.666666666666666,17.642857142857142,0.6470588235294118,0.11764705882352941,0.5,1.0,1.0,0.058823529411764705,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,,0.3333333333333333,,0.3333333333333333,0.8235294117647058,0.5549625,0.50045,0.4173,,,0.09523809523809523,3.6714285714285713,31.266666666666666,0.2,7.0,2.0,3.0,,,,1.0,,1.0,2.0,,4.0,,8.0,3.0,,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,0.3333333333333333,,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,0.4,1.0,,,,0.6666666666666666,1.0,,,0.6363636363636364,0.6363636363636364,0.42857142857142855,,,,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,1.0,0.19047619047619047,4.0,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1611661324,2013,2013,True
