EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFG2M,PtsUnassisted2s,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,BlockingFoulsDrawn,PenaltyAtRimFGA,DefThreePtRebounds,ShootingFouls,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,Turnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,OffThreePtRebounds,DeadBallTurnovers,Loose Ball Fouls,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,PenaltyAtRimFGM,LongMidRangeFGM,Fg2aBlocked,LongMidRangeAssists,BadPassSteals,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimAccuracy,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,Corner3Assists,FTDefRebounds,PenaltyFg3Pct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,ShortMidRangePctBlocked,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ShortMidRangeAssists,ShortMidRangePctAssisted,BlockingFouls,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Offensive Fouls,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,team_id,year,season,team_vs
100721-201062-201477-201480-201516,1611661329,"Swin Cash, Shay Murphy, Tamera Young, Sylvia Fowles, Allie Quigley","Cash, Murphy, Young, Fowles, Quigley",100721-201062-201477-201480-201516,CHI,239.0,1,4.0,-2.0,8.0,7.0,5.0,5.0,1.0,15.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,7.0,2.0,2.0,6.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,0.2857142857142857,0.5,0.2222222222222222,0.5,0.3,0.5,0.2,0.2222222222222222,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.16666666666666666,90.3765690376569,15.25,16.714285714285715,13.5,16.714285714285715,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5,1.0,1.0,0.5,0.4444444444444444,0.45155,0.4799,0.4372125,0.3333333333333333,0.3333333333333333,10.185714285714285,23.25,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201062-201477-201516-203069,1611661329,"Swin Cash, Shay Murphy, Tamera Young, Allie Quigley, Avery Warley-Talbert","Cash, Murphy, Young, Quigley, Warley-Talbert",100721-201062-201477-201516-203069,CHI,4.0,1,,2.0,1.0,,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,360.0,4.0,,4.0,,,,,,1.0,,,,,,,,0.2362,,0.2362,,1.0,7.6,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201062-201477-202259-203069,1611661329,"Swin Cash, Shay Murphy, Tamera Young, Epiphanny Prince, Avery Warley-Talbert","Cash, Murphy, Young, Prince, Warley-Talbert",100721-201062-201477-202259-203069,CHI,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201062-201480-202259-202664,1611661329,"Swin Cash, Shay Murphy, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot","Cash, Murphy, Fowles, Prince, Vandersloot",100721-201062-201480-202259-202664,CHI,90.0,1,2.0,,3.0,2.0,3.0,2.0,1.0,5.0,,1.0,,,1.0,1.0,,,,3.0,,2.0,2.0,2.0,,1.0,,3.0,,2.0,2.0,,,,,,,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,1.0,,,,,,,0.25,,0.25,,,0.3333333333333333,1.0,0.3333333333333333,,,,,,80.0,20.0,15.0,15.0,15.0,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.37256666666666666,0.32,0.37256666666666666,,1.0,9.566666666666666,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201477-201480-201516-202259,1611661329,"Swin Cash, Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince","Cash, Young, Fowles, Quigley, Prince",100721-201477-201480-201516-202259,CHI,138.0,1,2.0,4.0,5.0,5.0,,4.0,,10.0,2.0,2.0,,,,,1.0,,2.0,2.0,1.0,1.0,8.0,4.0,,,,,,,,2.0,1.0,1.0,2.0,1.0,5.0,,2.0,3.0,,3.0,,,,1.0,1.0,,1.0,,8.0,,,,0.5,0.5,1.0,,1.1666666666666667,,1.3333333333333333,,,0.3333333333333333,1.0,,1.0,,,,1.0,,,104.34782608695653,12.8,14.8,12.8,12.0,0.6666666666666666,1.0,1.0,0.5,,,0.3333333333333333,,,,,1.0,0.5515333333333333,,,,,2.4,24.6,,,,2.0,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201477-201480-201516-202664,1611661329,"Swin Cash, Tamera Young, Sylvia Fowles, Allie Quigley, Courtney Vandersloot","Cash, Young, Fowles, Quigley, Vandersloot",100721-201477-201480-201516-202664,CHI,129.0,1,2.0,-2.0,3.0,3.0,,,,6.0,,,,,1.0,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,0.5,1.0,,1.0,0.5,,,,,,66.97674418604652,29.0,14.0,25.666666666666668,14.0,,,,,0.5,,0.5,,,,,0.5,0.456725,,,,,10.3,26.4,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201477-201480-202259-202664,1611661329,"Swin Cash, Tamera Young, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot","Cash, Young, Fowles, Prince, Vandersloot",100721-201477-201480-202259-202664,CHI,311.0,1,5.0,2.0,10.0,11.0,10.0,2.0,1.0,21.0,1.0,4.0,,1.0,2.0,1.0,1.0,1.0,3.0,7.0,1.0,3.0,9.0,7.0,,1.0,,7.0,1.0,3.0,9.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,,4.0,4.0,1.0,6.0,2.0,9.0,9.0,10.0,2.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.375,,0.4090909090909091,,0.4090909090909091,0.125,1.0,0.25,1.0,0.2,,,1.0,,0.25,97.2347266881029,15.0,14.636363636363637,14.9,14.636363636363637,0.5,0.25,0.3333333333333333,1.0,0.25,0.125,0.125,1.0,,,0.125,0.625,0.52905,0.7809,0.52905,,1.0,6.357142857142857,23.0,1.0,1.0,3.0,2.0,0.42857142857142855,0.375,0.5,0.5,1.0,4.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,1.0,,,,,,,,,0.1111111111111111,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.14285714285714285,0.25,1.0,1.0,1.0,1.0,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201480-201516-202259-203399,1611661329,"Swin Cash, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Elena Delle Donne","Cash, Fowles, Quigley, Prince, Delle Donne",100721-201480-201516-202259-203399,CHI,393.0,1,7.0,9.0,14.0,13.0,7.0,10.0,3.0,27.0,5.0,6.0,1.0,1.0,1.0,,4.0,1.0,6.0,7.0,5.0,5.0,20.0,11.0,2.0,2.0,4.0,3.0,2.0,4.0,11.0,2.0,4.0,1.0,2.0,1.0,5.0,,4.0,7.0,2.0,9.0,,1.0,,3.0,4.0,,6.0,1.0,16.0,11.0,7.0,1.0,0.16666666666666666,0.2,0.8571428571428571,1.0,0.625,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.4166666666666667,0.6666666666666666,,0.6666666666666666,0.5,,,0.5,0.5,,98.93129770992367,12.714285714285714,16.53846153846154,10.928571428571429,15.923076923076923,0.5,0.8333333333333334,0.8333333333333334,0.2,0.08333333333333333,,0.3333333333333333,0.3333333333333333,1.0,,0.2,0.9166666666666666,0.5558791666666667,,0.56678,0.2,0.55,2.4,23.759999999999998,0.5,1.0,2.0,10.0,0.6666666666666666,0.7,1.0,1.0,,3.0,2.0,1.0,0.6666666666666666,,0.6666666666666666,0.6,,1.0,3.0,,1.0,,1.0,1.0,1.0,,,2.0,1.0,0.2,0.2,1.0,,,,,0.14285714285714285,,2.0,,,,0.6666666666666666,0.6666666666666666,1.0,2.0,,,,1.0,,2.0,1.0,,,1.0,1.0,,,,,,,,0.6666666666666666,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201480-202259-202664-203399,1611661329,"Swin Cash, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot, Elena Delle Donne","Cash, Fowles, Prince, Vandersloot, Delle Donne",100721-201480-202259-202664-203399,CHI,1618.0,2,27.0,2.0,47.0,50.0,,5.0,4.0,97.0,6.0,12.0,1.0,3.0,6.0,13.0,5.0,,14.0,31.0,10.0,9.0,49.0,47.0,1.0,4.0,2.0,,,,,12.0,5.0,6.0,10.0,3.0,24.0,6.0,17.0,19.0,7.0,26.0,1.0,2.0,1.0,16.0,14.0,1.0,9.0,,47.0,,,,0.42857142857142855,0.42857142857142855,0.45161290322580644,0.25,0.4878048780487805,0.2,0.5444444444444444,0.2,,0.24390243902439024,0.85,0.35294117647058826,0.8181818181818182,0.30434782608695654,0.75,0.14285714285714285,0.8,0.8571428571428571,0.05263157894736842,86.32880098887516,18.319148936170212,15.14,17.574468085106382,14.96,0.2926829268292683,0.5,0.6,0.5,0.14634146341463414,0.3170731707317073,0.12195121951219512,0.6,0.3333333333333333,,,0.5365853658536586,0.48096951219512196,0.69835,,0.04081632653061224,,9.319354838709677,23.41,,2.0,,16.0,,,0.3333333333333333,0.5,3.0,,1.0,13.0,0.5,0.3333333333333333,0.5,,1.0,4.0,12.0,1.0,4.0,1.0,7.0,4.0,9.0,,,1.0,1.0,0.4,0.4,0.7777777777777778,0.2,0.2,1.0,0.2,0.1111111111111111,,1.0,2.0,,,0.16666666666666666,,0.875,,6.0,4.0,3.0,1.0,,5.0,2.0,,,,2.0,1.0,0.12903225806451613,0.16666666666666666,0.5,0.46153846153846156,0.46153846153846156,0.5,,0.14285714285714285,3.0,5.0,,,1.0,1.0,,,3.0,1.0,,1.0,0.12195121951219512,0.6,0.6,1.0,0.2,,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201516-202259-203069-203399,1611661329,"Swin Cash, Allie Quigley, Epiphanny Prince, Avery Warley-Talbert, Elena Delle Donne","Cash, Quigley, Prince, Warley-Talbert, Delle Donne",100721-201516-202259-203069-203399,CHI,78.0,1,1.0,5.0,2.0,2.0,,1.0,,4.0,,,,,,1.0,,,1.0,1.0,1.0,,5.0,,,,,,,,,2.0,,1.0,2.0,,5.0,,1.0,1.0,,1.0,,,,1.0,,,,,5.0,,,,1.0,1.0,1.0,,1.25,,1.25,,,0.5,0.5,,0.5,,,,,,,73.84615384615384,17.0,22.0,17.0,20.5,,,,,,0.5,,,,,,0.5,0.396,,,,,21.5,22.6,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
