EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFtPoints,Fg2aBlocked,LongMidRangeAssists,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,SecondChanceTurnovers,Loose Ball Fouls,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3FGA,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,FTDefRebounds,PenaltyTurnovers,BlockingFouls,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,SelfOReb,Travels,Offensive Fouls,PenaltyFg3Pct,SelfORebPct,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,LostBallTurnovers,BlockingFoulsDrawn,3SecondViolations,SecondChanceArc3Frequency,Blocked3s,BlockedArc3,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100646-101039-201503-201896-201919,1611661325,"Tamika Catchings, Erin Phillips, Erlana Larkins, Briann January, Shavonte Zellous","Catchings, Phillips, Larkins, January, Zellous",100646-101039-201503-201896-201919,IND,387.0,3,6.0,2.0,13.0,11.0,4.0,2.0,24,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,9.0,1.0,5.0,13.0,11.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,7.0,1.0,3.0,1.0,11.0,4.0,4.0,1.0,0.5,0.5,0.4444444444444444,0.5,0.5,0.4,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.1,0.6666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.4,1.0,1.0,89.30232558139535,16.153846153846153,16.09090909090909,13.461538461538462,15.818181818181818,0.3,1.0,1.0,0.6666666666666666,0.6,0.16666666666666666,0.16666666666666666,0.1,0.5,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.4,0.41872999999999994,0.44775,0.47900000000000004,0.25,0.2727272727272727,0.15384615384615385,0.3076923076923077,5.944444444444445,22.2,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201503-201896-202640,1611661325,"Tamika Catchings, Erin Phillips, Erlana Larkins, Briann January, Karima Christmas-Kelly","Catchings, Phillips, Larkins, January, Christmas-Kelly",100646-101039-201503-201896-202640,IND,495.0,2,8.0,-1.0,13.0,13.0,3.0,,26,2.0,3.0,,,,1.0,,2.0,4.0,1.0,3.0,6.0,4.0,4.0,10.0,11.0,,,1.0,,1.0,1.0,2.0,2.0,6.0,,4.0,3.0,3.0,2.0,6.0,1.0,5.0,6.0,1.0,7.0,2.0,2.0,,1.0,,2.0,,2.0,,3.0,,5.0,,2.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0,0.5,,,0.3,,,0.38461538461538464,0.5,0.3333333333333333,0.4,0.5555555555555556,0.3333333333333333,0.6,0.14285714285714285,0.5,0.5,1.0,75.63636363636364,16.153846153846153,21.923076923076923,16.153846153846153,20.23076923076923,0.3,0.6666666666666666,1.0,1.0,0.2,,,0.4,,,,0.5,,0.5,0.7,0.49249,,0.487875,0.16666666666666666,0.25,0.1,0.2,5.233333333333333,24.1,0.23076923076923078,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201503-201896-202656,1611661325,"Tamika Catchings, Erin Phillips, Erlana Larkins, Briann January, Jeanette Pohlen-Mavunga","Catchings, Phillips, Larkins, January, Pohlen-Mavunga",100646-101039-201503-201896-202656,IND,510.0,2,8.0,-2.0,12.0,13.0,7.0,4.0,25,4.0,7.0,2.0,3.0,3.0,3.0,,3.0,3.0,1.0,4.0,11.0,3.0,4.0,12.0,14.0,2.0,4.0,4.0,3.0,5.0,1.0,2.0,8.0,,8.0,3.0,,,,,4.0,1.0,6.0,6.0,12.0,1.0,1.0,,,,1.0,,2.0,,3.0,,4.0,,1.0,1.0,8.0,8.0,7.0,1.0,,,0.36363636363636365,0.5,0.6,0.2857142857142857,0.5,0.5,0.375,0.5,0.5714285714285714,0.21428571428571427,0.3333333333333333,0.5714285714285714,0.5,0.6,0.3333333333333333,0.5,,70.58823529411765,22.75,18.23076923076923,20.333333333333332,13.615384615384615,0.5,0.5714285714285714,0.5714285714285714,,0.21428571428571427,,,0.21428571428571427,0.75,0.6666666666666666,,0.5,1.0,0.16666666666666666,0.7142857142857143,0.47310714285714284,0.4639,0.42396666666666666,0.06666666666666667,0.08333333333333333,0.3333333333333333,0.6666666666666666,4.990909090909091,23.7,0.5833333333333334,6.0,,1.0,,1.0,,5.0,1.0,1.0,,,,,0.09090909090909091,,0.3333333333333333,1.0,0.5555555555555556,,0.42857142857142855,,0.07142857142857142,,,,2.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201503-201896-203406,1611661325,"Tamika Catchings, Erin Phillips, Erlana Larkins, Briann January, Layshia Clarendon","Catchings, Phillips, Larkins, January, Clarendon",100646-101039-201503-201896-203406,IND,223.0,1,4.0,6.0,8.0,7.0,,,15,1.0,1.0,,,,,1.0,2.0,1.0,,3.0,4.0,2.0,,9.0,3.0,,,,,,,,,4.0,2.0,1.0,2.0,3.0,1.0,7.0,,2.0,3.0,,3.0,1.0,1.0,,,,2.0,,,,,,,,,,9.0,,,,0.6666666666666666,0.6666666666666666,0.75,,,0.75,,,0.75,,,0.3333333333333333,1.0,,1.0,,,1.0,,96.8609865470852,13.75,16.142857142857142,13.75,16.142857142857142,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,,,,,,,0.5,0.4593583333333333,,,,,,,8.15,23.7,,7.0,1.0,1.0,,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,0.25,,0.5,1.0,1.0,,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201503-201919-203406,1611661325,"Tamika Catchings, Erin Phillips, Erlana Larkins, Shavonte Zellous, Layshia Clarendon","Catchings, Phillips, Larkins, Zellous, Clarendon",100646-101039-201503-201919-203406,IND,568.0,3,9.0,-3.0,16.0,18.0,8.0,5.0,34,4.0,10.0,,2.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,13.0,3.0,3.0,13.0,16.0,,3.0,1.0,3.0,5.0,2.0,2.0,8.0,6.0,4.0,2.0,3.0,3.0,3.0,6.0,4.0,6.0,9.0,5.0,14.0,,,,2.0,1.0,3.0,2.0,6.0,1.0,5.0,,4.0,,1.0,1.0,12.0,8.0,8.0,1.0,0.6,0.6,0.38461538461538464,,0.6,0.3125,,0.42857142857142855,0.3611111111111111,0.125,0.5,0.1875,1.0,0.5714285714285714,1.0,0.5,,1.0,1.0,86.19718309859155,16.1875,17.166666666666668,13.875,17.166666666666668,0.625,0.4,0.4,0.75,0.125,0.5,1.0,0.125,0.6666666666666666,,,0.42857142857142855,1.0,0.2857142857142857,0.8125,0.51191875,0.4312666666666667,0.4719857142857143,0.058823529411764705,0.07142857142857142,0.07692307692307693,0.6153846153846154,3.6923076923076925,23.46666666666667,0.5,14.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,0.07692307692307693,,0.5,0.3333333333333333,1.0,1.0,1.0,,0.0625,,,,,,1.0,1.0,,,,0.3333333333333333,0.5,1.0,,1.0,1.0,,,,,,,,,,,,,0.0625,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201503-202640-203406,1611661325,"Tamika Catchings, Erin Phillips, Erlana Larkins, Karima Christmas-Kelly, Layshia Clarendon","Catchings, Phillips, Larkins, Christmas-Kelly, Clarendon",100646-101039-201503-202640-203406,IND,447.0,3,7.0,-6.0,17.0,16.0,7.0,3.0,33,4.0,6.0,2.0,2.0,2.0,4.0,,2.0,3.0,2.0,4.0,12.0,3.0,2.0,13.0,19.0,2.0,2.0,4.0,2.0,7.0,2.0,,7.0,,8.0,3.0,,1.0,,3.0,2.0,2.0,5.0,3.0,8.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,7.0,,3.0,,2.0,,1.0,,9.0,7.0,7.0,,,,0.3333333333333333,1.0,0.2857142857142857,0.36666666666666664,1.0,0.3888888888888889,0.40625,1.0,0.3888888888888889,0.2,0.5,0.25,0.5714285714285714,0.3,,0.5,1.0,106.30872483221476,13.117647058823529,14.0,12.823529411764707,13.0,0.4,0.6666666666666666,0.6666666666666666,,0.13333333333333333,,,0.2,1.0,1.0,,0.4444444444444444,0.5,0.2222222222222222,0.6,0.50656,0.6378,0.5154111111111112,0.0625,0.07692307692307693,0.3076923076923077,0.5384615384615384,7.55,24.03333333333333,0.4117647058823529,14.0,,4.0,,1.0,,2.0,,,,,,,0.08333333333333333,,0.5,,0.6666666666666666,,1.0,,0.26666666666666666,,,,2.0,1.0,1.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.5,1.0,,0.5,0.5,,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201896-201919-202640,1611661325,"Tamika Catchings, Erin Phillips, Briann January, Shavonte Zellous, Karima Christmas-Kelly","Catchings, Phillips, January, Zellous, Christmas-Kelly",100646-101039-201896-201919-202640,IND,373.0,2,6.0,4.0,11.0,11.0,1.0,3.0,22,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,6.0,11.0,2.0,3.0,15.0,11.0,1.0,3.0,2.0,1.0,1.0,,1.0,3.0,8.0,4.0,1.0,4.0,4.0,3.0,8.0,1.0,,2.0,3.0,5.0,2.0,2.0,,1.0,,1.0,1.0,3.0,,4.0,,3.0,2.0,2.0,,13.0,3.0,1.0,,0.6666666666666666,0.8,0.5454545454545454,0.3333333333333333,1.0,0.46153846153846156,0.3333333333333333,1.0,0.5384615384615384,0.3333333333333333,1.5,0.15384615384615385,,0.2,0.2857142857142857,0.42857142857142855,,,,84.93297587131367,14.0,19.90909090909091,12.818181818181818,16.272727272727273,0.3076923076923077,1.0,1.0,0.75,0.3076923076923077,0.5,0.5,0.07692307692307693,0.3333333333333333,1.0,,1.0,1.0,,0.46153846153846156,0.48520384615384615,0.42515,0.306,0.15384615384615385,0.18181818181818182,0.13333333333333333,0.2,8.1,23.2,0.09090909090909091,4.0,,3.0,,,,2.0,,,,,,,,,,,0.5,,0.6666666666666666,,0.23076923076923078,,,,2.0,,2.0,,1.0,,,1.0,,0.3333333333333333,1.0,,1.0,,,,,,,1.0,,,,,0.5,0.07692307692307693,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201896-201919-202656,1611661325,"Tamika Catchings, Erin Phillips, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga","Catchings, Phillips, January, Zellous, Pohlen-Mavunga",100646-101039-201896-201919-202656,IND,15.0,1,,2.0,1.0,2.0,1.0,,3,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,288.0,,7.5,,7.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201896-201919-203418,1611661325,"Tamika Catchings, Erin Phillips, Briann January, Shavonte Zellous, Jasmine Hassell","Catchings, Phillips, January, Zellous, Hassell",100646-101039-201896-201919-203418,IND,52.0,1,1.0,2.0,1.0,1.0,,,2,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,2.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,55.38461538461538,23.0,29.0,23.0,29.0,,,,,,,,,,,,,,,,0.3228,,,,,,,16.1,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
100646-101039-201896-202640-202656,1611661325,"Tamika Catchings, Erin Phillips, Briann January, Karima Christmas-Kelly, Jeanette Pohlen-Mavunga","Catchings, Phillips, January, Christmas-Kelly, Pohlen-Mavunga",100646-101039-201896-202640-202656,IND,74.0,2,1.0,-3.0,3.0,1.0,2.0,1.0,4,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,3.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,0.5,,,,0.5,,,,77.83783783783784,19.0,17.0,17.666666666666668,17.0,0.5,,,,,,,0.5,1.0,,,0.5,,0.5,1.0,0.442825,,0.442825,,,,,3.4,23.8,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2013,2013,True
