EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,Fg2aBlocked,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Charge Fouls,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,SecondChancePointsPct,Avg3ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,LongMidRangeFGM,ShortMidRangeAssists,LongMidRangeAssists,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceTurnovers,AtRimPctBlocked,PenaltyAtRimFGM,PenaltyAtRimFGA,OffThreePtRebounds,FTDefRebounds,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGA,Loose Ball Fouls Drawn,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Loose Ball Fouls,Offensive Fouls Drawn,DefArc3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,BlockingFouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100721-201062-201480-201498-203399,1611661329,"Swin Cash, Shay Murphy, Sylvia Fowles, Sharnee Zoll-Norman, Elena Delle Donne","Cash, Murphy, Fowles, Zoll-Norman, Delle Donne",100721-201062-201480-201498-203399,CHI,131.0,4,2.0,1.0,3.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,0.5,0.5,0.5,1.0,76.94656488549619,18.333333333333332,19.0,15.333333333333334,18.5,0.5,1.0,1.0,0.5,0.5,0.44145,0.3356,0.3333333333333333,0.3333333333333333,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201477-201480-201516-202314,1611661329,"Swin Cash, Tamera Young, Sylvia Fowles, Allie Quigley, Michelle Campbell","Cash, Young, Fowles, Quigley, Campbell",100721-201477-201480-201516-202314,CHI,86.0,1,1.0,,4.0,4.0,2.0,,8.0,,,,1.0,3.0,,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,133.95348837209303,5.5,16.0,5.5,12.0,,,,,,0.3295,,,,5.066666666666666,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,0.1846,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
201062-201477-201516-203069-203399,1611661329,"Shay Murphy, Tamera Young, Allie Quigley, Avery Warley-Talbert, Elena Delle Donne","Murphy, Young, Quigley, Warley-Talbert, Delle Donne",201062-201477-201516-203069-203399,CHI,339.0,4,6.0,,11.0,8.0,5.0,1.0,19.0,3.0,5.0,2.0,3.0,7.0,2.0,8.0,8.0,2.0,4.0,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,1.0,,1.0,6.0,0.42857142857142855,0.3,0.36363636363636365,1.0,0.3333333333333333,,80.7079646017699,14.272727272727273,22.75,14.0,22.5,0.5,0.6,0.6,0.2,0.8,0.5094,0.5794,0.09090909090909091,0.125,6.085714285714286,3.0,,,,,2.0,,2.0,,2.0,1.0,3.0,,2.0,3.0,,,0.25,,,0.6666666666666666,,,,0.45285,0.25,0.2727272727272727,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.3,0.5,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.3,1.0,0.5,1.0,0.25,28.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
201062-201516-202314-202664-202670,1611661329,"Shay Murphy, Allie Quigley, Michelle Campbell, Courtney Vandersloot, Carolyn Swords","Murphy, Quigley, Campbell, Vandersloot, Swords",201062-201516-202314-202664-202670,CHI,24.0,1,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,180.0,6.0,12.0,6.0,12.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
201477-201480-202314-202664-203399,1611661329,"Tamera Young, Sylvia Fowles, Michelle Campbell, Courtney Vandersloot, Elena Delle Donne","Young, Fowles, Campbell, Vandersloot, Delle Donne",201477-201480-202314-202664-203399,CHI,89.0,1,1.0,,2.0,2.0,,,4.0,,,1.0,2.0,2.0,,4.0,4.0,,,,,,,,,,,1.0,,1.0,4.0,1.0,1.0,1.0,,,,64.71910112359551,14.0,30.5,14.0,29.5,,,,0.5,,0.3733,,,,11.55,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,4.0,,,2.0,2.0,,4.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201062-201480-201516-203399,1611661329,"Swin Cash, Shay Murphy, Sylvia Fowles, Allie Quigley, Elena Delle Donne","Cash, Murphy, Fowles, Quigley, Delle Donne",100721-201062-201480-201516-203399,CHI,30.0,1,,,1.0,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,96.0,18.0,12.0,9.0,8.0,1.0,,,,1.0,0.7195,,,,2.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
201062-201477-201516-202664-203069,1611661329,"Shay Murphy, Tamera Young, Allie Quigley, Courtney Vandersloot, Avery Warley-Talbert","Murphy, Young, Quigley, Vandersloot, Warley-Talbert",201062-201477-201516-202664-203069,CHI,120.0,1,2.0,1.0,4.0,4.0,,2.0,8.0,1.0,2.0,,1.0,4.0,2.0,4.0,3.0,2.0,,2.0,3.0,6.0,2.0,3.0,2.0,4.0,2.0,,,,4.0,0.25,0.2,0.2857142857142857,1.0,0.6666666666666666,1.0,96.0,13.5,16.5,11.75,15.25,0.4,0.5,0.5,,0.6,0.58788,0.42,0.2857142857142857,0.3333333333333333,3.9,4.0,,2.0,1.0,4.0,4.0,,,,,,,,4.0,4.0,0.25,0.2,0.2857142857142857,,,,0.4,,,0.58788,1.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,1.0,1.0,,,,0.2,0.6666666666666666,0.75,1.0,,,1.0,0.2,,,0.2,,26.1,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
201477-201480-201498-202314-203399,1611661329,"Tamera Young, Sylvia Fowles, Sharnee Zoll-Norman, Michelle Campbell, Elena Delle Donne","Young, Fowles, Zoll-Norman, Campbell, Delle Donne",201477-201480-201498-202314-203399,CHI,117.0,1,2.0,2.0,4.0,3.0,3.0,1.0,7.0,1.0,2.0,,1.0,2.0,,2.0,,1.0,,3.0,3.0,4.0,,,,,,,,,,0.5,0.25,0.25,1.0,1.0,,86.15384615384616,15.25,18.666666666666668,14.75,18.666666666666668,0.5,0.5,0.5,,1.0,0.60005,,,,2.1,4.0,,,1.0,2.0,2.0,,,,,,,,2.0,4.0,0.5,0.25,0.25,,,,,,,0.60005,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,,0.3333333333333333,,,1.0,1.0,0.5,1.0,1.0,0.5,1.0,23.8,,,,,,,,,,,,,1.0,2.0,1.0,,,0.5,,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
201477-201480-201516-202259-202314,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Michelle Campbell","Young, Fowles, Quigley, Prince, Campbell",201477-201480-201516-202259-202314,CHI,113.0,2,2.0,2.0,3.0,3.0,,1.0,6.0,1.0,2.0,,2.0,4.0,,4.0,2.0,2.0,2.0,1.0,1.0,3.0,,2.0,1.0,,,1.0,1.0,1.0,2.0,0.5,0.4,0.4,1.0,1.0,1.0,76.46017699115045,17.666666666666668,20.0,9.666666666666666,20.0,0.4,0.5,0.5,,0.6,0.5122,0.5253,,,5.65,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,0.4,0.5,0.5,,,,,1.0,,,1.0,1.0,2.0,,,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,0.5,0.5,0.5,0.5,0.5,0.2,0.5,0.6666666666666666,1.0,,,1.0,,0.5,,,0.5,23.2,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
100721-201062-201477-201516-202314,1611661329,"Swin Cash, Shay Murphy, Tamera Young, Allie Quigley, Michelle Campbell","Cash, Murphy, Young, Quigley, Campbell",100721-201062-201477-201516-202314,CHI,66.0,1,1.0,4.0,2.0,1.0,,,3.0,,,,2.0,2.0,,4.0,,,,1.0,1.0,1.0,,2.0,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,65.45454545454545,13.5,39.0,13.5,39.0,,,,,,0.36165,,,,8.1,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,4.0,,,2.0,2.0,,4.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2013,2013,True
