EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,ShortMidRangeFGA,Arc3FGA,FG2A,FG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,FG2M,FG3M,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeAssists,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,Loose Ball Fouls,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,FTOffRebounds,OffRebounds,SelfOReb,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,LostBallTurnovers,PenaltyTurnovers,Transition Take Fouls,Offensive Fouls Drawn,BlockedAtRim,PenaltyFg3Pct,DefAtRimReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,Corner3Assists,LostBallSteals,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceFg2Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsUnassisted3s,Fg2aBlocked,2pt And 1 Free Throw Trips,FG2APctBlocked,LongMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimPctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,OffAtRimReboundPct,PenaltyCorner3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,PenaltyCorner3Accuracy,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Clear Path Fouls,HeaveAttempts,3pt And 1 Free Throw Trips,Transition Take Fouls Drawn,team_id,year,season,team_vs
1628244-1628915-1628920-1631141-1641675,1611661328,"Sami Whitcomb, Kia Nurse, Mercedes Russell, Jade Melbourne, Dulcy Fankam Mendjiadeu","Whitcomb, Nurse, Russell, Melbourne, Fankam Mendjiadeu",1628244-1628915-1628920-1631141-1641675,SEA,9.0,1,1.0,1.0,1.0,160.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628244-1629496-1631141-1641602-1641651,1611661328,"Sami Whitcomb, Ezi Magbegor, Jade Melbourne, Ivana Dojkic, Jordan Horston","Whitcomb, Magbegor, Melbourne, Dojkic, Horston",1628244-1629496-1631141-1641602-1641651,SEA,72.0,2,2.0,,5.0,100.0,16.0,16.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,13.333333333333334,13.333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.45115,8.7,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628244-1630115-1631141-1641675-204319,1611661328,"Sami Whitcomb, Joyner Holmes, Jade Melbourne, Dulcy Fankam Mendjiadeu, Jewell Loyd","Whitcomb, Holmes, Melbourne, Fankam Mendjiadeu, Loyd",1628244-1630115-1631141-1641675-204319,SEA,269.0,2,10.0,6.0,21.0,112.41635687732342,14.0,13.2,4.0,11.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,,,1.0,,0.16666666666666666,1.0,0.6666666666666666,1.0,,11.727272727272727,11.727272727272727,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.4490416666666666,9.76,23.7,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,10.0,7.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,10.0,4.0,3.0,2.0,0.5,0.5,1.0,1.0,1.0,0.4,0.5,0.5833333333333334,0.5,0.625,0.6666666666666666,0.5,0.5,0.6,0.75,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.33395,0.25,0.2857142857142857,0.4,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628244-1628915-1628920-1630115-1641651,1611661328,"Sami Whitcomb, Kia Nurse, Mercedes Russell, Joyner Holmes, Jordan Horston","Whitcomb, Nurse, Russell, Holmes, Horston",1628244-1628915-1628920-1630115-1641651,SEA,47.0,1,1.0,1.0,3.0,91.91489361702128,23.0,15.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,0.5,,,,,12.0,12.0,,0.5,0.5,0.470725,20.4,25.9,5.0,,,,1.0,1.0,1.0,1.0,1.0,,5.0,,,,,,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,,,,,,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.25,,1.25,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628915-1628920-1631141-1641651-204319,1611661328,"Kia Nurse, Mercedes Russell, Jade Melbourne, Jordan Horston, Jewell Loyd","Nurse, Russell, Melbourne, Horston, Loyd",1628915-1628920-1631141-1641651-204319,SEA,304.0,5,9.0,4.0,21.0,99.47368421052632,15.777777777777779,15.555555555555555,5.0,12.0,,4.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,0.625,0.5,0.6666666666666666,0.6666666666666666,1.0,13.5,13.5,,0.5,0.75,0.55296875,11.799999999999999,24.04,14.0,4.0,1.0,1.0,,2.0,3.0,1.0,3.0,9.0,20.0,6.0,,1.0,4.0,4.0,2.0,,9.0,3.0,1.0,3.0,4.0,3.0,1.0,11.0,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,5.0,1.0,5.0,9.0,2.0,,,20.0,4.0,4.0,1.0,1.0,1.0,1.0,0.6,0.6,0.3333333333333333,,0.6875,,0.8333333333333334,0.5,,1.0,1.0,,0.125,1.0,1.0,1.0,0.25,,,0.75,0.75,1.0,0.75,0.5219,0.2,0.4,0.2,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628915-1628920-1641651-1641675-204319,1611661328,"Kia Nurse, Mercedes Russell, Jordan Horston, Dulcy Fankam Mendjiadeu, Jewell Loyd","Nurse, Russell, Horston, Fankam Mendjiadeu, Loyd",1628915-1628920-1641651-1641675-204319,SEA,123.5,3,3.0,,7.0,81.61943319838058,18.0,18.0,2.0,4.0,,2.0,2.0,2.0,2.0,,,2.0,,,,,0.5,,,,,17.375,14.875,,0.5,0.75,0.5179875,11.0,25.2,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,,,2.0,2.0,,2.0,3.0,1.0,,1.0,1.0,1.0,,3.0,,,,,,,,,1.0,2.0,,1.0,2.0,,,,2.0,,,,,,1.0,0.5,0.5,0.5,,0.625,,0.7,1.0,,,,,0.25,,,,0.25,1.0,1.0,0.5,0.5,1.0,0.5,,,,0.2857142857142857,0.25,,,,,,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.5,1.25,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628244-1631141-1641651-1641675-204319,1611661328,"Sami Whitcomb, Jade Melbourne, Jordan Horston, Dulcy Fankam Mendjiadeu, Jewell Loyd","Whitcomb, Melbourne, Horston, Fankam Mendjiadeu, Loyd",1628244-1631141-1641651-1641675-204319,SEA,184.0,1,5.0,3.0,10.0,78.26086956521739,20.2,19.8,3.0,5.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,,1.0,16.6,16.6,,0.3333333333333333,0.6666666666666666,0.51135,16.9,23.9,-2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,5.0,7.0,,,,3.0,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,,,,2.0,1.0,,2.0,1.0,2.0,,2.0,,,,,5.0,3.0,2.0,,1.0,1.0,1.0,0.5,0.5,1.0,,0.8333333333333334,1.5,0.8333333333333334,1.5,1.0,,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.51165,,,0.6,0.4,1.0,1.0,1.0,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628244-1630115-1641675-203389-204319,1611661328,"Sami Whitcomb, Joyner Holmes, Dulcy Fankam Mendjiadeu, Yvonne Turner, Jewell Loyd","Whitcomb, Holmes, Fankam Mendjiadeu, Turner, Loyd",1628244-1630115-1641675-203389-204319,SEA,138.0,1,5.0,,10.0,104.34782608695653,18.8,18.8,2.0,5.0,,,2.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,,8.8,8.8,,,0.6666666666666666,0.5404,8.95,24.0,3.0,,1.0,1.0,,1.0,,1.0,1.0,,5.0,2.0,,,,,2.0,,3.0,,1.0,1.0,2.0,,1.0,5.0,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,,,,5.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.5,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628244-1628920-1641602-1641651-204319,1611661328,"Sami Whitcomb, Mercedes Russell, Ivana Dojkić, Jordan Horston, Jewell Loyd","Whitcomb, Russell, Dojkić, Horston, Loyd",1628244-1628920-1641602-1641651-204319,SEA,601.0,6,18.0,1.0,38.0,91.04825291181363,19.5,19.333333333333332,10.0,20.0,3.0,6.0,8.0,8.0,6.0,4.0,8.0,11.0,,,,,0.5,0.8,0.8,0.75,,12.5,12.25,0.1875,0.375,0.6875,0.53690625,8.3625,24.325,11.0,5.0,3.0,3.0,,2.0,3.0,4.0,4.0,4.0,24.0,13.0,1.0,2.0,2.0,4.0,4.0,4.0,12.0,3.0,2.0,4.0,6.0,3.0,1.0,16.0,4.0,,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0,2.0,,,19.0,4.0,5.0,,0.5,0.6666666666666666,1.0,0.5,0.5,0.5,0.5,0.625,0.3333333333333333,0.6666666666666666,0.5,0.2,,0.8,0.75,0.1875,1.0,1.0,0.3333333333333333,0.125,,,0.5,0.5,1.0,0.5,0.43496666666666667,0.1111111111111111,0.2,0.16666666666666666,0.25,,,2.0,,1.0,,,,,1.0,0.125,,3.0,1.0,1.0,1.0,1.0,,5.0,,,3.0,,1.0,1.25,1.25,,,0.375,,,0.5,1.0,1.0,0.20833333333333334,,1.0,,,1.0,,1.0,,,,0.3333333333333333,,1.0,1.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.75,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.672525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
1628915-1630115-1631141-1641675-203389,1611661328,"Kia Nurse, Joyner Holmes, Jade Melbourne, Dulcy Fankam Mendjiadeu, Yvonne Turner","Nurse, Holmes, Melbourne, Fankam Mendjiadeu, Turner",1628915-1630115-1631141-1641675-203389,SEA,489.0,2,17.0,17.0,34.0,100.12269938650306,14.411764705882353,13.058823529411764,8.0,17.0,1.0,6.0,9.0,6.0,6.0,3.0,5.0,7.0,,,,,0.4,0.5,0.5,1.0,,14.352941176470589,14.058823529411764,0.06666666666666667,0.4,0.6,0.5141833333333333,11.766666666666667,24.95,-3.0,3.0,1.0,3.0,2.0,5.0,1.0,4.0,1.0,3.0,14.0,17.0,2.0,4.0,1.0,5.0,6.0,2.0,,1.0,3.0,,3.0,,,6.0,2.0,,2.0,,2.0,,,2.0,1.0,3.0,,6.0,3.0,2.0,,,11.0,5.0,3.0,2.0,0.75,1.0,,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.5,0.36666666666666664,0.4,0.4375,0.5,1.0,,0.5,0.5,0.2,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4,0.5,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.45406,0.125,0.2,0.35714285714285715,0.17647058823529413,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,3.0,,,2.0,,,0.5,0.75,,,0.2,,,,,,0.21428571428571427,,1.0,,2.0,,,1.0,,,0.5,0.2,,,,2.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,0.5,0.4,,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.50835,1.0,1.0,3.0,1.0,1.0,0.1111111111111111,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,True
