EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Transition Take Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,OffThreePtRebounds,DefTwoPtRebounds,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls,team_id,year,season,team_vs
1628244-1631141-1641651-1641675-204319,1611661328,"Sami Whitcomb, Jade Melbourne, Jordan Horston, Dulcy Fankam Mendjiadeu, Jewell Loyd","Whitcomb, Melbourne, Horston, Fankam Mendjiadeu, Loyd",1628244-1631141-1641651-1641675-204319,SEA,184.0,1,3.0,2.0,5.0,5.0,3.0,2.0,1.0,10.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,7.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.75,0.5,0.75,0.4,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,78.26086956521739,20.2,16.6,19.8,16.6,0.6,0.3333333333333333,0.5,1.0,0.4,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.49021,0.5349,0.384975,0.16666666666666666,0.25,0.42857142857142855,2.466666666666667,27.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,False
1628915-1628920-1631141-1641675-204319,1611661328,"Kia Nurse, Mercedes Russell, Jade Melbourne, Dulcy Fankam Mendjiadeu, Jewell Loyd","Nurse, Russell, Melbourne, Fankam Mendjiadeu, Loyd",1628915-1628920-1631141-1641675-204319,SEA,102.0,1,2.0,5.0,4.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,,1.0,2.0,7.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,,1.0,1.0,2.0,2.0,,2.0,,,,1.0,,2.0,,2.0,1.0,,4.0,7.0,4.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.625,0.625,0.7,0.7,0.5,,,,,1.0,0.5,,,112.94117647058823,13.0,12.5,11.5,12.5,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,0.5,0.5,0.75,0.5,0.5110875,,0.5110875,0.2,0.3333333333333333,1.0,7.6,24.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.5,1.5,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,False
1628244-1628915-1628920-1631141-1641675,1611661328,"Sami Whitcomb, Kia Nurse, Mercedes Russell, Jade Melbourne, Dulcy Fankam Mendjiadeu","Whitcomb, Nurse, Russell, Melbourne, Fankam Mendjiadeu",1628244-1628915-1628920-1631141-1641675,SEA,9.0,1,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,160.0,9.0,,9.0,,,,,,1.0,,,,,1.0,,1.0,,0.4416,,0.4416,,,,,25.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,False
1628244-1628920-1629496-1641651-204319,1611661328,"Sami Whitcomb, Mercedes Russell, Ezi Magbegor, Jordan Horston, Jewell Loyd","Whitcomb, Russell, Magbegor, Horston, Loyd",1628244-1628920-1629496-1641651-204319,SEA,5924.8,15,99.0,-10.0,207.0,200.0,60.0,33.0,19.0,407.0,28.0,49.0,7.0,16.0,43.0,5.0,19.0,45.0,109.0,18.0,55.0,42.0,186.0,196.0,13.0,5.0,23.0,54.0,52.0,33.0,43.0,16.0,6.0,26.0,11.0,37.0,10.0,14.0,85.0,14.0,15.0,79.0,19.0,98.0,18.0,13.0,5.0,20.0,41.0,6.0,50.0,2.0,44.0,1.0,47.0,20.0,5.0,165.0,54.0,60.0,0.5777777777777777,0.6341463414634146,0.6111111111111112,0.32727272727272727,0.21739130434782608,0.32727272727272727,0.41284403669724773,0.43902439024390244,0.3627450980392157,0.5,0.4576271186440678,0.3353658536585366,0.05504587155963303,0.10204081632653061,0.21875,0.6521739130434783,0.7326732673267327,0.18,0.38095238095238093,0.5555555555555556,98.91979476100458,14.685024154589373,14.425,14.313043478260871,13.716500000000002,0.29878048780487804,0.5714285714285714,0.6363636363636364,0.5,0.2621951219512195,0.37209302325581395,0.38095238095238093,0.625,0.4375,0.37254901960784315,0.2631578947368421,0.6341463414634146,0.37209302325581395,0.49667408536585367,0.5269571428571428,0.48516274509803925,0.11666666666666667,0.16,0.2903225806451613,7.53302752293578,24.40727272727273,0.2898550724637681,7.0,13.0,38.0,2.0,3.0,2.0,3.0,21.0,11.0,28.0,17.0,4.0,59.0,4.0,0.6666666666666666,0.39285714285714285,0.5625,0.6176470588235294,0.7564102564102564,0.1111111111111111,0.15384615384615385,0.8064516129032258,0.23170731707317074,0.1875,0.6666666666666666,1.0,0.2549019607843137,0.5384615384615384,0.11290322580645161,5.0,12.0,5.0,22.0,2.0,12.0,4.0,6.0,3.0,38.0,21.0,8.0,2.0,1.0,8.0,4.0,1.0,5.0,4.0,21.0,8.0,14.0,2.0,7.0,1.0,3.0,2.0,26.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,2.0,1.0,4.0,1.0,1.0,3.0,10.0,6.0,4.0,0.46153846153846156,0.03636363636363636,0.02631578947368421,0.08333333333333333,0.023255813953488372,0.5121951219512195,0.7142857142857143,0.5,0.15384615384615385,0.11764705882352941,0.7,0.7647058823529411,0.7142857142857143,0.043478260869565216,0.6,0.3157894736842105,0.32432432432432434,0.6666666666666666,0.13414634146341464,0.22727272727272727,0.22727272727272727,0.8,0.07317073170731707,0.16666666666666666,0.18181818181818182,0.5,0.7142857142857143,0.0784313725490196,0.01818181818181818,,,,,,,,,,,,,,,1611661328,2023,2023,False
1628244-1628915-1628920-1630115-1641651,1611661328,"Sami Whitcomb, Kia Nurse, Mercedes Russell, Joyner Holmes, Jordan Horston","Whitcomb, Nurse, Russell, Holmes, Horston",1628244-1628915-1628920-1630115-1641651,SEA,47.0,1,1.0,-5.0,1.0,2.0,1.0,,1.0,3.0,,,,,1.0,,1.0,,,,1.0,,,5.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,91.91489361702128,23.0,12.0,15.0,12.0,,,,,1.0,,,,,1.0,,1.0,,0.53895,,0.53895,,,,,26.3,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,False
1628915-1629496-1641651-1641675-204319,1611661328,"Kia Nurse, Ezi Magbegor, Jordan Horston, Dulcy Fankam Mendjiadeu, Jewell Loyd","Nurse, Magbegor, Horston, Fankam Mendjiadeu, Loyd",1628915-1629496-1641651-1641675-204319,SEA,565.0,3,9.0,7.0,16.0,17.0,3.0,3.0,1.0,33.0,3.0,3.0,,4.0,6.0,1.0,1.0,4.0,9.0,4.0,6.0,4.0,24.0,17.0,,1.0,1.0,5.0,4.0,6.0,6.0,4.0,,2.0,2.0,4.0,2.0,2.0,10.0,1.0,4.0,11.0,1.0,12.0,,,,,1.0,,5.0,,5.0,,4.0,3.0,,24.0,5.0,3.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.75,0.75,0.8333333333333334,0.4,,,0.2,0.6666666666666666,0.6428571428571429,0.14285714285714285,,,84.1061946902655,16.9375,17.294117647058822,16.75,15.647058823529411,0.2,1.0,1.0,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.5,,0.5,1.0,0.6,0.6666666666666666,0.45775333333333335,0.52335,0.4229,0.1875,0.3,0.20833333333333334,9.466666666666667,24.95,0.1875,,,2.0,,1.0,,1.0,,,1.0,2.0,,5.0,,,,,,0.625,,,,0.13333333333333333,1.0,,,,,,,,1.0,4.0,,,,,,4.0,6.0,,,,,,,2.0,,1.0,,1.0,,,,,,4.0,,,,,,2.0,,,,2.0,,,1.0,,1.0,,2.0,2.0,,,,,,,1.0,0.6666666666666666,,,0.3333333333333333,0.6666666666666666,0.6,0.8,,1.0,,,,0.26666666666666666,0.25,0.25,,,,,,,,,1.0,,,,,,,,,,,,,,1611661328,2023,2023,False
1629496-1630115-1631141-1641651-204319,1611661328,"Ezi Magbegor, Joyner Holmes, Jade Melbourne, Jordan Horston, Jewell Loyd","Magbegor, Holmes, Melbourne, Horston, Loyd",1629496-1630115-1631141-1641651-204319,SEA,161.0,2,3.0,-2.0,7.0,7.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,,2.0,,1.0,1.0,1.0,,2.0,2.0,4.0,6.0,1.0,,1.0,,2.0,,2.0,,,1.0,,1.0,,1.0,2.0,,3.0,3.0,1.0,4.0,2.0,2.0,,1.0,4.0,,1.0,,2.0,,2.0,1.0,,2.0,,1.0,1.0,1.0,,,,,1.0,0.3333333333333333,,0.5,,0.6666666666666666,,,,1.0,0.75,1.0,,1.0,125.21739130434784,11.0,12.0,10.0,11.285714285714286,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,1.0,1.0,,1.0,,0.4120333333333333,,0.21735,0.25,0.5,,0.1,27.8,0.14285714285714285,,,,,,,,2.0,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,0.5,1.0,,,,,,,1.0,,,,,1.0,,,,,,,3.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,0.5,0.75,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1611661328,2023,2023,False
1628244-1628915-1641602-1641675-204319,1611661328,"Sami Whitcomb, Kia Nurse, Ivana Dojkić, Dulcy Fankam Mendjiadeu, Jewell Loyd","Whitcomb, Nurse, Dojkić, Fankam Mendjiadeu, Loyd",1628244-1628915-1641602-1641675-204319,SEA,30.0,1,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,96.0,21.0,9.0,21.0,9.0,1.0,1.0,1.0,,,,,,,,,1.0,,0.4223,,0.4223,,,1.0,3.2,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2023,2023,False
1628244-1628920-1629496-203389-204319,1611661328,"Sami Whitcomb, Mercedes Russell, Ezi Magbegor, Yvonne Turner, Jewell Loyd","Whitcomb, Russell, Magbegor, Turner, Loyd",1628244-1628920-1629496-203389-204319,SEA,256.0,2,4.0,1.0,9.0,8.0,2.0,,3.0,17.0,2.0,2.0,1.0,,6.0,,3.0,2.0,2.0,,6.0,1.0,5.0,4.0,1.0,,3.0,1.0,2.0,,5.0,,,1.0,,1.0,,1.0,2.0,,1.0,2.0,3.0,5.0,1.0,1.0,,2.0,4.0,1.0,2.0,,3.0,,3.0,1.0,1.0,2.0,1.0,2.0,0.5,0.5,,,,,1.0,0.25,,0.2777777777777778,0.125,0.75,,,,0.5,0.6666666666666666,0.6,,1.0,95.625,13.444444444444445,16.875,12.555555555555555,15.125,0.25,1.0,1.0,0.5,0.75,,,,1.0,1.0,,1.0,,0.5515857142857142,0.6778,0.43545,0.125,0.5,0.2,1.75,29.2,0.2222222222222222,,,,,,,,3.0,,,1.0,3.0,1.0,,,,1.0,0.75,1.0,0.6,0.6,,,,,,,,0.6,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,2.0,1.0,,1.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1611661328,2023,2023,False
1628244-1629496-1631141-1641675-204319,1611661328,"Sami Whitcomb, Ezi Magbegor, Jade Melbourne, Dulcy Fankam Mendjiadeu, Jewell Loyd","Whitcomb, Magbegor, Melbourne, Fankam Mendjiadeu, Loyd",1628244-1629496-1631141-1641675-204319,SEA,568.0,5,9.0,1.0,21.0,18.0,15.0,6.0,1.0,39.0,2.0,3.0,1.0,1.0,8.0,1.0,6.0,3.0,10.0,2.0,9.0,3.0,15.0,14.0,1.0,2.0,7.0,15.0,2.0,6.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,,2.0,5.0,1.0,6.0,1.0,1.0,,1.0,2.0,,7.0,1.0,2.0,,3.0,,1.0,13.0,15.0,15.0,0.3333333333333333,0.5,1.0,0.2222222222222222,0.2857142857142857,0.2222222222222222,0.3,0.3157894736842105,0.4,0.375,0.46875,0.47368421052631576,0.1,,,1.0,0.5555555555555556,0.07142857142857142,,1.0,98.87323943661971,12.666666666666666,16.77777777777778,12.666666666666666,15.333333333333334,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5,0.42105263157894735,0.125,0.125,1.0,1.0,0.4,0.16666666666666666,0.631578947368421,0.125,0.4618368421052632,,0.45705666666666667,0.05263157894736842,,1.0,7.159999999999999,26.077777777777776,0.7142857142857143,2.0,3.0,6.0,,,,,2.0,3.0,8.0,3.0,1.0,3.0,,,0.375,1.0,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.3157894736842105,,,,0.2,0.6666666666666666,0.13333333333333333,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,4.0,,2.0,,1.0,,,,,,1.0,,,,1.0,,,,2.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,0.16666666666666666,,,0.5,,,,,0.5,0.5,1.0,,1.0,0.16666666666666666,0.2,,0.05263157894736842,,,,0.05263157894736842,1.0,1.0,1.0,1.0,0.06666666666666667,0.1111111111111111,,,,1.0,1.0,,,,,,,,,,1611661328,2023,2023,False
