EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,BadPassSteals,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceArc3Frequency,Fg3aBlocked,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Blocked3s,BlockedArc3,Travels,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Charge Fouls,Transition Take Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,HeaveAttempts,Clear Path Fouls,team_id,year,season,team_vs
1627674-1629571-1630389-1641641-204322,1611661329,"Kahleah Copper, Morgan Bertsch, Dana Evans, Robyn Parks, Elizabeth Williams","Copper, Bertsch, Evans, Parks, Williams",1627674-1629571-1630389-1641641-204322,CHI,481.0,4,8.0,-2.0,15,16.0,5.0,1.0,31,1.0,3.0,,,3.0,5.0,,,2.0,3.0,4.0,10.0,2.0,3.0,1.0,15.0,17.0,,,,,2.0,6.0,6.0,,,3.0,2.0,3.0,1.0,2.0,3.0,2.0,,,8.0,,1.0,2.0,3.0,5.0,1.0,6.0,2.0,,1.0,3.0,1.0,3.0,3.0,,2.0,,2.0,1.0,1.0,,1.0,15.0,,0.25,0.25,1.0,0.6666666666666666,0.6666666666666666,0.4,,0.5384615384615384,,0.5357142857142857,,0.23076923076923078,0.3,,0.6,0.2,1.0,,0.7142857142857143,0.16666666666666666,0.5,,,,0.5,1.0,92.80665280665279,16.733333333333334,14.375,16.666666666666668,14.125,0.23076923076923078,0.3333333333333333,1.0,,0.38461538461538464,0.6,0.6,,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,,,0.46153846153846156,0.6666666666666666,0.43659230769230767,,0.07142857142857142,0.09090909090909091,,7.94,23.900000000000002,,2.0,,2.0,1.0,0.6666666666666666,,,0.15384615384615385,,,,,,2.0,,1.0,,,,,,0.6666666666666666,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,0.6666666666666666,0.5,,,,,,0.3333333333333333,,,,,,,,0.1569,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627675-1629497-1629501-1629571-1630389,1611661329,"Courtney Williams, Marina Mabrey, Alanna Smith, Morgan Bertsch, Dana Evans","Williams, Mabrey, Smith, Bertsch, Evans",1627675-1629497-1629501-1629571-1630389,CHI,299.0,3,5.0,,8,10.0,5.0,1.0,18,1.0,4.0,,,,,,2.0,1.0,3.0,1.0,4.0,1.0,5.0,,5.0,5.0,,,,,,2.0,3.0,,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,5.0,6.0,2.0,8.0,,,,1.0,,,,,4.0,,,,,,,5.0,,,,1.0,0.2,0.2,0.25,,0.2777777777777778,,0.2777777777777778,,0.5555555555555556,,,0.7142857142857143,0.3333333333333333,0.5,0.25,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.5,,1.0,0.5,0.5,86.68896321070234,23.125,11.4,22.5,10.4,0.4444444444444444,0.25,0.25,,,,,0.2222222222222222,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.3333333333333333,0.5652666666666666,,,,,1.45,24.1,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,0.75,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1627675-1629501-203822-204322,1611661329,"Kahleah Copper, Courtney Williams, Alanna Smith, Rebekah Gardner, Elizabeth Williams","Copper, Williams, Smith, Gardner, Williams",1627674-1627675-1629501-203822-204322,CHI,316.0,2,5.0,,10,10.0,,,20,,,,,2.0,3.0,,,,1.0,2.0,4.0,,1.0,2.0,6.0,6.0,,,,,4.0,,,,,1.0,,,2.0,,2.0,,,,4.0,,,2.0,2.0,4.0,,4.0,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,,2.0,,,,,6.0,,1.0,1.0,,,,0.5,,0.4,,0.5,,0.2,,,0.5,,1.0,,0.6666666666666666,,,,,0.5,1.0,1.0,91.13924050632912,17.7,13.9,17.7,12.9,,,,,0.6,0.6666666666666666,0.6666666666666666,,,,,0.2,,,,,,0.2,,0.36887,,,,,9.225,24.6,,1.0,,1.0,1.0,0.3333333333333333,,,0.2,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,2.0,2.0,2.0,,,,,,,1.0,,,,,1.0,2.0,4.0,1.0,,,,,0.5,,,,,,,,1.0,,,,,,,,0.2941,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1627675-1630389-203822-204322,1611661329,"Kahleah Copper, Courtney Williams, Dana Evans, Rebekah Gardner, Elizabeth Williams","Copper, Williams, Evans, Gardner, Williams",1627674-1627675-1630389-203822-204322,CHI,285.0,1,5.0,-3.0,9,9.0,,1.0,18,,1.0,,,,,,,,2.0,,2.0,,2.0,1.0,1.0,4.0,,,,,,,,,,2.0,,,,,,,,,,1.0,,,6.0,6.0,1.0,7.0,,,3.0,5.0,1.0,,1.0,,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,0.1,,0.5,,,0.8571428571428571,,,0.5,0.8571428571428571,0.25,,0.5,,1.0,1.0,,90.94736842105263,16.0,15.666666666666666,15.11111111111111,14.555555555555555,0.25,,,,,,,,,,,0.5,,,,,,0.75,,0.4907625,,0.2,0.3333333333333333,,9.2,28.25,,1.0,,2.0,2.0,0.4,,,0.25,,,,,,,1.0,1.0,,,2.0,,,0.75,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1629571-1630389-203822-204322,1611661329,"Kahleah Copper, Morgan Bertsch, Dana Evans, Rebekah Gardner, Elizabeth Williams","Copper, Bertsch, Evans, Gardner, Williams",1627674-1629571-1630389-203822-204322,CHI,107.0,3,2.0,,3,3.0,1.0,1.0,6,,,,,,1.0,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,2.0,5.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,1.0,1.0,0.5,0.75,0.6666666666666666,,0.5,,,1.0,1.0,80.74766355140187,18.666666666666668,17.0,17.0,14.333333333333334,,,,,0.3333333333333333,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,0.5338166666666667,0.5988,,,,4.4,25.65,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627675-1629485-1629497-1630389-1631021,1611661329,"Courtney Williams, Kristine Anigwe, Marina Mabrey, Dana Evans, Sika Koné","Williams, Anigwe, Mabrey, Evans, Koné",1627675-1629485-1629497-1630389-1631021,CHI,228.0,1,4.0,-4.0,8,7.0,,1.0,15,1.0,3.0,,,,1.0,,,,1.0,2.0,5.0,,1.0,1.0,5.0,9.0,,,,,4.0,,,,,1.0,,,2.0,,2.0,,,1.0,4.0,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,,2.0,,,,,5.0,,1.0,1.0,,,,0.4,,0.3333333333333333,,0.35714285714285715,,0.16666666666666666,,,0.3333333333333333,,1.0,1.0,0.5,0.25,,1.0,,0.3333333333333333,,1.0,94.73684210526316,13.75,16.857142857142858,13.625,16.714285714285715,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,,,,0.16666666666666666,,,,,,0.6666666666666666,,0.5077583333333333,,,,,8.040000000000001,25.5,1.0,1.0,1.0,1.0,1.0,0.5,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,5.0,1.0,2.0,,,1.0,,1.0,2.0,,1.0,1.0,3.0,,,,,,,,2.0,1.0,,,,1.0,3.0,5.0,1.0,,,0.5,0.3333333333333333,0.375,,,,,,,,,,,,0.6666666666666666,0.5,0.3333333333333333,,0.6149166666666667,0.6,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627675-1629485-1629501-1630389-1641641,1611661329,"Courtney Williams, Kristine Anigwe, Alanna Smith, Dana Evans, Robyn Parks","Williams, Anigwe, Smith, Evans, Parks",1627675-1629485-1629501-1630389-1641641,CHI,220.0,3,4.0,-10.0,8,10.0,7.0,,18,1.0,1.0,,,,2.0,,,,2.0,1.0,5.0,,2.0,,2.0,12.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,2.0,1.0,,,,,,0.2,,0.14285714285714285,,0.14285714285714285,,0.2857142857142857,,,,,,,,,,,,,,,117.81818181818183,16.25,9.0,16.25,9.0,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,,,,0.2857142857142857,,,,,,0.42857142857142855,,0.4095642857142857,,,,,11.9,29.75,,2.0,,1.0,,1.0,,,0.2857142857142857,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,0.375,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627675-1629571-1630389-203822-204322,1611661329,"Courtney Williams, Morgan Bertsch, Dana Evans, Rebekah Gardner, Elizabeth Williams","Williams, Bertsch, Evans, Gardner, Williams",1627675-1629571-1630389-203822-204322,CHI,317.0,3,5.0,1.0,11,10.0,,1.0,21,1.0,1.0,,,2.0,5.0,,,1.0,2.0,3.0,7.0,1.0,2.0,1.0,10.0,9.0,,1.0,,,6.0,,3.0,,,2.0,1.0,,3.0,1.0,4.0,1.0,,1.0,9.0,1.0,,,3.0,3.0,1.0,4.0,,,2.0,3.0,,1.0,1.0,,3.0,3.0,1.0,,,,,10.0,,1.0,1.0,1.0,0.5,0.5,0.42857142857142855,,0.5,,0.5,,0.2222222222222222,,,1.0,,,1.0,1.0,0.2,,1.0,,1.0,,,95.39432176656152,15.363636363636363,14.8,14.636363636363637,14.8,0.1111111111111111,1.0,1.0,1.0,0.5555555555555556,0.4,0.4,,,,,0.2222222222222222,0.5,0.5,1.0,,,0.3333333333333333,0.5,0.4344888888888889,,,,,6.971428571428571,24.8,,1.0,,1.0,1.0,0.3333333333333333,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627675-1630113-1630389-1641641-1641667,1611661329,"Courtney Williams, Ruthy Hebard, Dana Evans, Robyn Parks, Taylor Soule","Williams, Hebard, Evans, Parks, Soule",1627675-1630113-1630389-1641641-1641667,CHI,35.0,1,1.0,2.0,2,1.0,,,3,,,,,1.0,2.0,,,,,1.0,2.0,,,,2.0,,,,,,2.0,,,,,,,,1.0,,1.0,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,2.0,,1.0,1.0,,,,0.5,,0.5,,0.5,,,,,1.0,,,,1.0,,,,,,1.0,,123.42857142857142,9.5,16.0,9.5,16.0,,,,,1.0,0.5,0.5,,,,,,,,,,,,,0.46705,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627675-1629497-1629571-1630389-204322,1611661329,"Courtney Williams, Marina Mabrey, Morgan Bertsch, Dana Evans, Elizabeth Williams","Williams, Mabrey, Bertsch, Evans, Williams",1627675-1629497-1629571-1630389-204322,CHI,936.0,6,16.0,8.0,31,33.0,20.0,4.0,64,5.0,7.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,7.0,12.0,17.0,7.0,10.0,8.0,53.0,45.0,3.0,4.0,,6.0,12.0,12.0,21.0,,2.0,7.0,4.0,1.0,6.0,7.0,13.0,4.0,3.0,3.0,33.0,1.0,2.0,4.0,7.0,13.0,5.0,18.0,,,,2.0,,6.0,8.0,,8.0,,12.0,2.0,1.0,,1.0,47.0,1.0,0.5,0.5454545454545454,1.0,0.7,0.7,0.7058823529411765,0.75,0.8333333333333334,0.6,0.7878787878787878,0.5,0.37037037037037035,0.058823529411764705,,0.7777777777777778,0.4,0.8,0.3333333333333333,0.7857142857142857,0.375,,0.3333333333333333,,0.75,0.6666666666666666,1.0,98.46153846153847,15.161290322580646,14.121212121212121,13.741935483870968,13.818181818181818,0.25925925925925924,0.7142857142857143,0.8333333333333334,0.6,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,0.25925925925925924,0.5714285714285714,0.5714285714285714,1.0,0.6,0.6666666666666666,0.6296296296296297,0.5714285714285714,0.4910111111111111,0.5453375,0.06896551724137931,0.10526315789473684,0.11320754716981132,9.882352941176471,24.55,5.0,7.0,2.0,2.0,2.0,1.0,1.0,,0.25925925925925924,0.7142857142857143,0.7142857142857143,0.4,1.0,1.0,,,1.0,0.2,,1.0,,,1.0,1.0,6.0,1.0,1.0,,,,,1.0,2.0,,,6.0,8.0,1.0,2.0,2.0,1.0,,,,1.0,,,,1.0,4.0,6.0,5.0,2.0,,,0.5,0.5,0.8,0.14285714285714285,,,0.6666666666666666,1.0,0.5,0.14285714285714285,0.5,0.5,,,0.5,1.0,,,0.5072,0.1509433962264151,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1627675-1629485-1630389-1631021,1611661329,"Kahleah Copper, Courtney Williams, Kristine Anigwe, Dana Evans, Sika Koné","Copper, Williams, Anigwe, Evans, Koné",1627674-1627675-1629485-1630389-1631021,CHI,257.0,2,4.0,-4.0,9,9.0,1.0,2.0,18,1.0,2.0,1.0,1.0,2.0,2.0,,,,3.0,3.0,5.0,,3.0,,6.0,10.0,1.0,1.0,,2.0,4.0,2.0,,,,3.0,,1.0,2.0,,2.0,,,1.0,4.0,1.0,1.0,,2.0,2.0,2.0,4.0,1.0,,2.0,3.0,,2.0,2.0,,1.0,,,,,,,4.0,,0.6666666666666666,0.6666666666666666,,,,0.6,1.0,0.375,0.5,0.375,0.5,0.375,0.2,,1.0,0.5,,0.3333333333333333,1.0,0.4,1.0,0.3333333333333333,,,,,100.85603112840467,17.333333333333332,11.222222222222221,16.22222222222222,9.666666666666666,0.25,0.5,1.0,1.0,0.25,1.0,1.0,,,,,0.375,,,,0.5,1.0,0.625,,0.51328125,0.49035,,,0.3333333333333333,8.6,24.5,,1.0,,1.0,1.0,0.3333333333333333,,,0.125,,,,1.0,1.0,1.0,,,0.5,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,,2.0,1.0,,,,2.0,,,,,,,,,2.0,1.0,,,,1.0,1.0,1.0,0.5,,,,,,,0.5,1.0,,,,,,,0.3208,0.3333333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1629485-1629501-1630389-1641641,1611661329,"Kahleah Copper, Kristine Anigwe, Alanna Smith, Dana Evans, Robyn Parks","Copper, Anigwe, Smith, Evans, Parks",1627674-1629485-1629501-1630389-1641641,CHI,179.0,2,3.0,-6.0,6,5.0,2.0,3.0,11,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,7.0,1.0,1.0,,5.0,11.0,,2.0,,3.0,,2.0,3.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,3.0,,2.0,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,2.0,1.0,,,1.0,1.0,1.0,0.14285714285714285,,0.3125,0.5,0.3125,0.5,0.125,0.14285714285714285,1.0,,0.3333333333333333,,,,0.3333333333333333,1.0,,,,,,88.49162011173185,18.333333333333332,13.8,15.5,13.0,0.25,0.5,0.5,,0.125,,,,,,,0.125,1.0,1.0,1.0,,,0.375,1.0,0.45229375,0.4061166666666667,,,0.6,10.614285714285714,24.6,,4.0,,,,,,,0.5,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.25,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1629497-1629571-203822-204322,1611661329,"Kahleah Copper, Marina Mabrey, Morgan Bertsch, Rebekah Gardner, Elizabeth Williams","Copper, Mabrey, Bertsch, Gardner, Williams",1627674-1629497-1629571-203822-204322,CHI,114.0,2,2.0,2.0,4,4.0,3.0,1.0,8,1.0,1.0,,,,1.0,,,,1.0,1.0,2.0,,1.0,4.0,6.0,4.0,,,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,,,4.0,,5.0,3.0,,,,6.0,,,,,,,0.5,,0.3333333333333333,,0.6,,0.3333333333333333,,,1.0,1.0,,,1.0,0.5,,,,,,,101.05263157894737,18.75,9.75,17.5,8.25,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,0.6666666666666666,,0.5350166666666667,0.57285,0.6,0.75,,6.9,26.6,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,2.0,4.0,,,,1.0,,,1.0,1.0,,,1.0,,,4.0,3.0,,,,1.0,0.5,0.6666666666666666,,,,,,,1.0,,,,,0.5,1.0,0.5,,0.661025,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1627675-1629485-1629497-1630389,1611661329,"Kahleah Copper, Courtney Williams, Kristine Anigwe, Marina Mabrey, Dana Evans","Copper, Williams, Anigwe, Mabrey, Evans",1627674-1627675-1629485-1629497-1630389,CHI,200.0,1,3.0,-5.0,7,7.0,,1.0,14,1.0,1.0,,,,1.0,,,,1.0,1.0,4.0,,1.0,3.0,5.0,10.0,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,,3.0,1.0,1.0,,1.0,5.0,,,,,,,0.25,,0.2,,0.3333333333333333,,0.2,,,1.0,0.3333333333333333,,,1.0,0.25,,,,,,,100.8,17.571428571428573,11.0,16.142857142857142,11.0,0.2,1.0,1.0,,0.2,,,,,,,0.2,,,,,,0.4,,0.43474,0.3569,0.16666666666666666,0.2,,12.975,25.0,,2.0,,1.0,1.0,0.5,1.0,,0.4,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1627675-1630389-1631021-204322,1611661329,"Kahleah Copper, Courtney Williams, Dana Evans, Sika Koné, Elizabeth Williams","Copper, Williams, Evans, Koné, Williams",1627674-1627675-1630389-1631021-204322,CHI,190.0,3,3.0,-6.0,6,5.0,,2.0,11,,3.0,,1.0,,,,,,1.0,,4.0,,1.0,,,6.0,,1.0,,,,,,,,1.0,,,,,,,,,,,3.0,,2.0,2.0,3.0,5.0,,,4.0,4.0,,,2.0,,1.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,0.2,,,1.0,0.75,,,0.6666666666666666,0.6,0.6666666666666666,,,1.0,,,83.36842105263159,17.333333333333332,17.2,15.166666666666666,17.0,0.6,,,,,,,,,,,0.2,,,,0.5,,0.8,,0.5636300000000001,0.643625,,,,6.15,25.0,,1.0,,,,,,,0.2,,,,1.0,1.0,,,1.0,0.5,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
1627674-1629497-1630389-203822-204322,1611661329,"Kahleah Copper, Marina Mabrey, Dana Evans, Rebekah Gardner, Elizabeth Williams","Copper, Mabrey, Evans, Gardner, Williams",1627674-1629497-1630389-203822-204322,CHI,233.0,1,4.0,-1.0,7,9.0,6.0,2.0,16,2.0,3.0,2.0,2.0,,,1.0,1.0,,3.0,3.0,4.0,1.0,4.0,,9.0,10.0,2.0,2.0,,4.0,4.0,2.0,3.0,,,3.0,,,2.0,1.0,3.0,,1.0,1.0,7.0,1.0,1.0,,,,2.0,2.0,1.0,,,1.0,,2.0,3.0,,1.0,1.0,,,,,,5.0,,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,0.75,1.0,0.5625,1.0,0.5625,1.0,0.5,,,,1.0,,0.3333333333333333,,0.5,1.0,0.3333333333333333,,,,,98.88412017167381,16.571428571428573,13.0,15.285714285714286,13.0,0.375,0.6666666666666666,0.6666666666666666,0.5,,,,0.125,1.0,1.0,1.0,0.375,,,,1.0,1.0,0.875,,0.5543875,0.6165,,,0.4444444444444444,6.2,23.925,1.0,1.0,1.0,1.0,1.0,1.0,,,0.125,1.0,1.0,1.0,,,1.0,,,,,,,,,,5.0,2.0,3.0,,,3.0,,3.0,4.0,,3.0,,6.0,,,,,,,,,,,,,,6.0,5.0,,,,0.75,0.42857142857142855,0.42857142857142855,,,,,,,,,0.5,,,0.42857142857142855,0.6666666666666666,0.42857142857142855,,0.55175,0.6666666666666666,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,False
