EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,SecondChanceTurnovers,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedArc3,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Transition Take Fouls Drawn,PenaltyCorner3FGM,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1629567-1630096-1630112-203826-204296,1611661323,"Natisha Hiedeman, DiJonai Carrington, Tyasha Harris, Alyssa Thomas, Rebecca Allen","Hiedeman, Carrington, Harris, Thomas, Allen",1629567-1630096-1630112-203826-204296,CON,216.0,1,4.0,4.0,7.0,6.0,3.0,2.0,1.0,13.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,8.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.25,0.5,0.5,0.4,0.5,0.3333333333333333,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,1.0,86.66666666666667,17.571428571428573,15.5,16.0,15.333333333333334,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.25,0.8333333333333334,0.3333333333333333,0.537825,0.4581,0.531,0.14285714285714285,0.25,0.25,0.625,4.533333333333333,24.099999999999998,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,False
1630096-1631135-201886-203026-203826,1611661323,"DiJonai Carrington, Olivia Nelson-Ododa, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas","Carrington, Nelson-Ododa, Bonner, Hayes, Thomas",1630096-1631135-201886-203026-203826,CON,132.0,1,2.0,2.0,5.0,5.0,,,1.0,10.0,1.0,1.0,,,2.0,,2.0,,,3.0,3.0,,2.0,1.0,7.0,5.0,,,,,,,,,2.0,,2.0,,,2.0,,4.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,,2.0,1.0,,1.0,,,1.0,7.0,,,,,,1.0,,0.6,,0.7,,,0.4,,,,0.5,0.5,0.5,,0.5,,109.09090909090908,12.0,14.4,11.8,14.4,0.2,1.0,1.0,0.4,0.4,,,,,,,,0.6,,0.50961,,,0.2,0.3333333333333333,,,5.8,27.0,,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,False
1629567-201886-203026-203826-204296,1611661323,"Natisha Hiedeman, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas, Rebecca Allen","Hiedeman, Bonner, Hayes, Thomas, Allen",1629567-201886-203026-203826-204296,CON,19808.0,28,330.0,5.0,652.0,644.0,52.0,51.0,73.0,1296.0,118.0,182.0,5.0,8.0,131.0,46.0,150.0,10.0,8.0,191.0,381.0,67.0,198.0,107.0,690.0,685.0,16.0,12.0,60.0,10.0,27.0,10.0,18.0,50.0,148.0,180.0,150.0,46.0,60.0,177.0,39.0,414.0,34.0,45.0,75.0,233.0,80.0,313.0,69.0,39.0,48.0,35.0,49.0,5.0,97.0,8.0,138.0,144.0,3.0,71.0,4.0,1.0,37.0,630.0,50.0,52.0,0.8955223880597015,0.3383838383838384,0.3383838383838384,0.5013123359580053,0.37037037037037035,0.5034542314335061,0.43243243243243246,0.5375586854460094,0.42857142857142855,0.5102040816326531,0.34196891191709844,0.4948453608247423,0.24324324324324326,0.7894736842105263,0.26356589147286824,0.7551724137931034,0.2515923566878981,0.3125,0.27450980392156865,0.7272727272727273,94.21647819063006,15.392638036809815,15.173913043478262,14.641104294478527,14.608695652173912,0.3143350604490501,0.6483516483516484,0.6982248520710059,0.22625215889464595,0.25906735751295334,0.30666666666666664,0.30666666666666664,0.8478260869565217,0.15625,0.21621621621621623,0.625,0.21621621621621623,0.6563039723661486,0.30666666666666664,0.5156539723661485,0.5213329545454545,0.42214864864864865,0.11216429699842022,0.1632183908045977,0.08695652173913043,0.07246376811594203,6.800524934383202,24.866161616161616,0.07975460122699386,53.0,234.0,117.0,69.0,34.0,144.0,13.0,65.0,131.0,17.0,33.0,2.0,0.612565445026178,0.6290322580645161,0.7384615384615385,0.7373737373737373,0.5847457627118644,0.40458015267175573,0.4608695652173913,0.6415094339622641,15.0,28.0,20.0,68.0,21.0,48.0,1.0,6.0,2.0,3.0,4.0,18.0,48.0,4.0,4.0,21.0,10.0,31.0,21.0,14.0,1.0,14.0,7.0,30.0,13.0,13.0,2.0,6.0,1.0,4.0,13.0,3.0,11.0,14.0,6.0,3.0,14.0,17.0,28.0,1.0,1.0,2.0,6.0,0.25,0.4,0.375,0.375,0.08136482939632546,0.07142857142857142,0.12213740458015267,0.029411764705882353,0.8235294117647058,0.06666666666666667,0.18421052631578946,0.24444444444444444,0.2222222222222222,0.7115384615384616,0.7727272727272727,0.8225806451612904,0.02456140350877193,0.7567567567567568,0.11744386873920552,0.29411764705882354,0.30303030303030304,0.7,0.08290155440414508,0.4375,0.4375,1.0,0.4375,0.5357142857142857,0.5333333333333333,0.09375,0.16666666666666666,1.0,0.3,0.6666666666666666,0.05405405405405406,0.5,,,,,,,,,,,,,,1611661323,2023,2023,False
1629567-1630112-1641665-203826-204296,1611661323,"Natisha Hiedeman, Tyasha Harris, Leigha Brown, Alyssa Thomas, Rebecca Allen","Hiedeman, Harris, Brown, Thomas, Allen",1629567-1630112-1641665-203826-204296,CON,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,False
1629567-1631135-1641665-203026-204296,1611661323,"Natisha Hiedeman, Olivia Nelson-Ododa, Leigha Brown, Tiffany Hayes, Rebecca Allen","Hiedeman, Nelson-Ododa, Brown, Hayes, Allen",1629567-1631135-1641665-203026-204296,CON,197.0,2,3.0,,7.0,7.0,2.0,1.0,,14.0,1.0,1.0,,,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,,,,,,1.0,2.0,5.0,2.0,,1.0,1.0,,1.0,,2.0,,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,,3.0,2.0,,,,,,9.0,5.0,2.0,,1.0,1.0,1.0,,1.1666666666666667,1.5,1.125,,1.25,0.3333333333333333,0.5,,,,1.0,,,,,102.33502538071066,13.285714285714286,14.857142857142858,13.285714285714286,12.714285714285714,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,,,,,1.0,0.6666666666666666,1.0,0.5729666666666667,,0.5505,,,,0.5555555555555556,10.2,24.7,0.2857142857142857,,2.0,1.0,,,2.0,,,,,,,0.5,0.5,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,3.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1611661323,2023,2023,False
1629567-1630112-1631135-1641665-1641700,1611661323,"Natisha Hiedeman, Tyasha Harris, Olivia Nelson-Ododa, Leigha Brown, Liz Dixon","Hiedeman, Harris, Nelson-Ododa, Brown, Dixon",1629567-1630112-1631135-1641665-1641700,CON,546.0,1,9.0,-19.0,19.0,19.0,3.0,3.0,1.0,38.0,,1.0,,1.0,5.0,,1.0,,,2.0,10.0,,1.0,2.0,6.0,25.0,,2.0,2.0,,2.0,,,,2.0,,1.0,,,1.0,,2.0,1.0,,2.0,4.0,1.0,5.0,1.0,1.0,4.0,3.0,3.0,,7.0,,3.0,2.0,,1.0,,,1.0,4.0,,3.0,,,,0.2,,0.18181818181818182,,0.25,1.0,,0.09090909090909091,0.5714285714285714,,0.3333333333333333,1.0,0.375,0.1111111111111111,,1.0,,100.21978021978022,17.210526315789473,11.526315789473685,16.68421052631579,9.947368421052632,0.09090909090909091,,,0.45454545454545453,0.09090909090909091,,,,,0.5,,,0.18181818181818182,,0.4002545454545455,,0.3414,0.08333333333333333,0.09090909090909091,0.3333333333333333,,11.379999999999999,23.2,0.15789473684210525,1.0,2.0,1.0,,1.0,1.0,,2.0,7.0,,1.0,,0.5,0.5,0.5,1.0,,0.2,0.2,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,0.5,,,,,,,0.5,,,0.36363636363636365,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,False
1629485-1629567-201886-203026-204296,1611661323,"Kristine Anigwe, Natisha Hiedeman, DeWanna Bonner, Tiffany Hayes, Rebecca Allen","Anigwe, Hiedeman, Bonner, Hayes, Allen",1629485-1629567-201886-203026-204296,CON,108.0,1,2.0,-4.0,3.0,2.0,,2.0,,5.0,,,,,1.0,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666666666667,26.666666666666668,14.0,26.666666666666668,14.0,,,,0.5,,,,,,,,,,,0.3438,,,,,,,13.7,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,0.5,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,False
1630096-1631135-201886-203826-204296,1611661323,"DiJonai Carrington, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas, Rebecca Allen","Carrington, Nelson-Ododa, Bonner, Thomas, Allen",1630096-1631135-201886-203826-204296,CON,217.0,1,4.0,4.0,8.0,7.0,3.0,3.0,1.0,15.0,,,,,4.0,,1.0,,1.0,2.0,4.0,,2.0,5.0,9.0,5.0,,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,,,1.0,,2.0,1.0,,2.0,3.0,1.0,4.0,,,,,,,,,6.0,8.0,,3.0,,,,7.0,4.0,3.0,,,,0.5,1.0,0.3333333333333333,0.3333333333333333,0.45,1.0,0.4,0.3333333333333333,,,0.6666666666666666,0.5,0.75,0.25,,,1.0,99.53917050691244,16.25,12.428571428571429,16.25,12.428571428571429,,,,0.6666666666666666,0.16666666666666666,,,,,,,0.3333333333333333,0.3333333333333333,,0.43101666666666666,,0.47409999999999997,0.3333333333333333,0.42857142857142855,0.2222222222222222,0.4444444444444444,7.7,25.1,0.375,2.0,2.0,1.0,,1.0,1.0,,2.0,2.0,,,,0.5,0.5,1.0,,,0.5,0.5,0.5,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,0.16666666666666666,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1611661323,2023,2023,False
1630112-1631135-201886-203826-204296,1611661323,"Tyasha Harris, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas, Rebecca Allen","Harris, Nelson-Ododa, Bonner, Thomas, Allen",1630112-1631135-201886-203826-204296,CON,974.0,8,16.0,3.0,33.0,33.0,9.0,11.0,2.0,66.0,5.0,6.0,2.0,3.0,9.0,2.0,5.0,,2.0,10.0,17.0,4.0,7.0,7.0,39.0,36.0,,1.0,3.0,3.0,6.0,2.0,4.0,13.0,6.0,12.0,5.0,2.0,4.0,11.0,2.0,26.0,,2.0,6.0,16.0,2.0,18.0,,,5.0,5.0,5.0,,10.0,2.0,11.0,9.0,,5.0,,,3.0,36.0,13.0,9.0,1.0,0.5714285714285714,0.5714285714285714,0.5882352941176471,0.5,0.6666666666666666,0.5625,0.7222222222222222,0.75,0.65,0.2916666666666667,0.5,0.2857142857142857,1.0,,1.0,0.2,,,,97.57700205338809,14.969696969696969,14.545454545454545,14.575757575757576,14.545454545454545,0.25,0.8333333333333334,0.8333333333333334,0.375,0.20833333333333334,0.4,0.4,1.0,,0.375,0.6666666666666666,0.25,0.5416666666666666,0.4,0.47943958333333336,0.393,0.453375,0.2,0.2777777777777778,0.07692307692307693,0.3333333333333333,7.311764705882353,23.985714285714288,0.2727272727272727,5.0,14.0,7.0,3.0,4.0,9.0,,4.0,5.0,4.0,3.0,1.0,0.7,0.7,1.0,1.0,0.6,0.5555555555555556,0.625,0.8,,,,2.0,2.0,2.0,,,,,1.0,1.0,2.0,,1.0,,,1.0,2.0,,,1.0,,,2.0,,,2.0,1.0,,,,,,2.0,,,2.0,3.0,,,,1.0,,0.5,0.5,0.5,0.058823529411764705,,0.1111111111111111,,1.0,,0.25,0.5,,1.0,1.0,1.0,,1.0,0.08333333333333333,,,,0.08333333333333333,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,1611661323,2023,2023,False
1630100-1630112-1631135-1641665-203826,1611661323,"Lauren Cox, Tyasha Harris, Olivia Nelson-Ododa, Leigha Brown, Alyssa Thomas","Cox, Harris, Nelson-Ododa, Brown, Thomas",1630100-1630112-1631135-1641665-203826,CON,6.0,1,,-2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,False
