EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,SecondChanceFg3Pct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,PtsPutbacks,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,DefLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Transition Take Fouls,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627668-1627673-1629477-1629546-203866,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marine Johannès, Kayla Thornton","Stewart, Jones, Ionescu, Johannès, Thornton",1627668-1627673-1629477-1629546-203866,NYL,195.0,2,3.0,-4.0,5,6.0,2.0,1.0,3.0,11,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.4,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,1.0,0.6,0.5,1.0,1.0,1.0,0.25,81.23076923076923,21.4,14.666666666666666,17.8,14.666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.25,0.5,0.7777777777777778,0.4394,0.57015,0.3988333333333333,1.0,5.46,29.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-1629477-1629546-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marine Johannès, Betnijah Laney","Stewart, Jones, Ionescu, Johannès, Laney",1627668-1627673-1629477-1629546-204335,NYL,1637.0,6,27.0,8.0,56,54.0,13.0,3.0,4.0,110,14.0,2.0,1.0,16.0,2.0,5.0,5.0,10.0,3.0,21.0,35.0,15.0,61.0,53.0,2.0,4.0,6.0,7.0,3.0,32.0,,10.0,5.0,16.0,20.0,2.0,44.0,1.0,3.0,15.0,23.0,4.0,27.0,1.0,5.0,7.0,,2.0,4.0,11.0,13.0,0.7619047619047619,0.7619047619047619,0.6,0.5,0.54,0.5,0.5754716981132075,0.6,0.3,0.14285714285714285,0.21428571428571427,0.125,0.21428571428571427,0.7142857142857143,0.09090909090909091,0.6666666666666666,0.16,0.3333333333333333,0.2,0.3333333333333333,0.7058823529411765,0.05263157894736842,96.7623701893708,15.25,14.5,14.875,13.333333333333334,0.28,0.32,0.1,0.4,0.4,1.0,0.1,0.2,0.5,0.1,0.3,0.58,0.475285,0.4549666666666667,0.40228,0.09836065573770492,6.411428571428572,25.259999999999998,0.23214285714285715,8.0,11.0,2.0,2.0,1.0,4.0,7.0,2.0,5.0,1.0,4.0,17.0,10.0,12.0,2.0,1.0,4.0,2.0,2.0,6.0,8.0,7.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,55.0,17.0,1.0,1.0,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.7142857142857143,0.65,0.7083333333333334,0.06666666666666667,0.1,0.2857142857142857,0.5,0.5833333333333334,0.6,0.8,0.75,1.0,0.5714285714285714,0.7272727272727273,0.75,0.6875,0.7857142857142857,0.7272727272727273,0.4,0.4,1.0,0.2,0.2222222222222222,1.0,0.3333333333333333,0.2,0.07547169811320754,0.10526315789473684,0.2786885245901639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-1629477-202664-203866,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Courtney Vandersloot, Kayla Thornton","Stewart, Jones, Ionescu, Vandersloot, Thornton",1627668-1627673-1629477-202664-203866,NYL,515.0,4,9.0,-6.0,17,17.0,,7.0,4.0,34,4.0,,,1.0,1.0,3.0,2.0,4.0,,4.0,8.0,6.0,16.0,22.0,,1.0,3.0,,,4.0,,4.0,1.0,2.0,4.0,,10.0,2.0,2.0,1.0,3.0,4.0,7.0,,5.0,6.0,2.0,,1.0,4.0,,0.5,0.5,0.5,,0.5,0.5,0.5333333333333333,0.5,0.42857142857142855,0.125,0.25,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5714285714285714,0.5,,,0.5,,95.06796116504854,17.647058823529413,12.647058823529411,15.588235294117647,11.529411764705882,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.2857142857142857,,,,0.7142857142857143,0.4847714285714286,0.45885,,0.1875,9.125,24.849999999999998,,2.0,1.0,1.0,1.0,,2.0,2.0,,,,,,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,2.0,,1.0,2.0,,3.0,,,13.0,,2.0,1.0,0.3333333333333333,,0.3333333333333333,,,,0.16666666666666666,0.25,0.16666666666666666,1.0,0.25,,1.0,,,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.3333333333333333,1.0,,0.25,0.06666666666666667,0.1111111111111111,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-1629477-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Courtney Vandersloot, Betnijah Laney","Stewart, Jones, Ionescu, Vandersloot, Laney",1627668-1627673-1629477-202664-204335,NYL,14751.0,10,246.0,-31.0,467,473.0,45.0,79.0,54.0,940,140.0,20.0,6.0,102.0,19.0,53.0,28.0,104.0,11.0,136.0,295.0,132.0,499.0,530.0,13.0,35.0,61.0,21.0,16.0,174.0,1.0,103.0,39.0,87.0,132.0,15.0,309.0,14.0,53.0,71.0,169.0,67.0,236.0,7.0,31.0,68.0,7.0,11.0,39.0,103.0,45.0,0.6397058823529411,0.6692307692307692,0.4610169491525424,0.37142857142857144,0.5081967213114754,0.47,0.535483870967742,0.5350877192982456,0.3091334894613583,0.13220338983050847,0.17142857142857143,0.12745098039215685,0.33544303797468356,0.7395833333333334,0.18666666666666668,0.7232142857142857,0.2875536480686695,0.4153846153846154,0.3050847457627119,0.2,0.7424242424242424,0.035897435897435895,91.76327028676022,16.00642398286938,15.382663847780126,15.179871520342612,14.784355179704017,0.32786885245901637,0.2388758782201405,0.12412177985948478,0.3584905660377358,0.37254901960784315,0.7894736842105263,0.06557377049180328,0.24355971896955503,0.4,0.16216216216216217,0.2972972972972973,0.6370023419203747,0.4930295774647887,0.51674625,0.4727837837837837,0.12224448897795591,6.849830508474576,25.26969696969697,0.09635974304068523,75.0,42.0,12.0,42.0,5.0,54.0,65.0,14.0,6.0,7.0,5.0,38.0,98.0,135.0,42.0,,45.0,34.0,11.0,46.0,26.0,91.0,7.0,39.0,29.0,10.0,37.0,13.0,25.0,4.0,81.0,4.0,84.0,5.0,39.0,16.0,4.0,16.0,6.0,,438.0,38.0,5.0,0.8333333333333334,0.4090909090909091,0.4375,0.4122137404580153,0.2857142857142857,0.44594594594594594,0.475,,,0.5441176470588235,0.7777777777777778,0.7109375,0.6341463414634146,0.7407407407407407,0.7333333333333333,0.375,0.5357142857142857,0.646551724137931,0.6133333333333333,0.4117647058823529,0.47191011235955055,0.6190476190476191,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.40384615384615385,0.40384615384615385,0.8095238095238095,0.45454545454545453,0.4077669902912621,0.08874458874458875,0.11854103343465046,0.07615230460921844,5.0,11.0,7.0,15.0,12.0,1.0,2.0,4.0,,,11.0,1.0,0.4666666666666667,0.23529411764705882,0.18333333333333332,0.22,0.45454545454545453,1.0,10.0,2.0,2.0,4.0,2.0,5.0,27.0,12.0,2.0,4.0,5.0,6.0,1.0,1.0,2.0,3.0,3.0,0.03773584905660377,0.7575757575757576,0.5,0.3,0.08,0.5,0.5,0.3333333333333333,0.13513513513513514,0.4,0.015037593984962405,,,,,,1611661313,2023,2023,True
1627668-1627673-1629477-203866-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kayla Thornton, Betnijah Laney","Stewart, Jones, Ionescu, Thornton, Laney",1627668-1627673-1629477-203866-204335,NYL,803.0,5,13.0,9.0,26,25.0,4.0,4.0,4.0,51,11.0,2.0,1.0,6.0,,4.0,1.0,4.0,1.0,13.0,21.0,5.0,30.0,21.0,2.0,3.0,4.0,4.0,1.0,14.0,,4.0,1.0,7.0,7.0,,14.0,3.0,1.0,6.0,11.0,4.0,15.0,1.0,2.0,3.0,,1.0,1.0,4.0,4.0,0.5384615384615384,0.5384615384615384,0.6190476190476191,0.6666666666666666,0.5,0.5,0.5357142857142857,0.5,0.19230769230769232,0.047619047619047616,,0.16666666666666666,0.14285714285714285,0.8571428571428571,0.6,0.6111111111111112,0.3333333333333333,0.5,,1.0,1.0,0.09090909090909091,91.45703611457037,16.46153846153846,15.0,15.653846153846153,13.04,0.4230769230769231,0.23076923076923078,0.15384615384615385,,,,0.038461538461538464,0.15384615384615385,0.5,0.2,0.2,0.6153846153846154,0.48428846153846156,0.6194,0.32631,0.13333333333333333,6.519047619047619,25.04,0.15384615384615385,9.0,4.0,,,,,4.0,,2.0,,,4.0,12.0,,,,,,,5.0,2.0,5.0,,3.0,2.0,1.0,1.0,1.0,1.0,,4.0,,5.0,1.0,3.0,2.0,2.0,2.0,,,26.0,4.0,1.0,,,,,0.5,0.4,0.4,,,0.3333333333333333,,0.45454545454545453,0.3333333333333333,0.5,0.6666666666666666,,0.8181818181818182,0.8181818181818182,0.5555555555555556,0.6666666666666666,0.8,0.5,,,,,,,,,0.10714285714285714,0.13043478260869565,0.13333333333333333,,1.0,,1.0,,,,,,,,,,,0.5,0.25,,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,,1.0,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-1629546-202664-203866,1611661313,"Breanna Stewart, Jonquel Jones, Marine Johannès, Courtney Vandersloot, Kayla Thornton","Stewart, Jones, Johannès, Vandersloot, Thornton",1627668-1627673-1629546-202664-203866,NYL,402.0,3,7.0,1.0,11,9.0,1.0,,,20,,,,1.0,,,1.0,7.0,1.0,,1.0,8.0,11.0,10.0,,,,,1.0,,,7.0,,,3.0,,9.0,,,1.0,5.0,,5.0,,1.0,1.0,,,1.0,5.0,1.0,,,,,0.5,,0.55,,0.8888888888888888,,,,,0.2,,0.5555555555555556,,,,,0.3333333333333333,,71.64179104477611,18.0,22.666666666666668,18.0,22.444444444444443,,0.1111111111111111,,,,,0.1111111111111111,0.7777777777777778,,,1.0,0.8888888888888888,0.4895277777777778,,0.5475,,13.4,25.725,0.09090909090909091,,,1.0,2.0,1.0,3.0,2.0,,,1.0,,3.0,,9.0,2.0,,3.0,2.0,1.0,,,4.0,,1.0,,1.0,,,,,3.0,,2.0,,1.0,1.0,,1.0,1.0,,11.0,3.0,,1.0,0.375,1.0,0.375,,1.5,1.5,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,0.2857142857142857,0.1,0.5,0.2727272727272727,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1611661313,2023,2023,True
1627668-1627673-1629546-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Marine Johannès, Courtney Vandersloot, Betnijah Laney","Stewart, Jones, Johannès, Vandersloot, Laney",1627668-1627673-1629546-202664-204335,NYL,1029.0,6,17.0,-2.0,34,32.0,4.0,1.0,8.0,66,8.0,3.0,2.0,11.0,2.0,8.0,1.0,4.0,1.0,12.0,27.0,5.0,32.0,34.0,2.0,4.0,6.0,3.0,1.0,16.0,,4.0,1.0,8.0,8.0,1.0,16.0,2.0,7.0,4.0,11.0,9.0,20.0,1.0,8.0,8.0,2.0,,2.0,5.0,4.0,0.6666666666666666,0.8,0.4444444444444444,0.5,0.375,0.4,0.4305555555555556,0.5,0.15625,0.037037037037037035,0.125,,0.5,0.8,0.4,0.7333333333333333,0.47368421052631576,0.3333333333333333,0.4,1.0,1.0,0.058823529411764705,92.36151603498543,17.235294117647058,13.84375,16.294117647058822,13.125,0.25,0.34375,0.25,0.25,0.25,0.5,0.03125,0.125,0.6,0.5,0.25,0.40625,0.45683125,0.527025,0.5610375,0.1875,8.892592592592592,24.759999999999998,0.11764705882352941,5.0,5.0,,,,,8.0,2.0,2.0,,,4.0,8.0,,,1.0,,,,3.0,4.0,7.0,,2.0,2.0,,,3.0,,1.0,8.0,,10.0,1.0,5.0,2.0,1.0,2.0,,,26.0,4.0,,,,,,0.6666666666666666,0.5,0.5,0.2,,,,0.7,,0.8333333333333334,0.5,,0.625,0.7142857142857143,0.6,0.45454545454545453,0.45454545454545453,0.8,,,,,,,,,0.1388888888888889,0.16129032258064516,0.125,,1.0,,1.0,,,2.0,,,,1.0,,,0.6666666666666666,0.25,0.2,,,2.0,1.0,,,,,,4.0,,,,1.0,,1.0,,,,,1.0,0.6666666666666666,,,,,0.5,,,,,1.0,,,,1611661313,2023,2023,True
1627668-1627673-1629546-203866-204335,1611661313,"Breanna Stewart, Jonquel Jones, Marine Johannès, Kayla Thornton, Betnijah Laney","Stewart, Jones, Johannès, Thornton, Laney",1627668-1627673-1629546-203866-204335,NYL,13.0,1,,3.0,1,,,,,1,1.0,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.5,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,1.0,,,,,,,,,,,1.0,0.6066,,,,3.0,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-202664-203866-204335,1611661313,"Breanna Stewart, Jonquel Jones, Courtney Vandersloot, Kayla Thornton, Betnijah Laney","Stewart, Jones, Vandersloot, Thornton, Laney",1627668-1627673-202664-203866-204335,NYL,377.0,4,6.0,9.0,14,14.0,1.0,3.0,1.0,28,3.0,1.0,,,1.0,2.0,1.0,6.0,,3.0,5.0,7.0,16.0,7.0,1.0,1.0,2.0,1.0,,,,6.0,1.0,,2.0,,6.0,,1.0,1.0,7.0,1.0,8.0,,2.0,2.0,,,1.0,3.0,1.0,,,0.6,1.0,0.5,1.0,0.5714285714285714,1.0,0.5833333333333334,0.2,0.3333333333333333,,0.5,0.3333333333333333,,0.6363636363636364,0.16666666666666666,1.0,,,1.0,,106.94960212201592,12.642857142857142,14.285714285714286,12.5,12.285714285714286,0.25,,0.16666666666666666,0.5,0.5,,0.08333333333333333,0.5,1.0,,,0.8333333333333334,0.47759166666666664,0.4208,0.3502,0.125,7.4,25.514285714285712,0.07142857142857142,2.0,,,2.0,,2.0,4.0,,,,,,6.0,6.0,2.0,,2.0,2.0,,,,6.0,,1.0,1.0,,,,,,2.0,,5.0,,1.0,2.0,,2.0,,,14.0,,,1.0,0.2857142857142857,,0.2857142857142857,,,,,,,,0.75,0.5,1.0,,,0.6666666666666666,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.14285714285714285,0.16666666666666666,,,,,,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,2.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,0.125,,,,,,1611661313,2023,2023,True
1627668-1629477-1629546-1630139-203866,1611661313,"Breanna Stewart, Sabrina Ionescu, Marine Johannès, Jocelyn Willoughby, Kayla Thornton","Stewart, Ionescu, Johannès, Willoughby, Thornton",1627668-1629477-1629546-1630139-203866,NYL,34.0,1,1.0,,1,1.0,,1.0,,2,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,84.70588235294117,26.0,8.0,26.0,8.0,,,,,,,1.0,,,,,1.0,0.23655,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
