EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,Charge Fouls Drawn,PenaltyDefPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG3A,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Travels,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,Fg2aBlocked,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,team_id,year,season,team_vs
1628277-1628881-1629476-1630462-1631044,1611661330,"Allisha Gray, Monique Billings, Asia (AD) Durr, Aari McDonald, Naz Hillmon","Gray, Billings, (AD) Durr, McDonald, Hillmon",1628277-1628881-1629476-1630462-1631044,ATL,55.0,1,1.0,2.0,2,2,4,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,104.72727272727273,13.5,14.0,13.5,14.0,1.0,0.5,0.5,0.4208,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,True
1628277-1628881-1629476-202658-204323,1611661330,"Allisha Gray, Monique Billings, Asia (AD) Durr, Danielle Robinson, Cheyenne Parker","Gray, Billings, (AD) Durr, Robinson, Parker",1628277-1628881-1629476-202658-204323,ATL,16.0,1,,,1,1,2,,1.0,,1.0,,,,,,1.0,,,,,,,,,180.0,7.0,9.0,7.0,9.0,1.0,,,0.384,7.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,True
1628277-1628881-1630462-1631009-1631044,1611661330,"Allisha Gray, Monique Billings, Aari McDonald, Rhyne Howard, Naz Hillmon","Gray, Billings, McDonald, Howard, Hillmon",1628277-1628881-1630462-1631009-1631044,ATL,185.0,1,3.0,-1.0,7,6,13,,2.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,,4.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,,0.3333333333333333,101.18918918918918,15.285714285714286,13.0,15.285714285714286,12.166666666666666,0.3333333333333333,,,0.49268333333333336,5.8,,6.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,True
1628277-1628881-1630462-1631009-204323,1611661330,"Allisha Gray, Monique Billings, Aari McDonald, Rhyne Howard, Cheyenne Parker","Gray, Billings, McDonald, Howard, Parker",1628277-1628881-1630462-1631009-204323,ATL,505.0,2,8.0,5.0,15,15,30,1.0,5.0,5.0,11.0,20.0,6.0,3.0,8.0,12.0,4.0,18.0,0.45454545454545453,0.6785714285714286,0.625,0.75,0.7777777777777778,,,85.54455445544555,16.733333333333334,16.933333333333334,15.8,15.4,0.35714285714285715,0.2,0.2,0.49073571428571433,6.5181818181818185,,4.0,4.0,5.0,1.0,3.0,15.0,4.0,1.0,2.0,4.0,1.0,10.0,4.0,2.0,2.0,3.0,5.0,,,,1.0,0.4,0.5,0.21428571428571427,0.6666666666666666,0.8,0.8,,0.35714285714285715,0.8,0.8,0.25,0.07142857142857142,0.5714285714285714,23.633333333333336,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.25,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.16666666666666666,1.0,0.07142857142857142,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.5218666666666667,0.7929,0.125,0.15384615384615385,0.1,0.1,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,True
1628277-1628881-1631009-202658-204323,1611661330,"Allisha Gray, Monique Billings, Rhyne Howard, Danielle Robinson, Cheyenne Parker","Gray, Billings, Howard, Robinson, Parker",1628277-1628881-1631009-202658-204323,ATL,1922.0,2,32.0,22.0,72,71,143,5.0,15.0,24.0,44.0,75.0,22.0,21.0,32.0,44.0,14.0,63.0,0.5454545454545454,0.475,0.5357142857142857,0.8076923076923077,0.8108108108108109,0.8,0.8666666666666667,107.13839750260146,12.527777777777779,14.366197183098592,11.86111111111111,13.845070422535212,0.25,0.3333333333333333,0.38461538461538464,0.5057423728813559,7.854545454545455,,13.0,13.0,18.0,10.0,16.0,53.0,26.0,10.0,13.0,16.0,7.0,35.0,9.0,4.0,,14.0,15.0,6.0,4.0,6.0,2.0,0.5416666666666666,0.6190476190476191,0.26666666666666666,0.2857142857142857,0.8181818181818182,0.8,1.0,0.3,0.7222222222222222,0.7647058823529411,0.5384615384615384,0.16666666666666666,0.5666666666666667,25.44375,4.0,9.0,3.0,4.0,,,11.0,,6.0,3.0,3.0,18.0,4.0,8.0,12.0,,,3.0,9.0,,6.0,3.0,3.0,,2.0,8.0,2.0,12.0,2.0,11.0,6.0,10.0,1.0,6.0,21.0,9.0,1.0,3.0,1.0,0.1875,0.1875,0.5,,0.4444444444444444,,0.5,0.5,0.6666666666666666,0.4,0.375,0.4,0.4,0.4,0.6666666666666666,0.06896551724137931,0.4,0.18333333333333332,0.1,,,,0.3,0.3,0.4444444444444444,0.75,,,0.3,0.5243083333333333,0.4479,0.1323529411764706,0.17307692307692307,0.16,0.04,0.05555555555555555,6.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,0.06818181818181818,0.05555555555555555,0.13333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.5454545454545454,0.5454545454545454,0.6666666666666666,1.0,0.1111111111111111,1.0,,,,,,,1611661330,2023,2023,True
1628277-1629476-1631044-202658-204323,1611661330,"Allisha Gray, Asia (AD) Durr, Naz Hillmon, Danielle Robinson, Cheyenne Parker","Gray, (AD) Durr, Hillmon, Robinson, Parker",1628277-1629476-1631044-202658-204323,ATL,47.0,1,1.0,5.0,2,1,3,,,,,5.0,,,,,1.0,5.0,,1.5,1.25,,,,,91.91489361702128,12.5,22.0,12.5,22.0,,,,0.43575,,,,,,1.0,1.0,,,1.0,,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,25.8,,,,,,,,,,1.0,1.0,2.0,,,,,,,3.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.5,,,,,1611661330,2023,2023,True
1628277-1630387-1630462-1631009-1631044,1611661330,"Allisha Gray, Iliana Rupert, Aari McDonald, Rhyne Howard, Naz Hillmon","Gray, Rupert, McDonald, Howard, Hillmon",1628277-1630387-1630462-1631009-1631044,ATL,260.0,1,4.0,1.0,8,8,16,1.0,2.0,4.0,7.0,11.0,6.0,1.0,2.0,4.0,1.0,7.0,0.5714285714285714,0.6875,0.6875,1.0,1.0,1.0,,88.61538461538463,16.625,15.875,16.625,15.875,0.25,0.5,0.5,0.475275,6.328571428571428,1.0,,2.0,4.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,,5.0,1.0,,,2.0,,,,,,0.25,0.5,0.125,,1.0,1.0,,0.5,0.5,0.5,,0.125,0.625,26.7,,2.0,2.0,2.0,,,1.0,,,1.0,1.0,,2.0,2.0,4.0,,,,3.0,,4.0,1.0,1.0,,1.0,2.0,,2.0,,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.125,,,,,1.0,1.0,1.0,1.0,,,1.0,0.5275,,,,0.36363636363636365,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1611661330,2023,2023,True
1628277-1630387-1630462-1631009-204323,1611661330,"Allisha Gray, Iliana Rupert, Aari McDonald, Rhyne Howard, Cheyenne Parker","Gray, Rupert, McDonald, Howard, Parker",1628277-1630387-1630462-1631009-204323,ATL,157.0,1,3.0,1.0,5,6,11,1.0,2.0,4.0,5.0,8.0,2.0,2.0,3.0,3.0,1.0,8.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,100.89171974522293,15.4,13.333333333333334,15.4,13.333333333333334,0.4,0.5,1.0,0.46584000000000003,4.88,,,3.0,3.0,,,7.0,6.0,,3.0,3.0,2.0,6.0,,,,,1.0,,,,,0.75,0.75,,,,,,0.6,1.0,1.0,0.6666666666666666,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,0.2,,0.5,,,,,,,,,,,,,,,,,1611661330,2023,2023,True
1628277-1630387-1631009-202658-204323,1611661330,"Allisha Gray, Iliana Rupert, Rhyne Howard, Danielle Robinson, Cheyenne Parker","Gray, Rupert, Howard, Robinson, Parker",1628277-1630387-1631009-202658-204323,ATL,251.0,1,4.0,,9,8,17,,1.0,1.0,4.0,11.0,2.0,,1.0,2.0,2.0,9.0,0.25,0.5714285714285714,0.6875,,0.5,,,97.52988047808765,14.11111111111111,15.5,14.11111111111111,15.125,0.14285714285714285,,,0.5123428571428571,6.45,,,1.0,2.0,2.0,3.0,11.0,,2.0,,1.0,,3.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,0.42857142857142855,,1.0,,1.0,0.2857142857142857,0.5,0.5,,0.2857142857142857,0.7142857142857143,24.833333333333332,,1.0,,,,,1.0,,1.0,2.0,2.0,3.0,,,2.0,,,,3.0,3.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,3.0,2.0,,,0.5,0.6666666666666666,0.6666666666666666,,,,,1.0,,,0.3333333333333333,0.25,1.0,,,,0.3333333333333333,,0.14285714285714285,0.14285714285714285,,,,1.0,1.0,,,,,1.0,,,0.25,0.4,0.18181818181818182,,,,,,,2.0,,,1.0,1.0,,,1.0,,,2.0,,,,,,,,1.0,,,,,,0.25,,1.0,,,,,,,,0.5,,,,,,,,,1611661330,2023,2023,True
1628277-1630462-1631009-1631044-204323,1611661330,"Allisha Gray, Aari McDonald, Rhyne Howard, Naz Hillmon, Cheyenne Parker","Gray, McDonald, Howard, Hillmon, Parker",1628277-1630462-1631009-1631044-204323,ATL,567.0,2,9.0,3.0,24,24,48,3.0,4.0,9.0,13.0,25.0,4.0,8.0,10.0,13.0,4.0,19.0,0.6923076923076923,0.5833333333333334,0.625,0.7272727272727273,0.7142857142857143,0.5,0.6,121.90476190476191,12.666666666666666,10.958333333333334,12.5,10.625,0.2222222222222222,0.75,0.75,0.5112444444444445,8.392307692307693,,8.0,5.0,6.0,3.0,5.0,22.0,14.0,3.0,7.0,7.0,3.0,14.0,2.0,6.0,2.0,6.0,2.0,2.0,1.0,2.0,,0.7777777777777778,0.875,0.2777777777777778,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.6,0.16666666666666666,0.6111111111111112,24.78,4.0,3.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,4.0,2.0,2.0,6.0,2.0,3.0,5.0,,3.0,2.0,1.0,,,3.0,2.0,,3.0,,2.0,,,,1.0,5.0,3.0,5.0,4.0,,0.2,0.2,1.0,0.6666666666666666,1.0,0.5,1.0,0.625,,0.5,0.375,1.0,,0.5,1.0,,1.0,0.16666666666666666,0.1111111111111111,,,,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.7237,0.520625,0.15,0.2,0.24,0.2,0.16666666666666666,1.0,,1.0,,2.0,1.0,1.0,,,1.0,1.0,2.0,,4.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,0.25,,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.25,,,1.0,0.2,0.3333333333333333,,1611661330,2023,2023,True
