EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,FtPoints,Points,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,TsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,ShortMidRangeAssists,LostBallTurnovers,Loose Ball Fouls,BlockedLongMidRange,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Loose Ball Fouls Drawn,DefArc3ReboundPct,PenaltyDefPoss,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,DeadBallTurnovers,Travels,ShootingFouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyOffPoss,PenaltyFG2A,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGM,FG3M,SecondChanceFG3M,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,StepOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,LostBallSteals,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg2Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Corner3Assists,BadPassOutOfBoundsTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,team_id,year,season,team_vs
1628278-1628279-1628878-1631031-203399,1611661322,"Shatori Walker-Kimbrough, Brittney Sykes, Ariel Atkins, Queen Egbo, Elena Delle Donne","Walker-Kimbrough, Sykes, Atkins, Egbo, Delle Donne",1628278-1628279-1628878-1631031-203399,WAS,42.0,1,1,2.0,1,1,2,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,68.57142857142857,15.0,27.0,15.0,18.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1628279-1628899-203399-204333,1611661322,"Shatori Walker-Kimbrough, Brittney Sykes, Myisha Hines-Allen, Elena Delle Donne, Natasha Cloud","Walker-Kimbrough, Sykes, Hines-Allen, Delle Donne, Cloud",1628278-1628279-1628899-203399-204333,WAS,172.0,2,3,-1.0,6,6,12,1.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,,,,5.0,0.3125,1.0,1.0,,100.46511627906976,16.5,12.166666666666666,15.666666666666666,12.166666666666666,0.125,0.16666666666666666,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.4,0.2857142857142857,0.2857142857142857,0.4,0.25,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.5714285714285714,0.5,0.6666666666666666,0.5,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5,0.8571428571428571,0.5191,0.4394,2.92,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1628279-1628899-203403-204333,1611661322,"Shatori Walker-Kimbrough, Brittney Sykes, Myisha Hines-Allen, Tianna Hawkins, Natasha Cloud","Walker-Kimbrough, Sykes, Hines-Allen, Hawkins, Cloud",1628278-1628279-1628899-203403-204333,WAS,126.0,1,2,-1.0,4,3,7,,4.0,,,,,,,1.0,,1.0,4.0,0.6666666666666666,,,,80.0,18.25,17.666666666666668,18.25,17.333333333333332,,,,,1.0,,1.0,,,2.0,3.0,,5.0,,2.0,2.0,,,1.0,1.0,,2.0,,,,1.0,,1.0,,1.0,,0.5,0.5,0.6666666666666666,0.6666666666666666,,,,,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,0.4487333333333334,,10.833333333333334,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1628279-1631031-203403-204333,1611661322,"Shatori Walker-Kimbrough, Brittney Sykes, Queen Egbo, Tianna Hawkins, Natasha Cloud","Walker-Kimbrough, Sykes, Egbo, Hawkins, Cloud",1628278-1628279-1631031-203403-204333,WAS,95.0,1,2,2.0,4,3,7,,2.0,2.0,3.0,3.0,1.0,,,,,,2.0,0.25,1.0,1.0,1.0,106.10526315789474,13.5,13.666666666666666,13.5,13.666666666666666,,,,1.0,1.0,,1.0,1.0,,1.0,3.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,0.3333333333333333,0.25,0.25,,,,,,1.0,,,,,,0.25,1.0,1.0,,0.25,0.25,,,0.5,0.5166875,,9.6,22.8,,,1.0,,,,,,,,0.25,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1628279-203399-203403-204333,1611661322,"Shatori Walker-Kimbrough, Brittney Sykes, Elena Delle Donne, Tianna Hawkins, Natasha Cloud","Walker-Kimbrough, Sykes, Delle Donne, Hawkins, Cloud",1628278-1628279-203399-203403-204333,WAS,459.0,2,8,-4.0,17,18,35,,16.0,1.0,5.0,7.0,2.0,,,1.0,1.0,2.0,16.0,0.5333333333333333,0.3333333333333333,0.5714285714285714,,109.80392156862744,15.117647058823529,11.222222222222221,14.176470588235293,9.555555555555555,,,2.0,3.0,4.0,,4.0,1.0,2.0,8.0,12.0,3.0,20.0,,10.0,6.0,2.0,2.0,5.0,5.0,2.0,10.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,,0.625,0.625,0.6666666666666666,0.5333333333333333,0.2,0.16666666666666666,0.25,0.25,0.3333333333333333,0.25,0.75,0.2857142857142857,1.0,,,1.0,0.26666666666666666,0.75,1.0,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.13333333333333333,,0.4666666666666667,0.46463666666666664,0.5307,9.433333333333334,24.3,3.0,2.0,4.0,2.0,,,,0.75,1.0,0.6666666666666666,0.26666666666666666,0.5,0.5,,0.6666666666666666,14.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1628878-1628899-203399-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Elena Delle Donne, Natasha Cloud","Walker-Kimbrough, Atkins, Hines-Allen, Delle Donne, Cloud",1628278-1628878-1628899-203399-204333,WAS,117.0,1,2,-2.0,3,4,7,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,0.5,0.5,1.0,86.15384615384616,19.666666666666668,14.5,19.666666666666668,14.0,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.33135,,17.6,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,3.0,0.33135,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1628878-203399-203403-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Elena Delle Donne, Tianna Hawkins, Natasha Cloud","Walker-Kimbrough, Atkins, Delle Donne, Hawkins, Cloud",1628278-1628878-203399-203403-204333,WAS,97.0,1,2,,4,4,8,,,3.0,4.0,5.0,,,,1.0,,1.0,,,1.0,1.0,1.0,118.76288659793815,12.25,12.0,11.25,12.0,,,1.0,,1.0,,2.0,,1.0,,4.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,0.2,,,,1.0,0.25,1.0,0.25,1.0,,1.0,1.0,0.2,,,,0.4,,0.2,,0.4,0.430275,0.3378,8.85,46.6,,,1.0,,,,,,,,0.2,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,4.0,0.430275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628278-1631031-1641642-203403-204333,1611661322,"Shatori Walker-Kimbrough, Queen Egbo, Li Meng, Tianna Hawkins, Natasha Cloud","Walker-Kimbrough, Egbo, Meng, Hawkins, Cloud",1628278-1631031-1641642-203403-204333,WAS,213.0,1,4,-1.0,7,7,14,,6.0,2.0,3.0,5.0,,,,,,,3.0,0.42857142857142855,0.6666666666666666,0.75,,94.64788732394366,17.571428571428573,12.857142857142858,16.571428571428573,11.857142857142858,,,2.0,,2.0,1.0,,,4.0,,3.0,4.0,7.0,1.0,,,4.0,1.0,,2.0,,6.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.5,,0.5,0.3333333333333333,1.0,0.4,0.5,,0.5,,0.2857142857142857,,,,,,0.5714285714285714,0.5,0.8571428571428571,0.44377142857142854,0.4977,8.066666666666666,25.5,,,1.0,,,,,,,,0.14285714285714285,,,,1.0,3.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,0.25,0.25,,0.5,0.5,1.0,,0.5,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.75,0.75,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628279-1628878-1628899-1641642-203399,1611661322,"Brittney Sykes, Ariel Atkins, Myisha Hines-Allen, Li Meng, Elena Delle Donne","Sykes, Atkins, Hines-Allen, Meng, Delle Donne",1628279-1628878-1628899-1641642-203399,WAS,324.0,2,5,1.0,10,11,21,4.0,13.0,2.0,3.0,7.0,2.0,4.0,2.0,,,,7.0,0.42857142857142855,0.5,0.5,,93.33333333333333,15.5,15.363636363636363,14.7,14.272727272727273,0.14285714285714285,0.2,4.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,9.0,4.0,12.0,3.0,,6.0,3.0,,,1.0,,3.0,3.0,1.0,4.0,,,,,2.0,,,,0.3333333333333333,0.34615384615384615,0.3076923076923077,,,,,0.5,0.5,0.4444444444444444,0.5,,1.0,0.5,0.3076923076923077,0.5,0.5,,0.23076923076923078,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.6153846153846154,0.4880076923076923,0.50505,7.011111111111111,25.225,1.0,,2.0,,,1.0,,0.3333333333333333,0.3333333333333333,,0.15384615384615385,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,1.0,,6.0,3.0,1.0,1.0,1.0,1.0,,1.0,0.25,,0.25,0.6666666666666666,0.75,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,0.46153846153846156,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2023,2023,False
1628279-1628878-1628899-203399-204333,1611661322,"Brittney Sykes, Ariel Atkins, Myisha Hines-Allen, Elena Delle Donne, Natasha Cloud","Sykes, Atkins, Hines-Allen, Delle Donne, Cloud",1628279-1628878-1628899-203399-204333,WAS,2703.0,2,45,-4.0,85,84,169,11.0,91.0,14.0,28.0,40.0,16.0,16.0,6.0,2.0,2.0,2.0,79.0,0.5352941176470588,0.6666666666666666,0.6829268292682927,0.5,90.03329633740289,15.647058823529411,16.345238095238095,14.8,15.511904761904763,0.07317073170731707,0.10526315789473684,11.0,20.0,29.0,5.0,17.0,7.0,18.0,31.0,53.0,25.0,95.0,7.0,48.0,14.0,18.0,7.0,24.0,29.0,13.0,63.0,8.0,14.0,12.0,5.0,2.0,10.0,2.0,20.0,,0.7741935483870968,0.8275862068965517,0.5849056603773585,0.5128205128205128,0.32051282051282054,0.1320754716981132,0.10344827586206896,0.23529411764705882,0.5,0.36363636363636365,0.7,0.3,0.5555555555555556,0.3,0.9,0.5,0.3717948717948718,0.6896551724137931,0.7692307692307693,0.65,0.21794871794871795,0.08974358974358974,0.23076923076923078,0.625,0.6923076923076923,0.48782692307692305,0.4693875,6.356603773584905,24.984,7.0,4.0,7.0,7.0,3.0,,,0.4117647058823529,0.5384615384615384,1.0,0.08974358974358974,0.5714285714285714,0.5714285714285714,1.0,0.75,17.0,,1.0,,4.0,4.0,,9.0,8.0,5.0,1.0,6.0,1.0,,,1.0,,,,0.2222222222222222,0.3076923076923077,0.4444444444444444,1.0,,15.0,6.0,4.0,15.0,0.43467,0.17647058823529413,2.0,3.0,4.0,,,1.0,0.5,0.2,0.3,4.0,,6.0,1.0,12.0,15.0,4.0,5.0,4.0,2.0,,0.8333333333333334,0.24,1.0,0.24,0.5625,0.6,0.06060606060606061,0.2222222222222222,0.2222222222222222,1.0,,,0.2222222222222222,0.13186813186813187,3.0,3.0,3.0,4.0,1.0,2.0,,0.42857142857142855,,,0.6,2.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,3.0,1.0,3.0,1.0,3.0,8.0,3.0,0.25,0.15,0.3076923076923077,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,0.125,1.0,0.1,1.0,0.08791208791208792,1611661322,2023,2023,False
