EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Transition Take Fouls,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,team_id,year,season,team_vs
1629567-201886-203026-203826-204296,1611661323,"Natisha Hiedeman, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas, Rebecca Allen","Hiedeman, Bonner, Hayes, Thomas, Allen",1629567-201886-203026-203826-204296,CON,19808.0,28,330.0,-5.0,644.0,652.0,51.0,52.0,63.0,1296.0,99.0,151.0,19.0,29.0,6.0,10.0,74.0,173.0,25.0,70.0,15.0,48.0,3.0,4.0,49.0,111.0,4.0,9.0,6.0,10.0,198.0,394.0,64.0,159.0,97.0,685.0,690.0,28.0,53.0,7.0,13.0,11.0,88.0,15.0,27.0,6.0,10.0,12.0,60.0,236.0,160.0,162.0,30.0,32.0,111.0,49.0,33.0,4.0,118.0,54.0,172.0,40.0,14.0,59.0,48.0,11.0,398.0,20.0,51.0,3.0,95.0,140.0,14.0,249.0,74.0,323.0,9.0,48.0,35.0,13.0,69.0,12.0,39.0,52.0,5.0,30.0,2.0,6.0,121.0,1.0,10.0,71.0,138.0,3.0,2.0,11.0,14.0,131.0,1.0,4.0,13.0,130.0,17.0,2.0,62.0,5.0,2.0,31.0,13.0,2.0,16.0,31.0,16.0,1.0,2.0,597.0,60.0,51.0,6.0,2.0,0.5959595959595959,0.6483516483516484,0.84375,0.4025157232704403,0.5384615384615384,0.6,0.4025157232704403,0.5025380710659898,0.5283018867924528,0.5555555555555556,0.5316455696202531,0.5833333333333334,0.6486486486486487,0.5644628099173554,0.6197183098591549,0.6818181818181818,0.2875226039783002,0.025157232704402517,0.08375634517766498,0.09271523178807947,0.09826589595375723,0.02857142857142857,0.020833333333333332,0.02702702702702703,0.5702479338842975,0.9333333333333333,0.17647058823529413,0.7567567567567568,0.26153846153846155,0.7364341085271318,0.21052631578947367,0.7484076433121019,0.24482758620689654,0.28846153846153844,0.26262626262626265,0.22727272727272727,0.1774193548387097,0.2727272727272727,0.6875,0.8157894736842105,0.7555555555555555,0.7254901960784313,0.7777777777777778,0.03557312252964427,94.21647819063006,0.5161290322580645,15.173913043478262,15.392638036809815,14.608695652173912,14.641104294478527,0.2730560578661845,0.6556291390728477,0.7226277372262774,0.5959595959595959,0.3128390596745027,0.4277456647398844,0.47435897435897434,0.6486486486486487,0.12658227848101267,0.35714285714285715,0.36764705882352944,0.44,0.0867992766726944,0.3125,0.3191489361702128,0.9333333333333333,0.2007233273056058,0.44144144144144143,0.4537037037037037,0.8163265306122449,0.4393939393939394,0.6551724137931034,0.21052631578947367,0.06060606060606061,0.75,0.6666666666666666,0.13636363636363635,0.4444444444444444,1.0,0.2702702702702703,0.6,0.2702702702702703,0.6,0.5605786618444847,0.44144144144144143,0.49949275362318846,0.5062235294117647,0.4902770270270271,0.10815307820299501,0.14123006833712984,0.018518518518518517,0.12846715328467154,0.08759124087591241,7.431979695431472,24.359748427672955,0.07919254658385093,,,,,,,,,,,1611661323,2023,2023,True
1630096-1631135-201886-203026-203826,1611661323,"DiJonai Carrington, Olivia Nelson-Ododa, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas","Carrington, Nelson-Ododa, Bonner, Hayes, Thomas",1630096-1631135-201886-203026-203826,CON,132.0,1,2.0,-2.0,5.0,5.0,,,1.0,10.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,3.0,,,3.0,5.0,7.0,,,,,2.0,2.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,1.0,2.0,,,,,2.0,,,,4.0,,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.375,0.5,,,,0.3333333333333333,,,1.0,,,0.5,,,,0.5,0.5,,0.5,0.5,,,1.0,,,,,,0.5,,,109.09090909090908,,14.4,12.0,14.4,11.8,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.4598333333333333,,,0.25,0.25,,0.4,,9.466666666666667,,,,,,,,,,,,,1611661323,2023,2023,True
1629567-1630096-1631135-1641665-204296,1611661323,"Natisha Hiedeman, DiJonai Carrington, Olivia Nelson-Ododa, Leigha Brown, Rebecca Allen","Hiedeman, Carrington, Nelson-Ododa, Brown, Allen",1629567-1630096-1631135-1641665-204296,CON,141.0,2,2.0,10.0,5.0,5.0,3.0,4.0,3.0,10.0,,,,,,,,,,,,1.0,,,,2.0,,1.0,,2.0,,,,3.0,10.0,10.0,,,,,1.0,6.0,6.0,,,,3.0,6.0,6.0,,,,,,2.0,,,,,,,,,,,,,2.0,,1.0,,2.0,,2.0,3.0,5.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,6.0,,1.0,,13.0,,,4.0,1.0,1.0,,,,,,,,,4.0,6.0,3.0,,1.0,,,,,,,,,,,,,,0.5555555555555556,0.75,0.5,1.0,,,,,,,,,,0.5,0.5,,,0.6666666666666666,0.5,0.6666666666666666,,,,0.5,1.0,0.5,,,,,,102.12765957446808,,12.2,16.0,9.4,15.4,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,0.6666666666666666,,1.0,,0.48135,,0.48135,0.5714285714285714,1.0,,0.6,0.6,,24.266666666666666,0.6,1.0,0.3333333333333333,,,,,,,,,1611661323,2023,2023,True
1629567-1630112-1641665-203826-204296,1611661323,"Natisha Hiedeman, Tyasha Harris, Leigha Brown, Alyssa Thomas, Rebecca Allen","Hiedeman, Harris, Brown, Thomas, Allen",1629567-1630112-1641665-203826-204296,CON,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2023,2023,True
1629567-1631135-201886-203026-203826,1611661323,"Natisha Hiedeman, Olivia Nelson-Ododa, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas","Hiedeman, Nelson-Ododa, Bonner, Hayes, Thomas",1629567-1631135-201886-203026-203826,CON,5072.0,18,85.0,-22.0,160.0,163.0,55.0,43.0,24.0,323.0,17.0,31.0,3.0,5.0,8.0,13.0,20.0,49.0,11.0,23.0,,4.0,,,11.0,34.0,3.0,6.0,2.0,10.0,48.0,103.0,11.0,38.0,38.0,167.0,189.0,7.0,14.0,3.0,6.0,5.0,28.0,19.0,36.0,2.0,13.0,17.0,61.0,56.0,40.0,30.0,3.0,10.0,33.0,11.0,8.0,1.0,28.0,10.0,38.0,10.0,,11.0,11.0,6.0,86.0,7.0,17.0,1.0,12.0,27.0,3.0,42.0,25.0,67.0,3.0,18.0,12.0,6.0,10.0,5.0,8.0,14.0,,2.0,1.0,1.0,24.0,1.0,10.0,19.0,45.0,2.0,,3.0,1.0,38.0,1.0,1.0,5.0,45.0,3.0,4.0,17.0,,5.0,6.0,4.0,,2.0,6.0,4.0,1.0,2.0,139.0,61.0,55.0,5.0,5.0,0.5833333333333334,0.6511627906976745,0.9090909090909091,0.2894736842105263,0.5,0.15384615384615385,0.2972972972972973,0.46601941747572817,0.5,0.5277777777777778,0.4574468085106383,0.575,0.4489795918367347,0.5125,0.5833333333333334,0.5178571428571429,0.2695035460992908,0.02631578947368421,0.07766990291262135,0.0967741935483871,0.08163265306122448,0.043478260869565216,,0.029411764705882353,0.4166666666666667,0.75,0.2,0.8181818181818182,0.3090909090909091,0.75,0.2692307692307692,0.7959183673469388,0.2962962962962963,0.42857142857142855,0.27586206896551724,0.25,0.2727272727272727,0.25,0.7,0.7857142857142857,1.0,0.7857142857142857,0.5,0.041666666666666664,91.70347003154575,0.6666666666666666,16.19375,15.220858895705522,15.46875,14.871165644171779,0.2198581560283688,0.5483870967741935,0.6071428571428571,0.6470588235294118,0.3475177304964539,0.40816326530612246,0.4444444444444444,0.55,0.16312056737588654,0.4782608695652174,0.5,0.5454545454545454,0.028368794326241134,,,,0.24113475177304963,0.3235294117647059,0.3333333333333333,0.9090909090909091,0.25,0.6,,,,,0.3,0.5,1.0,0.2653061224489796,0.6153846153846154,0.20408163265306123,0.2,0.48936170212765956,0.3333333333333333,0.46705892857142856,0.48471,0.4528197916666667,0.10967741935483871,0.1452991452991453,,0.16766467065868262,0.3652694610778443,8.436893203883495,25.405263157894737,0.34375,3.0,0.061224489795918366,1.0,,,,,,,,1611661323,2023,2023,True
1630043-1630112-201886-203026-203826,1611661323,"Bernadett Hatar, Tyasha Harris, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas","Hatar, Harris, Bonner, Hayes, Thomas",1630043-1630112-201886-203026-203826,CON,225.0,2,4.0,5.0,7.0,7.0,3.0,,,14.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,3.0,6.0,1.0,1.0,2.0,11.0,6.0,,,,,,,1.0,2.0,,,,2.0,4.0,2.0,3.0,,,,,,,2.0,1.0,3.0,,1.0,,1.0,1.0,7.0,,,,3.0,1.0,,4.0,,4.0,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,3.0,,,,3.0,1.0,,1.0,,,,,,,,,,,11.0,2.0,3.0,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,0.5,,0.5,0.6428571428571429,,0.5,0.7857142857142857,,0.5,0.14285714285714285,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,89.6,,16.571428571428573,15.571428571428571,16.571428571428573,15.571428571428571,0.2857142857142857,0.5,0.5,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,,,,0.42857142857142855,,0.4676857142857143,,0.5388,0.14285714285714285,0.16666666666666666,,,0.18181818181818182,11.25,22.7,0.42857142857142855,,,,,,,,,,,1611661323,2023,2023,True
1628280-1630096-201886-203026-203826,1611661323,"Brionna Jones, DiJonai Carrington, DeWanna Bonner, Tiffany Hayes, Alyssa Thomas","Jones, Carrington, Bonner, Hayes, Thomas",1628280-1630096-201886-203026-203826,CON,369.0,2,6.0,5.0,12.0,11.0,4.0,3.0,,23.0,3.0,3.0,,,,,2.0,4.0,,,,,,,,2.0,,,,1.0,5.0,7.0,,2.0,3.0,13.0,8.0,,,,,,,1.0,2.0,,1.0,2.0,4.0,6.0,4.0,,,,2.0,,1.0,,3.0,,3.0,,,2.0,1.0,,6.0,,,,1.0,5.0,,6.0,,6.0,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,4.0,,,,4.0,,,1.0,,1.0,2.0,2.0,,,2.0,1.0,,,13.0,4.0,4.0,,1.0,0.6,0.6,,,,,,0.7142857142857143,,0.5,0.5555555555555556,,0.3333333333333333,0.5909090909090909,,0.5,0.2222222222222222,,0.14285714285714285,,0.25,,,,1.0,,,0.8333333333333334,,1.0,,0.8571428571428571,,,,,,,0.75,,1.0,1.0,,,89.7560975609756,0.5,16.333333333333332,15.727272727272727,16.333333333333332,15.181818181818182,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4444444444444444,0.5,0.6666666666666666,0.5,,,,,,,,,0.2222222222222222,,,,,,,,,,,,,,,0.3333333333333333,,0.5555555555555556,,0.3903277777777778,,0.3102833333333333,0.1,0.125,,,0.3076923076923077,4.871428571428572,26.05,0.3333333333333333,,,,,,,,,,,1611661323,2023,2023,True
1629567-1630112-1631135-201886-204296,1611661323,"Natisha Hiedeman, Tyasha Harris, Olivia Nelson-Ododa, DeWanna Bonner, Rebecca Allen","Hiedeman, Harris, Nelson-Ododa, Bonner, Allen",1629567-1630112-1631135-201886-204296,CON,187.0,2,3.0,4.0,6.0,6.0,2.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,2.0,4.0,,1.0,2.0,6.0,2.0,1.0,1.0,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,2.0,,,1.0,,,1.0,,,1.0,1.0,1.0,,,4.0,2.0,2.0,,,0.5,1.0,,,,,,0.5,1.0,,0.4,1.0,,0.5,1.0,1.0,0.2,,0.25,,1.0,,,,,,,0.6666666666666666,0.5,1.0,,0.75,0.3333333333333333,1.0,,,,,,1.0,,,1.0,0.5,92.40641711229947,1.0,11.5,19.666666666666668,11.333333333333334,19.666666666666668,0.4,0.5,0.5,,0.2,,,,0.2,1.0,1.0,1.0,,,,,0.2,,,,1.0,1.0,,,,,,,,,,,,0.6,,0.50353,0.6852,,0.16666666666666666,0.2,,0.3333333333333333,0.3333333333333333,6.075,25.7,0.3333333333333333,,,,,,,,,,,1611661323,2023,2023,True
1630096-1630112-1631135-201886-203826,1611661323,"DiJonai Carrington, Tyasha Harris, Olivia Nelson-Ododa, DeWanna Bonner, Alyssa Thomas","Carrington, Harris, Nelson-Ododa, Bonner, Thomas",1630096-1630112-1631135-201886-203826,CON,3234.0,13,54.0,3.0,104.0,98.0,21.0,25.0,12.0,202.0,9.0,22.0,3.0,8.0,1.0,4.0,8.0,23.0,4.0,8.0,3.0,7.0,,1.0,10.0,22.0,2.0,3.0,3.0,8.0,21.0,53.0,13.0,29.0,26.0,107.0,104.0,4.0,9.0,2.0,4.0,2.0,16.0,2.0,9.0,3.0,9.0,5.0,18.0,24.0,18.0,30.0,9.0,2.0,22.0,10.0,7.0,,12.0,10.0,22.0,7.0,3.0,5.0,5.0,2.0,54.0,2.0,13.0,,9.0,26.0,2.0,37.0,15.0,52.0,4.0,5.0,3.0,2.0,12.0,4.0,9.0,12.0,1.0,3.0,,1.0,24.0,,3.0,6.0,27.0,,,5.0,3.0,23.0,1.0,1.0,3.0,30.0,2.0,1.0,11.0,1.0,3.0,7.0,3.0,,4.0,7.0,6.0,1.0,,91.0,16.0,20.0,1.0,2.0,0.5714285714285714,0.6,0.7692307692307693,0.4482758620689655,0.5,0.3333333333333333,0.4482758620689655,0.39622641509433965,0.4444444444444444,0.2222222222222222,0.49390243902439024,0.5384615384615384,0.3611111111111111,0.5578947368421052,0.5333333333333333,0.42857142857142855,0.35365853658536583,,0.1320754716981132,0.13636363636363635,0.13043478260869565,0.125,,,0.5,1.0,,0.7428571428571429,0.41935483870967744,0.8181818181818182,0.14285714285714285,0.7608695652173914,0.3333333333333333,0.6153846153846154,0.26666666666666666,0.3333333333333333,0.1,0.25,0.5714285714285714,0.8823529411764706,0.6363636363636364,0.8,1.0,0.10256410256410256,89.9443413729128,0.8571428571428571,15.682692307692308,16.357142857142858,15.086538461538462,15.887755102040817,0.2682926829268293,0.4090909090909091,0.47368421052631576,0.5555555555555556,0.2804878048780488,0.34782608695652173,0.4,0.625,0.0975609756097561,0.5,0.5714285714285714,0.5,0.08536585365853659,0.42857142857142855,0.42857142857142855,1.0,0.2682926829268293,0.45454545454545453,0.45454545454545453,0.7,0.6153846153846154,0.375,0.3333333333333333,0.07692307692307693,,,0.23076923076923078,0.6666666666666666,1.0,0.2222222222222222,0.25,0.4444444444444444,0.375,0.6219512195121951,0.45454545454545453,0.4723396341463415,0.4835958333333333,0.40450277777777777,0.13043478260869565,0.1774193548387097,0.03333333333333333,0.14953271028037382,0.16822429906542055,7.109433962264151,24.67241379310345,0.20192307692307693,1.0,0.05555555555555555,,,,,,,,,1611661323,2023,2023,True
1629567-1630043-1630112-201886-203826,1611661323,"Natisha Hiedeman, Bernadett Hatar, Tyasha Harris, DeWanna Bonner, Alyssa Thomas","Hiedeman, Hatar, Harris, Bonner, Thomas",1629567-1630043-1630112-201886-203826,CON,211.0,2,4.0,,7.0,6.0,,,1.0,13.0,1.0,2.0,,,,,,,,1.0,,,,,1.0,3.0,,,,,1.0,3.0,1.0,3.0,,5.0,5.0,,,,,,,,,,,,,,2.0,3.0,,,3.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,,1.0,,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,,1.0,1.0,,,,,2.0,1.0,,,,,,,,2.0,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,5.0,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,,0.4166666666666667,,,0.5,,,,,,,,0.5,,,0.6666666666666666,0.5,1.0,,0.75,0.25,,,1.0,,,1.0,,,,1.0,,88.72037914691943,1.0,17.714285714285715,14.5,17.428571428571427,13.666666666666666,0.3333333333333333,0.5,0.5,,,,,,0.16666666666666666,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,0.8333333333333334,0.3333333333333333,0.4998833333333333,,,,,,,,8.4,25.2,,,,,,,,,,,,1611661323,2023,2023,True
