EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,DefThreePtRebounds,LostBallTurnovers,PenaltyTurnovers,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimAssists,Travels,AtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Offensive Fouls,Charge Fouls Drawn,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Loose Ball Fouls,3SecondViolations,Corner3PctBlocked,Blocked3s,BlockedCorner3,Technical Free Throw Trips,Charge Fouls,BlockedArc3,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628268-1628276-1631006-202641-204297,1611661319,"Alaina Coates, Kelsey Plum, Kierstan Bell, Sydney Colson, Cayla George","Coates, Plum, Bell, Colson, George",1628268-1628276-1631006-202641-204297,LVA,299.0,2,5.0,1.0,11,11.0,4.0,5.0,1.0,22,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,4.0,1.0,10.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,4.0,0.3333333333333333,0.5,0.25,0.5,0.25,0.5,1.0,0.5,0.45,1.0,0.625,0.5,1.0,0.75,0.4,0.16666666666666666,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,105.95317725752508,14.272727272727273,12.909090909090908,14.272727272727273,12.909090909090908,0.1,1.0,1.0,0.3,0.6666666666666666,1.0,0.5,0.2,0.1,0.3,0.3333333333333333,0.3333333333333333,0.25,1.0,0.25,0.25,1.0,0.5,0.3333333333333333,0.47901,0.2182,0.516125,0.1,0.16666666666666666,0.2,0.6,8.583333333333334,25.525,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,False
1628268-1631006-202252-202641-204297,1611661319,"Alaina Coates, Kierstan Bell, Alysha Clark, Sydney Colson, Cayla George","Coates, Bell, Clark, Colson, George",1628268-1631006-202252-202641-204297,LVA,209.0,3,3.0,2.0,7,7.0,6.0,7.0,2.0,14,,,,,1.0,2.0,1.0,,,,1.0,,1.0,1.0,3.0,,1.0,3.0,5.0,3.0,1.0,2.0,3.0,,1.0,,1.0,2.0,2.0,2.0,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,7.0,,,2.0,1.0,1.0,3.0,,,2.0,3.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,,,,0.3333333333333333,0.5,,0.25,0.5,,0.5,0.75,0.3333333333333333,0.25,,,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,,,96.45933014354067,19.428571428571427,10.428571428571429,16.428571428571427,10.428571428571429,,,,0.5,0.5,0.5,1.0,0.25,,0.25,,,,,,0.5,,0.25,,0.40235,0.4381,0.42915,0.4,0.5,0.6,0.4,9.533333333333333,25.9,0.8571428571428571,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,False
1628268-1631006-202641-203833-204297,1611661319,"Alaina Coates, Kierstan Bell, Sydney Colson, Chelsea Gray, Cayla George","Coates, Bell, Colson, Gray, George",1628268-1631006-202641-203833-204297,LVA,147.0,1,2.0,-2.0,6,6.0,6.0,6.0,1.0,12,,,,,,3.0,,,,,,,,,3.0,,,2.0,2.0,4.0,,,,,3.0,,,2.0,2.0,,,,,,,,,,,,1.0,1.0,,3.0,1.0,4.0,,,2.0,2.0,,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,6.0,,,,,,,,,,,,0.25,,0.25,,,,1.0,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,117.55102040816325,12.5,12.0,12.166666666666666,12.0,,,,1.0,,,,,,,,,,,,,,,,0.4055333333333333,,0.4055333333333333,0.25,0.25,,1.0,6.066666666666666,,1.0,,,2.0,,2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-1631006-202252,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Kierstan Bell, Alysha Clark","Plum, Wilson, Young, Bell, Clark",1628276-1628932-1629498-1631006-202252,LVA,523.0,5,9.0,-7.0,18,15.0,8.0,,4.0,33,1.0,5.0,,,3.0,5.0,2.0,,,1.0,4.0,1.0,1.0,5.0,12.0,1.0,4.0,,13.0,20.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,,9.0,4.0,6.0,3.0,2.0,4.0,1.0,,2.0,2.0,2.0,4.0,1.0,3.0,,6.0,3.0,9.0,,,2.0,1.0,2.0,4.0,2.0,4.0,1.0,,,,11.0,9.0,8.0,0.4,0.5,0.25,1.0,0.25,0.4166666666666667,0.5,0.75,0.40625,0.5,0.9,0.40625,0.5,0.9,0.25,,,0.5,,0.75,0.14285714285714285,0.6666666666666666,0.3,,0.5,90.8604206500956,14.944444444444445,16.933333333333334,14.333333333333334,15.133333333333333,0.3125,0.2,0.2,0.3125,0.6,0.6,0.6666666666666666,0.125,,0.25,0.25,0.3333333333333333,,,,0.2,1.0,0.5625,0.25,0.48569375,0.6822,0.40407000000000004,,,0.15384615384615385,0.6923076923076923,7.191666666666666,25.6,0.4444444444444444,,2.0,3.0,1.0,2.0,0.6,0.6666666666666666,1.0,0.6666666666666666,,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-202252-202641,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Alysha Clark, Sydney Colson","Plum, Wilson, Young, Clark, Colson",1628276-1628932-1629498-202252-202641,LVA,475.0,1,8.0,7.0,15,15.0,3.0,,1.0,30,4.0,4.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,,,6.0,7.0,,2.0,7.0,19.0,12.0,,,,2.0,2.0,,,2.0,6.0,8.0,4.0,,,2.0,,,4.0,4.0,1.0,8.0,1.0,2.0,,6.0,1.0,7.0,1.0,1.0,1.0,,2.0,3.0,1.0,3.0,4.0,8.0,,4.0,19.0,6.0,3.0,0.6666666666666666,0.6666666666666666,,,,0.8571428571428571,,1.0,0.6666666666666666,,1.0,0.7307692307692307,,1.0,0.2222222222222222,,,0.3333333333333333,,0.4,1.0,0.6666666666666666,0.3333333333333333,,0.3333333333333333,90.94736842105263,16.666666666666668,15.0,16.133333333333333,14.6,0.4444444444444444,1.0,1.0,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,,0.2222222222222222,,,1.0,1.0,,,,0.6666666666666666,,0.5069055555555555,,0.6213,0.3076923076923077,0.36363636363636365,,0.3157894736842105,5.914285714285714,24.6,0.2,,,4.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,3.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-202252-203833,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Alysha Clark, Chelsea Gray","Plum, Wilson, Young, Clark, Gray",1628276-1628932-1629498-202252-203833,LVA,5224.0,8,87.0,39.0,178,176.0,49.0,29.0,23.0,354,14.0,26.0,6.0,7.0,28.0,56.0,21.0,10.0,4.0,16.0,44.0,3.0,9.0,50.0,103.0,21.0,54.0,51.0,214.0,175.0,8.0,15.0,33.0,17.0,29.0,4.0,13.0,14.0,60.0,54.0,46.0,12.0,8.0,44.0,16.0,12.0,27.0,44.0,16.0,105.0,17.0,34.0,6.0,71.0,25.0,96.0,18.0,17.0,11.0,8.0,12.0,23.0,21.0,33.0,46.0,60.0,4.0,25.0,181.0,60.0,49.0,0.54,0.5869565217391305,0.3888888888888889,0.3076923076923077,0.3888888888888889,0.4854368932038835,0.5333333333333333,0.5862068965517241,0.5191082802547771,0.5789473684210527,0.5476190476190477,0.5815217391304348,0.66,0.6122448979591837,0.34394904458598724,0.11650485436893204,0.10714285714285714,0.4782608695652174,0.8571428571428571,0.7083333333333334,0.32075471698113206,0.7303370786516854,0.2857142857142857,0.4642857142857143,0.65625,97.58039816232773,14.691011235955056,14.823863636363637,13.94943820224719,14.352272727272727,0.16560509554140126,0.5384615384615384,0.6363636363636364,0.35668789808917195,0.5,0.56,0.5714285714285714,0.1337579617834395,0.06369426751592357,0.2802547770700637,0.36363636363636365,0.37209302325581395,0.16666666666666666,0.8571428571428571,0.09523809523809523,0.21428571428571427,0.3333333333333333,0.5095541401273885,0.36363636363636365,0.4810761146496815,0.5034678571428571,0.4965785714285714,0.15083798882681565,0.20161290322580644,0.1542056074766355,0.2803738317757009,8.409708737864078,25.151851851851852,0.2752808988764045,11.0,7.0,31.0,3.0,7.0,0.7560975609756098,0.22580645161290322,0.15384615384615385,0.2692307692307692,0.8,0.8181818181818182,0.8333333333333334,0.5454545454545454,2.0,3.0,5.0,8.0,1.0,7.0,1.0,8.0,5.0,8.0,0.018518518518518517,0.022727272727272728,0.38095238095238093,0.42105263157894735,0.2631578947368421,0.6,6.0,1.0,0.42857142857142855,5.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,51.0,17.0,12.0,5.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,7.0,5.0,0.8095238095238095,0.5,0.15384615384615385,0.09523809523809523,0.5,0.16666666666666666,0.07042253521126761,0.875,0.625,0.5,0.5,1.0,0.75,0.3333333333333333,0.05263157894736842,1.0,1.0,0.15789473684210525,0.3333333333333333,1.0,0.25,0.03636363636363636,,,,,,,,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-202252-204297,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Alysha Clark, Cayla George","Plum, Wilson, Young, Clark, George",1628276-1628932-1629498-202252-204297,LVA,1407.0,1,23.0,-9.0,46,48.0,,7.0,4.0,94,9.0,16.0,,,3.0,7.0,3.0,6.0,,2.0,10.0,,,12.0,26.0,4.0,16.0,1.0,37.0,46.0,1.0,2.0,2.0,,,,,,,12.0,12.0,,2.0,9.0,2.0,3.0,6.0,10.0,1.0,24.0,3.0,12.0,1.0,19.0,4.0,23.0,4.0,4.0,3.0,3.0,6.0,9.0,3.0,5.0,6.0,2.0,,1.0,35.0,,,0.5,0.5454545454545454,0.25,,0.26666666666666666,0.46153846153846156,0.5,,0.42857142857142855,0.25,,0.43023255813953487,0.25,,0.38095238095238093,0.11538461538461539,,0.3333333333333333,1.0,0.75,0.21428571428571427,0.782608695652174,0.16666666666666666,,0.75,96.2046908315565,16.32608695652174,13.666666666666666,15.826086956521738,12.958333333333334,0.38095238095238093,0.5625,0.6923076923076923,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.23809523809523808,0.2,0.2,,,,,,0.7619047619047619,0.2222222222222222,0.500659756097561,0.4641166666666667,,0.023255813953488372,0.037037037037037035,0.05405405405405406,,5.56923076923077,26.35625,,,1.0,6.0,,,0.8571428571428571,0.1,0.3333333333333333,,0.8333333333333334,0.6666666666666666,0.8571428571428571,,,1.0,1.0,,,4.0,,1.0,,1.0,,,,,0.25,1.0,5.0,,0.5555555555555556,2.0,,1.0,,,1.0,,2.0,12.0,4.0,2.0,2.0,,,,,,,,,,,1.0,,,,1.0,,0.1875,,,0.2857142857142857,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.25,,,0.25,,,,,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-202252-204329,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Alysha Clark, Kiah Stokes","Plum, Wilson, Young, Clark, Stokes",1628276-1628932-1629498-202252-204329,LVA,732.0,6,12.0,,23,22.0,3.0,4.0,3.0,45,2.0,4.0,,,3.0,8.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,17.0,2.0,5.0,7.0,29.0,29.0,1.0,1.0,5.0,,2.0,1.0,2.0,,3.0,12.0,4.0,,,3.0,1.0,,6.0,8.0,2.0,18.0,2.0,4.0,,5.0,4.0,9.0,3.0,2.0,,,2.0,2.0,2.0,5.0,4.0,7.0,1.0,4.0,24.0,3.0,3.0,0.75,0.75,0.4,0.5,0.4,0.47058823529411764,1.0,,0.5,0.625,0.375,0.58,0.625,0.375,0.22727272727272727,,,,,0.6666666666666666,0.2222222222222222,0.4166666666666667,0.3333333333333333,0.2,0.6666666666666666,88.52459016393443,15.782608695652174,16.772727272727273,15.08695652173913,15.136363636363637,0.18181818181818182,0.5,0.5,0.36363636363636365,0.375,0.375,0.6666666666666666,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.3333333333333333,0.3333333333333333,,,0.25,0.25,1.0,0.4090909090909091,0.3333333333333333,0.4646113636363637,0.494875,0.4717875,0.16,0.2,0.1724137931034483,0.10344827586206896,9.329411764705881,24.3,0.13043478260869565,,2.0,1.0,,1.0,0.16666666666666666,0.6666666666666666,0.5,0.5,,0.6666666666666666,,1.0,,,,3.0,,,,,,,,,0.6,0.6,,,1.0,,0.5,1.0,,1.0,,1.0,2.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,,,1.0,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,1.0,0.5,0.5,1.0,1.0,,0.25,,,0.5,0.5,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-202641-204297,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Sydney Colson, Cayla George","Plum, Wilson, Young, Colson, George",1628276-1628932-1629498-202641-204297,LVA,181.0,1,3.0,6.0,6,6.0,,,1.0,12,2.0,5.0,,,,,,1.0,,,,,,2.0,5.0,1.0,1.0,1.0,8.0,2.0,,,3.0,,,,,,,2.0,2.0,,,,,1.0,1.0,2.0,,5.0,1.0,1.0,,3.0,1.0,4.0,2.0,2.0,,,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,5.0,,,0.5,0.5,1.0,,1.0,0.4,,,0.5833333333333334,1.5,,0.6666666666666666,1.5,,0.16666666666666666,0.2,,,,1.0,0.3333333333333333,0.75,0.3333333333333333,,,95.4696132596685,11.0,19.166666666666668,10.166666666666666,18.333333333333332,0.8333333333333334,0.4,0.5,,,,,,0.16666666666666666,,,,,,,,,1.0,,0.5952083333333333,0.61275,,0.16666666666666666,0.2,0.375,,2.82,23.2,,,,2.0,,,0.6666666666666666,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,0.5,1.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,0.2,,,0.3333333333333333,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,1611661319,2023,2023,False
1628276-1628932-1629498-203833-204329,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Chelsea Gray, Kiah Stokes","Plum, Wilson, Young, Gray, Stokes",1628276-1628932-1629498-203833-204329,LVA,7385.0,8,123.0,82.0,245,245.0,17.0,8.0,23.0,490,32.0,48.0,1.0,3.0,36.0,75.0,26.0,12.0,,26.0,51.0,1.0,4.0,78.0,149.0,32.0,63.0,47.0,299.0,217.0,8.0,17.0,32.0,6.0,10.0,1.0,4.0,4.0,19.0,98.0,58.0,27.0,6.0,51.0,26.0,13.0,49.0,72.0,23.0,167.0,20.0,71.0,3.0,111.0,27.0,138.0,24.0,15.0,13.0,9.0,25.0,38.0,16.0,37.0,43.0,52.0,7.0,28.0,267.0,19.0,17.0,0.6282051282051282,0.6533333333333333,0.5079365079365079,0.25,0.5079365079365079,0.5234899328859061,0.47058823529411764,0.6,0.5943396226415094,0.6363636363636364,0.5357142857142857,0.6388888888888888,0.6666666666666666,0.59375,0.2971698113207547,0.087248322147651,0.13333333333333333,0.34210526315789475,0.6,0.8352941176470589,0.28169014084507044,0.8120300751879699,0.26732673267326734,0.3076923076923077,0.8620689655172413,95.54502369668246,14.608163265306123,15.534693877551021,14.106122448979592,15.06530612244898,0.22641509433962265,0.6666666666666666,0.7111111111111111,0.35377358490566035,0.48,0.5538461538461539,0.6388888888888888,0.12264150943396226,0.05660377358490566,0.24056603773584906,0.5098039215686274,0.5098039215686274,0.21428571428571427,0.3333333333333333,,0.2857142857142857,0.25,0.5235849056603774,0.5098039215686274,0.48924245283018863,0.46090000000000003,0.41054285714285715,0.12393162393162394,0.16470588235294117,0.10702341137123746,0.06354515050167224,7.361073825503356,25.203174603174602,0.06938775510204082,4.0,7.0,37.0,4.0,3.0,0.7708333333333334,0.23333333333333334,0.1875,0.20833333333333334,0.8571428571428571,0.75,0.75,0.8333333333333334,4.0,4.0,6.0,10.0,1.0,10.0,1.0,15.0,12.0,15.0,0.015873015873015872,,0.38461538461538464,0.38461538461538464,0.2727272727272727,0.6666666666666666,21.0,1.0,0.65625,6.0,1.0,1.0,,3.0,4.0,4.0,5.0,69.0,23.0,17.0,6.0,5.0,,4.0,9.0,,3.0,,,1.0,,3.0,,11.0,,0.71875,0.8,0.0625,,,0.3125,0.04597701149425287,0.7333333333333333,0.5,0.5,0.5454545454545454,1.0,0.6538461538461539,,0.045454545454545456,1.0,1.0,0.18181818181818182,0.75,0.6666666666666666,,0.015625,,5.0,1.0,0.3333333333333333,6.0,,1.0,1.0,0.08333333333333333,,,,,,,1611661319,2023,2023,False
