EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PlusMinus,OffPoss,PenaltyOffPoss,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,FTDefRebounds,LostBallTurnovers,Transition Take Fouls,DefFTReboundPct,SecondChanceArc3Frequency,StepOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,PenaltyFg3Pct,PenaltyArc3Accuracy,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,OffLongMidRangeReboundPct,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,Fg3aBlocked,Transition Take Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,3SecondViolations,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1627668-1627673-1629477-1629546-1630139,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marine Johannès, Jocelyn Willoughby","Stewart, Jones, Ionescu, Johannès, Willoughby",1627668-1627673-1629477-1629546-1630139,NYL,9.0,1,1.0,1.0,1.0,160.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1630139-1631055-202664-204335,1611661313,"Breanna Stewart, Jocelyn Willoughby, Nyara Sabally, Courtney Vandersloot, Betnijah Laney","Stewart, Willoughby, Sabally, Vandersloot, Laney",1627668-1630139-1631055-202664-204335,NYL,10.0,1,,,1.0,144.0,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1629477-1630139-1631055-202664-203866,1611661313,"Sabrina Ionescu, Jocelyn Willoughby, Nyara Sabally, Courtney Vandersloot, Kayla Thornton","Ionescu, Willoughby, Sabally, Vandersloot, Thornton",1629477-1630139-1631055-202664-203866,NYL,27.0,1,2.0,,3.0,160.0,8.5,8.5,-3.0,1.0,,,,,,,,,,,,,,,10.0,10.0,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4094,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1629477-202664-203828-204335,1611661313,"Breanna Stewart, Sabrina Ionescu, Courtney Vandersloot, Stefanie Dolson, Betnijah Laney","Stewart, Ionescu, Vandersloot, Dolson, Laney",1627668-1629477-202664-203828-204335,NYL,2952.0,15,95.0,6.0,197.0,96.09756097560975,15.452631578947368,14.926315789473684,4.0,102.0,18.0,17.0,109.0,7.0,23.0,19.0,19.0,2.0,98.0,23.0,18.0,2.0,0.5618556701030928,0.71875,14.549019607843137,14.07843137254902,0.21100917431192662,0.17647058823529413,3.0,60.0,105.0,23.0,34.0,43.0,11.0,27.0,0.696969696969697,0.7391304347826086,0.7857142857142857,0.033707865168539325,0.5091365168539326,6.4350000000000005,49.0,10.0,18.0,28.0,2.0,2.0,5.0,6.0,14.0,29.0,2.0,3.0,7.0,1.0,5.0,22.0,2.0,34.0,8.0,29.0,4.0,6.0,3.0,11.0,8.0,10.0,3.0,44.0,24.0,24.0,2.0,22.0,5.0,7.0,22.0,8.0,30.0,5.0,3.0,11.0,10.0,1.0,68.0,3.0,6.0,11.0,9.0,8.0,5.0,3.0,4.0,2.0,4.0,10.0,3.0,14.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,7.0,1.0,1.0,3.0,1.0,3.0,8.0,5.0,1.0,0.6470588235294118,0.6666666666666666,1.0,0.27586206896551724,0.27586206896551724,0.5666666666666667,0.6666666666666666,0.8,0.5168539325842697,0.6666666666666666,0.6153846153846154,0.6875,0.3258426966292135,0.11666666666666667,0.14285714285714285,0.10344827586206896,0.2857142857142857,0.23076923076923078,0.8461538461538461,0.14285714285714285,0.19148936170212766,0.2,0.26666666666666666,0.17647058823529413,0.4444444444444444,0.8,0.8,1.0,0.625,0.3146067415730337,0.6428571428571429,0.75,0.6111111111111112,0.3258426966292135,0.4827586206896552,0.5384615384615384,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.5,0.07865168539325842,0.42857142857142855,0.42857142857142855,1.0,0.24719101123595505,0.22727272727272727,0.22727272727272727,1.0,0.3333333333333333,1.0,0.5,0.46153846153846156,0.8333333333333334,0.07692307692307693,0.15384615384615385,0.6404494382022472,0.22727272727272727,0.48921666666666663,0.5685807692307692,0.06382978723404255,0.0625,0.06666666666666667,0.10091743119266056,24.613793103448273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627673-1629546-202664-203866-204335,1611661313,"Jonquel Jones, Marine Johannès, Courtney Vandersloot, Kayla Thornton, Betnijah Laney","Jones, Johannès, Vandersloot, Thornton, Laney",1627673-1629546-202664-203866-204335,NYL,965.0,7,28.0,,58.0,86.54922279792747,18.0,17.142857142857142,-3.0,30.0,1.0,,23.0,,,5.0,,,19.0,,1.0,,0.46,,15.366666666666667,14.4,,0.03333333333333333,3.0,13.0,26.0,7.0,12.0,17.0,4.0,9.0,0.7,0.7857142857142857,1.0,0.12,0.534234,6.5,16.0,4.0,5.0,7.0,2.0,2.0,,,1.0,3.0,1.0,,3.0,,3.0,9.0,,7.0,3.0,12.0,2.0,2.0,,4.0,,,,6.0,8.0,9.0,2.0,9.0,3.0,2.0,3.0,3.0,6.0,3.0,,2.0,,1.0,15.0,3.0,2.0,4.0,5.0,6.0,5.0,1.0,5.0,3.0,3.0,4.0,,9.0,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,0.42857142857142855,0.5,1.0,0.25,0.25,0.5384615384615384,1.0,,0.46,0.4,,0.4,0.48,0.15384615384615385,0.14285714285714285,0.3333333333333333,0.5555555555555556,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.28,0.7142857142857143,0.8333333333333334,0.4,0.12,0.3333333333333333,0.5,,0.3333333333333333,0.3333333333333333,1.0,0.12,,,,0.36,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,0.5,,,,,0.76,0.3333333333333333,0.526975,,,,,0.17391304347826086,24.55,3.0,3.0,1.0,2.0,1.0,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1627673-202259-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Epiphanny Prince, Courtney Vandersloot, Betnijah Laney","Stewart, Jones, Prince, Vandersloot, Laney",1627668-1627673-202259-202664-204335,NYL,5.0,1,,,1.0,288.0,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1629477-1629566-1630139-202664,1611661313,"Breanna Stewart, Sabrina Ionescu, Han Xu, Jocelyn Willoughby, Courtney Vandersloot","Stewart, Ionescu, Xu, Willoughby, Vandersloot",1627668-1629477-1629566-1630139-202664,NYL,41.0,1,2.0,,4.0,140.4878048780488,9.5,9.5,-2.0,2.0,,,,,,,,,,,,,,,11.0,11.0,,,,,2.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1629477-1629566-1630139-203866,1611661313,"Breanna Stewart, Sabrina Ionescu, Han Xu, Jocelyn Willoughby, Kayla Thornton","Stewart, Ionescu, Xu, Willoughby, Thornton",1627668-1629477-1629566-1630139-203866,NYL,94.0,1,4.0,,7.0,107.23404255319149,14.25,14.25,2.0,3.0,,2.0,5.0,,,2.0,2.0,,5.0,,,,0.8333333333333334,,12.333333333333334,12.333333333333334,,,,,3.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,0.5175,,2.0,,,,,,,,,,,,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,0.5,0.5,,,,0.75,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,1.0,0.5,,,0.3333333333333333,1.0,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1629477-1629566-202259-203866-204335,1611661313,"Sabrina Ionescu, Han Xu, Epiphanny Prince, Kayla Thornton, Betnijah Laney","Ionescu, Xu, Prince, Thornton, Laney",1629477-1629566-202259-203866-204335,NYL,12.0,1,,,1.0,120.0,,,,1.0,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1629546-202664-203828-203866-204335,1611661313,"Marine Johannès, Courtney Vandersloot, Stefanie Dolson, Kayla Thornton, Betnijah Laney","Johannès, Vandersloot, Dolson, Thornton, Laney",1629546-202664-203828-203866-204335,NYL,72.0,1,2.0,,5.0,100.0,17.0,17.0,2.0,3.0,,,2.0,,,,,,2.0,,,,0.5,,12.666666666666666,12.666666666666666,,,,2.0,,,2.0,2.0,,1.0,,1.0,,,0.5396,5.2,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,1.0,,,,,,,,1.0,,,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
