EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGA,FoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,OffThreePtRebounds,FTOffRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimPctBlocked,OffAtRimReboundPct,DefThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAssists,Travels,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassSteals,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Corner3FGM,Corner3FGA,Corner3Assists,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,Fg3aBlocked,Transition Take Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Technical Free Throw Trips,PenaltyCorner3FGA,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,Transition Take Fouls Drawn,Charge Fouls,Charge Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedCorner3,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,team_id,year,season,team_vs
1629480-1630101-1630386-1641652-203824,1611661321,"Kalani Brown, Crystal Dangerfield, Awak Kuier, Maddy Siegrist, Odyssey Sims","Brown, Dangerfield, Kuier, Siegrist, Sims",1629480-1630101-1630386-1641652-203824,DAL,75.0,1,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,13.0,16.333333333333332,13.0,16.333333333333332,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.4482,0.4827,0.4482,0.5,1.0,3.1666666666666665,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629481-1630101-1630386-203824-203827,1611661321,"Arike Ogunbowale, Crystal Dangerfield, Awak Kuier, Odyssey Sims, Natasha Howard","Ogunbowale, Dangerfield, Kuier, Sims, Howard",1629481-1630101-1630386-203824-203827,DAL,119.0,1,2.0,,4.0,4.0,,,1.0,8.0,,,,,,,4.0,1.0,5.0,2.0,2.0,,1.0,,,,,,2.0,,,,,,,1.0,2.0,2.0,1.0,3.0,,,2.0,,,,,0.2,,,0.2,,,0.2,,,,,0.6666666666666666,0.25,0.6666666666666666,0.25,,1.0,,96.80672268907563,13.75,16.0,12.0,15.5,,,,,0.8,,,,,,0.3545,0.3922,,,,10.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1629480-1630101-1630386-1641652,1611661321,"Teaira McCowan, Kalani Brown, Crystal Dangerfield, Awak Kuier, Maddy Siegrist","McCowan, Brown, Dangerfield, Kuier, Siegrist",1629479-1629480-1630101-1630386-1641652,DAL,133.0,1,2.0,1.0,4.0,5.0,4.0,5.0,,9.0,,,,,,,1.0,,1.0,3.0,2.0,,,,,1.0,3.0,,,,1.0,,1.0,,3.0,,1.0,2.0,,2.0,,,3.0,3.0,4.0,,,,,,0.5,,0.5,0.5,,0.5,1.0,1.0,0.5,,0.5,,,0.5,,97.44360902255639,17.75,12.4,17.75,11.6,,,,,0.3333333333333333,,,,,0.6666666666666666,0.38525,,0.38525,,1.0,5.0,1.0,,,1.0,3.0,,3.0,1.0,,,0.3333333333333333,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,38.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1630101-1631007-1641652-203824,1611661321,"Teaira McCowan, Crystal Dangerfield, Veronica Burton, Maddy Siegrist, Odyssey Sims","McCowan, Dangerfield, Burton, Siegrist, Sims",1629479-1630101-1631007-1641652-203824,DAL,88.0,1,1.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,5.0,2.0,,,2.0,1.0,1.0,5.0,,2.0,,,,,,,,,,2.0,2.0,,,3.0,5.0,3.0,,,1.0,,1.0,0.5,,0.5,0.625,0.5,0.625,,,,,,1.0,,,,81.81818181818183,16.333333333333332,19.5,12.333333333333334,19.5,0.5,1.0,1.0,,,,,0.5,1.0,1.0,0.583125,0.50805,0.583125,0.4,1.0,1.4,1.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,0.5,,,26.9,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1629481-1630386-203824-203827,1611661321,"Teaira McCowan, Arike Ogunbowale, Awak Kuier, Odyssey Sims, Natasha Howard","McCowan, Ogunbowale, Kuier, Sims, Howard",1629479-1629481-1630386-203824-203827,DAL,151.0,3,3.0,-3.0,6.0,7.0,6.0,,1.0,13.0,1.0,4.0,,,1.0,4.0,,1.0,4.0,6.0,9.0,,,2.0,1.0,4.0,6.0,,2.0,,1.0,,,,,1.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,6.0,6.0,,,0.25,,0.25,0.2,,0.2,0.42857142857142855,1.0,0.42857142857142855,0.25,,1.0,0.3333333333333333,0.6666666666666666,0.25,,1.0,,123.97350993377484,11.333333333333334,11.857142857142858,11.333333333333334,11.857142857142858,0.8,0.25,0.3333333333333333,,,,,0.8,0.25,1.0,0.57535,,0.57535,0.3333333333333333,1.0,2.575,1.0,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,0.2,,1.0,0.2,,,,0.2,,,24.5,,4.0,,2.0,4.0,,,,,,4.0,1.0,1.0,1.0,,,,,0.16666666666666666,0.2,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1630101-1630149-1631007-203827,1611661321,"Teaira McCowan, Crystal Dangerfield, Satou Sabally, Veronica Burton, Natasha Howard","McCowan, Dangerfield, Sabally, Burton, Howard",1629479-1630101-1630149-1631007-203827,DAL,143.0,2,2.0,-4.0,4.0,5.0,,,1.0,9.0,,,,,,,2.0,,4.0,,4.0,,1.0,,,,,,,,,,,,,4.0,1.0,2.0,4.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.8,1.0,,1.0,90.62937062937063,22.25,10.8,21.0,10.8,,,,,0.4,,,,,0.2,0.47275999999999996,0.4154,,,,12.35,,,2.0,1.0,,,,,1.0,,,,,0.4,,1.0,,,,1.0,,,,,1.0,,,,,2.0,,1.0,1.0,3.0,,,,,,,,0.2,0.6666666666666666,,0.2,,,,,,,24.1,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1630101-1630149-1630386-203824,1611661321,"Teaira McCowan, Crystal Dangerfield, Satou Sabally, Awak Kuier, Odyssey Sims","McCowan, Dangerfield, Sabally, Kuier, Sims",1629479-1630101-1630149-1630386-203824,DAL,113.0,1,2.0,4.0,4.0,4.0,4.0,4.0,1.0,8.0,2.0,3.0,,1.0,2.0,3.0,2.0,2.0,5.0,6.0,2.0,,2.0,,2.0,5.0,6.0,4.0,,,,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,6.0,1.0,1.0,6.0,6.0,4.0,1.0,1.0,0.4,,0.4,0.3333333333333333,,0.3333333333333333,0.42857142857142855,,0.42857142857142855,,,1.0,0.6666666666666666,1.0,0.75,1.0,,1.0,101.94690265486726,18.25,10.0,15.5,10.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.6666666666666666,0.6666666666666666,0.5032583333333334,0.597275,0.5032583333333334,,1.0,6.1,1.0,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,0.16666666666666666,,1.0,0.16666666666666666,,,,0.16666666666666666,,,24.3,1.0,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,,1.0,1.0,0.3333333333333333,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1630101-1630149-203824-203827,1611661321,"Teaira McCowan, Crystal Dangerfield, Satou Sabally, Odyssey Sims, Natasha Howard","McCowan, Dangerfield, Sabally, Sims, Howard",1629479-1630101-1630149-203824-203827,DAL,227.0,1,4.0,1.0,8.0,7.0,,,1.0,15.0,2.0,2.0,,,,,3.0,3.0,5.0,8.0,7.0,1.0,1.0,2.0,,,,6.0,,,,3.0,3.0,2.0,6.0,1.0,1.0,4.0,1.0,5.0,,,6.0,,,1.0,1.0,0.6,1.0,,0.5,1.0,,0.5714285714285714,1.0,,,,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,,95.15418502202644,15.25,15.0,14.625,15.0,0.3333333333333333,1.0,1.0,1.0,0.5,,,,,0.5,0.4947166666666667,0.3761,,0.25,,6.16,,1.0,,3.0,1.0,,1.0,1.0,,,1.0,0.3333333333333333,0.3333333333333333,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,2.0,,,1.0,,,,,0.16666666666666666,0.5,,0.16666666666666666,,,,,,,26.9,,2.0,,,,,,,,1.0,2.0,1.0,,,,,,,0.14285714285714285,0.16666666666666666,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629479-1629481-1630101-1631029-1641653,1611661321,"Teaira McCowan, Arike Ogunbowale, Crystal Dangerfield, Jasmine Dickey, Ashley Joens","McCowan, Ogunbowale, Dangerfield, Dickey, Joens",1629479-1629481-1630101-1631029-1641653,DAL,74.0,1,1.0,,3.0,2.0,,,,5.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,2.0,,,,1.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,0.3333333333333333,,,0.3333333333333333,,,,,0.5,,0.5,,,,1.0,97.29729729729729,16.333333333333332,12.5,16.333333333333332,12.0,,,,,,,,,,0.6666666666666666,0.50795,,,,,20.7,,,1.0,,,,,,,,,,,0.3333333333333333,,2.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
1629481-1630149-1630386-1631007-1641652,1611661321,"Arike Ogunbowale, Satou Sabally, Awak Kuier, Veronica Burton, Maddy Siegrist","Ogunbowale, Sabally, Kuier, Burton, Siegrist",1629481-1630149-1630386-1631007-1641652,DAL,316.0,5,5.0,10.0,11.0,9.0,5.0,2.0,1.0,20.0,2.0,5.0,,,1.0,3.0,,2.0,6.0,15.0,5.0,,,3.0,1.0,3.0,4.0,2.0,2.0,,1.0,1.0,3.0,1.0,8.0,,2.0,2.0,,2.0,,1.0,12.0,4.0,5.0,0.5,0.5,0.3333333333333333,,0.3333333333333333,0.7222222222222222,1.5,0.3333333333333333,0.75,1.5,0.5,0.16666666666666666,,1.0,,0.6666666666666666,,,1.0,,91.13924050632912,14.818181818181818,17.0,13.636363636363637,16.333333333333332,0.5555555555555556,0.4,0.4,0.5,,,,1.0,0.3333333333333333,0.8888888888888888,0.5206666666666666,0.5391,0.5934333333333334,0.2,0.26666666666666666,3.8333333333333335,0.45454545454545453,,1.0,4.0,,,,,,1.0,,,,0.1111111111111111,3.0,3.0,,,3.0,3.0,,,6.0,,3.0,3.0,2.0,2.0,,,,,,,,,,0.6666666666666666,1.0,,1.0,0.3333333333333333,,,0.3333333333333333,1.0,1.0,0.6666666666666666,,,1.0,24.766666666666666,1.0,2.0,1.0,,2.0,,,2.0,1.0,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,False
