EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,ShortMidRangeAssists,LostBallTurnovers,PenaltyTurnovers,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APct,OffShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceArc3Frequency,LostBallSteals,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Charge Fouls,Transition Take Fouls Drawn,BlockedCorner3,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
1628277-1628881-1630462-202658-204323,1611661330,"Allisha Gray, Monique Billings, Aari McDonald, Danielle Robinson, Cheyenne Parker","Gray, Billings, McDonald, Robinson, Parker",1628277-1628881-1630462-202658-204323,ATL,361.0,2,6.0,5.0,11.0,10.0,2.0,1.0,21.0,2.0,3.0,3.0,6.0,5.0,9.0,1.0,11.0,6.0,1.0,1.0,2.0,1.0,1.0,10.0,1.0,5.0,5.0,2.0,3.0,10.0,1.0,2.0,3.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,1.0,1.0,1.0,0.5555555555555556,1.0,0.5555555555555556,1.0,0.55,1.0,0.5,0.1111111111111111,0.16666666666666666,1.0,1.0,0.6,0.25,1.0,0.7142857142857143,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,83.76731301939058,18.272727272727273,16.0,18.09090909090909,15.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.6,1.0,0.3333333333333333,0.43173333333333336,0.4192,0.18181818181818182,0.09090909090909091,11.322222222222223,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628269-1628277-1631044-1641650-1641656,1611661330,"Nia Coffey, Allisha Gray, Naz Hillmon, Haley Jones, Laeticia Amihere","Coffey, Gray, Hillmon, Jones, Amihere",1628269-1628277-1631044-1641650-1641656,ATL,167.0,1,3.0,-7.0,6.0,6.0,6.0,,12.0,,,1.0,1.0,2.0,4.0,,4.0,11.0,,,,,4.0,4.0,2.0,2.0,2.0,,1.0,4.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,2.0,,4.0,4.0,6.0,,1.0,1.0,0.5,,0.5,,0.4,,0.4,0.5,,1.0,,1.0,,,1.0,,,,1.0,,,103.47305389221557,13.166666666666666,14.666666666666666,13.166666666666666,14.666666666666666,,,,,0.25,1.0,1.0,1.0,,0.40565,,,1.0,8.3,1.0,6.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.75,0.3333333333333333,1.0,1.0,0.40565,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628277-1629476-1631044-1641650-1641656,1611661330,"Allisha Gray, Asia (AD) Durr, Naz Hillmon, Haley Jones, Laeticia Amihere","Gray, (AD) Durr, Hillmon, Jones, Amihere",1628277-1629476-1631044-1641650-1641656,ATL,210.0,3,4.0,-5.0,7.0,7.0,7.0,3.0,14.0,1.0,2.0,,1.0,1.0,6.0,,2.0,7.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,3.0,1.0,2.0,,3.0,3.0,6.0,,,,,2.0,1.0,1.0,,,,,2.0,7.0,,,,0.16666666666666666,0.5,0.14285714285714285,0.5,0.14285714285714285,0.5,0.14285714285714285,0.16666666666666666,1.0,,,0.6666666666666666,0.6,1.0,0.75,0.6,1.0,,0.6666666666666666,,1.0,96.0,13.428571428571429,16.571428571428573,12.0,16.428571428571427,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,,0.42857142857142855,0.45668333333333333,0.4082,1.0,1.0,7.316666666666666,1.0,5.0,,3.0,1.0,6.0,,,2.0,,,0.16666666666666666,0.14285714285714285,,0.42857142857142855,,,,0.45668333333333333,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.6666666666666666,1.0,0.14285714285714285,0.5,1.0,0.2857142857142857,0.5,0.14285714285714285,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628881-1630462-1631009-1641656-202658,1611661330,"Monique Billings, Aari McDonald, Rhyne Howard, Laeticia Amihere, Danielle Robinson","Billings, McDonald, Howard, Amihere, Robinson",1628881-1630462-1631009-1641656-202658,ATL,65.0,1,1.0,3.0,2.0,2.0,,,4.0,,,1.0,1.0,1.0,1.0,,5.0,2.0,,,,,,2.0,,1.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,5.0,,,,1.0,1.0,1.0,,1.25,,1.25,,,,,,,,,,,,,,,,,88.61538461538463,15.5,17.0,15.5,17.0,,,,,0.5,1.0,1.0,1.0,0.5,0.443825,,,,14.8,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,0.5,,,0.5,,,,,,24.4,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628277-1628881-1629476-1641650-1641656,1611661330,"Allisha Gray, Monique Billings, Asia (AD) Durr, Haley Jones, Laeticia Amihere","Gray, Billings, (AD) Durr, Jones, Amihere",1628277-1628881-1629476-1641650-1641656,ATL,93.0,1,2.0,4.0,4.0,4.0,1.0,1.0,8.0,2.0,2.0,,,2.0,3.0,1.0,5.0,1.0,,,,,,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,5.0,,1.0,,0.5,0.5,0.6666666666666666,,0.5,,0.625,,,,,,,,1.0,1.0,1.0,0.5,,,,,1.0,123.87096774193547,10.0,13.25,7.75,13.25,0.5,1.0,1.0,0.5,,,,,0.75,0.5939625,0.63045,,,6.266666666666667,0.25,2.0,,1.0,,,,,1.0,1.0,,,,,0.25,,,,,0.25,0.3333333333333333,,,,,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,0.25,1.0,,0.25,,,,,,25.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1629476-1631044-1641650-1641656-202658,1611661330,"Asia (AD) Durr, Naz Hillmon, Haley Jones, Laeticia Amihere, Danielle Robinson","(AD) Durr, Hillmon, Jones, Amihere, Robinson",1629476-1631044-1641650-1641656-202658,ATL,28.0,1,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,23.0,5.0,23.0,5.0,,,,,,,,,1.0,0.56835,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.56835,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,25.9,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628269-1628277-1631009-202658-204323,1611661330,"Nia Coffey, Allisha Gray, Rhyne Howard, Danielle Robinson, Cheyenne Parker","Coffey, Gray, Howard, Robinson, Parker",1628269-1628277-1631009-202658-204323,ATL,11482.0,20,191.0,13.0,391.0,378.0,37.0,37.0,769.0,53.0,95.0,25.0,53.0,106.0,226.0,59.0,397.0,384.0,15.0,30.0,43.0,12.0,37.0,126.0,18.0,63.0,102.0,28.0,18.0,243.0,27.0,51.0,92.0,5.0,148.0,41.0,189.0,36.0,20.0,37.0,28.0,73.0,37.0,86.0,74.0,79.0,5.0,354.0,35.0,35.0,3.0,0.5943396226415094,0.6428571428571429,0.4690265486725664,0.5,0.5216049382716049,0.515625,0.552924791086351,0.5512820512820513,0.5606060606060606,0.07964601769911504,0.018867924528301886,0.5068493150684932,1.0,0.696969696969697,0.226890756302521,0.7846153846153846,0.7258883248730964,0.23255813953488372,0.14814814814814814,0.5135135135135135,0.819672131147541,0.6764705882352942,0.7843137254901961,96.44312837484759,14.235294117647058,15.65079365079365,13.734015345268542,14.93915343915344,0.2932098765432099,0.5578947368421052,0.6091954022988506,0.5283018867924528,0.16358024691358025,0.4716981132075472,0.4807692307692308,0.72,0.595679012345679,0.5116266253869969,0.5395692307692308,0.10831234256926953,0.09319899244332494,7.902654867256637,0.09462915601023018,32.0,28.0,78.0,8.0,17.0,17.0,9.0,6.0,37.0,2.0,0.47058823529411764,0.5208333333333334,0.11538461538461539,0.24074074074074073,0.358974358974359,0.4057971014492754,0.6071428571428571,0.4663291666666667,0.10734463276836158,0.1450980392156863,13.0,20.0,6.0,8.0,69.0,7.0,98.0,7.0,86.0,16.0,68.0,36.0,1.0,7.0,3.0,27.0,11.0,27.0,12.0,0.30246913580246915,0.18,0.4444444444444444,0.21296296296296297,0.625,0.65,0.3333333333333333,0.75,0.2916666666666667,24.81530612244898,32.0,42.0,117.0,32.0,39.0,29.0,0.9285714285714286,0.42857142857142855,0.4329896907216495,0.463768115942029,0.47761194029850745,0.90625,0.47058823529411764,2.0,2.0,9.0,8.0,1.0,0.0625,16.0,10.0,29.0,1.0,3.0,1.0,10.0,3.0,9.0,1.0,2.0,10.0,13.0,1.0,5.0,4.0,8.0,5.0,1.0,1.0,5.0,6.0,1.0,15.0,1.0,2.0,0.5,0.42857142857142855,0.02040816326530612,0.08421052631578947,0.028985507246376812,0.07692307692307693,0.24528301886792453,0.3333333333333333,0.29411764705882354,0.15789473684210525,0.7857142857142857,0.03289473684210526,0.08950617283950617,0.3448275862068966,0.3448275862068966,1.0,0.23076923076923078,0.5,1.0,0.42857142857142855,0.010101010101010102,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628277-1630387-1641650-202658-204323,1611661330,"Allisha Gray, Iliana Rupert, Haley Jones, Danielle Robinson, Cheyenne Parker","Gray, Rupert, Jones, Robinson, Parker",1628277-1630387-1641650-202658-204323,ATL,503.0,2,8.0,12.0,17.0,19.0,4.0,,36.0,2.0,2.0,2.0,3.0,6.0,9.0,8.0,23.0,11.0,,,,4.0,6.0,10.0,,5.0,6.0,2.0,1.0,13.0,,3.0,4.0,,7.0,,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,8.0,,23.0,6.0,4.0,,0.8333333333333334,0.8333333333333334,0.6666666666666666,,0.6818181818181818,,0.7666666666666667,,0.75,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,103.06163021868788,11.470588235294118,16.210526315789473,11.470588235294118,15.842105263157896,0.18181818181818182,1.0,1.0,1.0,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.36363636363636365,0.5007363636363636,,,0.2608695652173913,9.522222222222222,0.23529411764705882,,2.0,4.0,1.0,1.0,2.0,1.0,,4.0,,1.0,0.5,,0.36363636363636365,0.5,0.5,1.0,0.613,0.26666666666666666,0.3076923076923077,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,,,,,,,1.0,1.0,0.18181818181818182,,1.0,0.18181818181818182,,,0.5,1.0,0.5,24.6,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628269-1628277-1641650-1641656-204323,1611661330,"Nia Coffey, Allisha Gray, Haley Jones, Laeticia Amihere, Cheyenne Parker","Coffey, Gray, Jones, Amihere, Parker",1628269-1628277-1641650-1641656-204323,ATL,30.0,1,,-3.0,1.0,2.0,,,3.0,,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,144.0,16.0,7.0,16.0,6.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
1628881-1631009-1631044-1641650-202658,1611661330,"Monique Billings, Rhyne Howard, Naz Hillmon, Haley Jones, Danielle Robinson","Billings, Howard, Hillmon, Jones, Robinson",1628881-1631009-1631044-1641650-202658,ATL,399.0,4,7.0,-3.0,11.0,12.0,2.0,2.0,23.0,3.0,5.0,,1.0,3.0,8.0,4.0,10.0,13.0,,2.0,,,,4.0,1.0,2.0,2.0,2.0,,4.0,3.0,1.0,3.0,,4.0,3.0,7.0,1.0,,2.0,1.0,3.0,1.0,4.0,3.0,4.0,,10.0,,2.0,,0.6666666666666666,0.6666666666666666,0.375,,0.3333333333333333,,0.45454545454545453,,,0.125,,0.6666666666666666,,0.75,0.6,1.0,0.8,0.5,,1.0,0.5,,1.0,83.00751879699247,19.636363636363637,15.25,17.545454545454547,13.75,0.5555555555555556,0.6,0.75,0.6666666666666666,0.1111111111111111,,,,0.6666666666666666,0.4938333333333333,0.496,,,6.5125,0.18181818181818182,6.0,,2.0,,,,1.0,2.0,2.0,1.0,,,,0.2222222222222222,,,,,0.18181818181818182,0.2,,1.0,,,1.0,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.1111111111111111,0.5,,0.1111111111111111,0.5,,,,,25.1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.2,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2023,2023,False
