EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Transition Take Fouls,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,LiveBallTurnoverPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Corner3FGA,Corner3Frequency,Blocked3s,BlockedCorner3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,Corner3FGM,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1627674-1627675-1629497-1629501-204322,1611661329,"Kahleah Copper, Courtney Williams, Marina Mabrey, Alanna Smith, Elizabeth Williams","Copper, Williams, Mabrey, Smith, Williams",1627674-1627675-1629497-1629501-204322,CHI,1652.0,2,28.0,25.0,57,55.0,3.0,1.0,6.0,112,8.0,8.0,1.0,1.0,1.0,1.0,9.0,32.0,3.0,8.0,4.0,9.0,1.0,20.0,48.0,4.0,9.0,11.0,63.0,38.0,2.0,9.0,2.0,6.0,1.0,3.0,1.0,2.0,24.0,16.0,9.0,3.0,2.0,9.0,4.0,5.0,12.0,3.0,15.0,3.0,4.0,6.0,2.0,33.0,3.0,8.0,8.0,13.0,1.0,22.0,11.0,33.0,4.0,11.0,7.0,4.0,4.0,6.0,6.0,1.0,3.0,6.0,1.0,10.0,1.0,13.0,1.0,7.0,2.0,1.0,1.0,2.0,57.0,2.0,3.0,0.6,0.631578947368421,0.75,0.4444444444444444,0.4444444444444444,0.4166666666666667,0.2222222222222222,0.3333333333333333,0.45614035087719296,0.2222222222222222,0.25,0.5,0.3,0.25,0.15789473684210525,0.10416666666666667,0.15625,1.0,0.8125,0.2857142857142857,0.8,0.75,0.8076923076923077,0.34375,0.30434782608695654,0.2,0.75,0.875,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.14814814814814814,97.62711864406779,14.87719298245614,14.618181818181819,13.824561403508772,14.418181818181818,0.14035087719298245,1.0,1.0,0.5,0.5614035087719298,0.28125,0.3333333333333333,0.6666666666666666,0.14035087719298245,0.375,0.375,0.6666666666666666,0.15789473684210525,0.4444444444444444,0.4444444444444444,0.75,0.1111111111111111,1.0,0.25,1.0,0.25,0.2982456140350877,0.4444444444444444,0.45183596491228073,0.3921,0.2938875,0.1111111111111111,0.12962962962962962,0.09523809523809523,0.031746031746031744,8.227083333333333,26.9,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1629497-1630389-204322,1611661329,"Kahleah Copper, Courtney Williams, Marina Mabrey, Dana Evans, Elizabeth Williams","Copper, Williams, Mabrey, Evans, Williams",1627674-1627675-1629497-1630389-204322,CHI,546.0,1,9.0,6.0,22,22.0,13.0,6.0,3.0,44,1.0,1.0,,,1.0,1.0,3.0,9.0,,1.0,4.0,5.0,3.0,4.0,11.0,4.0,5.0,7.0,27.0,21.0,,1.0,,3.0,2.0,7.0,3.0,16.0,4.0,4.0,9.0,3.0,,5.0,4.0,3.0,2.0,3.0,5.0,3.0,,2.0,,13.0,,2.0,4.0,6.0,,10.0,2.0,12.0,,2.0,2.0,,,,4.0,1.0,2.0,5.0,,4.0,,7.0,1.0,4.0,1.0,,1.0,1.0,24.0,16.0,13.0,0.5,0.5,0.75,0.8,0.8,0.36363636363636365,,0.2857142857142857,0.625,0.75,0.65,0.7105263157894737,0.75,0.7272727272727273,0.3125,0.2727272727272727,0.2222222222222222,,0.8571428571428571,0.2857142857142857,1.0,,0.9090909090909091,0.25,0.3333333333333333,,,0.8333333333333334,1.0,1.0,,,116.04395604395604,12.727272727272727,12.090909090909092,11.909090909090908,11.863636363636363,0.0625,1.0,1.0,,0.5625,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.0625,,,,0.3125,0.8,0.8,0.75,,,0.1,1.0,0.3,0.375,0.8,0.482971875,0.61905,0.509425,0.21052631578947367,0.2857142857142857,0.1111111111111111,0.5925925925925926,7.090909090909091,25.36,0.5909090909090909,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1629497-1631021-204322,1611661329,"Kahleah Copper, Courtney Williams, Marina Mabrey, Sika Koné, Elizabeth Williams","Copper, Williams, Mabrey, Koné, Williams",1627674-1627675-1629497-1631021-204322,CHI,74.0,1,1.0,,2,3.0,,,,5,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,2.0,,3.0,1.0,4.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,0.6666666666666666,,1.0,0.3333333333333333,0.75,0.3333333333333333,,,0.5,1.0,,1.0,,,97.29729729729729,18.0,12.666666666666666,18.0,11.333333333333334,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,1.0,,0.5760500000000001,,,,,,,,23.96666666666667,,,,,,,,,,,,,2.0,,,,,1.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1629497-1641641-204322,1611661329,"Kahleah Copper, Courtney Williams, Marina Mabrey, Robyn Parks, Elizabeth Williams","Copper, Williams, Mabrey, Parks, Williams",1627674-1627675-1629497-1641641-204322,CHI,222.0,1,4.0,4.0,8,9.0,,,,17,1.0,1.0,,,,,1.0,3.0,1.0,1.0,,2.0,,3.0,5.0,,3.0,2.0,8.0,4.0,,,,,,,,,2.0,4.0,,,,2.0,,1.0,1.0,,1.0,,1.0,,,2.0,,1.0,2.0,2.0,,4.0,1.0,5.0,,3.0,2.0,1.0,,,,,,,,2.0,,2.0,,1.0,1.0,,1.0,2.0,8.0,,,0.3333333333333333,0.3333333333333333,,,,0.6,,,0.375,,,0.4444444444444444,,,0.375,0.2,0.3333333333333333,,0.6666666666666666,0.5,1.0,,0.8,0.2,0.5,,,1.0,0.5,1.0,1.0,,110.27027027027026,13.625,12.555555555555555,12.75,12.555555555555555,0.125,1.0,1.0,1.0,0.375,0.3333333333333333,0.5,,0.125,1.0,1.0,,0.25,,,,,,,,,0.5,,0.5619625,,,0.1111111111111111,0.16666666666666666,,,7.42,24.833333333333332,,,,,,,,,,,,,2.0,,,,,1.0,,,,,1.0,0.125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1629501-1630389-204322,1611661329,"Kahleah Copper, Courtney Williams, Alanna Smith, Dana Evans, Elizabeth Williams","Copper, Williams, Smith, Evans, Williams",1627674-1627675-1629501-1630389-204322,CHI,13.0,1,,2.0,1,,,,,1,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,110.76923076923076,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1629571-1630113-1630389,1611661329,"Kahleah Copper, Courtney Williams, Morgan Bertsch, Ruthy Hebard, Dana Evans","Copper, Williams, Bertsch, Hebard, Evans",1627674-1627675-1629571-1630113-1630389,CHI,63.0,1,1.0,2.0,3,3.0,2.0,3.0,,6,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,2.0,,,,,1.0,,2.0,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,137.14285714285714,9.666666666666666,11.333333333333334,9.666666666666666,11.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.6666666666666666,,,,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1629571-1630389-204322,1611661329,"Kahleah Copper, Courtney Williams, Morgan Bertsch, Dana Evans, Elizabeth Williams","Copper, Williams, Bertsch, Evans, Williams",1627674-1627675-1629571-1630389-204322,CHI,93.0,1,2.0,2.0,3,4.0,,1.0,,7,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,3.0,,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,,0.75,,,0.75,,,0.5,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,108.38709677419355,11.333333333333334,14.75,11.333333333333334,14.75,,,,,,,,,0.5,,,,0.5,1.0,1.0,,,,,,,0.5,1.0,0.512875,,,,,,,18.2,24.6,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1630113-1630389-1641641,1611661329,"Kahleah Copper, Courtney Williams, Ruthy Hebard, Dana Evans, Robyn Parks","Copper, Williams, Hebard, Evans, Parks",1627674-1627675-1630113-1630389-1641641,CHI,256.0,1,4.0,6.0,8,7.0,,,1.0,15,,,,,,,4.0,6.0,,1.0,,,,4.0,7.0,,1.0,2.0,10.0,4.0,,,,,,,,,4.0,4.0,,,,,,,2.0,,2.0,,,2.0,,4.0,,1.0,2.0,2.0,,4.0,1.0,5.0,,1.0,1.0,,,,,,,,,2.0,,2.0,,1.0,,,,,10.0,,,0.5,0.5,,,,0.5714285714285714,,,0.5,,,0.5555555555555556,,,0.125,,,,1.0,0.3333333333333333,1.0,,1.0,0.25,0.5,,,1.0,,1.0,,,84.375,15.625,18.714285714285715,14.75,18.714285714285715,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,0.125,,,,,,,,,,,,,0.125,,0.4803875,0.7251,,0.1111111111111111,0.125,,,7.914285714285714,23.4,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.125,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1630389-1631021-204322,1611661329,"Kahleah Copper, Courtney Williams, Dana Evans, Sika Koné, Elizabeth Williams","Copper, Williams, Evans, Koné, Williams",1627674-1627675-1630389-1631021-204322,CHI,120.0,1,2.0,1.0,4,3.0,,,1.0,7,,1.0,,,,,3.0,3.0,,,,,,3.0,4.0,,,,6.0,5.0,1.0,1.0,,2.0,,,,,4.0,2.0,,,,,,,2.0,,2.0,,,2.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,0.6666666666666666,0.6666666666666666,,,,0.75,1.0,,0.75,1.0,,0.75,1.0,,,,,,,,,,,,,,,,,,,,84.0,14.0,21.333333333333332,11.25,21.333333333333332,0.25,,,,0.75,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,0.25,,0.4898,0.3265,,,,0.3333333333333333,,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
1627674-1627675-1630389-1641641-204322,1611661329,"Kahleah Copper, Courtney Williams, Dana Evans, Robyn Parks, Elizabeth Williams","Copper, Williams, Evans, Parks, Williams",1627674-1627675-1630389-1641641-204322,CHI,298.0,1,5.0,-10.0,8,9.0,6.0,3.0,1.0,17,,,,,,,3.0,3.0,,,,4.0,2.0,3.0,3.0,,5.0,,6.0,16.0,,,,,3.0,3.0,2.0,6.0,4.0,2.0,,,,4.0,,,2.0,,2.0,,,2.0,,4.0,1.0,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,,1.0,3.0,,2.0,,,,,,,,,6.0,6.0,6.0,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,0.375,,0.6,0.375,,0.6,0.625,,,,,,1.0,0.25,0.5,0.25,,,0.3333333333333333,,,1.0,,,82.14765100671141,23.5,12.222222222222221,21.625,12.0,,,,,0.375,1.0,1.0,0.6666666666666666,,,,,0.5,,,,,,,,0.4,0.625,,0.44845,,0.38845,,,,1.0,6.166666666666667,27.439999999999998,0.75,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.125,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1611661329,2023,2023,True
