EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,ShortMidRangeAssists,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFoulsDrawn,PtsPutbacks,Charge Fouls,Blocked3s,BlockedCorner3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,team_id,year,season,team_vs
100646-201503-201896-202656-203018,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Jeanette Pohlen-Mavunga, Shenise Johnson","Catchings, Larkins, January, Pohlen-Mavunga, Johnson",100646-201503-201896-202656-203018,IND,101.0,1,2.0,2.0,3.0,3.0,,,,6.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,7.0,5.0,,,,,,,,,,2.0,,3.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,7.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.25,,,1.1666666666666667,,,0.5,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,85.54455445544555,,18.666666666666668,15.0,18.666666666666668,15.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.58225,,,0.3333333333333333,0.5,,,2.0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201896-203018-203827,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shenise Johnson, Natasha Howard","Catchings, Larkins, January, Johnson, Howard",100646-201503-201896-203018-203827,IND,169.0,2,3.0,-2.0,4.0,5.0,2.0,2.0,,9.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,2.0,3.0,,,,4.0,6.0,,,,,1.0,2.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,1.0,,,,1.0,,,1.0,5.0,,1.0,,,,,,1.0,,1.0,1.0,4.0,2.0,2.0,1.0,,,,,,0.6666666666666666,,0.5,0.6666666666666666,,0.5,0.6666666666666666,,0.5,,,,,,,,,0.5,,,,0.5,,,,,,,0.5,1.0,,,76.68639053254438,1.0,19.5,18.2,19.5,14.8,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,0.5,1.0,,0.3333333333333333,,0.5054666666666666,,0.5654,,,,0.5,9.766666666666667,,0.5,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201919-202656-203018,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Jeanette Pohlen-Mavunga, Shenise Johnson","Catchings, Larkins, Zellous, Pohlen-Mavunga, Johnson",100646-201503-201919-202656-203018,IND,111.0,2,2.0,1.0,3.0,3.0,,,,6.0,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,5.0,4.0,,,,,,,,,,,2.0,3.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,1.0,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,,,,,,,,0.5,,,,0.5,,,,,,,0.5,,,,77.83783783783784,,11.666666666666666,25.333333333333332,11.666666666666666,25.333333333333332,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,0.6666666666666666,1.0,0.5086,,,,,,,4.95,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201919-202656-203406,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Jeanette Pohlen-Mavunga, Layshia Clarendon","Catchings, Larkins, Zellous, Pohlen-Mavunga, Clarendon",100646-201503-201919-202656-203406,IND,261.0,2,4.0,,9.0,7.0,,1.0,1.0,16.0,3.0,5.0,,1.0,,,,,,,,,1.0,3.0,,,3.0,5.0,1.0,3.0,,9.0,9.0,,1.0,,,,,,,,2.0,4.0,3.0,,3.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,,1.0,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,,2.0,,2.0,,,,2.0,,,,1.0,,3.0,,,,,,,,,,9.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6,,,0.5625,,,0.5625,,,0.375,,,,,,,,0.5,0.5,1.0,,0.6666666666666666,0.25,0.5,,,,,,1.0,1.0,,88.27586206896552,,16.333333333333332,16.285714285714285,16.0,12.571428571428571,0.625,0.6,0.6,0.3333333333333333,,,,,,,,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,1.0,0.3333333333333333,0.5547125,0.548,,,,,,1.6800000000000002,23.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201919-203018-203406,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Shenise Johnson, Layshia Clarendon","Catchings, Larkins, Zellous, Johnson, Clarendon",100646-201503-201919-203018-203406,IND,516.0,4,9.0,-12.0,13.0,14.0,5.0,2.0,4.0,27.0,5.0,7.0,1.0,1.0,2.0,3.0,,,,3.0,,,,2.0,,1.0,5.0,10.0,,2.0,,10.0,22.0,1.0,2.0,,2.0,2.0,4.0,1.0,,4.0,4.0,6.0,,,2.0,,1.0,,2.0,,2.0,,,2.0,,4.0,,3.0,1.0,1.0,,2.0,3.0,5.0,2.0,2.0,,3.0,,2.0,1.0,,1.0,1.0,4.0,2.0,1.0,2.0,6.0,,2.0,,,,,,,,,,8.0,4.0,5.0,,0.4,0.5,,,,0.5,0.5,0.5,0.4166666666666667,0.5,0.4,0.4166666666666667,0.5,0.4,0.16666666666666666,,0.1,0.14285714285714285,,,0.75,,0.25,0.6,0.5,,0.3333333333333333,0.42857142857142855,1.0,,0.3333333333333333,,,,1.0,0.5,,75.34883720930233,,20.076923076923077,18.214285714285715,17.923076923076923,16.0,0.5833333333333334,0.7142857142857143,0.8333333333333334,0.4,,,,0.25,,,,,,,,0.16666666666666666,,,,0.5,1.0,,,0.6,0.6666666666666666,0.2,0.75,,0.531125,0.5387,0.48678999999999994,,,0.2,0.4,6.779999999999999,23.2,0.38461538461538464,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201919-203018-203827,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Shenise Johnson, Natasha Howard","Catchings, Larkins, Zellous, Johnson, Howard",100646-201503-201919-203018-203827,IND,121.0,1,2.0,,3.0,2.0,,,2.0,5.0,1.0,3.0,1.0,2.0,,,,,,2.0,,1.0,,,,,1.0,5.0,,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,1.0,,2.0,1.0,3.0,,1.0,,1.0,4.0,5.0,,,,,,,1.0,,,,1.0,,,1.0,2.0,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,0.2,0.3333333333333333,,0.16666666666666666,0.25,,0.16666666666666666,0.25,,0.16666666666666666,,0.2,0.3333333333333333,,,,,0.5,0.75,,1.0,0.5,0.8,1.0,,0.5,,,,1.0,,,59.50413223140496,,28.0,18.5,18.0,18.5,0.5,0.3333333333333333,0.5,1.0,,,,0.3333333333333333,,,,0.16666666666666666,,,,,,,,0.5,0.5,1.0,,,,,0.6666666666666666,,0.504625,0.5719833333333334,,,,1.0,,8.86,22.9,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,0.25,,0.25,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-201919-203018,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shavonte Zellous, Shenise Johnson","Catchings, Coleman, January, Zellous, Johnson",100646-201889-201896-201919-203018,IND,226.0,2,4.0,,6.0,5.0,3.0,,,11.0,2.0,5.0,,,1.0,2.0,,,,,,,,,,,2.0,5.0,,,2.0,6.0,6.0,,,,,1.0,2.0,,2.0,4.0,,4.0,,,,,3.0,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,1.0,,,,,,6.0,4.0,3.0,,,,,,,0.4,,0.5,0.4,,0.5,0.5,,0.6666666666666666,,,0.6,0.6,,,,,0.6666666666666666,,,,0.6666666666666666,,,,,,0.5,,1.0,,,70.08849557522124,,21.0,20.0,21.0,19.6,1.0,0.4,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,1.0,,0.56324,,0.6169,0.16666666666666666,0.16666666666666666,,0.6666666666666666,1.2,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-201919-203041,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shavonte Zellous, Lynetta Kizer","Catchings, Coleman, January, Zellous, Kizer",100646-201889-201896-201919-203041,IND,488.0,4,8.0,-4.0,14.0,15.0,4.0,6.0,5.0,29.0,3.0,10.0,2.0,6.0,1.0,4.0,,1.0,3.0,6.0,,,,3.0,1.0,1.0,6.0,17.0,,3.0,2.0,14.0,18.0,2.0,6.0,1.0,5.0,1.0,7.0,1.0,,2.0,6.0,6.0,,,3.0,,3.0,,3.0,,3.0,,,1.0,2.0,6.0,2.0,7.0,,5.0,,5.0,9.0,14.0,1.0,,1.0,1.0,,1.0,2.0,,,,3.0,1.0,1.0,2.0,5.0,,4.0,,,3.0,2.0,,2.0,1.0,2.0,1.0,9.0,2.0,4.0,,0.5,0.6,,,,0.35294117647058826,0.3333333333333333,0.14285714285714285,0.3,0.2857142857142857,0.125,0.3333333333333333,0.35714285714285715,0.125,0.15,,0.17647058823529413,0.2,1.0,,0.3333333333333333,,0.8333333333333334,0.6363636363636364,,0.6666666666666666,0.8333333333333334,0.6428571428571429,0.7142857142857143,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,1.0,,,85.57377049180329,0.5,17.642857142857142,16.066666666666666,15.928571428571429,15.133333333333333,0.5,0.3,0.375,0.3333333333333333,0.05,,,0.3,0.5,0.5,0.6666666666666666,,,,,0.15,,,,0.8571428571428571,0.3333333333333333,,0.14285714285714285,0.5,0.25,0.125,0.65,,0.4890525,0.56021,0.47745625,0.09523809523809523,0.1111111111111111,0.35714285714285715,0.14285714285714285,8.011764705882353,23.633333333333336,0.2857142857142857,,,,,,,1.0,,,,2.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,0.18181818181818182,,,,,,,,,,2.0,1.0,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-201919-203827,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shavonte Zellous, Natasha Howard","Catchings, Coleman, January, Zellous, Howard",100646-201889-201896-201919-203827,IND,55.0,1,1.0,-1.0,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,2.0,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,78.54545454545455,,22.0,16.5,22.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-201919-203831,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shavonte Zellous, Natalie Achonwa","Catchings, Coleman, January, Zellous, Achonwa",100646-201889-201896-201919-203831,IND,324.0,4,5.0,-11.0,8.0,11.0,,4.0,,19.0,1.0,2.0,,,,,,1.0,1.0,2.0,,,,2.0,,,2.0,5.0,,2.0,3.0,7.0,18.0,,,,,,,,,,2.0,2.0,,,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,2.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,1.0,,2.0,1.0,,,2.0,,,1.0,1.0,,5.0,,,5.0,2.0,1.0,,,,,7.0,,,,0.5,0.5,,,,0.4,,,0.2857142857142857,,,0.3888888888888889,,,0.2857142857142857,0.5,0.2,,1.0,0.5,,,,0.3333333333333333,1.0,,0.3333333333333333,0.2,,1.0,,,,,,1.0,,84.44444444444444,,27.375,9.545454545454545,27.375,9.363636363636363,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,0.2857142857142857,0.5,0.5,,,,,,0.2857142857142857,,,,,,,,,,,0.5714285714285714,,0.40375,,,0.25,0.3333333333333333,,,8.9,24.3,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-203018-203041,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shenise Johnson, Lynetta Kizer","Catchings, Coleman, January, Johnson, Kizer",100646-201889-201896-203018-203041,IND,560.0,6,9.0,1.0,18.0,18.0,2.0,1.0,3.0,36.0,1.0,3.0,,,,1.0,,1.0,2.0,5.0,,,2.0,4.0,,,3.0,9.0,2.0,4.0,2.0,14.0,13.0,,1.0,,,1.0,2.0,,,2.0,4.0,2.0,6.0,,4.0,2.0,,,2.0,2.0,4.0,2.0,,1.0,1.0,10.0,1.0,2.0,1.0,4.0,,5.0,3.0,8.0,3.0,3.0,,5.0,,2.0,2.0,,3.0,,7.0,2.0,,,6.0,,3.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,14.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.3333333333333333,,0.5,0.46153846153846156,,0.5,0.5,,0.5,0.3076923076923077,,,,,,0.7142857142857143,,0.8,0.3333333333333333,1.0,0.5,0.8333333333333334,0.375,,1.0,0.3333333333333333,0.5,,1.0,,1.0,,92.57142857142857,,16.333333333333332,14.777777777777779,15.722222222222221,14.222222222222221,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,,,0.38461538461538464,0.4,0.4,0.5,,,,,0.3076923076923077,0.5,0.5,1.0,,,,,0.5,,,0.5384615384615384,0.5,0.47627307692307697,,0.42455,0.07142857142857142,0.1,,0.14285714285714285,11.544444444444444,22.925,0.1111111111111111,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-203018-203827,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shenise Johnson, Natasha Howard","Catchings, Coleman, January, Johnson, Howard",100646-201889-201896-203018-203827,IND,208.0,2,3.0,,6.0,7.0,4.0,,1.0,13.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,2.0,4.0,,1.0,,4.0,4.0,,,,,2.0,3.0,,,4.0,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,3.0,,3.0,2.0,5.0,,,,2.0,,2.0,2.0,,,,4.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,4.0,4.0,4.0,,0.5,0.5,,,,0.5,,0.6666666666666666,0.4,,0.6666666666666666,0.4,,0.6666666666666666,0.2,,,,,,0.5,,1.0,0.5,,1.0,1.0,0.6666666666666666,,1.0,,,1.0,1.0,1.0,,,90.0,,15.833333333333334,16.142857142857142,15.333333333333334,16.142857142857142,0.4,0.5,0.5,1.0,0.2,,,0.2,1.0,1.0,,0.2,,,,,,,,,,,,0.3333333333333333,1.0,,0.6,,0.47569999999999996,,0.4398666666666667,,,,1.0,7.35,23.1,0.6666666666666666,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-203018-203831,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shenise Johnson, Natalie Achonwa","Catchings, Coleman, January, Johnson, Achonwa",100646-201889-201896-203018-203831,IND,571.0,2,10.0,-9.0,19.0,20.0,,,3.0,39.0,1.0,3.0,,,,,,4.0,2.0,4.0,,1.0,,5.0,2.0,,3.0,11.0,,6.0,2.0,8.0,17.0,,1.0,3.0,,,,,,,6.0,,,,5.0,,4.0,,3.0,,3.0,,,1.0,2.0,6.0,2.0,2.0,,6.0,,6.0,4.0,10.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,5.0,,,1.0,6.0,1.0,2.0,,,2.0,1.0,,2.0,2.0,2.0,2.0,8.0,,,,1.0,1.0,,,,0.2727272727272727,,,0.17647058823529413,,,0.2222222222222222,,,0.35294117647058826,,0.36363636363636365,0.3333333333333333,0.75,,0.4,,0.6666666666666666,0.25,,0.3333333333333333,0.6666666666666666,0.2857142857142857,,0.5,,0.4,1.0,0.5,1.0,,,98.35376532399299,1.0,14.421052631578947,14.85,11.473684210526315,14.25,0.17647058823529413,0.3333333333333333,0.5,1.0,0.23529411764705882,,,0.23529411764705882,0.5,0.5,1.0,0.058823529411764705,,,,0.29411764705882354,,,,,,,0.5,,,,0.5294117647058824,,0.49436764705882347,0.47445,,0.05555555555555555,0.08333333333333333,,,9.227272727272727,23.083333333333332,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1,,0.25,,,,,,,,,1.0,,,,,,,,,1611661325,2015,2015,False
100646-201889-201919-203018-203041,1611661325,"Tamika Catchings, Marissa Coleman, Shavonte Zellous, Shenise Johnson, Lynetta Kizer","Catchings, Coleman, Zellous, Johnson, Kizer",100646-201889-201919-203018-203041,IND,256.0,2,4.0,-1.0,6.0,8.0,,,1.0,14.0,3.0,6.0,,1.0,,,,,,,,,,,,,3.0,6.0,,,,6.0,7.0,,1.0,,,,,,,,,6.0,,,,,1.0,,,,,,,,,,,1.0,2.0,3.0,,5.0,1.0,6.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,1.0,1.0,6.0,,,,,,,,,0.5,,,0.5,,,0.5,,,,,0.16666666666666666,0.16666666666666666,,,,,1.0,0.3333333333333333,1.0,,1.0,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,1.0,1.0,78.75,1.0,21.666666666666668,15.75,18.666666666666668,14.5,1.0,0.5,0.6,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.5748,0.4857,,,,,,2.1166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1611661325,2015,2015,False
100646-201889-201919-203018-203831,1611661325,"Tamika Catchings, Marissa Coleman, Shavonte Zellous, Shenise Johnson, Natalie Achonwa","Catchings, Coleman, Zellous, Johnson, Achonwa",100646-201889-201919-203018-203831,IND,150.0,1,2.0,-2.0,5.0,6.0,,,1.0,11.0,2.0,4.0,,1.0,,,,1.0,,,,,,,,,2.0,5.0,,,,4.0,6.0,,1.0,,,,,,,,,4.0,,,,,1.0,,,,,,,,,,,1.0,,3.0,,3.0,1.0,4.0,,,,1.0,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,,0.4,,,0.4,,,0.4,,,,,0.2,,1.0,,1.0,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,0.5,,,,1.0,,1.0,,,105.6,,17.4,10.5,17.2,8.166666666666666,0.8,0.5,0.5,,0.2,,,,,,,,,,,,,,,1.0,,,,,,,0.8,,0.61524,0.7167,,,,,,2.2800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201919-203041-203406,1611661325,"Tamika Catchings, Marissa Coleman, Shavonte Zellous, Lynetta Kizer, Layshia Clarendon","Catchings, Coleman, Zellous, Kizer, Clarendon",100646-201889-201919-203041-203406,IND,110.0,1,2.0,2.0,4.0,2.0,4.0,1.0,,6.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,,,,1.0,,1.0,2.0,3.0,,1.0,,4.0,2.0,,,,,2.0,3.0,1.0,,4.0,,4.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,4.0,4.0,4.0,,,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.5,0.5,,0.5,0.25,,,,,,,,,,1.0,,0.5,,,,,,,,,1.0,,78.54545454545455,,15.75,23.5,15.75,23.5,0.5,0.5,0.5,,,,,0.25,1.0,1.0,,,,,,0.25,,,,,,,,0.5,0.5,0.25,0.75,,0.4950625,,0.4950625,,,,1.0,6.3999999999999995,24.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-203018-203041-203406,1611661325,"Tamika Catchings, Marissa Coleman, Shenise Johnson, Lynetta Kizer, Layshia Clarendon","Catchings, Coleman, Johnson, Kizer, Clarendon",100646-201889-203018-203041-203406,IND,95.0,1,2.0,,3.0,2.0,,,1.0,5.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,1.0,3.0,,,,3.0,,1.0,,,2.0,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,0.6666666666666666,1.0,,,1.0,,,,,1.0,1.0,75.78947368421053,,22.333333333333332,14.0,17.333333333333332,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3475,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201896-201919-202656-203041,1611661325,"Tamika Catchings, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga, Lynetta Kizer","Catchings, January, Zellous, Pohlen-Mavunga, Kizer",100646-201896-201919-202656-203041,IND,130.0,1,2.0,-2.0,4.0,4.0,,,,8.0,1.0,2.0,,,,,,,1.0,2.0,,,,,,,2.0,4.0,,,,4.0,6.0,,,,,,,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,0.5,0.5,,,,0.5,,,0.5,,,0.5,,,,,0.25,0.5,,,,,,,0.5,,0.5,,,,,,,,,,1.0,88.61538461538463,,17.75,14.75,17.75,14.0,0.5,0.5,1.0,1.0,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,0.5,,0.4475,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
