EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,Fg3aBlocked,Charge Fouls Drawn,BlockingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,FTOffRebounds,OffFTReboundPct,LongMidRangePctBlocked,Charge Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
100888-201907-202640-203029-203400,1611661321,"Plenette Pierson, Courtney Paris, Karima Christmas-Kelly, Riquna Williams, Skylar Diggins-Smith","Pierson, Paris, Christmas-Kelly, Williams, Diggins-Smith",100888-201907-202640-203029-203400,TUL,2949.0,7,49.0,-38.0,88.0,89.0,26.0,36.0,14.0,177.0,16.0,25.0,2.0,5.0,3.0,6.0,7.0,20.0,3.0,10.0,3.0,5.0,21.0,1.0,3.0,2.0,7.0,26.0,55.0,5.0,24.0,15.0,82.0,120.0,4.0,9.0,1.0,3.0,5.0,16.0,6.0,16.0,2.0,7.0,7.0,25.0,36.0,16.0,9.0,6.0,4.0,21.0,5.0,18.0,3.0,21.0,3.0,13.0,2.0,3.0,45.0,6.0,9.0,6.0,15.0,4.0,25.0,15.0,40.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,10.0,1.0,2.0,15.0,1.0,5.0,11.0,1.0,33.0,2.0,6.0,20.0,1.0,21.0,2.0,1.0,7.0,4.0,9.0,7.0,2.0,9.0,3.0,66.0,25.0,26.0,5.0,3.0,0.6923076923076923,0.75,0.6,0.20833333333333334,0.3333333333333333,0.2857142857142857,0.20833333333333334,0.4727272727272727,0.4444444444444444,0.375,0.4240506329113924,0.4583333333333333,0.391304347826087,0.4602272727272727,0.5333333333333333,0.46296296296296297,0.3037974683544304,0.3333333333333333,0.8,0.39473684210526316,0.32142857142857145,0.5454545454545454,0.3333333333333333,0.42857142857142855,0.32608695652173914,0.4444444444444444,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.375,1.0,0.08695652173913043,86.4292980671414,0.3333333333333333,16.204545454545453,17.1123595505618,15.284090909090908,15.01123595505618,0.31645569620253167,0.64,0.64,0.8125,0.25316455696202533,0.35,0.35,0.2857142857142857,0.12658227848101267,0.3,0.3,1.0,0.0379746835443038,0.26582278481012656,0.23809523809523808,0.23809523809523808,0.6,0.4166666666666667,0.4,0.25,0.3333333333333333,1.0,0.2608695652173913,0.5,0.30434782608695654,0.2857142857142857,0.620253164556962,0.23809523809523808,0.46342115384615384,0.4938375,0.4368340909090909,0.08333333333333333,0.11666666666666667,0.1951219512195122,0.3048780487804878,6.569090909090909,24.52916666666667,0.29545454545454547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-201907-202640-203400-204331,1611661321,"Plenette Pierson, Courtney Paris, Karima Christmas-Kelly, Skylar Diggins-Smith, Brianna Kiesel","Pierson, Paris, Christmas-Kelly, Diggins-Smith, Kiesel",100888-201907-202640-203400-204331,TUL,4804.0,9,80.0,-18.0,143.0,144.0,,3.0,15.0,287.0,21.0,39.0,3.0,6.0,,,12.0,29.0,11.0,32.0,4.0,8.0,21.0,,3.0,,,44.0,100.0,8.0,25.0,18.0,130.0,148.0,5.0,9.0,,3.0,1.0,11.0,,,,,,,44.0,44.0,18.0,6.0,2.0,21.0,8.0,22.0,6.0,28.0,6.0,11.0,6.0,5.0,62.0,,14.0,12.0,36.0,1.0,49.0,14.0,63.0,5.0,12.0,9.0,3.0,8.0,2.0,7.0,18.0,1.0,5.0,26.0,3.0,,12.0,,34.0,3.0,5.0,28.0,6.0,21.0,3.0,2.0,11.0,,15.0,8.0,5.0,15.0,8.0,119.0,,,,,0.5,0.5116279069767442,0.75,0.32,,,0.32,0.44,0.5555555555555556,,0.448,0.4166666666666667,,0.4849624060150376,0.4583333333333333,,0.2,0.3076923076923077,1.0,0.5901639344262295,0.2545454545454545,0.5714285714285714,,0.5853658536585366,0.19444444444444445,0.3888888888888889,0.29411764705882354,0.1,,,0.6206896551724138,0.5789473684210527,0.5384615384615384,0.5625,0.6,0.08064516129032258,86.02830974188177,0.5333333333333333,16.55944055944056,16.916666666666668,15.72027972027972,15.75,0.312,0.5384615384615384,0.65625,0.5238095238095238,0.232,0.41379310344827586,0.46153846153846156,0.5,0.256,0.34375,0.34375,0.45454545454545453,0.032,0.168,0.38095238095238093,0.38095238095238093,0.75,0.5,0.5,0.25,,,,,,,0.512,0.38095238095238093,0.4539164,0.49308749999999996,,0.08270676691729323,0.10185185185185185,0.08461538461538462,,8.79,23.58,,10.0,1.0,1.0,2.0,2.0,2.0,0.1,0.1794871794871795,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
201907-202640-203029-203037-203824,1611661321,"Courtney Paris, Karima Christmas-Kelly, Riquna Williams, Vicki Baugh, Odyssey Sims","Paris, Christmas-Kelly, Williams, Baugh, Sims",201907-202640-203029-203037-203824,TUL,3429.0,10,57.0,-5.0,100.0,100.0,16.0,15.0,10.0,200.0,15.0,29.0,1.0,4.0,3.0,5.0,5.0,12.0,7.0,16.0,2.0,10.0,25.0,,3.0,1.0,4.0,27.0,57.0,11.0,27.0,19.0,106.0,111.0,3.0,8.0,,3.0,2.0,8.0,5.0,8.0,1.0,4.0,4.0,17.0,18.0,36.0,27.0,6.0,,25.0,10.0,9.0,9.0,18.0,8.0,5.0,,4.0,45.0,4.0,8.0,14.0,18.0,2.0,34.0,12.0,46.0,1.0,5.0,3.0,2.0,13.0,2.0,9.0,7.0,4.0,,20.0,1.0,3.0,12.0,,21.0,,1.0,27.0,5.0,24.0,3.0,,9.0,3.0,9.0,4.0,5.0,9.0,5.0,98.0,17.0,16.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.4074074074074074,,0.25,0.4074074074074074,0.47368421052631576,0.375,0.625,0.5178571428571429,0.2727272727272727,0.5416666666666666,0.5638297872340425,0.3333333333333333,0.5666666666666667,0.32142857142857145,0.65,1.0,0.46153846153846156,0.26666666666666666,0.7,0.25,0.5423728813559322,0.2608695652173913,0.35714285714285715,0.42857142857142855,,0.26666666666666666,,0.38095238095238093,0.42857142857142855,0.6363636363636364,0.5833333333333334,0.875,0.022727272727272728,83.98950131233596,0.5555555555555556,15.77,18.52,14.62,16.73,0.34523809523809523,0.5172413793103449,0.5555555555555556,0.3333333333333333,0.14285714285714285,0.4166666666666667,0.4166666666666667,,0.19047619047619047,0.4375,0.4375,0.5714285714285714,0.023809523809523808,0.2976190476190476,0.4,0.4,0.8,0.36363636363636365,0.25,0.2727272727272727,,,0.4166666666666667,0.6,0.3333333333333333,0.25,0.6666666666666666,0.4,0.4693517857142857,0.45338125,0.4531791666666667,0.10989010989010989,0.14285714285714285,0.07547169811320754,0.16037735849056603,8.073684210526316,23.25925925925926,0.16,2.0,,,,,1.0,0.03508771929824561,0.06896551724137931,,1.0,1.0,3.0,1.0,0.5,0.5,1.0,1.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
203029-203037-203400-203835-204320,1611661321,"Riquna Williams, Vicki Baugh, Skylar Diggins-Smith, Jordan Hooper, Amanda Zahui B","Williams, Baugh, Diggins-Smith, Hooper, Zahui B",203029-203037-203400-203835-204320,TUL,2087.0,7,35.0,4.0,75.0,73.0,48.0,42.0,9.0,148.0,8.0,16.0,3.0,3.0,4.0,10.0,7.0,16.0,6.0,15.0,4.0,5.0,11.0,,2.0,4.0,9.0,21.0,47.0,6.0,15.0,19.0,79.0,75.0,3.0,7.0,,2.0,,6.0,10.0,30.0,4.0,10.0,13.0,45.0,20.0,22.0,15.0,3.0,6.0,11.0,5.0,10.0,5.0,15.0,4.0,4.0,3.0,3.0,35.0,1.0,9.0,9.0,14.0,2.0,25.0,10.0,35.0,2.0,5.0,2.0,3.0,8.0,3.0,5.0,6.0,3.0,,14.0,1.0,10.0,6.0,,17.0,1.0,2.0,20.0,2.0,24.0,,1.0,7.0,3.0,4.0,1.0,3.0,4.0,1.0,73.0,45.0,48.0,6.0,3.0,0.47619047619047616,0.5555555555555556,0.8333333333333334,0.4,,0.4,0.4,0.44680851063829785,0.42857142857142855,0.3333333333333333,0.4838709677419355,0.3333333333333333,0.4,0.541095890410959,0.3333333333333333,0.4787234042553192,0.24193548387096775,0.5714285714285714,0.6666666666666666,0.6086956521739131,0.36,0.6428571428571429,0.14285714285714285,0.6216216216216216,0.3125,0.375,0.25,0.4444444444444444,,0.3333333333333333,0.25,0.5454545454545454,0.875,0.6428571428571429,,0.08333333333333333,102.117872544322,0.25,13.653333333333334,14.561643835616438,12.64,12.931506849315069,0.25806451612903225,0.5,0.6666666666666666,0.5,0.25806451612903225,0.4375,0.4666666666666667,0.42857142857142855,0.24193548387096775,0.4,0.4,0.5,0.06451612903225806,0.1774193548387097,0.45454545454545453,0.5,0.8,0.3333333333333333,1.0,0.2222222222222222,,,0.25,0.4,0.225,0.4444444444444444,0.5,0.45454545454545453,0.4495631147540983,0.4564722222222222,0.4297448717948718,0.11428571428571428,0.12962962962962962,0.0759493670886076,0.569620253164557,9.080851063829787,25.113333333333333,0.64,5.0,,2.0,,,,0.10638297872340426,0.25,0.0625,1.0,1.0,,1.0,0.25,0.5,1.0,,0.0625,1.0,3.0,1.0,1.0,0.2,0.5,0.09090909090909091,0.025,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-201050-201907-202640-204331,1611661321,"Plenette Pierson, Tiffany Jackson, Courtney Paris, Karima Christmas-Kelly, Brianna Kiesel","Pierson, Jackson, Paris, Christmas-Kelly, Kiesel",100888-201050-201907-202640-204331,TUL,139.0,1,2.0,2.0,4.0,4.0,1.0,,,8.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,,8.0,6.0,,,,,,,,,1.0,1.0,,3.0,2.0,,3.0,3.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,5.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,8.0,3.0,1.0,,,1.0,1.0,0.5,1.0,,1.0,1.0,0.5,,,1.0,,1.5,1.0,,1.5,0.5,,,1.0,,,,1.0,,,,,,,1.0,,,,,,82.87769784172662,,17.0,17.75,17.0,17.75,0.25,1.0,1.0,1.0,,,,,0.25,,,,0.25,0.25,1.0,1.0,,,,,,,,,1.0,1.0,0.75,1.0,0.51705,,0.369,,,,0.375,7.3,23.2,0.25,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-201050-202640-204320-204331,1611661321,"Plenette Pierson, Tiffany Jackson, Karima Christmas-Kelly, Amanda Zahui B, Brianna Kiesel","Pierson, Jackson, Christmas-Kelly, Zahui B, Kiesel",100888-201050-202640-204320-204331,TUL,220.0,1,4.0,-8.0,7.0,6.0,,,1.0,13.0,,2.0,,,,,,,,2.0,,,2.0,,,,,,4.0,,2.0,,,8.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,2.0,,3.0,1.0,4.0,,,,,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,1.0,,1.0,0.5,1.0,0.16666666666666666,,,,0.5,,,,1.0,1.0,,,85.0909090909091,,15.714285714285714,18.333333333333332,14.857142857142858,18.333333333333332,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.40371666666666667,,,,,,,9.2,24.4,,1.0,,,,,,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-201050-203824-203835-204331,1611661321,"Plenette Pierson, Tiffany Jackson, Odyssey Sims, Jordan Hooper, Brianna Kiesel","Pierson, Jackson, Sims, Hooper, Kiesel",100888-201050-203824-203835-204331,TUL,65.0,1,1.0,1.0,1.0,2.0,,,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,,,1.0,,,,1.5,,,1.5,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,66.46153846153847,,20.0,22.5,20.0,22.5,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.489,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-201050-203037-203824-204331,1611661321,"Plenette Pierson, Tiffany Jackson, Vicki Baugh, Odyssey Sims, Brianna Kiesel","Pierson, Jackson, Baugh, Sims, Kiesel",100888-201050-203037-203824-204331,TUL,105.0,1,2.0,-2.0,2.0,3.0,,,1.0,5.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,2.0,,1.0,,2.0,4.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,,,,1.0,,,,0.5,,1.0,,,,,,,,,0.5,68.57142857142857,,20.5,21.333333333333332,20.5,16.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,,,,,0.6666666666666666,,0.5279166666666667,0.7141,,,,1.0,,3.45,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-201907-203029-203835-203849,1611661321,"Plenette Pierson, Courtney Paris, Riquna Williams, Jordan Hooper, Theresa Plaisance","Pierson, Paris, Williams, Hooper, Plaisance",100888-201907-203029-203835-203849,TUL,9.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
100888-202640-203029-203037-203400,1611661321,"Plenette Pierson, Karima Christmas-Kelly, Riquna Williams, Vicki Baugh, Skylar Diggins-Smith","Pierson, Christmas-Kelly, Williams, Baugh, Diggins-Smith",100888-202640-203029-203037-203400,TUL,657.0,3,11.0,-7.0,22.0,21.0,4.0,9.0,1.0,43.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,,,1.0,,,,,9.0,15.0,,1.0,3.0,21.0,28.0,1.0,1.0,,,,2.0,2.0,3.0,,,,4.0,14.0,4.0,,,2.0,1.0,,7.0,,7.0,,3.0,1.0,3.0,14.0,,2.0,,5.0,,5.0,2.0,7.0,,3.0,3.0,,3.0,,3.0,2.0,,,5.0,,1.0,3.0,1.0,5.0,,1.0,2.0,,3.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,19.0,4.0,4.0,,,0.7777777777777778,0.875,,,,,,0.6,1.0,0.6666666666666666,0.5625,1.0,0.6666666666666666,0.6176470588235294,1.0,0.6666666666666666,0.0625,0.6,,0.625,0.3333333333333333,,,0.5555555555555556,0.2857142857142857,1.0,,0.5,,,1.0,0.5,0.3333333333333333,,,,94.24657534246576,1.0,15.0,15.571428571428571,15.0,13.333333333333334,0.3125,0.8,0.8,0.75,0.25,0.25,0.3333333333333333,1.0,0.375,0.6666666666666666,0.6666666666666666,0.75,,0.0625,,,,1.0,1.0,,,,0.3333333333333333,1.0,,,0.375,,0.4518875,0.6899,0.4791666666666667,0.11764705882352941,0.125,0.09523809523809523,0.19047619047619047,10.653333333333334,24.3,0.18181818181818182,1.0,,,,,,0.06666666666666667,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2015,2015,True
