EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FirstChancePoints,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,TwoPtShootingFoulsDrawn,3SecondViolations,ShortMidRangePctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,LiveBallTurnoverPct,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,FTDefRebounds,DefFTReboundPct,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffCorner3ReboundPct,OffArc3ReboundPct,Defensive 3 Seconds Violations,Offensive Fouls Drawn,BlockedLongMidRange,DefCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,Corner3Assists,BlockingFouls,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,FTOffRebounds,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
100874-201048-201056-201913-203416,1611661322,"Kara Lawson, Armintie Herrington, Ivory Latta, Kia Vaughn, Emma Meesseman","Lawson, Herrington, Latta, Vaughn, Meesseman",100874-201048-201056-201913-203416,WAS,274.0,1,5.0,-1.0,7.0,8.0,1.0,15.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0,1.0,6.0,7.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,0.375,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.1111111111111111,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,78.83211678832117,19.0,17.625,18.428571428571427,16.125,0.5555555555555556,0.4,0.4,0.1111111111111111,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,0.5,0.6666666666666666,0.5217444444444445,0.5577,0.3333333333333333,6.075,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201048-201056-203416-204326,1611661322,"Kara Lawson, Armintie Herrington, Ivory Latta, Emma Meesseman, Ally Malott","Lawson, Herrington, Latta, Meesseman, Malott",100874-201048-201056-203416-204326,WAS,522.0,2,9.0,6.0,18.0,17.0,3.0,35.0,2.0,5.0,,1.0,3.0,1.0,4.0,3.0,4.0,12.0,4.0,21.0,15.0,,1.0,8.0,6.0,,3.0,3.0,3.0,7.0,3.0,10.0,1.0,1.0,1.0,,1.0,7.0,3.0,1.0,13.0,0.3333333333333333,,0.53125,1.0,0.5833333333333334,1.0,0.25,1.0,0.375,0.7777777777777778,0.3333333333333333,0.6666666666666666,,0.125,96.55172413793105,12.38888888888889,17.58823529411765,10.38888888888889,16.764705882352942,0.3125,0.4,0.5,0.1875,0.25,0.25,0.25,0.1875,0.3333333333333333,,0.5625,0.48744375,0.5336166666666667,0.38095238095238093,9.133333333333333,23.8,16.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,10.0,3.0,4.0,4.0,21.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,21.0,16.0,2.0,2.0,0.25,0.25,0.6666666666666666,0.75,1.0,0.75,0.75,0.4,0.6071428571428571,0.65625,0.08333333333333333,0.2,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0625,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.35714285714285715,0.4,0.07142857142857142,0.21428571428571427,1.0,1.0,0.4986428571428571,1.0,0.8888888888888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201506-201913-203401,1611661322,"Kara Lawson, Ivory Latta, LaToya Sanders, Kia Vaughn, Tayler Hill","Lawson, Latta, Sanders, Vaughn, Hill",100874-201056-201506-201913-203401,WAS,348.0,1,6.0,-10.0,12.0,13.0,1.0,25.0,1.0,3.0,,,2.0,1.0,4.0,,3.0,9.0,,7.0,17.0,,,,2.0,,,1.0,3.0,3.0,1.0,4.0,,1.0,,1.0,1.0,2.0,1.0,,7.0,0.3333333333333333,,0.3333333333333333,,0.35,,,1.0,0.16666666666666666,1.0,0.16666666666666666,,1.0,,103.44827586206897,15.166666666666666,12.76923076923077,14.333333333333334,12.76923076923077,0.3333333333333333,0.3333333333333333,0.5,0.2222222222222222,0.4444444444444444,0.25,0.25,,,,0.3333333333333333,0.46243333333333336,,,10.355555555555556,,4.0,,,,1.0,,,,,,,,,1.0,,,,2.0,4.0,,,,4.0,4.0,,,,1.0,2.0,,2.0,,,4.0,,3.0,,3.0,1.0,,,1.0,,2.0,,4.0,4.0,,,0.6666666666666666,0.6666666666666666,,,,,,0.5,0.5,0.5,0.1111111111111111,0.3333333333333333,,0.3333333333333333,1.0,,,,0.5,0.5,,,,,,,,,,,,,,0.359025,0.5714285714285714,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201913-203401-203437,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Tayler Hill, Tierra Ruffin-Pratt","Lawson, Latta, Vaughn, Hill, Ruffin-Pratt",100874-201056-201913-203401-203437,WAS,105.0,1,2.0,-2.0,3.0,4.0,1.0,7.0,1.0,1.0,,,,,1.0,,1.0,2.0,,2.0,4.0,,,,2.0,,,1.0,,2.0,1.0,3.0,,,,,1.0,1.0,,,2.0,0.5,,0.5,,0.5,,,,1.0,1.0,1.0,,,,96.0,17.666666666666668,13.0,15.333333333333334,13.0,0.5,1.0,1.0,,0.5,,,,,,0.5,0.53545,,,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203401-203416-203828,1611661322,"Kara Lawson, Ivory Latta, Tayler Hill, Emma Meesseman, Stefanie Dolson","Lawson, Latta, Hill, Meesseman, Dolson",100874-201056-203401-203416-203828,WAS,403.0,2,7.0,-9.0,12.0,11.0,4.0,23.0,3.0,6.0,2.0,2.0,2.0,,3.0,,3.0,11.0,,9.0,18.0,2.0,3.0,7.0,2.0,2.0,,3.0,3.0,4.0,3.0,7.0,,,,,,2.0,2.0,,2.0,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.375,0.875,,0.75,0.375,0.6666666666666666,0.375,0.6666666666666666,1.0,,82.18362282878412,14.666666666666666,20.636363636363637,13.166666666666666,20.0,0.5454545454545454,0.5,0.6,0.18181818181818182,0.2727272727272727,,,,0.6666666666666666,1.0,0.5454545454545454,0.48917272727272726,0.46823333333333333,0.7777777777777778,6.927272727272728,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,4.0,,,,2.0,2.0,,2.0,,2.0,4.0,1.0,1.0,,3.0,,,,,,3.0,,,,,,0.6666666666666666,1.0,,,,,,,,,0.18181818181818182,0.16666666666666666,0.5,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,0.16666666666666666,0.16666666666666666,2.0,,2.0,0.6666666666666666,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203401-203416-204333,1611661322,"Kara Lawson, Ivory Latta, Tayler Hill, Emma Meesseman, Natasha Cloud","Lawson, Latta, Hill, Meesseman, Cloud",100874-201056-203401-203416-204333,WAS,63.0,2,1.0,3.0,4.0,3.0,1.0,7.0,,1.0,,,,,,2.0,,1.0,2.0,5.0,2.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,5.0,,,0.5,,0.625,,0.6666666666666666,,1.0,,1.0,1.0,,1.0,160.0,6.25,12.666666666666666,5.0,12.666666666666666,0.3333333333333333,,,,,,,0.6666666666666666,,,1.0,0.39125000000000004,0.2118,,0.2,24.8,2.0,2.0,,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,1.0,1.0,2.0,5.0,,3.0,,1.0,,,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,2.0,1.0,3.0,1.0,,,,,1.0,0.5,,1.0,0.5,,1.5,1.25,,,,,,,,,,,,0.5,0.5,1.0,1.0,,,,,,1.0,1.0,0.5,0.42375,1.0,0.5,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203416-203437-203829,1611661322,"Kara Lawson, Ivory Latta, Emma Meesseman, Tierra Ruffin-Pratt, Bria Hartley","Lawson, Latta, Meesseman, Ruffin-Pratt, Hartley",100874-201056-203416-203437-203829,WAS,11.0,1,,,1.0,2.0,,3.0,,,,,1.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,392.72727272727275,9.0,1.0,9.0,1.0,,,,1.0,,,,,,,,0.3284,,,5.1,,1.0,2.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.3284,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203416-203437-204326,1611661322,"Kara Lawson, Ivory Latta, Emma Meesseman, Tierra Ruffin-Pratt, Ally Malott","Lawson, Latta, Meesseman, Ruffin-Pratt, Malott",100874-201056-203416-203437-204326,WAS,189.0,2,3.0,-1.0,5.0,5.0,1.0,10.0,,3.0,,2.0,,,1.0,1.0,,4.0,1.0,5.0,6.0,,2.0,,,,1.0,4.0,1.0,2.0,4.0,6.0,1.0,,,,,2.0,1.0,,5.0,,,0.3,,0.4166666666666667,,0.2,0.5,1.0,0.25,1.0,1.0,0.5,0.3333333333333333,76.19047619047619,15.2,22.6,13.0,17.0,0.6,,,,0.2,,,0.2,1.0,,0.8,0.48545999999999995,0.59365,,5.75,23.8,4.0,3.0,,3.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,3.0,1.0,1.0,2.0,5.0,,3.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,,,,1.0,,,,,,2.0,1.0,5.0,4.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,0.375,0.5,0.25,0.3333333333333333,,1.0,,,,,,,,1.0,1.0,1.0,,,,0.75,,,0.25,1.0,1.0,0.511775,1.0,0.8,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203437-203866-204326,1611661322,"Kara Lawson, Ivory Latta, Tierra Ruffin-Pratt, Kayla Thornton, Ally Malott","Lawson, Latta, Ruffin-Pratt, Thornton, Malott",100874-201056-203437-203866-204326,WAS,66.0,1,1.0,-2.0,1.0,2.0,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,65.45454545454545,36.0,15.0,36.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201913-203416-203437-204333,1611661322,"Kara Lawson, Kia Vaughn, Emma Meesseman, Tierra Ruffin-Pratt, Natasha Cloud","Lawson, Vaughn, Meesseman, Ruffin-Pratt, Cloud",100874-201913-203416-203437-204333,WAS,107.0,1,2.0,2.0,2.0,3.0,,5.0,,,,,1.0,,,1.0,,1.0,1.0,4.0,2.0,,,,,,1.0,,1.0,2.0,,2.0,,,,,,1.0,1.0,,4.0,,,0.75,,0.6666666666666666,,0.5,1.0,,1.0,,,,,67.28971962616822,25.0,19.0,25.0,19.0,,,,0.5,,,,0.5,,,0.5,0.424625,,,11.8,24.7,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,3.0,,1.0,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
