EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,HeaveAttempts,FTOffRebounds,BlockedShortMidRange,PenaltyFg2Pct,PenaltyEfgPct,OffFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,FTDefRebounds,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Charge Fouls,Loose Ball Fouls,BlockingFouls,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
101024-201496-201911-202650-204302,1611661320,"Temeka Johnson, Candace Parker, Kristi Toliver, Jantel Lavender, Ana Dabovic","Johnson, Parker, Toliver, Lavender, Dabovic",101024-201496-201911-202650-204302,LAS,3008.0,6,50.0,96.0,99.0,8.0,21.0,16.0,195.0,20.0,38.0,3.0,6.0,6.0,15.0,5.0,21.0,1.0,2.0,3.0,12.0,2.0,1.0,31.0,74.0,4.0,14.0,21.0,95.0,95.0,5.0,12.0,2.0,6.0,16.0,2.0,1.0,8.0,8.0,42.0,20.0,12.0,6.0,12.0,3.0,6.0,21.0,4.0,25.0,3.0,1.0,13.0,3.0,5.0,54.0,6.0,16.0,15.0,24.0,39.0,22.0,61.0,2.0,11.0,10.0,1.0,12.0,1.0,8.0,7.0,4.0,2.0,19.0,4.0,1.0,11.0,20.0,2.0,20.0,1.0,1.0,1.0,1.0,26.0,1.0,2.0,8.0,1.0,3.0,2.0,2.0,2.0,2.0,79.0,4.0,5.0,2.0,0.6774193548387096,0.75,1.0,0.2857142857142857,0.2857142857142857,0.4189189189189189,0.4166666666666667,0.42045454545454547,0.35714285714285715,0.4696969696969697,0.4444444444444444,0.5,0.1590909090909091,0.08108108108108109,0.13157894736842105,0.06666666666666667,0.631578947368421,0.96,0.37209302325581395,0.8333333333333334,0.6666666666666666,0.9069767441860465,0.4230769230769231,0.3888888888888889,0.4444444444444444,0.3125,0.625,1.0,1.0,1.0,0.8888888888888888,0.8666666666666667,0.6666666666666666,0.043478260869565216,93.35106382978724,1.0,16.46875,14.414141414141413,15.177083333333334,13.818181818181818,0.4318181818181818,0.5263157894736842,0.6060606060606061,0.65,0.17045454545454544,0.4,0.42857142857142855,0.5,0.23863636363636365,0.23809523809523808,0.23809523809523808,1.0,0.022727272727272728,0.5,0.5,1.0,0.13636363636363635,0.25,0.25,1.0,0.42857142857142855,0.5,0.14285714285714285,0.3333333333333333,0.5909090909090909,0.25,0.47973977272727275,0.49295833333333333,0.2779,0.09375,0.09876543209876543,0.06666666666666667,0.16842105263157894,0.08421052631578947,7.971621621621622,23.571428571428573,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100729-101024-203025-203845-204302,1611661320,"Michelle Snow, Temeka Johnson, Farhiya Abdi, Jennifer Hamson, Ana Dabovic","Snow, Johnson, Abdi, Hamson, Dabovic",100729-101024-203025-203845-204302,LAS,321.0,1,5.0,10.0,12.0,10.0,2.0,3.0,22.0,3.0,7.0,1.0,2.0,,,2.0,4.0,,,,1.0,,1.0,5.0,11.0,,1.0,1.0,11.0,5.0,2.0,3.0,,,4.0,11.0,1.0,1.0,11.0,6.0,4.0,,2.0,,,1.0,3.0,,3.0,,,1.0,,2.0,6.0,,2.0,2.0,,2.0,3.0,5.0,,3.0,3.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,7.0,11.0,10.0,,0.6,0.75,,,,0.45454545454545453,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.4583333333333333,0.6666666666666666,0.4583333333333333,0.08333333333333333,0.09090909090909091,0.14285714285714285,,,,0.3333333333333333,1.0,,0.5,0.3333333333333333,,,1.0,,,,,,1.0,1.0,,98.69158878504673,,12.3,16.5,11.2,15.25,0.5833333333333334,0.42857142857142855,0.5,0.3333333333333333,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,0.08333333333333333,,,,0.6666666666666666,0.5,,0.08333333333333333,0.6666666666666666,,0.536490909090909,0.5129666666666667,0.536490909090909,0.08333333333333333,0.09090909090909091,,0.36363636363636365,1.0,7.372727272727272,46.0,1.0,6.0,3.0,7.0,5.0,1.0,1.0,1.0,0.45454545454545453,0.4166666666666667,1.0,0.5833333333333334,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100729-101024-203025-203845-204325,1611661320,"Michelle Snow, Temeka Johnson, Farhiya Abdi, Jennifer Hamson, Crystal Bradford","Snow, Johnson, Abdi, Hamson, Bradford",100729-101024-203025-203845-204325,LAS,95.0,1,2.0,4.0,4.0,4.0,3.0,,8.0,1.0,1.0,,,,,,2.0,,,,,,,1.0,3.0,,,3.0,5.0,5.0,,,,,,3.0,,3.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,3.0,1.0,,1.0,,1.0,,,,,5.0,5.0,4.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.625,,0.625,,,,,,,,,,,,,,,,,,,,,,,121.26315789473685,,9.75,14.0,9.75,14.0,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,,0.49633333333333335,,0.49633333333333335,0.3333333333333333,0.3333333333333333,,,1.0,11.266666666666666,,1.0,,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-101039-101080-202650,1611661320,"Alana Beard, Temeka Johnson, Erin Phillips, Jennifer Lacy, Jantel Lavender","Beard, Johnson, Phillips, Lacy, Lavender",100949-101024-101039-101080-202650,LAS,478.0,2,8.0,15.0,14.0,3.0,1.0,3.0,29.0,3.0,5.0,,1.0,1.0,2.0,,3.0,,1.0,1.0,2.0,,,4.0,10.0,1.0,3.0,,11.0,14.0,,2.0,,,,3.0,,,4.0,6.0,2.0,3.0,,2.0,1.0,,3.0,1.0,4.0,1.0,,3.0,,,9.0,1.0,2.0,,7.0,7.0,3.0,10.0,,1.0,1.0,,1.0,1.0,1.0,3.0,,1.0,4.0,1.0,,2.0,4.0,1.0,2.0,,,,,2.0,,,1.0,,,2.0,1.0,2.0,2.0,11.0,4.0,3.0,,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.4,,0.4230769230769231,,0.39285714285714285,,0.6666666666666666,0.23076923076923078,,,,0.25,0.7777777777777778,0.3333333333333333,,0.5,0.7,0.375,0.5,1.0,,,1.0,0.5,1.0,0.6666666666666666,,,,87.36401673640167,1.0,14.2,18.928571428571427,12.066666666666666,17.5,0.38461538461538464,0.6,0.6,1.0,0.15384615384615385,0.5,0.5,,0.23076923076923078,,,,0.07692307692307693,,,,0.15384615384615385,0.5,0.5,1.0,0.5,,,,0.6153846153846154,0.5,0.5072346153846155,0.3956,0.43113333333333337,0.07142857142857142,0.09090909090909091,,,0.36363636363636365,8.14,23.53333333333333,0.2,-3.0,1.0,1.0,2.0,,,1.0,0.6666666666666666,0.6666666666666666,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-101039-202650-204299,1611661320,"Alana Beard, Temeka Johnson, Erin Phillips, Jantel Lavender, Marianna Tolo","Beard, Johnson, Phillips, Lavender, Tolo",100949-101024-101039-202650-204299,LAS,388.0,2,6.0,12.0,13.0,4.0,3.0,,25.0,3.0,5.0,,,,1.0,2.0,3.0,,,,3.0,,1.0,5.0,9.0,,3.0,2.0,12.0,7.0,,,,,,3.0,1.0,,4.0,6.0,4.0,,,3.0,,1.0,3.0,,3.0,,,2.0,,1.0,6.0,,,2.0,5.0,7.0,,7.0,,,,,,,,,,,,,,1.0,3.0,,3.0,,1.0,,,3.0,1.0,,2.0,,,,,,,12.0,4.0,4.0,1.0,0.6,0.6,,,,0.5555555555555556,,0.4166666666666667,,0.46153846153846156,,0.5,0.25,0.1111111111111111,0.2,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,92.78350515463917,,15.25,15.76923076923077,15.25,15.76923076923077,0.4166666666666667,0.6,0.75,0.6666666666666666,0.08333333333333333,,,,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,,0.25,,,,,,,0.25,0.6666666666666666,,0.5021041666666667,,0.4895375,0.15384615384615385,0.2,,,0.3333333333333333,8.18888888888889,23.166666666666668,0.3333333333333333,5.0,1.0,1.0,2.0,,,,0.6666666666666666,0.5,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-201911-204299,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Kristi Toliver, Marianna Tolo","Beard, Johnson, Parker, Toliver, Tolo",100949-101024-201496-201911-204299,LAS,389.0,3,6.0,13.0,11.0,1.0,4.0,2.0,24.0,,1.0,,,,1.0,2.0,4.0,,,2.0,3.0,,,2.0,6.0,2.0,3.0,7.0,17.0,17.0,,1.0,,2.0,2.0,,,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,,2.0,,2.0,2.0,2.0,4.0,,1.0,,1.0,2.0,,2.0,1.0,,,3.0,,,1.0,1.0,,6.0,,,,,7.0,,,2.0,1.0,1.0,,,,,15.0,2.0,1.0,,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.5555555555555556,,0.7083333333333334,0.5,1.0,0.3333333333333333,0.16666666666666666,1.0,,0.6666666666666666,1.0,0.5,,,1.0,0.4,1.0,1.0,,,,1.0,1.0,,,,,88.84318766066838,,18.692307692307693,13.272727272727273,18.23076923076923,13.272727272727273,0.1111111111111111,,,,0.1111111111111111,,,,0.4444444444444444,0.5,0.5,0.5,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,0.4444444444444444,0.6666666666666666,0.39025,0.352,,0.2727272727272727,0.25,0.3333333333333333,0.11764705882352941,0.11764705882352941,12.683333333333332,23.5,0.07692307692307693,,,,,,,,,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-203014-204302,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Nneka Ogwumike, Ana Dabovic","Beard, Johnson, Parker, Ogwumike, Dabovic",100949-101024-201496-203014-204302,LAS,141.0,1,2.0,5.0,4.0,,1.0,1.0,9.0,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,1.0,,,2.0,4.0,1.0,1.0,2.0,9.0,3.0,,1.0,,,,,,,,4.0,,3.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,,,,,2.0,,,1.0,,,,,,,9.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,,0.7,,0.75,,,0.2,0.25,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,91.91489361702128,,14.6,17.0,14.6,17.0,0.2,1.0,1.0,1.0,0.2,,,,0.4,0.5,0.5,1.0,,,,,0.2,1.0,1.0,1.0,,,,,0.4,1.0,0.41101,0.2275,,0.16666666666666666,0.2,,,,11.25,22.7,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-203025-204299,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Farhiya Abdi, Marianna Tolo","Beard, Johnson, Parker, Abdi, Tolo",100949-101024-201496-203025-204299,LAS,112.0,1,2.0,4.0,4.0,,,,8.0,,,,,,,,,,,2.0,3.0,,,,,2.0,3.0,,6.0,5.0,,,,,,,,,,,,6.0,,3.0,2.0,,,2.0,2.0,2.0,,,,,6.0,,,1.0,1.0,2.0,,2.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,102.85714285714286,,14.75,13.25,14.75,13.25,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,1.0,0.6666666666666666,0.49879999999999997,,,,,,,,,24.03333333333333,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-203025-204325,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Farhiya Abdi, Crystal Bradford","Beard, Johnson, Parker, Abdi, Bradford",100949-101024-201496-203025-204325,LAS,57.0,1,1.0,2.0,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,75.78947368421053,,18.0,21.0,18.0,21.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3933,,,,,,,,2.9,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201911-202650-203025,1611661320,"Alana Beard, Temeka Johnson, Kristi Toliver, Jantel Lavender, Farhiya Abdi","Beard, Johnson, Toliver, Lavender, Abdi",100949-101024-201911-202650-203025,LAS,142.0,1,2.0,4.0,4.0,,1.0,1.0,8.0,2.0,5.0,1.0,3.0,,1.0,,,,,,1.0,,,2.0,6.0,,1.0,1.0,5.0,2.0,1.0,3.0,,,2.0,,,,,2.0,2.0,,,1.0,,3.0,1.0,,1.0,,,1.0,,,2.0,,3.0,1.0,1.0,2.0,3.0,5.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,3.0,,,,0.5,0.5,,,,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.35714285714285715,0.3333333333333333,,0.14285714285714285,0.5,0.4,1.0,,1.0,1.0,1.0,,1.0,0.75,1.0,,,,,1.0,,,1.0,,,81.12676056338029,,17.0,18.5,14.75,18.5,0.7142857142857143,0.4,0.6666666666666666,0.5,0.14285714285714285,,,,,,,,,,,,0.14285714285714285,,,,1.0,0.3333333333333333,,,0.8571428571428571,,0.46349999999999997,0.4284333333333334,,0.14285714285714285,0.16666666666666666,,0.4,,3.466666666666667,22.9,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
