EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,ShortMidRangeFGM,FG2M,Points,PtsUnassisted2s,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyOffPoss,PenaltyDefPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,FTDefRebounds,Steals,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimPctBlocked,OffAtRimReboundPct,Charge Fouls Drawn,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,TwoPtShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LostBallTurnovers,PenaltyFG2M,Charge Fouls,PenaltyFg2Pct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGA,PenaltyAtRimFrequency,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,PenaltyAtRimFGM,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,PenaltyAtRimAccuracy,SecondChanceAtRimPctAssisted,Loose Ball Fouls,Offensive Fouls Drawn,SecondChanceFtPoints,Loose Ball Fouls Drawn,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedLongMidRange,BlockedAtRim,HeaveAttempts,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1628279-1628282-1629485-200671-203437,1611661320,"Brittney Sykes, Sydney Wiese, Kristine Anigwe, Seimone Augustus, Tierra Ruffin-Pratt","Sykes, Wiese, Anigwe, Augustus, Ruffin-Pratt",1628279-1628282-1629485-200671-203437,LAS,70.0,1,1.0,-5.0,3.0,3.0,6.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123.42857142857142,1.0,14.333333333333334,9.0,14.333333333333334,9.0,1.0,0.3972,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1629485-200671-203437-203833,1611661320,"Brittney Sykes, Kristine Anigwe, Seimone Augustus, Tierra Ruffin-Pratt, Chelsea Gray","Sykes, Anigwe, Augustus, Ruffin-Pratt, Gray",1628279-1629485-200671-203437-203833,LAS,75.0,1,1.0,-1.0,2.0,2.0,4.0,1.0,1.0,3.0,,1.0,1.0,,,,,,0.5,,76.8,,19.5,18.0,19.5,14.0,1.0,0.4115,6.8,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1628282-1629485-203029-203437,1611661320,"Brittney Sykes, Sydney Wiese, Kristine Anigwe, Riquna Williams, Tierra Ruffin-Pratt","Sykes, Wiese, Anigwe, Williams, Ruffin-Pratt",1628279-1628282-1629485-203029-203437,LAS,227.0,1,4.0,1.0,9.0,10.0,19.0,1.0,1.0,10.0,1.0,4.0,4.0,,,,,1.0,0.75,,120.52863436123349,,9.88888888888889,13.8,9.88888888888889,13.8,0.2,0.48051000000000005,10.7,,,11.0,,2.0,,,1.0,11.0,,0.6,0.6875,,0.6666666666666666,0.5,,,9.0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,11.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,11.0,9.0,1.0,3.0,1.0,0.5,0.5,0.5,0.6,0.6875,0.8,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.6,0.3333333333333333,0.8,0.3333333333333333,0.48051000000000005,1.0,24.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1630099-200671-203014-203833,1611661320,"Brittney Sykes, Te'a Cooper, Seimone Augustus, Nneka Ogwumike, Chelsea Gray","Sykes, Cooper, Augustus, Ogwumike, Gray",1628279-1630099-200671-203014-203833,LAS,412.0,4,7.0,-4.0,11.0,13.0,24.0,5.0,11.0,12.0,2.0,5.0,8.0,,,,,0.4,0.5,0.5,83.88349514563107,,18.272727272727273,16.23076923076923,16.818181818181817,14.923076923076923,0.38461538461538464,0.43619230769230766,9.072727272727272,1.0,4.0,8.0,4.0,3.0,1.0,1.0,1.0,4.0,0.36363636363636365,0.3076923076923077,0.3076923076923077,1.0,0.6,0.6,0.2,0.2,,3.0,,1.0,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,,,4.0,,1.0,,,,3.0,,4.0,,,,,,,,,,,,,0.15384615384615385,,,,,,0.07692307692307693,,,,0.07692307692307693,,,,,,,,0.38461538461538464,,,,24.3,,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,0.3333333333333333,0.25,1.0,1.0,0.2222222222222222,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4708,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628282-201496-203029-203833-204334,1611661320,"Sydney Wiese, Candace Parker, Riquna Williams, Chelsea Gray, Reshanda Gray","Wiese, Parker, Williams, Gray, Gray",1628282-201496-203029-203833-204334,LAS,41.0,1,1.0,-3.0,,1.0,1.0,1.0,2.0,3.0,,,2.0,,,,,,,,35.1219512195122,,,20.0,,20.0,0.5,0.5035,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,2.0,2.0,,,1.0,,,,,,1.0,,1.0,1.0,,,,0.5,,,,,,,,1.0,,0.6282,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1630099-200671-203014-203029-204334,1611661320,"Te'a Cooper, Seimone Augustus, Nneka Ogwumike, Riquna Williams, Reshanda Gray","Cooper, Augustus, Ogwumike, Williams, Gray",1630099-200671-203014-203029-204334,LAS,115.0,1,2.0,4.0,4.0,5.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,0.5,0.5,,112.69565217391303,,17.75,8.8,17.75,6.2,0.25,0.46625,6.4,,,6.0,,,,,,6.0,,0.75,0.75,,,,,,,,,,,,2.0,3.0,,,2.0,3.0,,,,,,,6.0,3.0,2.0,,2.0,2.0,2.0,,6.0,,,,,,1.0,,4.0,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,0.75,,,,1.0,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,0.75,0.6666666666666666,,,26.53333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1628282-1628895-203029-204334,1611661320,"Brittney Sykes, Sydney Wiese, Marie Gülich, Riquna Williams, Reshanda Gray","Sykes, Wiese, Gülich, Williams, Gray",1628279-1628282-1628895-203029-204334,LAS,249.0,1,4.0,1.0,7.0,8.0,15.0,2.0,4.0,7.0,2.0,3.0,5.0,,,,,1.0,1.0,1.0,86.74698795180723,,14.857142857142858,18.125,12.714285714285714,18.125,0.3333333333333333,0.439,12.225,1.0,2.0,8.0,2.0,1.0,,,3.0,8.0,0.5,0.5833333333333334,0.5714285714285714,,1.0,1.0,0.5,0.5,,,,,,,1.0,2.0,,,1.0,2.0,1.0,,,,,,,2.0,1.0,,,1.0,,,2.0,,,,3.0,,3.0,,3.0,1.0,1.0,,,,,,0.5,,0.5,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,0.3333333333333333,0.5,,,25.25,,2.0,,,,,1.0,2.0,,,,2.0,,1.0,,,,2.0,2.0,,,2.0,0.5,0.5,,,,1.0,,0.6666666666666666,1.0,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1628282-1629485-203014-203029,1611661320,"Brittney Sykes, Sydney Wiese, Kristine Anigwe, Nneka Ogwumike, Riquna Williams","Sykes, Wiese, Anigwe, Ogwumike, Williams",1628279-1628282-1629485-203014-203029,LAS,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1628282-201496-203029-203833,1611661320,"Brittney Sykes, Sydney Wiese, Candace Parker, Riquna Williams, Chelsea Gray","Sykes, Wiese, Parker, Williams, Gray",1628279-1628282-201496-203029-203833,LAS,11.0,1,,3.0,1.0,,1.0,,,,,,,,,,,,,,130.9090909090909,,10.0,,10.0,,,0.42375,,,,3.0,,,,,,3.0,,1.5,1.5,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,3.0,,,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
1628279-1629485-1630099-203029-204334,1611661320,"Brittney Sykes, Kristine Anigwe, Te'a Cooper, Riquna Williams, Reshanda Gray","Sykes, Anigwe, Cooper, Williams, Gray",1628279-1629485-1630099-203029-204334,LAS,148.0,1,2.0,-2.0,5.0,6.0,11.0,,,5.0,2.0,3.0,3.0,,,,,1.0,1.0,1.0,107.02702702702702,,11.4,15.166666666666666,11.4,15.166666666666666,,,,,,3.0,,1.0,,,3.0,3.0,,,0.75,,1.0,1.0,,,1.0,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,,,,,,,,3.0,,2.0,1.0,2.0,4.0,,1.0,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2020,2020,False
